,Approaches_from_200-225_yards_Rgh_RANK THIS WEEK,Approaches_from_200-225_yards_Rgh_RANK LAST WEEK,Approaches_from_200-225_yards_Rgh_PLAYER NAME,Approaches_from_200-225_yards_Rgh_ROUNDS,Approaches_from_200-225_yards_Rgh_AVG,Approaches_from_200-225_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_Rgh_# OF ATTEMPTS,Approaches_from_200-225_yards_Rgh_RELATIVE TO PAR
0,1,1,Kyle Thompson,70,"42' 1""",378.583,9,+1
1,2,2,John Huston,56,"43' 7""",435.667,10,-1
2,3,3,Charley Hoffman,94,"44' 11""",942.8330000000001,21,-2
3,4,4,Harrison Frazar,73,"47' 10""",525.9169999999999,11,+2
4,5,5,Stewart Cink,87,"47' 11""",814.4169999999999,17,-2
5,6,6,Davis Love III,78,"48' 0""",336.167,7,-3
6,7,7,Justin Bolli,87,"48' 3""",626.9169999999999,13,+5
7,8,8,Paul Goydos,78,"48' 11""",1027.75,21,+3
8,9,9,John Merrick,98,"49' 8""",943.8330000000001,19,+5
9,10,10,Kevin Stadler,90,"50' 3""",803.3330000000001,16,+2
10,11,11,Cody Freeman,66,"50' 8""",607.75,12,-1
11,12,12,Bubba Watson,97,"50' 9""",1166.583,23,-3
12,13,13,Todd Hamilton,92,"51' 1""",817.0830000000001,16,+3
13,14,14,Geoff Ogilvy,65,"51' 3""",461.5,9,+2
14,15,15,Nicholas Thompson,113,"51' 9""",1397.0829999999999,27,+5
15,16,16,Alex Cejka,75,"52' 4""",732.4169999999999,14,+5
16,17,17,Robert Gamez,79,"52' 10""",1057.333,20,+8
17,T18,T18,Charles Howell III,101,"52' 11""",1218.0,23,+2
18,T18,T18,Rod Pampling,83,"52' 11""",794.3330000000001,15,+7
19,T18,T18,Y.E. Yang,89,"52' 11""",1216.167,23,+6
20,21,21,Adam Scott,51,"54' 3""",1030.667,19,+5
21,22,22,Frank Lickliter II,107,"54' 6""",1634.4170000000001,30,+4
22,23,23,Tim Clark,90,"54' 7""",1582.1670000000001,29,+5
23,T24,T24,Steve Allan,58,"54' 9""",712.0830000000001,13,+7
24,T24,T24,Gavin Coles,54,"54' 9""",985.75,18,+2
25,26,26,Paul Casey,55,"55' 2""",551.25,10,-3
