,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
172,173,173,David Duval,51,39.05,41,105,-0.02
173,174,174,Bob Sowards,61,39.0,39,100,-0.08
174,175,175,Marco Dawson,64,38.93,51,131,-0.08
175,176,176,John Mallinger,95,38.89,91,234,-0.13
176,177,177,Shane Bertsch,96,38.87,96,247,-0.10
177,178,178,Parker McLachlin,88,38.83,73,188,-0.07
178,179,179,Tom Scherrer,56,38.78,38,98,-0.08
179,180,180,J.P. Hayes,67,38.69,53,137,-0.04
180,T181,T181,Carlos Franco,73,38.46,55,143,-0.13
181,T181,T181,Greg Kraft,63,38.46,45,117,-0.13
182,183,183,Jeff Overton,103,38.42,73,190,-0.04
183,184,184,Carl Pettersson,110,37.83,101,267,-0.07
184,185,185,Brenden Pappas,66,37.62,38,101,-0.05
185,186,186,Shigeki Maruyama,50,37.09,56,151,-0.07
186,187,187,Eric Axley,113,36.93,89,241,+0.04
187,188,188,Alejandro Cañizares,52,36.79,39,106,-0.05
188,189,189,Brett Rumford,72,36.65,59,161,-0.02
189,190,190,Cody Freeman,66,36.51,46,126,-0.11
190,191,191,Ian Poulter,51,36.36,36,99,-0.08
191,192,192,Jesper Parnevik,88,36.27,70,193,-0.09
192,193,193,Craig Kanada,65,35.67,56,157,-0.21
193,194,194,Chris Riley,51,35.51,38,107,-0.08
194,195,195,Corey Pavin,69,35.24,80,227,-0.21
195,196,196,Chad Collins,72,34.86,61,175,-0.08
196,197,197,Jason Allred,63,34.58,37,107,-0.03
