,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
24,T19,T19,Dean Wilson,109,"29' 11""",1255,37549.417,-99.0
25,T26,T26,Brian Gay,102,"30' 0""",1253,37637.25,-112.0
26,T26,T26,Lee Janzen,89,"30' 0""",1028,30830.583,-44.0
27,T28,T28,David Toms,70,"30' 1""",767,23083.167,-54.0
28,T28,T28,Bob Tway,70,"30' 1""",789,23725.75,-106.0
29,T30,T30,Paul Casey,55,"30' 2""",498,15042.083,-29.0
30,T30,T30,Tommy Gainey,60,"30' 2""",596,17971.083,-14.0
31,T30,T30,Trevor Immelman,70,"30' 2""",739,22273.25,-10.0
32,T30,T30,Doug LaBelle II,65,"30' 2""",719,21685.417,-28.0
33,T30,T30,Chez Reavie,102,"30' 2""",1312,39629.0,-62.0
34,T30,T30,Tom Scherrer,56,"30' 2""",598,18027.333,-29.0
35,T36,T36,Bart Bryant,81,"30' 3""",984,29760.5,-57.0
36,T36,T36,Zach Johnson,85,"30' 3""",1042,31558.083,-83.0
37,T36,T36,Jeff Quinney,87,"30' 3""",1008,30461.083,-82.0
38,T39,T39,Shane Bertsch,96,"30' 4""",1302,39456.667,-73.0
39,T39,T39,Alex Cejka,75,"30' 4""",819,24825.083,-15.0
40,T39,T39,Steve Flesch,95,"30' 4""",1068,32362.333,-81.0
41,T39,T39,Harrison Frazar,73,"30' 4""",801,24275.917,-20.0
42,T39,T39,Tom Pernice Jr.,104,"30' 4""",1332,40381.917,-118.0
43,T44,T44,Billy Andrade,71,"30' 5""",800,24307.0,3.0
44,T44,T44,Marco Dawson,64,"30' 5""",729,22161.167,-53.0
45,T44,T44,Glen Day,64,"30' 5""",764,23266.667,-69.0
46,T44,T44,Jim Furyk,95,"30' 5""",1084,32976.5,-115.0
47,T44,T44,Anthony Kim,81,"30' 5""",833,25351.25,-88.0
48,T44,T44,Matt Kuchar,88,"30' 5""",950,28863.333,-74.0
49,T44,T44,Andres Romero,69,"30' 5""",557,16923.833,-37.0
50,T44,T44,Boo Weekley,86,"30' 5""",843,25609.75,-60.0
51,T52,T52,Cameron Beckman,87,"30' 6""",1045,31852.083,-50.0
52,T52,T52,Ben Curtis,80,"30' 6""",890,27180.75,-55.0
53,T52,T52,Robert Gamez,79,"30' 6""",1018,31038.083,2.0
54,T52,T52,Steve Stricker,75,"30' 6""",743,22690.167,-75.0
55,T52,T52,D.J. Trahan,94,"30' 6""",1059,32275.083,-93.0
56,T57,T57,Hunter Mahan,87,"30' 7""",1001,30633.5,-105.0
57,T57,T57,Phil Mickelson,80,"30' 7""",722,22082.833,-96.0
58,T59,T59,Fred Couples,60,"30' 8""",649,19876.25,-45.0
59,T59,T59,J.B. Holmes,86,"30' 8""",810,24842.75,-52.0
60,T59,T59,Freddie Jacobson,78,"30' 8""",860,26396.417,-61.0
61,T59,T59,Greg Kraft,63,"30' 8""",714,21879.833,-21.0
62,T59,T59,Jin Park,85,"30' 8""",991,30401.25,9.0
63,T59,T59,John Riegger,73,"30' 8""",897,27506.25,-68.0
64,T59,T59,Brandt Snedeker,85,"30' 8""",882,27052.0,-44.0
65,T66,T66,Will MacKenzie,62,"30' 9""",771,23684.083,-33.0
66,T66,T66,Nick O'Hern,82,"30' 9""",1046,32130.583,-89.0
67,T66,T66,Patrick Sheehan,124,"30' 9""",1476,45415.25,-86.0
68,T66,T66,Chris Stroud,81,"30' 9""",905,27813.5,-41.0
69,T70,T70,Stewart Cink,87,"30' 10""",818,25219.0,-89.0
70,T70,T70,Retief Goosen,59,"30' 10""",552,17000.5,-45.0
71,T70,T70,Kyle Thompson,70,"30' 10""",745,22952.583,11.0
72,T73,T73,Robert Allenby,108,"30' 11""",1190,36800.417,-122.0
73,T73,T73,Mark Calcavecchia,67,"30' 11""",739,22860.083,-17.0
74,T75,T75,Ken Duke,116,"31' 0""",1373,42620.167,-137.0
75,T75,T75,Charley Hoffman,94,"31' 0""",1138,35290.667,-53.0
76,T75,T75,Peter Lonard,92,"31' 0""",1101,34116.0,-43.0
77,T78,T78,Michael Allen,91,"31' 1""",1109,34460.083,-102.0
78,T78,T78,Sergio Garcia,72,"31' 1""",722,22427.083,-48.0
79,T78,T78,Davis Love III,78,"31' 1""",853,26520.333,-50.0
80,T78,T78,Rocco Mediate,87,"31' 1""",950,29551.667,-18.0
81,T82,T82,Jeff Gove,50,"31' 2""",648,20176.833,-35.0
82,T82,T82,Brandt Jobe,52,"31' 2""",603,18784.167,-18.0
83,T82,T82,Dustin Johnson,92,"31' 2""",954,29706.917,-33.0
84,T82,T82,Jerry Kelly,89,"31' 2""",1032,32155.417,-34.0
85,T82,T82,Cliff Kresge,84,"31' 2""",986,30724.75,-28.0
86,T82,T82,Steve Marino,119,"31' 2""",1390,43358.167,-141.0
87,T82,T82,George McNeill,97,"31' 2""",1176,36654.25,-100.0
88,T89,T89,Rich Beem,90,"31' 3""",1084,33858.417,-54.0
89,T89,T89,Jon Mills,95,"31' 3""",1026,32065.083,-16.0
90,T89,T89,Corey Pavin,69,"31' 3""",809,25297.25,-49.0
91,T89,T89,Kevin Streelman,114,"31' 3""",1263,39468.167,-112.0
92,T93,T93,Olin Browne,77,"31' 4""",1068,33426.083,-5.0
93,T93,T93,Craig Kanada,65,"31' 4""",779,24430.75,-52.0
94,T93,T93,Sean O'Hair,81,"31' 4""",895,28071.667,-43.0
95,T93,T93,Charlie Wi,97,"31' 4""",1231,38528.333,-88.0
96,T93,T93,Mark Wilson,107,"31' 4""",1490,46634.75,-134.0
97,T93,T93,Y.E. Yang,89,"31' 4""",1055,33088.833,-67.0
98,T99,T99,Ángel Cabrera,55,"31' 5""",443,13921.333,-42.0
99,T99,T99,Joe Durant,92,"31' 5""",1127,35364.667,-33.0
100,T99,T99,Pat Perez,93,"31' 5""",1080,33934.667,-107.0
101,T99,T99,Carl Pettersson,110,"31' 5""",1272,39968.667,-71.0
102,T99,T99,Ron Whittaker,54,"31' 5""",598,18811.667,-10.0
103,T104,T104,Justin Bolli,87,"31' 6""",1025,32274.417,-10.0
104,T104,T104,Chris DiMarco,87,"31' 6""",1000,31514.583,-42.0
105,T104,T104,Cody Freeman,66,"31' 6""",691,21763.333,9.0
106,T104,T104,Robert Garrigus,90,"31' 6""",1059,33344.583,-71.0
107,T104,T104,Padraig Harrington,52,"31' 6""",406,12778.5,-23.0
108,T104,T104,Mark Hensby,71,"31' 6""",824,25937.0,-28.0
109,T104,T104,Stephen Leaney,53,"31' 6""",631,19853.167,-12.0
110,T111,T111,Kent Jones,68,"31' 7""",785,24780.25,-59.0
111,T111,T111,Jeff Maggert,86,"31' 7""",1071,33858.083,-40.0
112,T111,T111,Brenden Pappas,66,"31' 7""",701,22163.417,-61.0
113,T111,T111,John Senden,93,"31' 7""",1154,36470.0,-68.0
114,T111,T111,Omar Uresti,74,"31' 7""",915,28935.167,-46.0
115,116,116,Tom Lehman,51,"31' 8""",512,16200.833,-31.0
116,T117,T117,Todd Hamilton,92,"31' 9""",1044,33107.667,-50.0
117,T117,T117,John Mallinger,95,"31' 9""",1184,37546.0,-63.0
118,T119,T119,Ryan Armour,87,"31' 10""",1080,34366.917,-25.0
119,T119,T119,Woody Austin,109,"31' 10""",1214,38612.417,-107.0
120,T119,T119,Kevin Na,97,"31' 10""",1261,40120.917,-82.0
121,T119,T119,Charles Warren,79,"31' 10""",991,31552.0,-3.0
122,T123,T123,Bob Estes,90,"31' 11""",1184,37741.083,-82.0
123,T123,T123,Jason Gore,94,"31' 11""",1200,38281.333,-77.0
124,T125,T125,Martin Laird,98,"32' 0""",1131,36238.667,-102.0
125,T125,T125,Frank Lickliter II,107,"32' 0""",1353,43246.083,-72.0
126,T125,T125,Billy Mayfair,103,"32' 0""",1363,43649.083,-67.0
127,T125,T125,John Merrick,98,"32' 0""",1050,33634.583,-56.0
128,T125,T125,Ted Purdy,68,"32' 0""",775,24793.083,-5.0
129,T125,T125,Bo Van Pelt,101,"32' 0""",1227,39252.083,-65.0
130,T125,T125,Tim Wilkinson,95,"32' 0""",1072,34267.0,-91.0
131,T132,T132,K.J. Choi,74,"32' 1""",748,23981.5,-80.0
132,T132,T132,Adam Scott,51,"32' 1""",424,13596.0,-30.0
133,T134,T134,Ben Crane,86,"32' 2""",1044,33558.583,-92.0
134,T134,T134,Kevin Sutherland,98,"32' 2""",1159,37266.0,-135.0
135,T136,T136,Paul Goydos,78,"32' 3""",948,30592.5,-34.0
136,T136,T136,Charles Howell III,101,"32' 3""",1089,35095.0,-90.0
137,T136,T136,Ryuji Imada,80,"32' 3""",884,28527.417,-73.0
138,T136,T136,Michael Letzig,88,"32' 3""",982,31691.0,-59.0
139,T136,T136,Troy Matteson,94,"32' 3""",1163,37475.583,-43.0
140,T136,T136,Travis Perkins,53,"32' 3""",487,15690.25,33.0
141,T136,T136,Tim Petrovic,97,"32' 3""",1101,35506.833,-46.0
142,T136,T136,Ian Poulter,51,"32' 3""",478,15401.0,-4.0
143,T144,T144,Dudley Hart,74,"32' 4""",885,28606.75,-84.0
144,T144,T144,Rod Pampling,83,"32' 4""",907,29323.667,-70.0
145,T144,T144,Tag Ridings,88,"32' 4""",1016,32818.0,-70.0
146,T147,T147,Bill Haas,99,"32' 5""",1155,37480.333,-61.0
147,T147,T147,David Lutterus,59,"32' 5""",651,21125.75,6.0
148,T147,T147,Kevin Stadler,90,"32' 5""",950,30818.917,-30.0
149,T150,T150,Eric Axley,113,"32' 6""",1246,40541.833,-91.0
150,T150,T150,Brian Davis,108,"32' 6""",1448,47012.667,-90.0
151,T150,T150,Jeff Overton,103,"32' 6""",1097,35659.583,-74.0
152,T150,T150,Marc Turnesa,87,"32' 6""",1036,33669.25,-60.0
153,T154,T154,Stuart Appleby,87,"32' 7""",863,28102.917,-64.0
154,T154,T154,Aaron Baddeley,76,"32' 7""",766,24950.667,-82.0
155,T154,T154,Paul Claxton,63,"32' 7""",713,23230.5,-12.0
156,T154,T154,Nick Flanagan,89,"32' 7""",1060,34547.167,-14.0
157,T154,T154,Richard Johnson,60,"32' 7""",646,21067.5,-32.0
158,T154,T154,Joe Ogilvie,100,"32' 7""",1145,37342.583,-72.0
159,T154,T154,Nick Watney,96,"32' 7""",1064,34650.083,-84.0
160,T161,T161,Jonathan Byrd,88,"32' 8""",1078,35224.167,-74.0
161,T161,T161,Alejandro Cañizares,52,"32' 8""",540,17636.5,-12.0
162,T161,T161,J.J. Henry,108,"32' 8""",1384,45183.25,-54.0
163,T161,T161,Jimmy Walker,73,"32' 8""",746,24361.5,-29.0
164,T165,T165,John Rollins,94,"32' 9""",1095,35821.667,-52.0
165,T165,T165,Brett Rumford,72,"32' 9""",762,24962.5,-10.0
166,T165,T165,Johnson Wagner,83,"32' 9""",881,28875.5,-38.0
167,T168,T168,Steve Elkington,84,"32' 10""",1043,34231.583,-66.0
168,T168,T168,Scott McCarron,63,"32' 10""",757,24881.5,-46.0
169,T168,T168,Parker McLachlin,88,"32' 10""",1015,33321.583,-43.0
170,T171,T171,Mathew Goggin,91,"32' 11""",1104,36375.0,-84.0
171,T171,T171,J.P. Hayes,67,"32' 11""",841,27690.833,4.0
172,T173,T173,Brad Adamonis,87,"33' 1""",949,31427.333,-50.0
173,T173,T173,David Duval,51,"33' 1""",508,16810.417,16.0
174,T173,T173,Brad Elder,67,"33' 1""",713,23572.0,-45.0
175,T173,T173,Carlos Franco,73,"33' 1""",816,26983.583,-57.0
176,T173,T173,Tim Herron,97,"33' 1""",1114,36896.333,-80.0
177,T173,T173,Shigeki Maruyama,50,"33' 1""",528,17452.0,-34.0
178,T179,T179,Brett Quigley,80,"33' 3""",971,32280.167,-50.0
179,T179,T179,Bob Sowards,61,"33' 3""",675,22453.417,-25.0
180,181,181,Nicholas Thompson,113,"33' 5""",1283,42925.583,-47.0
181,182,182,James Driscoll,85,"33' 9""",915,30899.583,-55.0
182,183,183,Chris Riley,51,"33' 10""",559,18916.833,-31.0
183,T184,T184,Jason Allred,63,"33' 11""",601,20406.833,-2.0
184,T184,T184,Matt Jones,95,"33' 11""",1005,34062.333,-34.0
185,186,186,Jason Day,81,"34' 1""",990,33708.833,-66.0
186,187,187,Steve Lowery,74,"34' 2""",857,29270.0,-1.0
187,188,188,Ryan Moore,72,"34' 3""",856,29334.833,-33.0
188,189,189,Chad Collins,72,"34' 5""",832,28606.333,-37.0
189,T190,T190,Kenneth Ferrie,72,"34' 6""",817,28181.25,-4.0
190,T190,T190,Mathias Grönberg,87,"34' 6""",1018,35102.583,-43.0
191,T192,T192,Steve Allan,58,"34' 8""",577,20000.25,-18.0
192,T192,T192,Todd Demsey,80,"34' 8""",949,32916.583,-53.0
193,194,194,Daniel Chopra,84,"34' 11""",815,28477.333,-30.0
194,195,195,Richard Johnson,77,"35' 2""",804,28297.667,-31.0
195,196,196,Nathan Green,95,"35' 4""",1158,40900.5,-45.0
196,197,197,Jesper Parnevik,88,"35' 8""",967,34520.583,-71.0
