,Approaches_from_50-125_yards_Rgh_RANK THIS WEEK,Approaches_from_50-125_yards_Rgh_RANK LAST WEEK,Approaches_from_50-125_yards_Rgh_PLAYER NAME,Approaches_from_50-125_yards_Rgh_ROUNDS,Approaches_from_50-125_yards_Rgh_AVG,Approaches_from_50-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-125_yards_Rgh_RELATIVE TO PAR
0,1,1,Nick O'Hern,82,"18' 5""",773.5830000000001,42,+1
1,2,2,Greg Kraft,63,"19' 9""",572.1669999999999,29,+1
2,3,3,David Duval,51,"19' 10""",673.8330000000001,34,+3
3,4,4,Ben Curtis,80,"20' 1""",662.3330000000001,33,-4
4,5,5,Heath Slocum,104,"20' 2""",1050.75,52,+4
5,6,6,Ron Whittaker,54,"20' 7""",514.25,25,+3
6,T7,T7,Alejandro Cañizares,52,"21' 2""",613.5830000000001,29,+1
7,T7,T7,John Huston,56,"21' 2""",995.0,47,E
8,T7,T7,Shigeki Maruyama,50,"21' 2""",782.9169999999999,37,+11
9,10,10,Charlie Wi,97,"21' 8""",1084.583,50,+4
10,11,11,Justin Bolli,87,"21' 10""",1049.667,48,+2
11,12,12,Craig Kanada,65,"22' 0""",922.3330000000001,42,+7
12,T13,T13,Steve Stricker,75,"22' 2""",1110.083,50,-5
13,T13,T13,Scott Verplank,82,"22' 2""",951.5,43,-3
14,15,15,Alex Cejka,75,"22' 4""",1027.417,46,+5
15,T16,T16,Shane Bertsch,96,"22' 8""",1357.8329999999999,60,-2
16,T16,T16,Chris Riley,51,"22' 8""",612.5,27,-2
17,18,18,Justin Leonard,101,"22' 9""",1116.333,49,+3
18,T19,T19,Paul Goydos,78,"22' 10""",1529.5,67,+10
19,T19,T19,Steve Marino,119,"22' 10""",2034.8329999999999,89,-4
20,21,21,Stephen Leaney,53,"23' 0""",529.9169999999999,23,+4
21,22,22,Brian Gay,102,"23' 3""",1347.0,58,-4
22,T23,T23,Gavin Coles,54,"23' 4""",887.5830000000001,38,+3
23,T23,T23,Kevin Sutherland,98,"23' 4""",1561.75,67,+4
24,25,25,Jerry Kelly,89,"23' 7""",1154.583,49,+5
25,26,26,Woody Austin,109,"23' 8""",1966.6670000000001,83,+14
26,27,27,David Lutterus,59,"23' 9""",997.8330000000001,42,+3
27,T28,T28,Ben Crane,86,"23' 10""",1336.8329999999999,56,-2
28,T28,T28,David Toms,70,"23' 10""",954.8330000000001,40,-2
29,30,30,Jon Mills,95,"23' 11""",1769.6670000000001,74,+10
30,31,31,Daniel Chopra,84,"24' 0""",2180.583,91,-3
31,T32,T32,Stephen Ames,83,"24' 1""",1492.4170000000001,62,-1
32,T32,T32,Trevor Immelman,70,"24' 1""",817.4169999999999,34,+4
33,T32,T32,Tom Pernice Jr.,104,"24' 1""",1879.25,78,+8
34,35,35,Jonathan Byrd,88,"24' 3""",1091.417,45,-4
35,36,36,Padraig Harrington,52,"24' 4""",899.0,37,+3
36,T37,T37,Jeff Overton,103,"24' 5""",2536.583,104,+1
37,T37,T37,Brett Rumford,72,"24' 5""",1415.25,58,+3
38,T39,T39,Jin Park,85,"24' 6""",1249.333,51,+6
39,T39,T39,Chris Stroud,81,"24' 6""",1174.417,48,+2
40,T41,T41,Cody Freeman,66,"24' 7""",1325.75,54,+8
41,T41,T41,Chez Reavie,102,"24' 7""",1402.5829999999999,57,+1
42,T41,T41,Vijay Singh,82,"24' 7""",1816.9170000000001,74,-1
43,44,44,Frank Lickliter II,107,"24' 8""",1848.8329999999999,75,+10
44,45,45,Steve Flesch,95,"24' 9""",1759.5829999999999,71,+12
45,46,46,Eric Axley,113,"24' 10""",2084.667,84,+21
46,T47,T47,Lucas Glover,91,"24' 11""",1890.5829999999999,76,+9
47,T47,T47,Kenny Perry,97,"24' 11""",1618.8329999999999,65,E
48,T49,T49,Chris DiMarco,87,"25' 1""",1983.8329999999999,79,E
49,T49,T49,Steve Elkington,84,"25' 1""",1582.5,63,E
50,T49,T49,Phil Mickelson,80,"25' 1""",1627.9170000000001,65,+1
51,T49,T49,Geoff Ogilvy,65,"25' 1""",1504.0,60,+2
52,T53,T53,Michael Letzig,88,"25' 2""",1634.8329999999999,65,+10
53,T53,T53,Billy Mayfair,103,"25' 2""",1487.1670000000001,59,+4
54,T53,T53,Ryan Moore,72,"25' 2""",980.1669999999999,39,E
55,T53,T53,Bob Tway,70,"25' 2""",804.1669999999999,32,+2
56,T57,T57,Nathan Green,95,"25' 4""",1746.0,69,+5
57,T57,T57,Parker McLachlin,88,"25' 4""",1623.25,64,+2
58,T59,T59,Scott McCarron,63,"25' 5""",787.25,31,+6
59,T59,T59,Rocco Mediate,87,"25' 5""",1168.083,46,-1
60,T61,T61,J.P. Hayes,67,"25' 6""",1480.8329999999999,58,+3
61,T61,T61,Charles Howell III,101,"25' 6""",2013.0,79,-2
62,T63,T63,Ted Purdy,68,"25' 7""",1509.1670000000001,59,+13
63,T63,T63,John Senden,93,"25' 7""",1431.75,56,+7
64,T63,T63,Mike Weir,88,"25' 7""",1226.5,48,+1
65,T66,T66,Robert Allenby,108,"25' 8""",1383.75,54,E
66,T66,T66,Joe Ogilvie,100,"25' 8""",2030.5,79,-1
67,T66,T66,Adam Scott,51,"25' 8""",975.6669999999999,38,-5
68,69,69,Brandt Jobe,52,"25' 9""",1081.583,42,+6
69,T70,T70,Peter Lonard,92,"25' 10""",1550.25,60,+6
70,T70,T70,Jeff Quinney,87,"25' 10""",1704.0,66,+22
71,T72,T72,Billy Andrade,71,"25' 11""",1398.6670000000001,54,+3
72,T72,T72,Chad Campbell,94,"25' 11""",1371.75,53,+5
73,T72,T72,Harrison Frazar,73,"25' 11""",1683.3329999999999,65,+5
74,T72,T72,Dean Wilson,109,"25' 11""",1554.8329999999999,60,-1
75,T76,T76,Mark Calcavecchia,67,"26' 0""",1429.0,55,+1
76,T76,T76,Ken Duke,116,"26' 0""",2652.917,102,+16
77,T76,T76,Sergio Garcia,72,"26' 0""",988.5,38,+2
78,T79,T79,Ernie Els,51,"26' 1""",912.9169999999999,35,+4
79,T79,T79,D.J. Trahan,94,"26' 1""",1489.0829999999999,57,+17
80,T81,T81,Tim Herron,97,"26' 2""",2247.583,86,+10
81,T81,T81,Kevin Stadler,90,"26' 2""",2122.083,81,+4
82,T83,T83,Mathias Grönberg,87,"26' 3""",2022.1670000000001,77,+17
83,T83,T83,Corey Pavin,69,"26' 3""",577.8330000000001,22,+1
84,T85,T85,Rich Beem,90,"26' 4""",1842.0,70,E
85,T85,T85,Steve Lowery,74,"26' 4""",1761.75,67,+4
86,T87,T87,J.J. Henry,108,"26' 6""",1960.5,74,+1
87,T87,T87,Mark Hensby,71,"26' 6""",1669.25,63,+8
88,T89,T89,Kenneth Ferrie,72,"26' 7""",1250.75,47,E
89,T89,T89,Sean O'Hair,81,"26' 7""",1995.5829999999999,75,+10
90,T89,T89,Rod Pampling,83,"26' 7""",1355.1670000000001,51,+7
91,T89,T89,Rory Sabbatini,77,"26' 7""",1329.1670000000001,50,+13
92,T93,T93,Brad Adamonis,87,"26' 8""",1974.25,74,+6
93,T93,T93,Fred Couples,60,"26' 8""",1627.5,61,+8
94,95,95,Richard Johnson,60,"26' 9""",881.6669999999999,33,+3
95,96,96,Anthony Kim,81,"26' 10""",2009.4170000000001,75,-9
96,T97,T97,Michael Allen,91,"26' 11""",1613.75,60,+4
97,T97,T97,Chad Collins,72,"26' 11""",1131.25,42,+9
98,T97,T97,Kevin Streelman,114,"26' 11""",2581.917,96,+8
99,T100,T100,Aaron Baddeley,76,"27' 0""",1351.75,50,-2
100,T100,T100,Tim Clark,90,"27' 0""",1402.5,52,+7
101,T100,T100,Pat Perez,93,"27' 0""",1296.833,48,E
102,T100,T100,Carl Pettersson,110,"27' 0""",2157.333,80,+2
103,T100,T100,Vaughn Taylor,103,"27' 0""",2295.583,85,+11
104,T100,T100,Boo Weekley,86,"27' 0""",1917.0,71,+2
105,T106,T106,Glen Day,64,"27' 1""",1355.4170000000001,50,+2
106,T106,T106,Dustin Johnson,92,"27' 1""",2974.667,110,+6
107,108,108,Camilo Villegas,79,"27' 2""",1142.5,42,+4
108,T109,T109,Briny Baird,113,"27' 3""",1855.75,68,+10
109,T109,T109,Omar Uresti,74,"27' 3""",1280.667,47,+4
110,111,111,Lee Janzen,89,"27' 4""",1121.417,41,+2
111,112,112,Olin Browne,77,"27' 5""",1095.667,40,+15
112,T113,T113,Matt Kuchar,88,"27' 6""",1702.8329999999999,62,+11
113,T113,T113,Travis Perkins,53,"27' 6""",1125.917,41,+4
114,T115,T115,Brad Elder,67,"27' 7""",1267.75,46,+13
115,T115,T115,Robert Gamez,79,"27' 7""",1322.6670000000001,48,+17
116,T115,T115,Johnson Wagner,83,"27' 7""",1294.833,47,+11
117,T115,T115,Nick Watney,96,"27' 7""",2534.333,92,+12
118,119,119,Carlos Franco,73,"27' 8""",1356.9170000000001,49,+8
119,T120,T120,Matt Jones,95,"27' 10""",2200.583,79,+6
120,T120,T120,Cliff Kresge,84,"27' 10""",1474.5,53,+9
121,T120,T120,Andres Romero,69,"27' 10""",1919.5,69,+15
122,T123,T123,Martin Laird,98,"27' 11""",2008.9170000000001,72,+9
123,T123,T123,John Mallinger,95,"27' 11""",1788.6670000000001,64,+14
124,T123,T123,Kevin Na,97,"27' 11""",1677.1670000000001,60,-1
125,T126,T126,Brian Davis,108,"28' 0""",1678.0,60,+1
126,T126,T126,Ryuji Imada,80,"28' 0""",1345.3329999999999,48,+12
127,T126,T126,Freddie Jacobson,78,"28' 0""",1427.4170000000001,51,+6
128,T126,T126,Bubba Watson,97,"28' 0""",2071.5,74,+3
129,T130,T130,Tommy Armour III,77,"28' 1""",1991.3329999999999,71,+9
130,T130,T130,Cameron Beckman,87,"28' 1""",1629.5,58,+1
131,T130,T130,Scott Sterling,89,"28' 1""",1432.75,51,+2
132,T133,T133,Bob Estes,90,"28' 2""",1690.3329999999999,60,+1
133,T133,T133,Zach Johnson,85,"28' 2""",1350.0,48,E
134,135,135,Hunter Mahan,87,"28' 3""",1272.5,45,+3
135,T136,T136,Stuart Appleby,87,"28' 4""",1671.6670000000001,59,-2
136,T136,T136,Tim Petrovic,97,"28' 4""",1782.9170000000001,63,+5
137,T138,T138,Joe Durant,92,"28' 5""",1507.1670000000001,53,+4
138,T138,T138,Marc Turnesa,87,"28' 5""",1677.25,59,+4
139,140,140,Ryan Palmer,69,"28' 6""",1225.583,43,+5
140,T141,T141,Jason Gore,94,"28' 7""",1658.3329999999999,58,+7
141,T141,T141,John Merrick,98,"28' 7""",1316.3329999999999,46,+6
142,T141,T141,Bo Van Pelt,101,"28' 7""",2373.333,83,+11
143,T144,T144,Jim McGovern,75,"28' 8""",1463.6670000000001,51,+8
144,T144,T144,Y.E. Yang,89,"28' 8""",1693.75,59,+19
145,T146,T146,Jason Day,81,"28' 9""",1926.75,67,+4
146,T146,T146,John Riegger,73,"28' 9""",1381.3329999999999,48,+2
147,148,148,Tim Wilkinson,95,"28' 11""",2313.333,80,+17
148,T149,T149,Doug LaBelle II,65,"29' 0""",985.4169999999999,34,+2
149,T149,T149,Kyle Thompson,70,"29' 0""",1597.0829999999999,55,+6
150,151,151,Brett Quigley,80,"29' 2""",1779.6670000000001,61,+9
151,152,152,Richard Johnson,77,"29' 3""",2660.083,91,+7
152,153,153,Tag Ridings,88,"29' 4""",2490.75,85,+20
153,154,154,Charles Warren,79,"29' 6""",2244.917,76,+20
154,155,155,Ian Poulter,51,"29' 7""",1124.667,38,-9
155,T156,T156,Jeff Maggert,86,"29' 8""",2133.75,72,+13
156,T156,T156,Mark Wilson,107,"29' 8""",1930.75,65,+6
157,158,158,Jimmy Walker,73,"29' 9""",1427.4170000000001,48,+3
158,T159,T159,Todd Demsey,80,"29' 10""",1582.1670000000001,53,+11
159,T159,T159,Jay Williamson,96,"29' 10""",1788.6670000000001,60,+8
160,T161,T161,Jim Furyk,95,"29' 11""",1285.667,43,+7
161,T161,T161,Brenden Pappas,66,"29' 11""",1556.25,52,+14
162,T163,T163,Mathew Goggin,91,"30' 2""",1717.1670000000001,57,+12
163,T163,T163,Jeff Gove,50,"30' 2""",603.5830000000001,20,+3
164,T163,T163,Brandt Snedeker,85,"30' 2""",2050.583,68,+6
165,T166,T166,Ryan Armour,87,"30' 3""",1663.9170000000001,55,+19
166,T166,T166,Paul Casey,55,"30' 3""",695.1669999999999,23,+6
167,T166,T166,Retief Goosen,59,"30' 3""",878.1669999999999,29,+9
168,T166,T166,Bill Haas,99,"30' 3""",2328.5,77,+7
169,T166,T166,Jesper Parnevik,88,"30' 3""",1664.3329999999999,55,+13
170,171,171,Steve Allan,58,"30' 5""",1763.6670000000001,58,E
171,172,172,Will MacKenzie,62,"30' 6""",1312.5,43,+11
172,173,173,Dudley Hart,74,"30' 9""",1167.083,38,+14
173,T174,T174,Todd Hamilton,92,"30' 10""",1850.9170000000001,60,+6
174,T174,T174,Kent Jones,68,"30' 10""",1172.833,38,+14
175,176,176,Troy Matteson,94,"31' 0""",2322.5,75,+10
176,177,177,Nick Flanagan,89,"31' 1""",1957.25,63,+8
177,178,178,Stewart Cink,87,"31' 2""",1995.0829999999999,64,+10
178,T179,T179,J.B. Holmes,86,"31' 3""",3121.417,100,+15
179,T179,T179,Tom Scherrer,56,"31' 3""",1405.75,45,+19
180,181,181,James Driscoll,85,"31' 4""",2818.25,90,+20
181,182,182,Patrick Sheehan,124,"31' 5""",2416.083,77,+21
182,T183,T183,Jason Allred,63,"31' 7""",1704.5,54,+7
183,T183,T183,Tom Lehman,51,"31' 7""",885.1669999999999,28,+6
184,185,185,John Rollins,94,"32' 0""",2178.667,68,+13
185,186,186,K.J. Choi,74,"32' 4""",1359.4170000000001,42,+7
186,187,187,Nicholas Thompson,113,"32' 6""",2635.5,81,+9
187,188,188,George McNeill,97,"32' 10""",2791.833,85,+18
188,189,189,Bart Bryant,81,"32' 11""",1217.0,37,+5
189,T190,T190,Ángel Cabrera,55,"33' 0""",1749.3329999999999,53,+16
190,T190,T190,Marco Dawson,64,"33' 0""",1154.25,35,+8
191,192,192,Paul Claxton,63,"33' 4""",1268.083,38,+11
192,193,193,Bob Sowards,61,"33' 6""",1908.0829999999999,57,+15
193,194,194,Robert Garrigus,90,"33' 10""",3449.167,102,+27
194,195,195,Davis Love III,78,"34' 0""",1732.5829999999999,51,+10
195,196,196,Charley Hoffman,94,"34' 3""",2707.0,79,+8
196,197,197,Tommy Gainey,60,"35' 9""",2071.167,58,+17
