,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
80,T79,T79,Chris Stroud,81,-.134
81,T82,T82,Todd Hamilton,92,-.132
82,T82,T82,Steve Marino,119,-.132
83,T82,T82,Kenny Perry,97,-.132
84,85,85,Nathan Green,95,-.131
85,86,86,Billy Mayfair,103,-.130
86,87,87,Joe Durant,92,-.129
87,88,88,Charlie Wi,97,-.128
88,T89,T89,Briny Baird,113,-.127
89,T89,T89,Chris DiMarco,87,-.127
90,T89,T89,John Riegger,73,-.127
91,92,92,Michael Allen,91,-.123
92,93,93,Heath Slocum,104,-.122
93,94,94,Marc Turnesa,87,-.120
94,95,95,Alex Cejka,75,-.118
95,96,96,D.J. Trahan,94,-.117
96,T97,T97,Corey Pavin,69,-.115
97,T97,T97,Patrick Sheehan,124,-.115
98,99,99,Harrison Frazar,73,-.114
99,100,100,Marco Dawson,64,-.113
100,101,101,Chris Riley,51,-.112
101,T102,T102,J.J. Henry,108,-.110
102,T102,T102,Richard Johnson,77,-.110
103,T102,T102,Tom Pernice Jr.,104,-.110
104,T105,T105,Todd Demsey,80,-.109
105,T105,T105,J.B. Holmes,86,-.109
106,107,107,Jerry Kelly,89,-.108
107,108,108,Frank Lickliter II,107,-.107
108,T109,T109,Brenden Pappas,66,-.106
109,T109,T109,Pat Perez,93,-.106
110,T111,T111,Jeff Overton,103,-.105
111,T111,T111,Johnson Wagner,83,-.105
112,T113,T113,Fred Couples,60,-.104
113,T113,T113,Bubba Watson,97,-.104
114,T115,T115,Jonathan Byrd,88,-.103
115,T115,T115,Mathew Goggin,91,-.103
116,117,117,Brett Quigley,80,-.102
117,118,118,George McNeill,97,-.100
118,119,119,Eric Axley,113,-.097
119,120,120,John Merrick,98,-.096
120,121,121,Ryan Armour,87,-.095
121,122,122,Tommy Armour III,77,-.094
122,123,123,Brett Rumford,72,-.092
123,124,124,Brad Elder,67,-.091
124,T125,T125,Michael Letzig,88,-.090
125,T125,T125,Rocco Mediate,87,-.090
126,127,127,Y.E. Yang,89,-.089
127,128,128,Tom Lehman,51,-.087
128,T129,T129,Paul Claxton,63,-.086
129,T129,T129,Steve Flesch,95,-.086
130,T129,T129,Davis Love III,78,-.086
131,132,132,Cameron Beckman,87,-.085
132,133,133,Parker McLachlin,88,-.084
133,T134,T134,Tim Petrovic,97,-.083
134,T134,T134,Kyle Thompson,70,-.083
135,136,136,Alejandro Cañizares,52,-.082
136,T137,T137,Bill Haas,99,-.079
137,T137,T137,Jesper Parnevik,88,-.079
138,T137,T137,Charles Warren,79,-.079
139,140,140,Justin Bolli,87,-.077
140,141,141,Kevin Stadler,90,-.076
141,T142,T142,Dustin Johnson,92,-.074
142,T142,T142,Kevin Na,97,-.074
143,T142,T142,Carl Pettersson,110,-.074
144,T145,T145,Robert Allenby,108,-.073
145,T145,T145,Sean O'Hair,81,-.073
146,147,147,Daniel Chopra,84,-.072
147,T148,T148,Rich Beem,90,-.071
148,T148,T148,Ángel Cabrera,55,-.071
149,T148,T148,Chez Reavie,102,-.071
150,151,151,Boo Weekley,86,-.070
151,152,152,Mark Hensby,71,-.067
152,T153,T153,Greg Kraft,63,-.065
153,T153,T153,Cliff Kresge,84,-.065
154,T153,T153,Jeff Maggert,86,-.065
155,156,156,Trevor Immelman,70,-.064
156,T157,T157,Mark Calcavecchia,67,-.063
157,T157,T157,Mathias Grönberg,87,-.063
158,159,159,James Driscoll,85,-.061
159,T160,T160,Matt Jones,95,-.060
160,T160,T160,Nicholas Thompson,113,-.060
161,T160,T160,Nick Watney,96,-.060
162,T163,T163,Richard Johnson,60,-.059
163,T163,T163,Troy Matteson,94,-.059
164,165,165,Ian Poulter,51,-.057
165,166,166,Billy Andrade,71,-.056
166,167,167,Brad Adamonis,87,-.055
167,168,168,Scott McCarron,63,-.052
168,169,169,Robert Garrigus,90,-.049
169,T170,T170,Brandt Jobe,52,-.043
170,T170,T170,Martin Laird,98,-.043
171,T170,T170,Bob Sowards,61,-.043
172,T173,T173,Robert Gamez,79,-.042
173,T173,T173,Brandt Snedeker,85,-.042
174,T175,T175,Jason Allred,63,-.038
175,T175,T175,Cody Freeman,66,-.038
176,177,177,Jim McGovern,75,-.036
177,178,178,J.P. Hayes,67,-.029
178,179,179,Nick Flanagan,89,-.027
179,180,180,Ernie Els,51,-.025
180,T181,T181,Jon Mills,95,-.019
181,T181,T181,Ted Purdy,68,-.019
182,183,183,Steve Lowery,74,-.016
183,184,184,Adam Scott,51,-.011
184,185,185,David Duval,51,-.010
185,T186,T186,Steve Allan,58,-.009
186,T186,T186,Charley Hoffman,94,-.009
187,T188,T188,Andres Romero,69,-.008
188,T188,T188,Jimmy Walker,73,-.008
189,190,190,Tommy Gainey,60,-.007
190,191,191,Lee Janzen,89,-.004
191,T192,T192,Sergio Garcia,72,E
192,T192,T192,Jin Park,85,E
193,T192,T192,Tom Scherrer,56,E
194,195,195,David Lutterus,59,+.044
195,196,196,Kenneth Ferrie,72,+.047
196,197,197,Travis Perkins,53,+.086
