,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Justin Leonard,101,-.280
1,2,2,Tim Clark,90,-.254
2,3,3,Shigeki Maruyama,50,-.250
3,4,4,Brian Gay,102,-.247
4,5,5,Jim Furyk,95,-.244
5,6,6,Paul Goydos,78,-.243
6,7,7,Craig Kanada,65,-.242
7,8,8,Tim Wilkinson,95,-.241
8,9,9,Matt Kuchar,88,-.237
9,10,10,Anthony Kim,81,-.235
10,11,11,Kevin Sutherland,98,-.222
11,12,12,Scott Verplank,82,-.221
12,13,13,Joe Ogilvie,100,-.220
13,14,14,Nick O'Hern,82,-.218
14,T15,T15,Gavin Coles,54,-.217
15,T15,T15,Ryuji Imada,80,-.217
16,17,17,Stephen Ames,83,-.216
17,18,18,Aaron Baddeley,76,-.214
18,19,19,Phil Mickelson,80,-.213
19,20,20,Omar Uresti,74,-.203
20,21,21,Woody Austin,109,-.202
21,22,22,Geoff Ogilvy,65,-.200
22,23,23,Stephen Leaney,53,-.199
23,24,24,Kent Jones,68,-.198
24,T25,T25,Jason Gore,94,-.197
25,T25,T25,Padraig Harrington,52,-.197
26,27,27,Brian Davis,108,-.195
27,28,28,Hunter Mahan,87,-.194
28,29,29,Bob Estes,90,-.193
29,T30,T30,Bart Bryant,81,-.189
30,T30,T30,Tag Ridings,88,-.189
31,32,32,Bob Tway,70,-.187
32,T33,T33,Ken Duke,116,-.186
33,T33,T33,Ryan Palmer,69,-.186
34,T35,T35,Freddie Jacobson,78,-.185
35,T35,T35,David Toms,70,-.185
36,37,37,Stuart Appleby,87,-.184
37,38,38,Glen Day,64,-.177
38,39,39,Chad Campbell,94,-.176
39,40,40,Camilo Villegas,79,-.167
40,T41,T41,Vijay Singh,82,-.166
41,T41,T41,Mike Weir,88,-.166
42,T43,T43,Ben Crane,86,-.163
43,T43,T43,Vaughn Taylor,103,-.163
44,T45,T45,Stewart Cink,87,-.159
45,T45,T45,John Huston,56,-.159
46,T47,T47,Doug LaBelle II,65,-.158
47,T47,T47,Steve Stricker,75,-.158
48,T49,T49,K.J. Choi,74,-.156
49,T49,T49,Steve Elkington,84,-.156
50,T49,T49,Rory Sabbatini,77,-.156
51,T49,T49,Jay Williamson,96,-.156
52,53,53,John Rollins,94,-.155
53,54,54,Tim Herron,97,-.154
54,55,55,Shane Bertsch,96,-.150
55,T56,T56,Paul Casey,55,-.149
56,T56,T56,Lucas Glover,91,-.149
57,T58,T58,Jeff Quinney,87,-.148
58,T58,T58,Scott Sterling,89,-.148
59,T58,T58,Dean Wilson,109,-.148
60,61,61,Zach Johnson,85,-.146
61,T62,T62,Retief Goosen,59,-.145
62,T62,T62,Dudley Hart,74,-.145
63,T62,T62,Will MacKenzie,62,-.145
64,65,65,Ron Whittaker,54,-.144
65,66,66,Jeff Gove,50,-.143
66,67,67,Kevin Streelman,114,-.142
67,68,68,Carlos Franco,73,-.141
68,69,69,Bo Van Pelt,101,-.140
69,70,70,Mark Wilson,107,-.139
70,T71,T71,Olin Browne,77,-.137
71,T71,T71,Chad Collins,72,-.137
72,T71,T71,John Mallinger,95,-.137
73,T74,T74,Ben Curtis,80,-.136
74,T74,T74,Jason Day,81,-.136
75,T76,T76,Charles Howell III,101,-.135
76,T76,T76,Peter Lonard,92,-.135
77,T76,T76,John Senden,93,-.135
78,T79,T79,Ryan Moore,72,-.134
79,T79,T79,Rod Pampling,83,-.134
