,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Ernie Els,51,"41' 11""",4485.0,107,-20
1,2,2,Andres Romero,69,"43' 5""",6466.75,149,-20
2,3,3,Kenny Perry,97,"43' 6""",12221.0,281,-40
3,T4,T4,Chad Campbell,94,"44' 3""",11987.417,271,-49
4,T4,T4,Tim Clark,90,"44' 3""",10742.75,243,-6
5,T4,T4,Bubba Watson,97,"44' 3""",10352.25,234,-44
6,7,7,Heath Slocum,104,"44' 4""",10596.417,239,-12
7,8,8,Lucas Glover,91,"45' 5""",11439.75,252,-39
8,9,9,Will MacKenzie,62,"45' 8""",7214.4169999999995,158,-23
9,10,10,J.B. Holmes,86,"46' 0""",9392.0,204,-25
10,T11,T11,Vijay Singh,82,"46' 1""",9352.167,203,-44
11,T11,T11,Boo Weekley,86,"46' 1""",8901.667,193,-28
12,T13,T13,Stewart Cink,87,"46' 2""",9330.25,202,-49
13,T13,T13,Dustin Johnson,92,"46' 2""",9738.583,211,-37
14,T13,T13,Matt Kuchar,88,"46' 2""",9421.0,204,-7
15,T13,T13,Peter Lonard,92,"46' 2""",11351.5,246,-23
16,T17,T17,Gavin Coles,54,"46' 3""",5692.1669999999995,123,-17
17,T17,T17,Geoff Ogilvy,65,"46' 3""",6887.4169999999995,149,-12
18,T17,T17,Camilo Villegas,79,"46' 3""",9020.5,195,-39
19,T20,T20,Fred Couples,60,"46' 4""",7413.0,160,-35
20,T20,T20,Doug LaBelle II,65,"46' 4""",6250.5,135,-12
21,22,22,Jim McGovern,75,"46' 9""",7252.25,155,-4
22,23,23,Briny Baird,113,"47' 0""",13056.167,278,-43
23,24,24,Jay Williamson,96,"47' 3""",10633.583,225,-5
24,T25,T25,Olin Browne,77,"47' 4""",9521.167,201,+14
25,T25,T25,Robert Garrigus,90,"47' 4""",11739.333,248,-56
26,T25,T25,Hunter Mahan,87,"47' 4""",11494.667,243,-42
27,T28,T28,Charley Hoffman,94,"47' 5""",11564.25,244,-44
28,T28,T28,Jin Park,85,"47' 5""",9866.25,208,-12
29,T30,T30,Paul Casey,55,"47' 6""",5464.0,115,-3
30,T30,T30,Retief Goosen,59,"47' 6""",6076.0830000000005,128,-20
31,32,32,Jeff Quinney,87,"47' 7""",10224.417,215,-20
32,T33,T33,Trevor Immelman,70,"47' 9""",7642.5,160,-8
33,T33,T33,Cliff Kresge,84,"47' 9""",10739.833,225,-15
34,35,35,Billy Andrade,71,"47' 10""",7456.25,156,-9
35,36,36,Brandt Snedeker,85,"47' 11""",10254.917,214,-25
36,T37,T37,Stephen Ames,83,"48' 1""",9515.667,198,-34
37,T37,T37,Kevin Stadler,90,"48' 1""",10635.0,221,-44
38,T39,T39,Ángel Cabrera,55,"48' 2""",5393.9169999999995,112,-18
39,T39,T39,Jon Mills,95,"48' 2""",10255.5,213,-34
40,41,41,Tom Scherrer,56,"48' 3""",5642.1669999999995,117,-21
41,T42,T42,Martin Laird,98,"48' 4""",12473.583,258,-72
42,T42,T42,D.J. Trahan,94,"48' 4""",12073.167,250,-42
43,T44,T44,Tom Pernice Jr.,104,"48' 5""",13840.833,286,-41
44,T44,T44,Scott Sterling,89,"48' 5""",9788.25,202,+4
45,T46,T46,Bart Bryant,81,"48' 6""",10480.0,216,E
46,T46,T46,Jerry Kelly,89,"48' 6""",11493.083,237,-4
47,T46,T46,Phil Mickelson,80,"48' 6""",9267.417,191,-46
48,T46,T46,Pat Perez,93,"48' 6""",12407.167,256,-71
49,T50,T50,Sergio Garcia,72,"48' 7""",7966.3330000000005,164,-23
50,T50,T50,Michael Letzig,88,"48' 7""",10448.333,215,-37
51,T52,T52,Justin Bolli,87,"48' 8""",11343.417,233,-22
52,T52,T52,Ben Curtis,80,"48' 8""",8850.417,182,-22
