,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Paul Goydos,78,"52' 0""",1509.1670000000001,29,+2
1,2,2,John Huston,56,"52' 7""",999.1669999999999,19,E
2,3,3,Charley Hoffman,94,"54' 8""",2406.75,44,-12
3,4,4,Gavin Coles,54,"55' 1""",1321.75,24,+3
4,5,5,Kyle Thompson,70,"57' 2""",1486.4170000000001,26,-5
5,6,6,Kevin Stadler,90,"58' 7""",2284.5,39,-13
6,7,7,Adam Scott,51,"58' 10""",1706.5829999999999,29,-2
7,8,8,Dudley Hart,74,"59' 4""",2552.833,43,+9
8,9,9,Nicholas Thompson,113,"59' 8""",3042.5,51,-2
9,10,10,John Senden,93,"60' 5""",2295.917,38,E
10,11,11,Bob Sowards,61,"62' 4""",1309.833,21,+2
11,12,12,Vijay Singh,82,"62' 7""",2316.25,37,-10
12,13,13,Stewart Cink,87,"62' 11""",2075.667,33,-6
13,14,14,Nick O'Hern,82,"63' 2""",1830.75,29,+9
14,T15,T15,Retief Goosen,59,"63' 4""",1646.5,26,-2
15,T15,T15,Joe Ogilvie,100,"63' 4""",3736.833,59,-3
16,17,17,Tim Clark,90,"63' 5""",2410.333,38,+1
17,T18,T18,Scott McCarron,63,"63' 6""",2031.5,32,+1
18,T18,T18,Jeff Quinney,87,"63' 6""",3240.25,51,+6
19,20,20,Todd Hamilton,92,"63' 7""",1717.25,27,+6
20,21,21,Sean O'Hair,81,"63' 9""",1976.6670000000001,31,-8
21,T22,T22,Ryan Armour,87,"64' 1""",1153.25,18,-2
22,T22,T22,Robert Gamez,79,"64' 1""",2113.5,33,+12
23,T24,T24,Justin Bolli,87,"64' 3""",1735.3329999999999,27,+2
24,T24,T24,Chris Riley,51,"64' 3""",1284.833,20,+4
25,T24,T24,Mike Weir,88,"64' 3""",2440.667,38,-3
26,27,27,Frank Lickliter II,107,"64' 4""",3024.917,47,+2
27,28,28,Ryan Palmer,69,"64' 9""",2394.833,37,-7
28,29,29,Y.E. Yang,89,"64' 10""",3243.167,50,-3
29,30,30,Fred Couples,60,"64' 11""",2335.5,36,-8
30,31,31,Paul Casey,55,"65' 2""",977.5,15,-5
31,32,32,Robert Garrigus,90,"65' 7""",4065.083,62,-20
32,33,33,Steve Allan,58,"66' 0""",1584.0829999999999,24,+4
33,34,34,Cody Freeman,66,"66' 1""",1586.75,24,-5
34,35,35,Greg Kraft,63,"66' 6""",1330.6670000000001,20,+5
35,T36,T36,Peter Lonard,92,"66' 8""",2866.417,43,-8
36,T36,T36,Vaughn Taylor,103,"66' 8""",2466.5,37,E
37,38,38,Michael Allen,91,"66' 9""",2202.083,33,+12
38,T39,T39,D.J. Trahan,94,"66' 10""",2472.333,37,+6
39,T39,T39,Bo Van Pelt,101,"66' 10""",3007.0,45,-5
40,41,41,George McNeill,97,"67' 1""",3957.333,59,-3
41,42,42,Kenny Perry,97,"67' 3""",3901.917,58,+3
42,43,43,John Merrick,98,"67' 5""",3236.417,48,-3
43,T44,T44,Geoff Ogilvy,65,"67' 6""",1417.0,21,E
44,T44,T44,Ian Poulter,51,"67' 6""",945.5,14,-1
45,T46,T46,Trevor Immelman,70,"67' 7""",2095.833,31,+6
46,T46,T46,Tom Pernice Jr.,104,"67' 7""",3447.667,51,+4
47,T46,T46,Tom Scherrer,56,"67' 7""",1013.3330000000001,15,-8
48,T49,T49,Woody Austin,109,"67' 9""",3048.583,45,+1
49,T49,T49,Michael Letzig,88,"67' 9""",2440.0,36,-9
50,51,51,Padraig Harrington,52,"68' 0""",1903.9170000000001,28,E
51,52,52,Zach Johnson,85,"68' 1""",2315.083,34,-2
52,53,53,Steve Stricker,75,"68' 2""",2317.0,34,-1
53,54,54,Justin Leonard,101,"68' 3""",1638.0,24,+5
54,T55,T55,Briny Baird,113,"68' 4""",3280.5,48,+3
55,T55,T55,Steve Marino,119,"68' 4""",3350.25,49,-2
56,57,57,Bob Estes,90,"68' 5""",2532.083,37,+3
57,58,58,Bubba Watson,97,"68' 6""",3974.917,58,-13
58,59,59,Camilo Villegas,79,"68' 7""",3223.917,47,-11
59,60,60,Heath Slocum,104,"68' 8""",1647.0829999999999,24,+3
60,61,61,Alex Cejka,75,"68' 9""",2063.417,30,+8
61,62,62,Phil Mickelson,80,"68' 11""",2893.917,42,-8
62,63,63,Daniel Chopra,84,"69' 1""",3246.5,47,-7
63,64,64,Stephen Leaney,53,"69' 2""",1382.6670000000001,20,+8
64,65,65,Parker McLachlin,88,"69' 3""",3185.917,46,-7
65,66,66,Richard Johnson,60,"69' 4""",2219.833,32,+11
66,67,67,Stephen Ames,83,"69' 5""",2012.5,29,-1
67,68,68,Steve Flesch,95,"69' 8""",3622.917,52,+4
68,69,69,Martin Laird,98,"70' 2""",2945.917,42,-10
69,70,70,Stuart Appleby,87,"70' 7""",2399.75,34,+3
70,71,71,Brett Quigley,80,"70' 8""",3037.917,43,-9
71,T72,T72,Jim Furyk,95,"70' 10""",2622.0,37,+3
72,T72,T72,Carl Pettersson,110,"70' 10""",3400.417,48,-4
73,T74,T74,Chad Collins,72,"71' 0""",2769.583,39,+4
74,T74,T74,Richard Johnson,77,"71' 0""",3409.75,48,+3
75,76,76,K.J. Choi,74,"71' 2""",1779.4170000000001,25,E
76,T77,T77,Ángel Cabrera,55,"71' 3""",1851.4170000000001,26,E
77,T77,T77,Tom Lehman,51,"71' 3""",1567.25,22,+1
78,T79,T79,Tommy Armour III,77,"71' 5""",1998.8329999999999,28,+4
79,T79,T79,James Driscoll,85,"71' 5""",3783.583,53,-13
80,T79,T79,Travis Perkins,53,"71' 5""",1856.4170000000001,26,-5
81,T82,T82,Ben Crane,86,"71' 6""",2572.833,36,E
82,T82,T82,Joe Durant,92,"71' 6""",1859.5829999999999,26,-1
83,T82,T82,Jin Park,85,"71' 6""",2074.167,29,+3
84,T85,T85,Lee Janzen,89,"71' 7""",3006.5,42,+11
85,T85,T85,Davis Love III,78,"71' 7""",2219.5,31,-7
86,T85,T85,Andres Romero,69,"71' 7""",2575.667,36,-1
87,88,88,Rod Pampling,83,"71' 8""",2508.833,35,+8
88,89,89,Chad Campbell,94,"71' 9""",3155.917,44,+4
89,90,90,Jason Gore,94,"71' 10""",2082.833,29,+2
90,91,91,David Toms,70,"71' 11""",1941.75,27,-3
91,T92,T92,Brian Gay,102,"72' 0""",2880.083,40,+14
92,T92,T92,J.B. Holmes,86,"72' 0""",3600.417,50,-13
93,T92,T92,Dean Wilson,109,"72' 0""",5114.833,71,+13
94,T95,T95,Harrison Frazar,73,"72' 1""",2163.5,30,-8
95,T95,T95,Rocco Mediate,87,"72' 1""",2955.167,41,+10
96,97,97,Corey Pavin,69,"72' 4""",3109.667,43,+5
97,T98,T98,Eric Axley,113,"72' 5""",4126.5,57,+7
98,T98,T98,Jeff Gove,50,"72' 5""",941.0,13,+5
99,100,100,Steve Elkington,84,"72' 6""",1594.8329999999999,22,+4
100,101,101,Steve Lowery,74,"72' 7""",1742.5829999999999,24,+6
101,T102,T102,Brian Davis,108,"72' 9""",2329.083,32,+6
102,T102,T102,Scott Verplank,82,"72' 9""",2037.8329999999999,28,+1
103,104,104,Mark Calcavecchia,67,"72' 10""",2186.167,30,-8
104,T105,T105,Ernie Els,51,"72' 11""",1020.6669999999999,14,+5
105,T105,T105,Ron Whittaker,54,"72' 11""",1240.0,17,+6
106,T107,T107,David Duval,51,"73' 0""",1825.75,25,+4
107,T107,T107,Jerry Kelly,89,"73' 0""",2626.667,36,E
108,109,109,Brad Adamonis,87,"73' 1""",2924.667,40,-11
109,110,110,Shane Bertsch,96,"73' 3""",2636.083,36,+3
110,T111,T111,Shigeki Maruyama,50,"73' 4""",2419.5,33,+9
111,T111,T111,Pat Perez,93,"73' 4""",3081.0,42,+6
112,T111,T111,Brett Rumford,72,"73' 4""",3155.083,43,E
113,114,114,Bart Bryant,81,"73' 6""",1396.0829999999999,19,+4
114,115,115,Ben Curtis,80,"73' 8""",1841.75,25,+4
115,116,116,Kevin Sutherland,98,"73' 9""",3466.667,47,+2
116,T117,T117,Ted Purdy,68,"73' 10""",2066.917,28,+1
117,T117,T117,John Rollins,94,"73' 10""",2289.667,31,-7
118,T117,T117,Jimmy Walker,73,"73' 10""",3838.917,52,-5
119,T120,T120,Sergio Garcia,72,"74' 2""",3410.75,46,-8
120,T120,T120,Troy Matteson,94,"74' 2""",4227.333,57,-1
121,122,122,Chez Reavie,102,"74' 3""",3045.5,41,+9
122,123,123,Scott Sterling,89,"74' 6""",2682.917,36,+7
123,T124,T124,J.J. Henry,108,"74' 7""",2386.5,32,+4
124,T124,T124,Tim Petrovic,97,"74' 7""",2984.833,40,+1
125,126,126,Carlos Franco,73,"74' 8""",2613.333,35,-2
126,127,127,Anthony Kim,81,"74' 9""",3214.25,43,-9
127,128,128,Omar Uresti,74,"74' 11""",2172.583,29,+4
128,T129,T129,Jesper Parnevik,88,"75' 0""",3375.333,45,-4
129,T129,T129,Boo Weekley,86,"75' 0""",2550.667,34,+3
130,T131,T131,Dustin Johnson,92,"75' 2""",4210.25,56,-15
131,T131,T131,Kevin Na,97,"75' 2""",4511.5,60,E
132,T133,T133,Matt Kuchar,88,"75' 3""",2557.833,34,+1
133,T133,T133,Brandt Snedeker,85,"75' 3""",3161.083,42,-6
134,135,135,Brandt Jobe,52,"75' 4""",2109.917,28,-1
135,T136,T136,Kenneth Ferrie,72,"75' 6""",2415.5,32,+1
136,T136,T136,Nathan Green,95,"75' 6""",5060.25,67,+2
137,138,138,Rich Beem,90,"75' 7""",2645.417,35,-1
138,139,139,Patrick Sheehan,124,"75' 8""",3177.0,42,-7
139,140,140,Charles Warren,79,"75' 9""",2425.083,32,-8
140,141,141,Billy Andrade,71,"75' 11""",2883.667,38,+4
141,142,142,Charles Howell III,101,"76' 2""",3731.917,49,-5
142,143,143,Aaron Baddeley,76,"76' 3""",3279.833,43,-2
143,144,144,Mathias Grönberg,87,"76' 4""",3742.0,49,+1
144,145,145,Tommy Gainey,60,"76' 5""",1222.167,16,-1
145,146,146,Tag Ridings,88,"76' 6""",3979.5,52,-12
146,T147,T147,Robert Allenby,108,"76' 7""",3293.5,43,+1
147,T147,T147,Mark Hensby,71,"76' 7""",2832.083,37,-2
148,149,149,Alejandro Cañizares,52,"76' 9""",1995.75,26,+3
149,150,150,Bob Tway,70,"76' 11""",2538.0,33,+6
150,151,151,Olin Browne,77,"77' 2""",1851.5,24,+3
151,T152,T152,Jason Allred,63,"77' 3""",2782.083,36,-5
152,T152,T152,Glen Day,64,"77' 3""",2471.75,32,+5
153,T152,T152,Jim McGovern,75,"77' 3""",2858.083,37,-1
154,155,155,Jeff Overton,103,"77' 4""",4328.833,56,-15
