,Approaches_50-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-125_yards-Rgh_RTP_PLAYER NAME,Approaches_50-125_yards-Rgh_RTP_ROUNDS,Approaches_50-125_yards-Rgh_RTP_AVG RTP
0,1,1,Ian Poulter,51,-.237
1,2,2,Adam Scott,51,-.132
2,3,3,Ben Curtis,80,-.121
3,4,4,Anthony Kim,81,-.120
4,5,5,Steve Stricker,75,-.100
5,6,6,Jonathan Byrd,88,-.089
6,7,7,Chris Riley,51,-.074
7,8,8,Scott Verplank,82,-.070
8,9,9,Brian Gay,102,-.069
9,10,10,David Toms,70,-.050
10,11,11,Steve Marino,119,-.045
11,12,12,Aaron Baddeley,76,-.040
12,13,13,Ben Crane,86,-.036
13,14,14,Stuart Appleby,87,-.034
14,T15,T15,Shane Bertsch,96,-.033
15,T15,T15,Daniel Chopra,84,-.033
16,17,17,Charles Howell III,101,-.025
17,18,18,Rocco Mediate,87,-.022
18,T19,T19,Kevin Na,97,-.017
19,T19,T19,Dean Wilson,109,-.017
20,21,21,Stephen Ames,83,-.016
21,22,22,Vijay Singh,82,-.014
22,23,23,Joe Ogilvie,100,-.013
23,T24,T24,Steve Allan,58,E
24,T24,T24,Robert Allenby,108,E
25,T24,T24,Rich Beem,90,E
26,T24,T24,Chris DiMarco,87,E
27,T24,T24,Steve Elkington,84,E
28,T24,T24,Kenneth Ferrie,72,E
29,T24,T24,John Huston,56,E
30,T24,T24,Zach Johnson,85,E
31,T24,T24,Ryan Moore,72,E
32,T24,T24,Pat Perez,93,E
33,T24,T24,Kenny Perry,97,E
34,35,35,Jeff Overton,103,+.010
35,36,36,J.J. Henry,108,+.014
36,37,37,Phil Mickelson,80,+.015
37,T38,T38,Cameron Beckman,87,+.017
38,T38,T38,Brian Davis,108,+.017
39,T38,T38,Bob Estes,90,+.017
40,T41,T41,Mark Calcavecchia,67,+.018
41,T41,T41,Chez Reavie,102,+.018
42,43,43,Mike Weir,88,+.021
43,44,44,Nick O'Hern,82,+.024
44,45,45,Carl Pettersson,110,+.025
45,46,46,Boo Weekley,86,+.028
46,47,47,Parker McLachlin,88,+.031
47,48,48,Geoff Ogilvy,65,+.033
48,T49,T49,Alejandro Cañizares,52,+.034
49,T49,T49,Greg Kraft,63,+.034
50,51,51,Scott Sterling,89,+.039
51,52,52,Glen Day,64,+.040
52,53,53,Bubba Watson,97,+.041
53,T54,T54,Justin Bolli,87,+.042
54,T54,T54,John Riegger,73,+.042
55,T54,T54,Chris Stroud,81,+.042
56,57,57,Corey Pavin,69,+.045
57,T58,T58,Lee Janzen,89,+.049
58,T58,T58,Kevin Stadler,90,+.049
59,T60,T60,J.P. Hayes,67,+.052
60,T60,T60,Brett Rumford,72,+.052
61,62,62,Sergio Garcia,72,+.053
62,63,63,Dustin Johnson,92,+.055
63,64,64,Billy Andrade,71,+.056
64,65,65,Doug LaBelle II,65,+.059
65,T66,T66,Jason Day,81,+.060
66,T66,T66,Steve Lowery,74,+.060
67,T66,T66,Kevin Sutherland,98,+.060
68,69,69,Justin Leonard,101,+.061
69,T70,T70,Bob Tway,70,+.063
