,Approaches_50-75_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-75_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-75_yards-Rgh_RTP_PLAYER NAME,Approaches_50-75_yards-Rgh_RTP_ROUNDS,Approaches_50-75_yards-Rgh_RTP_AVG RTP
0,T1,T1,Trevor Immelman,70,-.400
1,T1,T1,Pat Perez,93,-.400
2,3,3,Justin Bolli,87,-.333
3,4,4,Ian Poulter,51,-.286
4,5,5,Steve Marino,119,-.235
5,T6,T6,Zach Johnson,85,-.222
6,T6,T6,Rocco Mediate,87,-.222
7,8,8,Anthony Kim,81,-.200
8,T9,T9,Ernie Els,51,-.167
9,T9,T9,Ron Whittaker,54,-.167
10,T11,T11,Gavin Coles,54,-.154
11,T11,T11,Charles Howell III,101,-.154
12,13,13,Vijay Singh,82,-.143
13,T14,T14,Padraig Harrington,52,-.125
14,T14,T14,Ryan Moore,72,-.125
15,T16,T16,Sergio Garcia,72,-.111
16,T16,T16,Travis Perkins,53,-.111
17,T16,T16,Heath Slocum,104,-.111
18,T19,T19,Aaron Baddeley,76,-.100
19,T19,T19,Steve Stricker,75,-.100
20,T19,T19,Dean Wilson,109,-.100
21,22,22,Matt Kuchar,88,-.083
22,23,23,David Lutterus,59,-.077
23,T24,T24,J.J. Henry,108,-.071
24,T24,T24,John Rollins,94,-.071
25,26,26,Steve Elkington,84,-.063
26,T27,T27,Brad Adamonis,87,-.059
27,T27,T27,John Senden,93,-.059
28,29,29,Geoff Ogilvy,65,-.056
29,30,30,Carl Pettersson,110,-.053
30,T31,T31,Jason Allred,63,E
31,T31,T31,Stephen Ames,83,E
32,T31,T31,Briny Baird,113,E
33,T31,T31,Alex Cejka,75,E
34,T31,T31,K.J. Choi,74,E
35,T31,T31,Ben Crane,86,E
36,T31,T31,Brian Davis,108,E
37,T31,T31,Chris DiMarco,87,E
38,T31,T31,Nick Flanagan,89,E
39,T31,T31,Harrison Frazar,73,E
40,T31,T31,Brian Gay,102,E
41,T31,T31,Jeff Gove,50,E
42,T31,T31,Matt Jones,95,E
43,T31,T31,Joe Ogilvie,100,E
44,T31,T31,Jeff Overton,103,E
45,T31,T31,Brenden Pappas,66,E
46,T31,T31,Kenny Perry,97,E
47,T31,T31,John Riegger,73,E
48,T31,T31,Chris Riley,51,E
49,T31,T31,Kevin Streelman,114,E
50,T31,T31,Chris Stroud,81,E
51,T31,T31,David Toms,70,E
52,T31,T31,Marc Turnesa,87,E
53,T31,T31,Omar Uresti,74,E
54,T31,T31,Jimmy Walker,73,E
55,T31,T31,Boo Weekley,86,E
56,T57,T57,Daniel Chopra,84,+.050
57,T57,T57,Michael Letzig,88,+.050
58,59,59,Freddie Jacobson,78,+.059
59,60,60,Charles Warren,79,+.063
60,61,61,Kevin Sutherland,98,+.067
61,62,62,Cameron Beckman,87,+.071
62,T63,T63,Billy Andrade,71,+.077
63,T63,T63,Rich Beem,90,+.077
64,T63,T63,James Driscoll,85,+.077
65,T63,T63,Ted Purdy,68,+.077
66,67,67,Nicholas Thompson,113,+.080
67,68,68,Parker McLachlin,88,+.083
68,69,69,Billy Mayfair,103,+.095
69,T70,T70,Dustin Johnson,92,+.100
70,T70,T70,Mike Weir,88,+.100
71,T72,T72,Jeff Maggert,86,+.105
72,T72,T72,Bob Sowards,61,+.105
73,T74,T74,Lee Janzen,89,+.111
74,T74,T74,Steve Lowery,74,+.111
75,T74,T74,Tag Ridings,88,+.111
76,T77,T77,Ben Curtis,80,+.125
77,T77,T77,Ken Duke,116,+.125
78,T77,T77,Jason Gore,94,+.125
79,T77,T77,Jim McGovern,75,+.125
80,81,81,Kenneth Ferrie,72,+.133
81,82,82,Sean O'Hair,81,+.136
82,83,83,Tom Lehman,51,+.143
83,T84,T84,Shane Bertsch,96,+.154
84,T84,T84,Phil Mickelson,80,+.154
85,T84,T84,Tim Petrovic,97,+.154
86,T87,T87,Michael Allen,91,+.167
87,T87,T87,Glen Day,64,+.167
88,T87,T87,Cody Freeman,66,+.167
89,T87,T87,Martin Laird,98,+.167
90,T87,T87,Corey Pavin,69,+.167
91,T87,T87,Brett Quigley,80,+.167
92,T87,T87,Adam Scott,51,+.167
93,T87,T87,Scott Verplank,82,+.167
94,95,95,Mathias Grönberg,87,+.174
95,T96,T96,George McNeill,97,+.176
96,T96,T96,Jon Mills,95,+.176
97,T98,T98,Woody Austin,109,+.182
