,Approaches_from_75-100_yards_Rgh_RANK THIS WEEK,Approaches_from_75-100_yards_Rgh_RANK LAST WEEK,Approaches_from_75-100_yards_Rgh_PLAYER NAME,Approaches_from_75-100_yards_Rgh_ROUNDS,Approaches_from_75-100_yards_Rgh_AVG,Approaches_from_75-100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_Rgh_# OF ATTEMPTS,Approaches_from_75-100_yards_Rgh_RELATIVE TO PAR
0,1,1,Greg Kraft,63,"11' 7""",139.25,12,-2
1,2,2,Nick O'Hern,82,"12' 6""",125.0,10,-3
2,3,3,Ryuji Imada,80,"12' 11""",155.333,12,E
3,4,4,Padraig Harrington,52,"14' 5""",158.333,11,-2
4,5,5,Scott Sterling,89,"14' 8""",132.333,9,-2
5,6,6,Brian Gay,102,"15' 9""",283.08299999999997,18,-2
6,7,7,John Merrick,98,"16' 6""",214.083,13,+2
7,8,8,Briny Baird,113,"17' 0""",238.0,14,E
8,9,9,Justin Bolli,87,"17' 1""",324.0,19,-1
9,10,10,Doug LaBelle II,65,"17' 7""",176.0,10,-2
10,11,11,Ben Curtis,80,"17' 10""",178.417,10,-3
11,T12,T12,Bob Tway,70,"18' 4""",146.5,8,-2
12,T12,T12,Dean Wilson,109,"18' 4""",274.83299999999997,15,-3
13,14,14,Sean O'Hair,81,"18' 6""",315.08299999999997,17,E
14,15,15,Chad Campbell,94,"18' 7""",204.417,11,+1
15,16,16,Shane Bertsch,96,"18' 11""",397.833,21,-5
16,17,17,Craig Kanada,65,"19' 0""",285.08299999999997,15,E
17,18,18,Charlie Wi,97,"19' 1""",247.917,13,+2
18,19,19,Ángel Cabrera,55,"19' 3""",211.583,11,+2
19,20,20,Billy Mayfair,103,"19' 4""",309.0,16,-1
20,21,21,Kevin Stadler,90,"19' 8""",629.9169999999999,32,+2
21,T22,T22,Gavin Coles,54,"19' 9""",177.417,9,-2
22,T22,T22,David Duval,51,"19' 9""",197.25,10,-1
23,T22,T22,Shigeki Maruyama,50,"19' 9""",315.75,16,+4
24,T25,T25,Cliff Kresge,84,"19' 10""",317.33299999999997,16,E
25,T25,T25,Tom Pernice Jr.,104,"19' 10""",514.6669999999999,26,+2
26,T27,T27,Marc Turnesa,87,"19' 11""",357.75,18,+9
27,T27,T27,Scott Verplank,82,"19' 11""",239.083,12,-1
