,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
0,1,1,Steve Stricker,75,-.900
1,2,2,Doug LaBelle II,65,-.875
2,3,3,Tim Petrovic,97,-.850
3,4,4,Shigeki Maruyama,50,-.846
4,5,5,Jerry Kelly,89,-.833
5,6,6,Jonathan Byrd,88,-.774
6,7,7,Pat Perez,93,-.773
7,T8,T8,Tommy Armour III,77,-.750
8,T8,T8,Ron Whittaker,54,-.750
9,T8,T8,Dean Wilson,109,-.750
10,11,11,Brian Gay,102,-.737
11,12,12,Robert Garrigus,90,-.727
12,13,13,Phil Mickelson,80,-.722
13,14,14,Ryan Palmer,69,-.714
14,T15,T15,Steve Allan,58,-.700
15,T15,T15,K.J. Choi,74,-.700
16,T17,T17,Tom Lehman,51,-.692
17,T17,T17,Chris Riley,51,-.692
18,19,19,Rich Beem,90,-.680
19,20,20,Michael Allen,91,-.679
20,T21,T21,Chad Campbell,94,-.667
21,T21,T21,Paul Goydos,78,-.667
22,T21,T21,J.B. Holmes,86,-.667
23,T21,T21,Davis Love III,78,-.667
24,T21,T21,Ian Poulter,51,-.667
25,26,26,Parker McLachlin,88,-.647
26,27,27,Briny Baird,113,-.643
27,T28,T28,J.P. Hayes,67,-.636
28,T28,T28,Brandt Snedeker,85,-.636
29,30,30,Kevin Sutherland,98,-.633
30,31,31,Kenny Perry,97,-.632
31,T32,T32,Cameron Beckman,87,-.619
32,T32,T32,Bill Haas,99,-.619
33,T32,T32,Tag Ridings,88,-.619
34,T35,T35,Adam Scott,51,-.615
35,T35,T35,Omar Uresti,74,-.615
36,T35,T35,Nick Watney,96,-.615
37,T38,T38,George McNeill,97,-.609
38,T38,T38,Kevin Na,97,-.609
39,T40,T40,Jeff Gove,50,-.600
40,T40,T40,Dustin Johnson,92,-.600
41,T40,T40,Kent Jones,68,-.600
42,T40,T40,Heath Slocum,104,-.600
43,T40,T40,Johnson Wagner,83,-.600
44,45,45,Marco Dawson,64,-.588
45,T46,T46,Stuart Appleby,87,-.583
46,T46,T46,Kenneth Ferrie,72,-.583
47,T46,T46,Carlos Franco,73,-.583
48,T46,T46,Tim Herron,97,-.583
49,T46,T46,Kyle Thompson,70,-.583
50,51,51,Kevin Streelman,114,-.577
51,T52,T52,Fred Couples,60,-.571
52,T52,T52,Peter Lonard,92,-.571
53,54,54,Nathan Green,95,-.563
54,55,55,Steve Elkington,84,-.560
55,56,56,Justin Leonard,101,-.556
56,57,57,Chez Reavie,102,-.550
57,T58,T58,Freddie Jacobson,78,-.545
58,T58,T58,John Merrick,98,-.545
59,T58,T58,Ryan Moore,72,-.545
60,T58,T58,Bubba Watson,97,-.545
61,T62,T62,Jim Furyk,95,-.538
62,T62,T62,Retief Goosen,59,-.538
63,T62,T62,Tom Pernice Jr.,104,-.538
64,65,65,Bob Tway,70,-.533
65,66,66,Tim Wilkinson,95,-.529
66,67,67,Mathew Goggin,91,-.526
67,68,68,Jesper Parnevik,88,-.522
68,T69,T69,Paul Casey,55,-.500
69,T69,T69,Chad Collins,72,-.500
70,T69,T69,Todd Demsey,80,-.500
71,T69,T69,Ken Duke,116,-.500
72,T69,T69,Robert Gamez,79,-.500
73,T69,T69,J.J. Henry,108,-.500
74,T69,T69,Charley Hoffman,94,-.500
75,T69,T69,John Huston,56,-.500
76,T69,T69,Lee Janzen,89,-.500
77,T69,T69,Frank Lickliter II,107,-.500
78,T69,T69,David Lutterus,59,-.500
79,T69,T69,Hunter Mahan,87,-.500
80,T69,T69,Jon Mills,95,-.500
81,T69,T69,Marc Turnesa,87,-.500
82,T69,T69,Boo Weekley,86,-.500
83,84,84,Woody Austin,109,-.481
84,T85,T85,Shane Bertsch,96,-.476
85,T85,T85,Patrick Sheehan,124,-.476
86,T87,T87,Chris DiMarco,87,-.467
87,T87,T87,Sergio Garcia,72,-.467
88,T87,T87,Mike Weir,88,-.467
89,T90,T90,John Mallinger,95,-.462
90,T90,T90,Brett Rumford,72,-.462
91,T90,T90,David Toms,70,-.462
92,T93,T93,Stewart Cink,87,-.455
93,T93,T93,Craig Kanada,65,-.455
94,T93,T93,Will MacKenzie,62,-.455
95,96,96,Brett Quigley,80,-.452
96,97,97,Harrison Frazar,73,-.444
97,98,98,Ryan Armour,87,-.438
98,T99,T99,Ben Crane,86,-.435
99,T99,T99,Mark Wilson,107,-.435
100,T101,T101,Billy Andrade,71,-.429
101,T101,T101,Olin Browne,77,-.429
102,T101,T101,David Duval,51,-.429
103,T101,T101,Steve Flesch,95,-.429
104,T101,T101,Todd Hamilton,92,-.429
105,T101,T101,Greg Kraft,63,-.429
106,T101,T101,Tom Scherrer,56,-.429
107,108,108,Eric Axley,113,-.423
108,109,109,Vijay Singh,82,-.421
109,T110,T110,Robert Allenby,108,-.419
110,T110,T110,Charles Howell III,101,-.419
111,T112,T112,Scott McCarron,63,-.417
112,T112,T112,Sean O'Hair,81,-.417
113,T114,T114,Alex Cejka,75,-.412
114,T114,T114,Rod Pampling,83,-.412
115,T116,T116,Troy Matteson,94,-.409
116,T116,T116,Joe Ogilvie,100,-.409
117,T118,T118,Bart Bryant,81,-.400
118,T118,T118,Brad Elder,67,-.400
119,T118,T118,Zach Johnson,85,-.400
120,T118,T118,Nicholas Thompson,113,-.400
121,T118,T118,Charlie Wi,97,-.400
122,123,123,Matt Jones,95,-.391
123,124,124,Joe Durant,92,-.389
124,T125,T125,Alejandro Cañizares,52,-.385
125,T125,T125,Andres Romero,69,-.385
126,127,127,Steve Marino,119,-.381
127,T128,T128,Jason Allred,63,-.375
128,T128,T128,Cody Freeman,66,-.375
129,T128,T128,Brandt Jobe,52,-.375
130,T128,T128,Matt Kuchar,88,-.375
131,T128,T128,Billy Mayfair,103,-.375
132,T128,T128,Corey Pavin,69,-.375
133,T128,T128,Kevin Stadler,90,-.375
134,135,135,Charles Warren,79,-.368
135,T136,T136,Aaron Baddeley,76,-.364
136,T136,T136,Tim Clark,90,-.364
137,T138,T138,Dudley Hart,74,-.357
138,T138,T138,Anthony Kim,81,-.357
139,T140,T140,Paul Claxton,63,-.353
140,T140,T140,Jason Gore,94,-.353
141,T142,T142,Jason Day,81,-.348
142,T142,T142,Jeff Maggert,86,-.348
143,T142,T142,John Riegger,73,-.348
144,T145,T145,Brad Adamonis,87,-.333
145,T145,T145,Ángel Cabrera,55,-.333
146,T145,T145,Ben Curtis,80,-.333
147,T145,T145,Brian Davis,108,-.333
148,T145,T145,Ryuji Imada,80,-.333
149,T145,T145,Trevor Immelman,70,-.333
150,T145,T145,Brenden Pappas,66,-.333
151,T145,T145,Jin Park,85,-.333
152,T145,T145,Ted Purdy,68,-.333
153,T145,T145,John Rollins,94,-.333
154,T145,T145,Bob Sowards,61,-.333
155,T145,T145,Scott Verplank,82,-.333
156,T157,T157,Rocco Mediate,87,-.318
