,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,T1,T1,Nathan Green,95,20
1,T1,T1,Kevin Streelman,114,20
2,T3,T3,Tim Herron,97,18
3,T3,T3,Steve Marino,119,18
4,T3,T3,Andres Romero,69,18
5,T6,T6,Brian Davis,108,17
6,T6,T6,Joe Ogilvie,100,17
7,T6,T6,Brett Quigley,80,17
8,T9,T9,Michael Allen,91,16
9,T9,T9,Ryan Armour,87,16
10,T9,T9,Mathew Goggin,91,16
11,T9,T9,John Mallinger,95,16
12,T9,T9,Jesper Parnevik,88,16
13,T9,T9,Carl Pettersson,110,16
14,T9,T9,John Senden,93,16
15,T9,T9,Nicholas Thompson,113,16
16,T17,T17,Brad Adamonis,87,15
17,T17,T17,Tom Pernice Jr.,104,15
18,T17,T17,Kenny Perry,97,15
19,T17,T17,Tim Petrovic,97,15
20,T17,T17,Kevin Stadler,90,15
21,T17,T17,Jay Williamson,96,15
22,T23,T23,Briny Baird,113,14
23,T23,T23,Shane Bertsch,96,14
24,T23,T23,Mark Calcavecchia,67,14
25,T23,T23,Jason Day,81,14
26,T23,T23,Steve Flesch,95,14
27,T23,T23,Carlos Franco,73,14
28,T23,T23,Robert Garrigus,90,14
29,T23,T23,John Rollins,94,14
30,T23,T23,Steve Stricker,75,14
31,T23,T23,Johnson Wagner,83,14
32,T33,T33,Billy Andrade,71,13
33,T33,T33,Tim Clark,90,13
34,T33,T33,Ryuji Imada,80,13
35,T33,T33,Trevor Immelman,70,13
36,T33,T33,Richard Johnson,77,13
37,T33,T33,Dustin Johnson,92,13
38,T33,T33,Frank Lickliter II,107,13
39,T33,T33,Billy Mayfair,103,13
40,T33,T33,Parker McLachlin,88,13
41,T33,T33,Kevin Na,97,13
42,T33,T33,Jeff Overton,103,13
43,T33,T33,Jeff Quinney,87,13
44,T33,T33,Chez Reavie,102,13
45,T33,T33,Patrick Sheehan,124,13
46,T33,T33,D.J. Trahan,94,13
47,T33,T33,Dean Wilson,109,13
48,T49,T49,Eric Axley,113,12
49,T49,T49,Jonathan Byrd,88,12
50,T49,T49,Daniel Chopra,84,12
51,T49,T49,Ken Duke,116,12
52,T49,T49,Bob Estes,90,12
53,T49,T49,Nick Flanagan,89,12
54,T49,T49,Lee Janzen,89,12
55,T49,T49,Martin Laird,98,12
56,T49,T49,Steve Lowery,74,12
57,T49,T49,Rod Pampling,83,12
58,T49,T49,Pat Perez,93,12
59,T49,T49,Rory Sabbatini,77,12
60,T49,T49,Vijay Singh,82,12
61,T49,T49,Scott Sterling,89,12
62,T49,T49,Marc Turnesa,87,12
63,T49,T49,Omar Uresti,74,12
64,T49,T49,Scott Verplank,82,12
65,T49,T49,Nick Watney,96,12
66,T67,T67,Stephen Ames,83,11
67,T67,T67,Cameron Beckman,87,11
68,T67,T67,Todd Demsey,80,11
69,T67,T67,J.J. Henry,108,11
70,T67,T67,Mark Hensby,71,11
71,T67,T67,Charles Howell III,101,11
72,T67,T67,Matt Kuchar,88,11
73,T67,T67,Justin Leonard,101,11
74,T67,T67,Jon Mills,95,11
75,T67,T67,Heath Slocum,104,11
76,T67,T67,Kevin Sutherland,98,11
77,T67,T67,Vaughn Taylor,103,11
78,T67,T67,Mark Wilson,107,11
79,T80,T80,Robert Allenby,108,10
80,T80,T80,Rich Beem,90,10
81,T80,T80,Chad Campbell,94,10
82,T80,T80,Stewart Cink,87,10
83,T80,T80,Ben Curtis,80,10
84,T80,T80,Glen Day,64,10
85,T80,T80,Mathias Grönberg,87,10
86,T80,T80,Bill Haas,99,10
87,T80,T80,Matt Jones,95,10
88,T80,T80,Jerry Kelly,89,10
89,T80,T80,David Lutterus,59,10
90,T80,T80,Troy Matteson,94,10
91,T80,T80,Brett Rumford,72,10
92,T80,T80,Brandt Snedeker,85,10
93,T80,T80,Chris Stroud,81,10
94,T80,T80,Charles Warren,79,10
95,T80,T80,Mike Weir,88,10
96,T80,T80,Tim Wilkinson,95,10
97,T98,T98,Stuart Appleby,87,9
98,T98,T98,Bart Bryant,81,9
99,T98,T98,Chad Collins,72,9
100,T98,T98,Ben Crane,86,9
101,T98,T98,Brian Gay,102,9
102,T98,T98,Charley Hoffman,94,9
103,T98,T98,Freddie Jacobson,78,9
104,T98,T98,Zach Johnson,85,9
105,T98,T98,Anthony Kim,81,9
106,T98,T98,Cliff Kresge,84,9
107,T98,T98,Shigeki Maruyama,50,9
108,T98,T98,Sean O'Hair,81,9
109,T98,T98,Tag Ridings,88,9
110,T98,T98,Bob Sowards,61,9
111,T98,T98,Bo Van Pelt,101,9
112,T98,T98,Boo Weekley,86,9
113,T98,T98,Y.E. Yang,89,9
114,T115,T115,Woody Austin,109,8
115,T115,T115,Gavin Coles,54,8
116,T115,T115,Chris DiMarco,87,8
117,T115,T115,Joe Durant,92,8
118,T115,T115,Steve Elkington,84,8
119,T115,T115,Ernie Els,51,8
120,T115,T115,Jim Furyk,95,8
121,T115,T115,Lucas Glover,91,8
122,T115,T115,Retief Goosen,59,8
123,T115,T115,Todd Hamilton,92,8
124,T115,T115,J.B. Holmes,86,8
125,T115,T115,Jim McGovern,75,8
126,T115,T115,George McNeill,97,8
127,T115,T115,Rocco Mediate,87,8
128,T115,T115,Jin Park,85,8
129,T115,T115,Corey Pavin,69,8
130,T115,T115,Jimmy Walker,73,8
131,T115,T115,Bubba Watson,97,8
132,T133,T133,Steve Allan,58,7
133,T133,T133,Aaron Baddeley,76,7
134,T133,T133,Alejandro Cañizares,52,7
135,T133,T133,Marco Dawson,64,7
136,T133,T133,James Driscoll,85,7
137,T133,T133,David Duval,51,7
138,T133,T133,Jason Gore,94,7
139,T133,T133,Richard Johnson,60,7
140,T133,T133,Will MacKenzie,62,7
141,T133,T133,Scott McCarron,63,7
142,T133,T133,Brenden Pappas,66,7
143,T133,T133,Ian Poulter,51,7
144,T133,T133,Ted Purdy,68,7
145,T146,T146,Jason Allred,63,6
146,T146,T146,Tommy Armour III,77,6
147,T146,T146,Olin Browne,77,6
148,T146,T146,Ángel Cabrera,55,6
149,T146,T146,Paul Claxton,63,6
150,T146,T146,Fred Couples,60,6
151,T146,T146,Brad Elder,67,6
152,T146,T146,Paul Goydos,78,6
153,T146,T146,Padraig Harrington,52,6
154,T146,T146,Dudley Hart,74,6
155,T146,T146,J.P. Hayes,67,6
156,T146,T146,Greg Kraft,63,6
157,T146,T146,Tom Lehman,51,6
158,T146,T146,Peter Lonard,92,6
159,T146,T146,Davis Love III,78,6
160,T146,T146,Jeff Maggert,86,6
161,T146,T146,Hunter Mahan,87,6
162,T146,T146,Ryan Palmer,69,6
163,T146,T146,Chris Riley,51,6
164,T146,T146,Kyle Thompson,70,6
165,T146,T146,David Toms,70,6
166,T146,T146,Bob Tway,70,6
167,T146,T146,Camilo Villegas,79,6
168,T146,T146,Ron Whittaker,54,6
169,T146,T146,Charlie Wi,97,6
170,T171,T171,Justin Bolli,87,5
171,T171,T171,Alex Cejka,75,5
172,T171,T171,K.J. Choi,74,5
173,T171,T171,Kenneth Ferrie,72,5
174,T171,T171,Cody Freeman,66,5
175,T171,T171,Tommy Gainey,60,5
176,T171,T171,Sergio Garcia,72,5
177,T171,T171,John Huston,56,5
178,T171,T171,Kent Jones,68,5
179,T171,T171,Michael Letzig,88,5
180,T171,T171,Nick O'Hern,82,5
181,T182,T182,Harrison Frazar,73,4
182,T182,T182,Jeff Gove,50,4
183,T182,T182,Brandt Jobe,52,4
184,T182,T182,Stephen Leaney,53,4
185,T182,T182,John Merrick,98,4
186,T182,T182,Phil Mickelson,80,4
187,T182,T182,Geoff Ogilvy,65,4
188,T182,T182,John Riegger,73,4
189,T190,T190,Paul Casey,55,3
190,T190,T190,Robert Gamez,79,3
191,T190,T190,Craig Kanada,65,3
192,T190,T190,Travis Perkins,53,3
193,T190,T190,Tom Scherrer,56,3
194,T195,T195,Doug LaBelle II,65,2
195,T195,T195,Ryan Moore,72,2
196,T195,T195,Adam Scott,51,2
