,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
93,T93,T93,Rory Sabbatini,77,45.5,20,44,-2.00
94,T93,T93,Charlie Wi,97,45.5,25,55,-4.00
95,T96,T96,Woody Austin,109,45.2,33,73,-10.00
96,T96,T96,Kenny Perry,97,45.2,28,62,-8.00
97,T96,T96,Tom Scherrer,56,45.2,19,42,-6.00
98,99,99,Robert Gamez,79,44.9,22,49,-5.00
99,100,100,Bob Tway,70,44.7,17,38,-6.00
100,T101,T101,Richard Johnson,77,44.4,28,63,-2.00
101,T101,T101,Scott McCarron,63,44.4,16,36,E
102,T103,T103,Tommy Armour III,77,44.2,19,43,-4.00
103,T103,T103,Nick O'Hern,82,44.2,19,43,-4.00
104,105,105,Billy Andrade,71,44.0,22,50,-2.00
105,106,106,Jim Furyk,95,43.9,25,57,-4.00
106,T107,T107,Lee Janzen,89,43.8,21,48,+1.00
107,T107,T107,Ian Poulter,51,43.8,14,32,-3.00
108,109,109,Chris Stroud,81,43.6,24,55,-3.00
109,T110,T110,Joe Durant,92,43.5,20,46,-4.00
110,T110,T110,Dustin Johnson,92,43.5,30,69,-4.00
111,112,112,Ryan Palmer,69,43.4,23,53,-4.00
112,T113,T113,Rich Beem,90,43.1,25,58,-1.00
113,T113,T113,Kevin Na,97,43.1,31,72,-4.00
114,T113,T113,Heath Slocum,104,43.1,22,51,E
115,T116,T116,Eric Axley,113,43.0,34,79,-7.00
116,T116,T116,Jeff Overton,103,43.0,34,79,-5.00
117,T118,T118,Justin Leonard,101,42.9,21,49,-7.00
118,T118,T118,Ted Purdy,68,42.9,24,56,-2.00
119,T118,T118,John Riegger,73,42.9,12,28,-3.00
120,T118,T118,Adam Scott,51,42.9,9,21,-1.00
121,122,122,Brenden Pappas,66,42.6,20,47,E
122,T123,T123,Kent Jones,68,42.4,14,33,E
123,T123,T123,Joe Ogilvie,100,42.4,25,59,-4.00
124,T123,T123,Rod Pampling,83,42.4,25,59,-2.00
125,T123,T123,Tom Pernice Jr.,104,42.4,28,66,-4.00
126,T127,T127,Marco Dawson,64,42.2,19,45,-2.00
127,T127,T127,David Duval,51,42.2,19,45,-1.00
128,129,129,John Huston,56,41.9,13,31,-2.00
129,T130,T130,Steve Flesch,95,41.7,25,60,+2.00
130,T130,T130,Peter Lonard,92,41.7,20,48,-2.00
131,132,132,Sean O'Hair,81,41.5,22,53,-5.00
132,133,133,Jeff Quinney,87,41.1,23,56,-3.00
133,134,134,Paul Goydos,78,41.0,16,39,-2.00
134,T135,T135,Alex Cejka,75,40.9,18,44,-2.00
135,T135,T135,Jeff Gove,50,40.9,9,22,-4.00
136,137,137,Anthony Kim,81,40.7,24,59,-5.00
137,138,138,Travis Perkins,53,40.6,13,32,-2.00
138,139,139,Vaughn Taylor,103,40.5,30,74,-4.00
139,T140,T140,Justin Bolli,87,40.4,21,52,-6.00
140,T140,T140,Charley Hoffman,94,40.4,19,47,-4.00
141,T140,T140,Matt Kuchar,88,40.4,21,52,-4.00
142,143,143,Bo Van Pelt,101,40.3,25,62,-1.00
143,T144,T144,James Driscoll,85,40.0,30,75,-10.00
144,T144,T144,Tommy Gainey,60,40.0,14,35,E
145,T144,T144,Johnson Wagner,83,40.0,22,55,-6.00
146,147,147,Chad Collins,72,39.7,23,58,-4.00
147,148,148,Steve Elkington,84,39.5,17,43,-3.00
148,149,149,Stephen Leaney,53,39.4,13,33,-2.00
149,150,150,Corey Pavin,69,39.3,11,28,-4.00
150,151,151,Jonathan Byrd,88,39.2,20,51,-3.00
151,152,152,Scott Sterling,89,39.1,18,46,-2.00
152,153,153,Ryan Moore,72,39.0,16,41,E
153,154,154,D.J. Trahan,94,38.8,19,49,E
154,155,155,Alejandro Cañizares,52,38.7,12,31,-1.00
155,156,156,Brian Gay,102,38.3,18,47,-4.00
156,157,157,David Lutterus,59,38.0,19,50,+2.00
157,T158,T158,Fred Couples,60,37.8,14,37,-2.00
158,T158,T158,Tag Ridings,88,37.8,17,45,-2.00
159,160,160,Tom Lehman,51,37.1,13,35,E
160,161,161,Jin Park,85,37.0,17,46,+2.00
161,162,162,Steve Lowery,74,36.9,24,65,-7.00
162,163,163,Nicholas Thompson,113,36.8,25,68,-4.00
163,T164,T164,Ryuji Imada,80,36.5,19,52,-5.00
164,T164,T164,Davis Love III,78,36.5,19,52,-3.00
165,166,166,Kyle Thompson,70,36.4,16,44,+1.00
166,167,167,Brad Elder,67,36.2,17,47,-2.00
167,168,168,Bob Sowards,61,36.0,18,50,-3.00
168,T169,T169,Zach Johnson,85,35.7,10,28,E
169,T169,T169,Richard Johnson,60,35.7,10,28,-1.00
170,171,171,Charles Warren,79,35.4,17,48,-2.00
171,172,172,Chad Campbell,94,35.1,20,57,-1.00
172,173,173,Paul Claxton,63,34.8,8,23,-2.00
173,174,174,Scott Verplank,82,34.4,11,32,-1.00
174,175,175,Greg Kraft,63,34.2,13,38,-2.00
175,T176,T176,Jimmy Walker,73,34.1,14,41,-4.00
176,T176,T176,Boo Weekley,86,34.1,14,41,-1.00
177,T178,T178,Brandt Snedeker,85,34.0,16,47,-4.00
178,T178,T178,Mark Wilson,107,34.0,17,50,-6.00
179,T180,T180,Tim Clark,90,33.3,17,51,-1.00
180,T180,T180,Ben Curtis,80,33.3,15,45,-5.00
181,T180,T180,J.P. Hayes,67,33.3,14,42,E
182,T180,T180,Craig Kanada,65,33.3,12,36,-3.00
183,T180,T180,Jim McGovern,75,33.3,13,39,-1.00
184,T180,T180,Andres Romero,69,33.3,15,45,-3.00
185,T186,T186,Chris DiMarco,87,32.7,18,55,-2.00
186,T186,T186,Freddie Jacobson,78,32.7,18,55,-1.00
187,188,188,John Mallinger,95,30.9,17,55,-2.00
188,189,189,Ron Whittaker,54,30.8,8,26,E
189,190,190,Ken Duke,116,30.3,20,66,-7.00
190,191,191,Ryan Armour,87,29.8,14,47,+1.00
191,192,192,David Toms,70,28.9,11,38,-1.00
192,T193,T193,Retief Goosen,59,28.6,12,42,-2.00
193,T193,T193,Todd Hamilton,92,28.6,16,56,-3.00
194,195,195,Shane Bertsch,96,27.5,14,51,E
195,196,196,Chris Riley,51,23.1,6,26,+1.00
196,197,197,Omar Uresti,74,22.6,7,31,-3.00
