,Approaches_from_75-100_yards_RANK THIS WEEK,Approaches_from_75-100_yards_RANK LAST WEEK,Approaches_from_75-100_yards_PLAYER NAME,Approaches_from_75-100_yards_ROUNDS,Approaches_from_75-100_yards_AVG,Approaches_from_75-100_yards_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_# OF ATTEMPTS,Approaches_from_75-100_yards_RELATIVE TO PAR
0,1,1,Corey Pavin,69,"11' 10""",700.5830000000001,59,-16
1,2,2,Joe Durant,92,"13' 7""",899.0,66,-14
2,3,3,John Riegger,73,"13' 8""",1065.167,78,-14
3,4,4,Rory Sabbatini,77,"14' 0""",995.75,71,-15
4,5,5,Matt Kuchar,88,"14' 1""",958.9169999999999,68,-19
5,T6,T6,Brian Gay,102,"14' 3""",1664.6670000000001,117,-42
6,T6,T6,John Senden,93,"14' 3""",971.5,68,-9
7,T8,T8,Stephen Ames,83,"14' 5""",1009.5,70,-18
8,T8,T8,Shane Bertsch,96,"14' 5""",1908.4170000000001,132,-27
9,T8,T8,Nick O'Hern,82,"14' 5""",1438.5829999999999,100,-24
10,T11,T11,Stuart Appleby,87,"14' 6""",854.4169999999999,59,-11
11,T11,T11,Justin Leonard,101,"14' 6""",1086.5,75,-15
12,T13,T13,David Duval,51,"14' 8""",453.917,31,-5
13,T13,T13,Rod Pampling,83,"14' 8""",599.8330000000001,41,-5
14,T13,T13,Vaughn Taylor,103,"14' 8""",1581.5829999999999,108,-25
15,T16,T16,Aaron Baddeley,76,"14' 9""",546.5,37,-14
16,T16,T16,Ryuji Imada,80,"14' 9""",739.5,50,-14
17,T16,T16,Tim Wilkinson,95,"14' 9""",1090.583,74,-20
18,19,19,Jeff Quinney,87,"14' 11""",1118.917,75,-9
19,20,20,Stewart Cink,87,"15' 0""",691.75,46,-11
20,21,21,Tom Pernice Jr.,104,"15' 1""",1520.1670000000001,101,-12
21,T22,T22,Daniel Chopra,84,"15' 3""",943.0,62,-5
22,T22,T22,Davis Love III,78,"15' 3""",700.25,46,-5
23,T22,T22,Pat Perez,93,"15' 3""",1053.0,69,-11
24,T22,T22,Brett Rumford,72,"15' 3""",823.0,54,-9
25,T22,T22,Scott Verplank,82,"15' 3""",1069.083,70,-14
26,T27,T27,Michael Allen,91,"15' 4""",1087.333,71,-15
27,T27,T27,John Huston,56,"15' 4""",829.1669999999999,54,-5
28,T27,T27,Tag Ridings,88,"15' 4""",966.75,63,-16
29,T27,T27,Jimmy Walker,73,"15' 4""",583.5830000000001,38,-2
30,T31,T31,Ernie Els,51,"15' 5""",339.917,22,-1
31,T31,T31,Brett Quigley,80,"15' 5""",986.3330000000001,64,-6
32,T33,T33,Justin Bolli,87,"15' 6""",1378.0829999999999,89,-4
33,T33,T33,Rocco Mediate,87,"15' 6""",664.8330000000001,43,-8
34,T35,T35,Alex Cejka,75,"15' 7""",825.5,53,-4
35,T35,T35,Paul Goydos,78,"15' 7""",1153.333,74,-15
36,T37,T37,Tim Clark,90,"15' 8""",1520.3329999999999,97,-24
37,T37,T37,Charlie Wi,97,"15' 8""",1253.0,80,-13
38,T39,T39,Brian Davis,108,"15' 9""",1730.0829999999999,110,-21
39,T39,T39,Harrison Frazar,73,"15' 9""",1023.5830000000001,65,-5
40,T39,T39,Jeff Gove,50,"15' 9""",738.75,47,-13
41,T39,T39,Steve Stricker,75,"15' 9""",1104.0,70,-11
42,T39,T39,Mike Weir,88,"15' 9""",803.0830000000001,51,-7
43,T44,T44,Jim Furyk,95,"15' 10""",1248.167,79,-15
44,T44,T44,Mark Hensby,71,"15' 10""",1060.083,67,-17
45,T46,T46,Fred Couples,60,"15' 11""",858.4169999999999,54,-1
46,T46,T46,Tim Herron,97,"15' 11""",1239.917,78,-20
47,T46,T46,Anthony Kim,81,"15' 11""",731.4169999999999,46,-13
48,T46,T46,Stephen Leaney,53,"15' 11""",876.5,55,-13
49,T46,T46,Bubba Watson,97,"15' 11""",1020.75,64,-5
50,T51,T51,Eric Axley,113,"16' 0""",1282.917,80,-10
51,T51,T51,Marc Turnesa,87,"16' 0""",1025.417,64,-13
52,T53,T53,Lee Janzen,89,"16' 1""",1257.667,78,-8
53,T53,T53,Steve Marino,119,"16' 1""",1542.3329999999999,96,-24
54,T53,T53,Shigeki Maruyama,50,"16' 1""",513.3330000000001,32,-9
55,T53,T53,Joe Ogilvie,100,"16' 1""",1541.5,96,-36
56,T53,T53,John Rollins,94,"16' 1""",1139.333,71,-9
57,T58,T58,Scott Sterling,89,"16' 2""",1343.0829999999999,83,-14
58,T58,T58,Chris Stroud,81,"16' 2""",1311.9170000000001,81,-25
59,T60,T60,Steve Flesch,95,"16' 4""",1604.6670000000001,98,-3
60,T60,T60,Doug LaBelle II,65,"16' 4""",818.25,50,-9
61,T60,T60,Dean Wilson,109,"16' 4""",1534.8329999999999,94,-15
62,T63,T63,Bart Bryant,81,"16' 5""",1032.333,63,-17
63,T63,T63,Retief Goosen,59,"16' 5""",756.0,46,-6
64,T65,T65,Will MacKenzie,62,"16' 7""",994.75,60,-6
65,T65,T65,Jim McGovern,75,"16' 7""",944.3330000000001,57,+1
66,T65,T65,Kevin Sutherland,98,"16' 7""",1043.917,63,-15
67,T68,T68,Briny Baird,113,"16' 8""",1333.4170000000001,80,-11
68,T68,T68,Tom Lehman,51,"16' 8""",532.4169999999999,32,-8
69,T68,T68,Brandt Snedeker,85,"16' 8""",916.3330000000001,55,-6
70,T68,T68,David Toms,70,"16' 8""",951.5,57,-11
71,T72,T72,Gavin Coles,54,"16' 9""",737.5830000000001,44,-15
72,T72,T72,Troy Matteson,94,"16' 9""",1337.6670000000001,80,-13
73,T72,T72,Kyle Thompson,70,"16' 9""",937.8330000000001,56,-13
74,T75,T75,Mark Calcavecchia,67,"16' 10""",774.1669999999999,46,-6
75,T75,T75,Ken Duke,116,"16' 10""",1735.25,103,-18
76,T75,T75,Cody Freeman,66,"16' 10""",589.0830000000001,35,-1
77,78,78,Jeff Maggert,86,"16' 11""",1046.417,62,-7
78,T79,T79,Woody Austin,109,"17' 0""",1413.25,83,-22
79,T79,T79,Bo Van Pelt,101,"17' 0""",1392.1670000000001,82,-10
80,T79,T79,Ron Whittaker,54,"17' 0""",730.5830000000001,43,-7
81,T82,T82,Jonathan Byrd,88,"17' 1""",1092.083,64,-6
82,T82,T82,Chad Campbell,94,"17' 1""",1265.5,74,-2
83,T82,T82,Jason Gore,94,"17' 1""",1093.417,64,-22
84,T82,T82,Phil Mickelson,80,"17' 1""",801.1669999999999,47,-7
85,T82,T82,Camilo Villegas,79,"17' 1""",598.6669999999999,35,-3
86,T82,T82,Johnson Wagner,83,"17' 1""",647.6669999999999,38,-7
87,T88,T88,Marco Dawson,64,"17' 2""",890.75,52,-10
