,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,1,Gavin Coles,54,29.63,40,135
1,2,2,Scott Verplank,82,27.71,46,166
2,3,3,Tim Clark,90,25.98,53,204
3,4,4,Corey Pavin,69,25.66,29,113
4,T5,T5,Michael Allen,91,24.77,55,222
5,T5,T5,Ben Crane,86,24.77,55,222
6,7,7,Scott McCarron,63,24.4,41,168
7,8,8,Dean Wilson,109,24.28,67,276
8,9,9,Tim Wilkinson,95,24.06,51,212
9,10,10,Ryan Palmer,69,23.66,44,186
10,11,11,Ernie Els,51,23.58,29,123
11,12,12,Carl Pettersson,110,23.45,68,290
12,13,13,Paul Casey,55,23.42,26,111
13,14,14,Sergio Garcia,72,23.27,37,159
14,15,15,Jeff Maggert,86,23.18,51,220
15,16,16,Brian Gay,102,22.98,54,235
16,17,17,Vaughn Taylor,103,22.84,66,289
17,18,18,John Mallinger,95,22.71,52,229
18,19,19,Todd Hamilton,92,22.58,49,217
19,20,20,Mark Calcavecchia,67,21.95,36,164
20,21,21,Ken Duke,116,21.94,61,278
21,22,22,Lee Janzen,89,21.86,47,215
22,23,23,Dudley Hart,74,21.78,44,202
23,24,24,Jason Gore,94,21.71,61,281
24,25,25,Adam Scott,51,21.65,21,97
25,T26,T26,Paul Claxton,63,21.48,29,135
26,T26,T26,Brian Davis,108,21.48,61,284
27,28,28,Camilo Villegas,79,21.26,44,207
28,29,29,Patrick Sheehan,124,21.15,66,312
29,30,30,Glen Day,64,21.09,31,147
30,T31,T31,Brad Elder,67,20.93,36,172
31,T31,T31,Rory Sabbatini,77,20.93,36,172
32,33,33,Charles Howell III,101,20.88,52,249
33,34,34,Cameron Beckman,87,20.74,39,188
34,T35,T35,Ryuji Imada,80,20.67,37,179
35,T35,T35,Jeff Quinney,87,20.67,37,179
36,37,37,Brandt Snedeker,85,20.57,36,175
37,38,38,Tom Pernice Jr.,104,20.52,55,268
38,39,39,Hunter Mahan,87,20.51,48,234
39,40,40,Steve Lowery,74,20.48,43,210
40,41,41,Tommy Gainey,60,20.47,26,127
41,T42,T42,George McNeill,97,20.33,50,246
42,T42,T42,Pat Perez,93,20.33,49,241
43,44,44,Zach Johnson,85,20.31,39,192
44,45,45,Brett Quigley,80,20.29,42,207
45,46,46,Nathan Green,95,20.26,47,232
46,47,47,Steve Flesch,95,20.2,41,203
47,48,48,Y.E. Yang,89,20.16,51,253
48,49,49,Brenden Pappas,66,20.12,34,169
49,50,50,Robert Gamez,79,20.1,40,199
50,T51,T51,Brandt Jobe,52,20.0,32,160
51,T51,T51,Rod Pampling,83,20.0,38,190
52,T51,T51,D.J. Trahan,94,20.0,41,205
53,54,54,Joe Durant,92,19.92,47,236
54,55,55,Mathias Grönberg,87,19.84,50,252
55,56,56,Justin Leonard,101,19.82,44,222
56,57,57,Olin Browne,77,19.8,39,197
57,58,58,Stuart Appleby,87,19.68,37,188
58,59,59,Anthony Kim,81,19.61,40,204
59,60,60,Chad Collins,72,19.58,37,189
60,61,61,Chez Reavie,102,19.57,54,276
61,62,62,Chad Campbell,94,19.55,52,266
62,63,63,Richard Johnson,77,19.51,40,205
63,64,64,Doug LaBelle II,65,19.5,31,159
64,65,65,Eric Axley,113,19.48,60,308
65,66,66,Kenneth Ferrie,72,19.47,37,190
66,67,67,Jonathan Byrd,88,19.37,43,222
67,68,68,Aaron Baddeley,76,19.35,36,186
68,69,69,Tom Scherrer,56,19.29,27,140
69,70,70,Kent Jones,68,19.23,35,182
70,71,71,Mark Wilson,107,19.2,62,323
71,72,72,John Huston,56,19.16,32,167
72,73,73,Joe Ogilvie,100,19.1,51,267
73,74,74,Jim McGovern,75,19.09,42,220
74,T75,T75,Ben Curtis,80,19.07,37,194
75,T75,T75,Jerry Kelly,89,19.07,41,215
76,T75,T75,Michael Letzig,88,19.07,49,257
77,T75,T75,Jimmy Walker,73,19.07,37,194
78,T79,T79,Bart Bryant,81,19.05,36,189
79,T79,T79,Tim Herron,97,19.05,52,273
80,81,81,Bob Tway,70,18.95,36,190
81,82,82,Bob Estes,90,18.9,48,254
82,83,83,Ryan Armour,87,18.88,44,233
83,84,84,Omar Uresti,74,18.87,30,159
84,85,85,Martin Laird,98,18.82,51,271
85,86,86,Shane Bertsch,96,18.75,45,240
86,87,87,Boo Weekley,86,18.6,32,172
87,T88,T88,Jim Furyk,95,18.48,39,211
88,T88,T88,Steve Marino,119,18.48,56,303
89,90,90,Craig Kanada,65,18.42,28,152
90,91,91,Billy Andrade,71,18.38,34,185
91,92,92,Kevin Streelman,114,18.36,56,305
92,93,93,Marc Turnesa,87,18.34,42,229
93,T94,T94,Geoff Ogilvy,65,18.32,24,131
94,T94,T94,Andres Romero,69,18.32,24,131
95,96,96,Padraig Harrington,52,18.29,15,82
96,97,97,Charlie Wi,97,18.28,53,290
97,98,98,Jin Park,85,18.27,36,197
98,T99,T99,Nick Flanagan,89,18.25,50,274
99,T99,T99,Robert Garrigus,90,18.25,48,263
100,101,101,Rocco Mediate,87,18.23,33,181
101,102,102,Tim Petrovic,97,18.22,43,236
102,103,103,Robert Allenby,108,18.15,45,248
103,104,104,Jesper Parnevik,88,18.14,41,226
104,105,105,K.J. Choi,74,18.13,29,160
105,106,106,Stewart Cink,87,18.09,36,199
106,T107,T107,Greg Kraft,63,18.06,28,155
107,T107,T107,Jeff Overton,103,18.06,52,288
108,109,109,Scott Sterling,89,18.03,42,233
109,110,110,Kenny Perry,97,17.95,49,273
110,111,111,David Toms,70,17.92,31,173
111,112,112,Woody Austin,109,17.84,43,241
112,113,113,Tag Ridings,88,17.82,49,275
113,114,114,Johnson Wagner,83,17.65,33,187
114,115,115,Mike Weir,88,17.62,34,193
115,116,116,Lucas Glover,91,17.49,46,263
116,117,117,Brad Adamonis,87,17.32,40,231
117,118,118,J.B. Holmes,86,17.22,31,180
118,119,119,Jay Williamson,96,17.17,40,233
119,120,120,Trevor Immelman,70,17.14,24,140
120,121,121,Parker McLachlin,88,17.09,40,234
121,122,122,Alejandro Cañizares,52,17.05,22,129
122,123,123,Billy Mayfair,103,17.04,53,311
123,124,124,John Riegger,73,17.03,31,182
124,T125,T125,Tommy Armour III,77,17.01,33,194
125,T125,T125,Rich Beem,90,17.01,41,241
126,T127,T127,Nicholas Thompson,113,16.94,51,301
127,T127,T127,Bubba Watson,97,16.94,42,248
128,T129,T129,Steve Elkington,84,16.92,33,195
129,T129,T129,Mark Hensby,71,16.92,33,195
130,131,131,Bill Haas,99,16.9,48,284
131,132,132,Peter Lonard,92,16.89,37,219
132,133,133,Steve Stricker,75,16.87,28,166
133,134,134,John Senden,93,16.8,41,244
134,135,135,Phil Mickelson,80,16.77,26,155
135,T136,T136,Richard Johnson,60,16.67,24,144
136,T136,T136,Davis Love III,78,16.67,36,216
137,138,138,Nick O'Hern,82,16.57,30,181
138,139,139,Charley Hoffman,94,16.55,46,278
139,140,140,Stephen Ames,83,16.5,33,200
140,141,141,J.P. Hayes,67,16.49,32,194
141,142,142,Todd Demsey,80,16.31,38,233
142,143,143,Paul Goydos,78,16.3,30,184
143,144,144,Vijay Singh,82,16.27,27,166
144,145,145,Justin Bolli,87,16.14,36,223
145,146,146,Frank Lickliter II,107,16.13,45,279
146,147,147,Fred Couples,60,16.08,23,143
147,148,148,Heath Slocum,104,15.9,38,239
148,149,149,Kevin Na,97,15.83,44,278
149,150,150,Chris DiMarco,87,15.79,36,228
150,151,151,Cliff Kresge,84,15.74,31,197
151,152,152,Alex Cejka,75,15.72,25,159
152,153,153,Will MacKenzie,62,15.7,27,172
153,154,154,Shigeki Maruyama,50,15.56,14,90
154,155,155,Brett Rumford,72,15.54,30,193
155,156,156,Kevin Stadler,90,15.52,36,232
156,157,157,Troy Matteson,94,15.3,41,268
157,158,158,Tom Lehman,51,15.15,15,99
158,T159,T159,Briny Baird,113,15.08,46,305
159,T159,T159,Freddie Jacobson,78,15.08,27,179
160,161,161,Kevin Sutherland,98,15.07,41,272
161,162,162,Jon Mills,95,15.04,37,246
162,163,163,David Lutterus,59,14.97,25,167
163,164,164,Ron Whittaker,54,14.96,19,127
164,165,165,Matt Jones,95,14.92,37,248
165,166,166,Cody Freeman,66,14.89,28,188
166,167,167,Mathew Goggin,91,14.88,36,242
167,168,168,Ian Poulter,51,14.81,16,108
168,169,169,Ryan Moore,72,14.78,30,203
169,170,170,Marco Dawson,64,14.77,26,176
170,171,171,Daniel Chopra,84,14.76,31,210
171,172,172,Charles Warren,79,14.73,33,224
