,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
0,T1,T1,Mark Calcavecchia,67,-2.000
1,T1,T1,David Toms,70,-2.000
2,T3,T3,Alejandro Cañizares,52,-1.500
3,T3,T3,Scott Verplank,82,-1.500
4,T5,T5,Tommy Armour III,77,-1.000
5,T5,T5,Rich Beem,90,-1.000
6,T5,T5,Chad Campbell,94,-1.000
7,T5,T5,K.J. Choi,74,-1.000
8,T5,T5,Tim Clark,90,-1.000
9,T5,T5,Ben Crane,86,-1.000
10,T5,T5,Chris DiMarco,87,-1.000
11,T5,T5,Brad Elder,67,-1.000
12,T5,T5,Steve Elkington,84,-1.000
13,T5,T5,Cody Freeman,66,-1.000
14,T5,T5,Jim Furyk,95,-1.000
15,T5,T5,Tommy Gainey,60,-1.000
16,T5,T5,Bill Haas,99,-1.000
17,T5,T5,Dudley Hart,74,-1.000
18,T5,T5,Brandt Jobe,52,-1.000
19,T5,T5,Ian Poulter,51,-1.000
20,T5,T5,Tom Scherrer,56,-1.000
21,T5,T5,Brandt Snedeker,85,-1.000
22,T5,T5,Kevin Stadler,90,-1.000
23,T5,T5,Kyle Thompson,70,-1.000
24,T5,T5,D.J. Trahan,94,-1.000
25,T5,T5,Bo Van Pelt,101,-1.000
26,T27,T27,Robert Allenby,108,-.800
27,T27,T27,Dustin Johnson,92,-.800
28,T27,T27,Sean O'Hair,81,-.800
29,T30,T30,Aaron Baddeley,76,-.750
30,T30,T30,Lucas Glover,91,-.750
31,T30,T30,Ryan Palmer,69,-.750
32,T30,T30,Brenden Pappas,66,-.750
33,T30,T30,Kenny Perry,97,-.750
34,T30,T30,Carl Pettersson,110,-.750
35,T30,T30,Johnson Wagner,83,-.750
36,T30,T30,Nick Watney,96,-.750
37,T38,T38,Jason Allred,63,-.714
38,T38,T38,Mathew Goggin,91,-.714
39,T40,T40,Brad Adamonis,87,-.667
40,T40,T40,Justin Bolli,87,-.667
41,T40,T40,Jerry Kelly,89,-.667
42,T40,T40,Michael Letzig,88,-.667
43,T40,T40,Patrick Sheehan,124,-.667
44,T40,T40,Omar Uresti,74,-.667
45,T46,T46,J.B. Holmes,86,-.600
46,T46,T46,Camilo Villegas,79,-.600
47,48,48,Jimmy Walker,73,-.571
48,49,49,Martin Laird,98,-.556
49,T50,T50,Steve Allan,58,-.500
50,T50,T50,Stephen Ames,83,-.500
51,T50,T50,Eric Axley,113,-.500
52,T50,T50,Olin Browne,77,-.500
53,T50,T50,Gavin Coles,54,-.500
54,T50,T50,Fred Couples,60,-.500
55,T50,T50,Jason Day,81,-.500
56,T50,T50,Harrison Frazar,73,-.500
57,T50,T50,Mathias Grönberg,87,-.500
58,T50,T50,Freddie Jacobson,78,-.500
59,T50,T50,Zach Johnson,85,-.500
60,T50,T50,Anthony Kim,81,-.500
61,T50,T50,Justin Leonard,101,-.500
62,T50,T50,Frank Lickliter II,107,-.500
63,T50,T50,David Lutterus,59,-.500
64,T50,T50,John Mallinger,95,-.500
65,T50,T50,Jim McGovern,75,-.500
66,T50,T50,Parker McLachlin,88,-.500
67,T50,T50,Phil Mickelson,80,-.500
68,T50,T50,Ryan Moore,72,-.500
69,T50,T50,Tim Petrovic,97,-.500
70,T50,T50,Jeff Quinney,87,-.500
71,T50,T50,Tag Ridings,88,-.500
72,T50,T50,John Riegger,73,-.500
73,T50,T50,Charles Warren,79,-.500
74,T50,T50,Mike Weir,88,-.500
75,T50,T50,Tim Wilkinson,95,-.500
76,T50,T50,Y.E. Yang,89,-.500
77,T78,T78,Todd Demsey,80,-.429
78,T78,T78,James Driscoll,85,-.429
79,T78,T78,Ken Duke,116,-.429
80,T78,T78,Mark Hensby,71,-.429
81,T78,T78,Kevin Na,97,-.429
82,T78,T78,Andres Romero,69,-.429
83,84,84,Jeff Overton,103,-.375
84,T85,T85,Woody Austin,109,-.333
85,T85,T85,Paul Casey,55,-.333
86,T85,T85,Paul Claxton,63,-.333
87,T85,T85,Ben Curtis,80,-.333
88,T85,T85,Bob Estes,90,-.333
89,T85,T85,J.P. Hayes,67,-.333
90,T85,T85,Ryuji Imada,80,-.333
91,T85,T85,Steve Lowery,74,-.333
92,T85,T85,Scott McCarron,63,-.333
93,T85,T85,George McNeill,97,-.333
94,T85,T85,Geoff Ogilvy,65,-.333
95,T85,T85,John Senden,93,-.333
96,T85,T85,Vaughn Taylor,103,-.333
97,T98,T98,Robert Garrigus,90,-.300
98,T98,T98,Matt Jones,95,-.300
99,T100,T100,Cameron Beckman,87,-.250
100,T100,T100,Ángel Cabrera,55,-.250
101,T100,T100,Stewart Cink,87,-.250
102,T100,T100,Steve Flesch,95,-.250
103,T100,T100,Nathan Green,95,-.250
104,T100,T100,Richard Johnson,77,-.250
105,T100,T100,Troy Matteson,94,-.250
106,T100,T100,John Merrick,98,-.250
107,T100,T100,Rory Sabbatini,77,-.250
108,T100,T100,Marc Turnesa,87,-.250
109,T110,T110,Brett Quigley,80,-.200
110,T110,T110,John Rollins,94,-.200
111,T110,T110,Charlie Wi,97,-.200
112,113,113,Chad Collins,72,-.167
113,T114,T114,Billy Andrade,71,E
114,T114,T114,Ryan Armour,87,E
115,T114,T114,Briny Baird,113,E
116,T114,T114,Shane Bertsch,96,E
117,T114,T114,Bart Bryant,81,E
118,T114,T114,Daniel Chopra,84,E
119,T114,T114,Brian Davis,108,E
120,T114,T114,Glen Day,64,E
121,T114,T114,Joe Durant,92,E
122,T114,T114,David Duval,51,E
123,T114,T114,Nick Flanagan,89,E
124,T114,T114,Carlos Franco,73,E
125,T114,T114,Robert Gamez,79,E
126,T114,T114,Sergio Garcia,72,E
127,T114,T114,Brian Gay,102,E
128,T114,T114,Jason Gore,94,E
129,T114,T114,Paul Goydos,78,E
130,T114,T114,Todd Hamilton,92,E
131,T114,T114,Padraig Harrington,52,E
132,T114,T114,J.J. Henry,108,E
133,T114,T114,Charles Howell III,101,E
134,T114,T114,Richard Johnson,60,E
135,T114,T114,Kent Jones,68,E
136,T114,T114,Cliff Kresge,84,E
137,T114,T114,Matt Kuchar,88,E
138,T114,T114,Stephen Leaney,53,E
139,T114,T114,Davis Love III,78,E
140,T114,T114,Will MacKenzie,62,E
141,T114,T114,Jeff Maggert,86,E
142,T114,T114,Hunter Mahan,87,E
143,T114,T114,Billy Mayfair,103,E
144,T114,T114,Rocco Mediate,87,E
145,T114,T114,Jon Mills,95,E
146,T114,T114,Rod Pampling,83,E
147,T114,T114,Travis Perkins,53,E
148,T114,T114,Tom Pernice Jr.,104,E
149,T114,T114,Ted Purdy,68,E
150,T114,T114,Brett Rumford,72,E
151,T114,T114,Heath Slocum,104,E
152,T114,T114,Chris Stroud,81,E
153,T114,T114,Kevin Sutherland,98,E
154,T114,T114,Nicholas Thompson,113,E
155,T114,T114,Bob Tway,70,E
156,T114,T114,Bubba Watson,97,E
157,T114,T114,Boo Weekley,86,E
158,T114,T114,Jay Williamson,96,E
159,T114,T114,Mark Wilson,107,E
160,T161,T161,Kenneth Ferrie,72,+.250
161,T161,T161,Charley Hoffman,94,+.250
162,T163,T163,Jonathan Byrd,88,+.333
163,T163,T163,Pat Perez,93,+.333
164,165,165,Kevin Streelman,114,+.500
165,166,166,Chez Reavie,102,+.667
166,167,167,Tim Herron,97,+.750
167,168,168,Dean Wilson,109,+.800
168,T169,T169,Alex Cejka,75,+1.000
169,T169,T169,John Huston,56,+1.000
170,T169,T169,Lee Janzen,89,+1.000
