,GIR_Percentage_-_75-100_yards_RANK THIS WEEK,GIR_Percentage_-_75-100_yards_RANK LAST WEEK,GIR_Percentage_-_75-100_yards_PLAYER NAME,GIR_Percentage_-_75-100_yards_ROUNDS,GIR_Percentage_-_75-100_yards_%,GIR_Percentage_-_75-100_yards_GREENS HIT,GIR_Percentage_-_75-100_yards_TOTAL HOLES,GIR_Percentage_-_75-100_yards_RELATIVE TO PAR
0,1,1,Ron Whittaker,54,93.33,42,45,-0.31
1,2,2,Ryuji Imada,80,91.23,52,57,-0.35
2,3,3,Dean Wilson,109,91.09,92,101,-0.37
3,4,4,Scott Sterling,89,90.91,80,88,-0.29
4,5,5,Padraig Harrington,52,90.32,28,31,-0.32
5,6,6,Kevin Sutherland,98,89.74,70,78,-0.34
6,T7,T7,Doug LaBelle II,65,89.47,51,57,-0.27
7,T7,T7,Tom Lehman,51,89.47,34,38,-0.29
8,9,9,Brenden Pappas,66,89.29,50,56,-0.24
9,10,10,Charles Howell III,101,89.13,82,92,-0.34
10,11,11,Justin Bolli,87,89.01,81,91,-0.28
11,12,12,Tim Wilkinson,95,88.54,85,96,-0.25
12,13,13,Alex Cejka,75,88.52,54,61,-0.24
13,14,14,Jim Furyk,95,88.24,75,85,-0.24
14,T15,T15,Craig Kanada,65,87.5,56,64,-0.36
15,T15,T15,Rocco Mediate,87,87.5,49,56,-0.29
16,T15,T15,Nick O'Hern,82,87.5,91,104,-0.43
17,18,18,Scott Verplank,82,87.34,69,79,-0.35
18,19,19,Stephen Leaney,53,86.89,53,61,-0.36
19,20,20,Brett Quigley,80,86.76,59,68,-0.32
20,21,21,Brian Gay,102,86.57,116,134,-0.47
21,22,22,Bob Tway,70,86.44,51,59,-0.35
22,23,23,Bart Bryant,81,86.36,57,66,-0.44
23,24,24,David Toms,70,86.21,50,58,-0.3
24,25,25,Shane Bertsch,96,86.13,118,137,-0.39
25,T26,T26,John Huston,56,85.48,53,62,-0.3
26,T26,T26,Corey Pavin,69,85.48,53,62,-0.47
27,T28,T28,Justin Leonard,101,85.37,70,82,-0.39
28,T28,T28,Chris Riley,51,85.37,35,41,-0.26
29,T30,T30,Stephen Ames,83,85.19,69,81,-0.42
30,T30,T30,Scott McCarron,63,85.19,46,54,-0.26
31,32,32,Pat Perez,93,85.14,63,74,-0.35
32,33,33,Aaron Baddeley,76,85.11,40,47,-0.5
33,34,34,Retief Goosen,59,85.0,34,40,-0.47
34,35,35,Chris Stroud,81,84.95,79,93,-0.38
35,36,36,Harrison Frazar,73,84.93,62,73,-0.34
36,37,37,Paul Goydos,78,84.85,84,99,-0.33
37,T38,T38,Briny Baird,113,84.71,72,85,-0.31
38,T38,T38,John Rollins,94,84.71,72,85,-0.18
39,40,40,David Duval,51,84.62,33,39,-0.36
40,41,41,Mike Weir,88,84.48,49,58,-0.31
41,42,42,Jason Gore,94,84.42,65,77,-0.48
42,43,43,Will MacKenzie,62,84.38,54,64,-0.35
43,44,44,Billy Mayfair,103,84.34,70,83,-0.27
44,45,45,Jerry Kelly,89,84.21,64,76,-0.23
45,46,46,Steve Stricker,75,84.0,63,75,-0.37
46,47,47,Geoff Ogilvy,65,83.61,51,61,-0.24
47,48,48,Mark Hensby,71,83.54,66,79,-0.41
48,49,49,Ken Duke,116,83.47,101,121,-0.34
49,T50,T50,Carlos Franco,73,83.33,40,48,-0.23
50,T50,T50,Martin Laird,98,83.33,65,78,-0.31
51,T50,T50,Rory Sabbatini,77,83.33,70,84,-0.33
52,53,53,Bob Estes,90,83.15,74,89,-0.31
53,54,54,Jeff Quinney,87,83.13,69,83,-0.28
54,T55,T55,Shigeki Maruyama,50,82.98,39,47,-0.23
55,T55,T55,Tom Scherrer,56,82.98,39,47,-0.23
56,T57,T57,Ben Crane,86,82.93,68,82,-0.38
57,T57,T57,J.P. Hayes,67,82.93,68,82,-0.24
58,59,59,Greg Kraft,63,82.89,63,76,-0.3
59,60,60,Cameron Beckman,87,82.83,82,99,-0.24
60,61,61,Phil Mickelson,80,82.81,53,64,-0.42
61,62,62,Zach Johnson,85,82.76,72,87,-0.35
62,63,63,Gavin Coles,54,82.69,43,52,-0.42
63,64,64,K.J. Choi,74,82.61,38,46,-0.26
64,T65,T65,Steve Elkington,84,82.35,84,102,-0.3
65,T65,T65,Matt Kuchar,88,82.35,70,85,-0.37
66,T65,T65,Davis Love III,78,82.35,42,51,-0.36
67,T65,T65,Adam Scott,51,82.35,28,34,-0.18
68,T65,T65,Marc Turnesa,87,82.35,56,68,-0.46
69,T70,T70,Fred Couples,60,82.26,51,62,-0.22
70,T70,T70,Y.E. Yang,89,82.26,51,62,-0.31
71,72,72,Bill Haas,99,82.02,73,89,-0.22
72,T73,T73,Stewart Cink,87,81.97,50,61,-0.44
73,T73,T73,Mathew Goggin,91,81.97,50,61,-0.34
74,T73,T73,Anthony Kim,81,81.97,50,61,-0.44
75,76,76,Freddie Jacobson,78,81.94,59,72,-0.41
76,T77,T77,Jason Day,81,81.82,72,88,-0.29
77,T77,T77,Tim Petrovic,97,81.82,72,88,-0.26
78,79,79,John Riegger,73,81.72,76,93,-0.33
79,80,80,Brad Adamonis,87,81.67,49,60,-0.27
80,T81,T81,Jeff Gove,50,81.63,40,49,-0.38
81,T81,T81,Patrick Sheehan,124,81.63,80,98,-0.23
82,83,83,Vaughn Taylor,103,81.36,96,118,-0.4
83,84,84,Woody Austin,109,81.31,87,107,-0.31
84,T85,T85,Dustin Johnson,92,81.25,78,96,-0.31
85,T85,T85,Heath Slocum,104,81.25,78,96,-0.31
86,87,87,Hunter Mahan,87,81.16,56,69,-0.39
87,T88,T88,Ángel Cabrera,55,81.08,30,37,-0.3
88,T88,T88,Alejandro Cañizares,52,81.08,30,37,-0.27
89,90,90,Nicholas Thompson,113,80.95,68,84,-0.32
90,91,91,Lucas Glover,91,80.88,55,68,-0.29
91,92,92,Robert Allenby,108,80.85,38,47,-0.29
92,93,93,Chad Campbell,94,80.82,59,73,-0.31
93,T94,T94,Tim Clark,90,80.77,84,104,-0.36
94,T94,T94,Jon Mills,95,80.77,63,78,-0.29
95,96,96,Joe Durant,92,80.72,67,83,-0.27
96,97,97,Stuart Appleby,87,80.52,62,77,-0.29
97,98,98,Dudley Hart,74,80.3,53,66,-0.32
98,99,99,Brandt Snedeker,85,80.28,57,71,-0.28
99,100,100,J.J. Henry,108,80.2,81,101,-0.3
100,T101,T101,Ben Curtis,80,80.0,56,70,-0.36
101,T101,T101,Cody Freeman,66,80.0,36,45,-0.25
102,T101,T101,John Merrick,98,80.0,52,65,-0.31
103,T101,T101,Ryan Palmer,69,80.0,44,55,-0.45
104,T101,T101,Ian Poulter,51,80.0,36,45,-0.25
105,106,106,Tom Pernice Jr.,104,79.82,87,109,-0.34
106,107,107,Frank Lickliter II,107,79.81,83,104,-0.31
107,108,108,Bo Van Pelt,101,79.79,75,94,-0.32
108,109,109,Michael Allen,91,79.78,71,89,-0.35
109,110,110,Jim McGovern,75,79.69,51,64,-0.16
110,111,111,Brian Davis,108,79.67,98,123,-0.44
111,112,112,Jay Williamson,96,79.61,82,103,-0.24
