,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
157,158,158,Cliff Kresge,84,"46' 5""",104,4827.083,22.0
158,T159,T159,Chad Collins,72,"46' 6""",134,6227.75,15.0
159,T159,T159,Robert Gamez,79,"46' 6""",98,4560.333,31.0
160,T159,T159,Trevor Immelman,70,"46' 6""",108,5022.0,23.0
161,T159,T159,Johnson Wagner,83,"46' 6""",138,6415.5,28.0
162,163,163,Troy Matteson,94,"46' 7""",184,8575.583,29.0
163,T164,T164,Jonathan Byrd,88,"46' 9""",121,5657.25,11.0
164,T164,T164,Paul Casey,55,"46' 9""",63,2947.583,15.0
165,T164,T164,Mathew Goggin,91,"46' 9""",129,6030.1669999999995,11.0
166,T164,T164,Anthony Kim,81,"46' 9""",131,6121.0,-1.0
167,T164,T164,Greg Kraft,63,"46' 9""",77,3598.0,11.0
168,T164,T164,Ryan Moore,72,"46' 9""",105,4911.417,14.0
169,T170,T170,Marco Dawson,64,"46' 11""",98,4594.25,30.0
170,T170,T170,George McNeill,97,"46' 11""",185,8685.25,28.0
171,T172,T172,Jin Park,85,"47' 0""",92,4320.833,16.0
172,T172,T172,Marc Turnesa,87,"47' 0""",144,6769.0830000000005,14.0
173,174,174,Pat Perez,93,"47' 1""",128,6026.6669999999995,11.0
174,175,175,Todd Demsey,80,"47' 5""",108,5123.083,22.0
175,T176,T176,Alejandro Cañizares,52,"47' 7""",80,3805.667,5.0
176,T176,T176,Kevin Na,97,"47' 7""",145,6898.8330000000005,19.0
177,178,178,Jesper Parnevik,88,"47' 10""",141,6745.9169999999995,35.0
178,T179,T179,Retief Goosen,59,"47' 11""",73,3497.25,17.0
179,T179,T179,Camilo Villegas,79,"47' 11""",112,5365.0,3.0
180,181,181,Martin Laird,98,"48' 1""",174,8365.917,19.0
181,182,182,Ron Whittaker,54,"48' 2""",55,2649.083,10.0
182,183,183,Matt Jones,95,"48' 3""",197,9506.167,31.0
183,184,184,Rocco Mediate,87,"48' 4""",120,5798.0830000000005,14.0
184,T185,T185,Eric Axley,113,"48' 6""",195,9453.5,34.0
185,T185,T185,Rory Sabbatini,77,"48' 6""",121,5867.0,30.0
186,T187,T187,Sergio Garcia,72,"48' 7""",109,5295.5,5.0
187,T187,T187,Mathias Grönberg,87,"48' 7""",148,7192.4169999999995,32.0
188,189,189,Glen Day,64,"48' 9""",91,4436.583,11.0
189,190,190,Jim Furyk,95,"49' 0""",118,5786.6669999999995,18.0
190,191,191,John Merrick,98,"49' 5""",153,7558.6669999999995,20.0
191,192,192,Mark Wilson,107,"50' 3""",172,8643.0,23.0
192,193,193,Paul Claxton,63,"50' 4""",82,4124.833,17.0
193,194,194,Robert Allenby,108,"50' 5""",146,7356.0830000000005,29.0
194,195,195,Freddie Jacobson,78,"50' 6""",123,6209.3330000000005,16.0
195,196,196,Corey Pavin,69,"50' 11""",101,5139.833,15.0
196,197,197,J.P. Hayes,67,"52' 5""",135,7080.1669999999995,27.0
