,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Kevin Sutherland,98,87.61,382,436,-0.46
1,2,2,David Duval,51,87.5,161,184,-0.39
2,3,3,Jim Furyk,95,87.36,311,356,-0.47
3,4,4,Steve Stricker,75,87.32,241,276,-0.46
4,5,5,Billy Mayfair,103,86.65,370,427,-0.39
5,6,6,Mike Weir,88,86.61,304,351,-0.47
6,7,7,Jeff Gove,50,86.54,180,208,-0.41
7,8,8,Scott Sterling,89,86.32,303,351,-0.4
8,9,9,Bob Tway,70,86.3,233,270,-0.45
9,10,10,Phil Mickelson,80,86.17,299,347,-0.51
10,11,11,Rory Sabbatini,77,85.99,313,364,-0.41
11,12,12,Scott Verplank,82,85.71,288,336,-0.4
12,13,13,Aaron Baddeley,76,85.48,259,303,-0.53
13,14,14,Justin Bolli,87,85.47,306,358,-0.37
14,15,15,Craig Kanada,65,85.37,210,246,-0.39
15,16,16,Corey Pavin,69,85.28,168,197,-0.44
16,17,17,Carlos Franco,73,85.15,258,303,-0.46
17,18,18,Fred Couples,60,85.11,263,309,-0.48
18,19,19,Briny Baird,113,85.09,371,436,-0.4
19,20,20,Woody Austin,109,85.08,422,496,-0.42
20,21,21,Justin Leonard,101,85.07,302,355,-0.5
21,22,22,Geoff Ogilvy,65,85.06,222,261,-0.4
22,23,23,Joe Durant,92,85.01,346,407,-0.34
23,24,24,Jason Gore,94,84.99,385,453,-0.44
24,25,25,John Merrick,98,84.94,344,405,-0.42
25,26,26,Hunter Mahan,87,84.86,297,350,-0.45
26,27,27,Tim Petrovic,97,84.75,339,400,-0.39
27,28,28,Sergio Garcia,72,84.73,222,262,-0.45
28,29,29,Shane Bertsch,96,84.71,360,425,-0.4
29,T30,T30,Harrison Frazar,73,84.52,333,394,-0.38
30,T30,T30,Vijay Singh,82,84.52,333,394,-0.45
31,32,32,Chris Riley,51,84.49,158,187,-0.42
32,33,33,J.J. Henry,108,84.44,434,514,-0.36
33,34,34,Marc Turnesa,87,84.32,285,338,-0.48
34,T35,T35,Frank Lickliter II,107,84.26,439,521,-0.42
35,T35,T35,Brenden Pappas,66,84.26,257,305,-0.47
36,T35,T35,Jay Williamson,96,84.26,332,394,-0.34
37,38,38,John Huston,56,84.23,235,279,-0.48
38,39,39,Adam Scott,51,84.18,165,196,-0.52
39,40,40,George McNeill,97,84.17,420,499,-0.44
40,T41,T41,Matt Kuchar,88,84.13,281,334,-0.41
41,T41,T41,Dean Wilson,109,84.13,350,416,-0.43
42,43,43,Mathew Goggin,91,84.1,365,434,-0.47
43,44,44,Jeff Maggert,86,84.01,352,419,-0.35
44,45,45,Alejandro Cañizares,52,83.96,157,187,-0.41
45,46,46,Tim Clark,90,83.94,298,355,-0.39
46,47,47,Bob Estes,90,83.91,339,404,-0.36
47,48,48,Charles Howell III,101,83.89,427,509,-0.43
48,49,49,Boo Weekley,86,83.87,312,372,-0.39
49,50,50,Pat Perez,93,83.85,353,421,-0.48
50,51,51,Tim Wilkinson,95,83.83,337,402,-0.42
51,52,52,Dudley Hart,74,83.82,228,272,-0.4
52,53,53,Ryuji Imada,80,83.78,248,296,-0.46
53,54,54,Tom Lehman,51,83.77,160,191,-0.37
54,55,55,Stephen Ames,83,83.73,278,332,-0.44
55,56,56,Jeff Quinney,87,83.71,262,313,-0.42
56,57,57,David Toms,70,83.62,245,293,-0.47
57,58,58,Ted Purdy,68,83.6,265,317,-0.36
58,59,59,Brett Quigley,80,83.56,305,365,-0.42
59,60,60,Ron Whittaker,54,83.52,147,176,-0.41
60,61,61,Will MacKenzie,62,83.51,238,285,-0.42
61,62,62,Paul Goydos,78,83.49,273,327,-0.41
62,63,63,Brandt Jobe,52,83.47,197,236,-0.38
63,64,64,Ben Crane,86,83.43,302,362,-0.43
64,65,65,Jerry Kelly,89,83.39,261,313,-0.41
65,66,66,Michael Allen,91,83.38,331,397,-0.45
66,67,67,Y.E. Yang,89,83.37,336,403,-0.43
67,68,68,Doug LaBelle II,65,83.26,189,227,-0.36
68,69,69,Bo Van Pelt,101,83.23,407,489,-0.44
69,70,70,Steve Elkington,84,83.21,327,393,-0.37
70,71,71,Trevor Immelman,70,83.19,198,238,-0.39
71,72,72,Bill Haas,99,83.13,409,492,-0.45
72,T73,T73,J.P. Hayes,67,83.11,251,302,-0.35
73,T73,T73,Freddie Jacobson,78,83.11,251,302,-0.45
74,75,75,Brad Adamonis,87,83.08,329,396,-0.42
75,76,76,Chris Stroud,81,83.06,299,360,-0.42
76,T77,T77,Ken Duke,116,83.03,455,548,-0.42
77,T77,T77,Lucas Glover,91,83.03,362,436,-0.45
78,79,79,Tom Pernice Jr.,104,82.95,365,440,-0.45
79,80,80,Robert Allenby,108,82.92,335,404,-0.45
80,81,81,Michael Letzig,88,82.91,291,351,-0.5
81,T82,T82,Shigeki Maruyama,50,82.9,160,193,-0.42
82,T82,T82,Nick Watney,96,82.9,446,538,-0.45
83,84,84,Zach Johnson,85,82.85,314,379,-0.38
84,85,85,Martin Laird,98,82.79,380,459,-0.47
85,86,86,Stuart Appleby,87,82.77,269,325,-0.46
86,87,87,Nick O'Hern,82,82.73,273,330,-0.42
87,88,88,Heath Slocum,104,82.7,349,422,-0.36
88,89,89,John Senden,93,82.69,320,387,-0.44
89,90,90,Kenny Perry,97,82.63,409,495,-0.44
90,91,91,Steve Flesch,95,82.59,351,425,-0.39
