,Approaches_from_175-200_yards_RANK THIS WEEK,Approaches_from_175-200_yards_RANK LAST WEEK,Approaches_from_175-200_yards_PLAYER NAME,Approaches_from_175-200_yards_ROUNDS,Approaches_from_175-200_yards_AVG,Approaches_from_175-200_yards_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_# OF ATTEMPTS,Approaches_from_175-200_yards_RELATIVE TO PAR
0,1,1,Andres Romero,69,"28' 5""",2957.333,104,-8
1,2,2,Heath Slocum,104,"28' 7""",7798.5830000000005,273,+2
2,3,3,Mike Weir,88,"29' 7""",4913.583,166,-12
3,4,4,Ernie Els,51,"29' 10""",2860.917,96,-7
4,5,5,Steve Flesch,95,"30' 0""",6630.0,221,-3
5,6,6,D.J. Trahan,94,"30' 1""",6768.0,225,-9
6,T7,T7,Zach Johnson,85,"30' 2""",5524.5,183,+3
7,T7,T7,Geoff Ogilvy,65,"30' 2""",3926.333,130,+2
8,9,9,Anthony Kim,81,"30' 3""",4475.583,148,+2
9,T10,T10,Ángel Cabrera,55,"30' 5""",2642.667,87,-9
10,T10,T10,Paul Casey,55,"30' 5""",2676.083,88,+6
11,T10,T10,Hunter Mahan,87,"30' 5""",5535.25,182,+2
12,T13,T13,Chad Campbell,94,"30' 6""",6558.0,215,-5
13,T13,T13,Gavin Coles,54,"30' 6""",3960.917,130,+6
14,T13,T13,Chez Reavie,102,"30' 6""",8319.917,273,+7
15,16,16,Robert Allenby,108,"30' 9""",7617.0830000000005,248,-8
16,17,17,Carl Pettersson,110,"30' 10""",8236.917,267,+6
17,T18,T18,Jim Furyk,95,"30' 11""",6585.75,213,-4
18,T18,T18,Phil Mickelson,80,"30' 11""",4328.5,140,-11
19,20,20,Alex Cejka,75,"31' 0""",5277.0,170,+9
20,T21,T21,Chris Stroud,81,"31' 2""",5266.8330000000005,169,-1
21,T21,T21,Scott Verplank,82,"31' 2""",5419.75,174,-2
22,T23,T23,Vijay Singh,82,"31' 4""",4264.917,136,-4
23,T23,T23,Bubba Watson,97,"31' 4""",6202.8330000000005,198,+16
24,T25,T25,Rory Sabbatini,77,"31' 5""",4334.417,138,-13
