,Approaches_75-100_yards-Rgh_RTP_RANK THIS WEEK,Approaches_75-100_yards-Rgh_RTP_RANK LAST WEEK,Approaches_75-100_yards-Rgh_RTP_PLAYER NAME,Approaches_75-100_yards-Rgh_RTP_ROUNDS,Approaches_75-100_yards-Rgh_RTP_AVG RTP
0,1,1,Jonathan Byrd,88,-.364
1,2,2,Kevin Na,97,-.316
2,T3,T3,Ben Curtis,80,-.300
3,T3,T3,Nick O'Hern,82,-.300
4,5,5,Charles Howell III,101,-.286
5,6,6,Bob Tway,70,-.250
6,7,7,Shane Bertsch,96,-.238
7,T8,T8,Gavin Coles,54,-.222
8,T8,T8,Scott Sterling,89,-.222
9,T8,T8,Mark Wilson,107,-.222
10,11,11,Justin Leonard,101,-.214
11,T12,T12,Doug LaBelle II,65,-.200
12,T12,T12,Dean Wilson,109,-.200
13,14,14,Padraig Harrington,52,-.182
14,15,15,Greg Kraft,63,-.167
15,16,16,J.J. Henry,108,-.154
16,T17,T17,Sergio Garcia,72,-.143
17,T17,T17,Kyle Thompson,70,-.143
18,T17,T17,Y.E. Yang,89,-.143
19,20,20,Stephen Leaney,53,-.125
20,T21,T21,K.J. Choi,74,-.111
21,T21,T21,Brian Gay,102,-.111
22,T21,T21,Phil Mickelson,80,-.111
23,T21,T21,Adam Scott,51,-.111
24,25,25,David Duval,51,-.100
25,26,26,Daniel Chopra,84,-.097
26,27,27,Rod Pampling,83,-.095
27,28,28,Kenneth Ferrie,72,-.091
28,T29,T29,Stephen Ames,83,-.083
29,T29,T29,Scott Verplank,82,-.083
30,31,31,Joe Ogilvie,100,-.077
31,T32,T32,Ian Poulter,51,-.071
32,T32,T32,Bubba Watson,97,-.071
33,34,34,Steve Stricker,75,-.067
34,35,35,Paul Goydos,78,-.065
35,36,36,Billy Mayfair,103,-.063
36,37,37,Harrison Frazar,73,-.059
37,38,38,Jin Park,85,-.056
38,T39,T39,Justin Bolli,87,-.053
39,T39,T39,Tim Petrovic,97,-.053
40,41,41,Ben Crane,86,-.050
41,T42,T42,Mathias Grönberg,87,-.048
42,T42,T42,Parker McLachlin,88,-.048
43,T42,T42,Brett Rumford,72,-.048
44,T45,T45,Jason Day,81,-.045
45,T45,T45,J.B. Holmes,86,-.045
46,47,47,Rich Beem,90,-.042
47,48,48,Brian Davis,108,-.040
48,T49,T49,Stuart Appleby,87,E
49,T49,T49,Briny Baird,113,E
50,T49,T49,Tim Clark,90,E
51,T49,T49,Glen Day,64,E
