,Approach_150-175_yards_RTP_Score_RANK THIS WEEK,Approach_150-175_yards_RTP_Score_RANK LAST WEEK,Approach_150-175_yards_RTP_Score_PLAYER NAME,Approach_150-175_yards_RTP_Score_ROUNDS,Approach_150-175_yards_RTP_Score_AVG RTP
0,1,1,Matt Kuchar,88,-.110
1,2,2,Bob Tway,70,-.109
2,3,3,Tom Pernice Jr.,104,-.107
3,4,4,Andres Romero,69,-.106
4,5,5,Aaron Baddeley,76,-.103
5,6,6,John Huston,56,-.101
6,7,7,Dean Wilson,109,-.100
7,8,8,Justin Leonard,101,-.095
8,9,9,Jeff Quinney,87,-.093
9,10,10,Rory Sabbatini,77,-.092
10,11,11,Robert Allenby,108,-.090
11,T12,T12,Stephen Ames,83,-.089
12,T12,T12,Bubba Watson,97,-.089
13,14,14,Kent Jones,68,-.086
14,15,15,Kenny Perry,97,-.084
15,16,16,Greg Kraft,63,-.083
16,17,17,Jim Furyk,95,-.078
17,T18,T18,Dudley Hart,74,-.077
18,T18,T18,Freddie Jacobson,78,-.077
19,T20,T20,Tommy Armour III,77,-.076
20,T20,T20,Bart Bryant,81,-.076
21,T20,T20,Carlos Franco,73,-.076
22,T20,T20,Lucas Glover,91,-.076
23,24,24,Chez Reavie,102,-.075
24,25,25,Steve Marino,119,-.071
25,26,26,Bob Estes,90,-.070
26,27,27,Ángel Cabrera,55,-.069
27,28,28,Richard Johnson,60,-.068
28,T29,T29,Tim Clark,90,-.067
29,T29,T29,Craig Kanada,65,-.067
30,31,31,Ryan Palmer,69,-.066
31,32,32,K.J. Choi,74,-.064
32,33,33,Eric Axley,113,-.062
33,34,34,Tommy Gainey,60,-.061
34,T35,T35,Alex Cejka,75,-.060
35,T35,T35,Frank Lickliter II,107,-.060
36,37,37,John Mallinger,95,-.059
37,38,38,Marco Dawson,64,-.058
38,T39,T39,Kevin Streelman,114,-.056
39,T39,T39,Mark Wilson,107,-.056
40,41,41,Mark Hensby,71,-.055
41,T42,T42,Steve Elkington,84,-.054
42,T42,T42,Carl Pettersson,110,-.054
43,T44,T44,Jerry Kelly,89,-.053
44,T44,T44,Jesper Parnevik,88,-.053
45,46,46,Paul Casey,55,-.052
46,47,47,Brad Elder,67,-.051
47,48,48,George McNeill,97,-.050
