,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
49,50,50,Nathan Green,95,15.92,57,358
50,51,51,Justin Leonard,101,15.9,45,283
51,52,52,Robert Allenby,108,15.89,58,365
52,53,53,Jim Furyk,95,15.88,47,296
53,54,54,Eric Axley,113,15.87,60,378
54,T55,T55,Carl Pettersson,110,15.86,59,372
55,T55,T55,Nicholas Thompson,113,15.86,56,353
56,57,57,Briny Baird,113,15.83,60,379
57,T58,T58,Rich Beem,90,15.77,47,298
58,T58,T58,Chez Reavie,102,15.77,53,336
59,60,60,Aaron Baddeley,76,15.74,34,216
60,61,61,Chad Collins,72,15.71,41,261
61,62,62,Bart Bryant,81,15.6,39,250
62,63,63,Tom Scherrer,56,15.56,28,180
63,64,64,John Huston,56,15.54,30,193
64,65,65,Michael Allen,91,15.51,49,316
65,66,66,Parker McLachlin,88,15.41,43,279
66,67,67,Patrick Sheehan,124,15.37,65,423
67,T68,T68,Shane Bertsch,96,15.36,55,358
68,T68,T68,Jeff Overton,103,15.36,53,345
69,T68,T68,Brandt Snedeker,85,15.36,41,267
70,T71,T71,Harrison Frazar,73,15.35,33,215
71,T71,T71,Craig Kanada,65,15.35,35,228
72,73,73,Charlie Wi,97,15.34,54,352
73,74,74,George McNeill,97,15.2,50,329
74,75,75,D.J. Trahan,94,15.12,49,324
75,T76,T76,Chad Campbell,94,15.09,51,338
76,T76,T76,Tommy Gainey,60,15.09,24,159
77,78,78,Steve Stricker,75,14.95,32,214
78,79,79,Jin Park,85,14.94,39,261
79,80,80,Vijay Singh,82,14.81,36,243
80,81,81,Kevin Na,97,14.75,54,366
81,T82,T82,Ryan Armour,87,14.72,44,299
82,T82,T82,Jimmy Walker,73,14.72,39,265
83,84,84,Steve Allan,58,14.69,26,177
84,85,85,Nick O'Hern,82,14.65,40,273
85,86,86,Daniel Chopra,84,14.54,33,227
86,T87,T87,Brandt Jobe,52,14.52,27,186
87,T87,T87,Pat Perez,93,14.52,45,310
88,T89,T89,Steve Flesch,95,14.44,41,284
89,T89,T89,Johnson Wagner,83,14.44,39,270
90,T91,T91,Ben Crane,86,14.42,46,319
91,T91,T91,Paul Goydos,78,14.42,30,208
92,93,93,K.J. Choi,74,14.41,33,229
93,94,94,Steve Lowery,74,14.35,31,216
94,95,95,Brad Elder,67,14.23,35,246
95,96,96,Cameron Beckman,87,14.19,41,289
96,97,97,Kevin Sutherland,98,14.12,49,347
97,T98,T98,Rod Pampling,83,14.11,34,241
98,T98,T98,John Riegger,73,14.11,34,241
99,100,100,Martin Laird,98,14.03,47,335
100,101,101,Vaughn Taylor,103,14.02,52,371
101,T102,T102,Justin Bolli,87,13.92,38,273
102,T102,T102,Chris Riley,51,13.92,22,158
103,104,104,Doug LaBelle II,65,13.89,30,216
104,105,105,Mike Weir,88,13.85,32,231
105,T106,T106,Mathew Goggin,91,13.83,43,311
106,T106,T106,Tim Herron,97,13.83,48,347
107,108,108,Nick Flanagan,89,13.82,42,304
108,T109,T109,Jeff Gove,50,13.79,24,174
109,T109,T109,Chris Stroud,81,13.79,36,261
110,111,111,Scott Sterling,89,13.75,40,291
111,112,112,Jonathan Byrd,88,13.59,39,287
112,113,113,Kevin Stadler,90,13.58,36,265
113,114,114,Glen Day,64,13.56,32,236
114,115,115,Tim Petrovic,97,13.55,45,332
115,116,116,Davis Love III,78,13.51,35,259
116,117,117,Woody Austin,109,13.5,42,311
117,118,118,Y.E. Yang,89,13.49,41,304
118,T119,T119,Jason Day,81,13.48,38,282
119,T119,T119,Greg Kraft,63,13.48,24,178
120,121,121,Sergio Garcia,72,13.47,33,245
121,122,122,Marc Turnesa,87,13.46,44,327
122,T123,T123,Cody Freeman,66,13.45,30,223
123,T123,T123,Ron Whittaker,54,13.45,23,171
124,125,125,John Rollins,94,13.38,40,299
125,126,126,Robert Gamez,79,13.36,37,277
126,127,127,Bo Van Pelt,101,13.35,49,367
127,128,128,J.B. Holmes,86,13.33,32,240
128,129,129,Cliff Kresge,84,13.31,37,278
129,130,130,Ben Curtis,80,13.28,32,241
130,T131,T131,Billy Andrade,71,13.13,34,259
131,T131,T131,Paul Claxton,63,13.13,26,198
132,133,133,Jason Gore,94,13.08,45,344
133,134,134,Brian Davis,108,13.06,47,360
134,135,135,Trevor Immelman,70,13.02,28,215
135,136,136,David Lutterus,59,13.0,26,200
136,137,137,Joe Ogilvie,100,12.87,39,303
137,138,138,Corey Pavin,69,12.83,29,226
138,139,139,Troy Matteson,94,12.81,46,359
139,140,140,Mathias Grönberg,87,12.79,39,305
140,141,141,Kenneth Ferrie,72,12.62,27,214
141,142,142,Heath Slocum,104,12.61,42,333
142,143,143,Anthony Kim,81,12.6,31,246
143,144,144,Travis Perkins,53,12.5,19,152
144,T145,T145,Stuart Appleby,87,12.45,33,265
145,T145,T145,Brenden Pappas,66,12.45,29,233
146,147,147,Bob Sowards,61,12.44,25,201
147,148,148,Jeff Maggert,86,12.42,39,314
148,T149,T149,Lucas Glover,91,12.39,42,339
149,T149,T149,Kyle Thompson,70,12.39,29,234
150,T151,T151,Billy Mayfair,103,12.37,46,372
151,T151,T151,John Merrick,98,12.37,37,299
152,153,153,Retief Goosen,59,12.35,20,162
153,T154,T154,Jason Allred,63,12.31,24,195
154,T154,T154,John Senden,93,12.31,40,325
155,156,156,Geoff Ogilvy,65,12.3,23,187
156,157,157,Phil Mickelson,80,12.26,26,212
157,T158,T158,David Duval,51,12.2,20,164
158,T158,T158,Sean O'Hair,81,12.2,31,254
159,160,160,Shigeki Maruyama,50,12.18,19,156
160,161,161,Michael Letzig,88,12.06,38,315
161,T162,T162,Fred Couples,60,11.89,22,185
162,T162,T162,Omar Uresti,74,11.89,29,244
163,164,164,Brian Gay,102,11.88,38,320
164,165,165,Brad Adamonis,87,11.84,36,304
165,166,166,Peter Lonard,92,11.78,35,297
166,167,167,Padraig Harrington,52,11.72,15,128
167,168,168,Brett Quigley,80,11.71,35,299
168,169,169,Olin Browne,77,11.63,30,258
169,170,170,Tom Lehman,51,11.46,18,157
170,171,171,Charles Howell III,101,11.44,39,341
171,172,172,Mark Calcavecchia,67,11.32,24,212
172,T173,T173,Will MacKenzie,62,11.16,24,215
173,T173,T173,Scott Verplank,82,11.16,28,251
174,175,175,Joe Durant,92,11.15,36,323
175,176,176,J.P. Hayes,67,10.98,28,255
176,177,177,Adam Scott,51,10.96,16,146
177,178,178,Jon Mills,95,10.93,34,311
178,179,179,Stephen Leaney,53,10.92,19,174
179,T180,T180,Ernie Els,51,10.87,15,138
180,T180,T180,Charles Warren,79,10.87,30,276
181,182,182,Matt Jones,95,10.83,34,314
182,183,183,Nick Watney,96,10.82,29,268
183,184,184,Todd Hamilton,92,10.7,29,271
184,185,185,Charley Hoffman,94,10.56,36,341
185,186,186,James Driscoll,85,10.42,30,288
186,187,187,Dustin Johnson,92,10.41,28,269
187,188,188,Todd Demsey,80,10.38,30,289
188,189,189,Gavin Coles,54,10.34,18,174
189,190,190,J.J. Henry,108,10.3,38,369
190,191,191,Ryuji Imada,80,10.28,29,282
191,192,192,Tag Ridings,88,10.16,31,305
192,193,193,Boo Weekley,86,10.04,24,239
193,194,194,Tim Wilkinson,95,9.97,30,301
194,195,195,Richard Johnson,77,9.8,24,245
195,196,196,Ted Purdy,68,8.75,21,240
196,197,197,Rocco Mediate,87,8.66,22,254
