,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,75,95.45,105,110,-0.67
1,2,2,Mike Weir,88,94.67,142,150,-0.62
2,3,3,Tom Scherrer,56,93.83,76,81,-0.59
3,4,4,Jeff Gove,50,93.75,75,80,-0.56
4,5,5,Tom Lehman,51,93.67,74,79,-0.58
5,6,6,Woody Austin,109,93.24,207,222,-0.57
6,7,7,Trevor Immelman,70,93.18,82,88,-0.51
7,8,8,Todd Demsey,80,92.99,146,157,-0.63
8,9,9,D.J. Trahan,94,92.89,196,211,-0.55
9,T10,T10,Bo Van Pelt,101,92.76,205,221,-0.59
10,T10,T10,Boo Weekley,86,92.76,141,152,-0.58
11,12,12,Jason Gore,94,92.68,190,205,-0.57
12,13,13,Billy Mayfair,103,92.67,177,191,-0.52
13,14,14,Kevin Sutherland,98,92.65,189,204,-0.6
14,15,15,Gavin Coles,54,92.54,62,67,-0.52
15,T16,T16,David Duval,51,92.5,74,80,-0.47
16,T16,T16,Vijay Singh,82,92.5,185,200,-0.64
17,18,18,Bob Tway,70,92.38,97,105,-0.62
18,19,19,Fred Couples,60,92.36,133,144,-0.73
19,20,20,George McNeill,97,92.24,202,219,-0.65
20,21,21,Phil Mickelson,80,92.09,163,177,-0.64
21,22,22,J.P. Hayes,67,92.04,104,113,-0.49
22,23,23,Stuart Appleby,87,91.97,126,137,-0.59
23,24,24,Tim Petrovic,97,91.72,155,169,-0.57
24,T25,T25,Olin Browne,77,91.57,76,83,-0.34
25,T25,T25,Parker McLachlin,88,91.57,152,166,-0.64
26,27,27,Geoff Ogilvy,65,91.35,95,104,-0.55
27,28,28,Jim Furyk,95,91.22,135,148,-0.67
28,29,29,Shane Bertsch,96,91.18,124,136,-0.54
29,30,30,Shigeki Maruyama,50,91.14,72,79,-0.64
30,31,31,Martin Laird,98,91.1,215,236,-0.63
31,32,32,Mark Calcavecchia,67,91.06,112,123,-0.63
32,33,33,Alejandro Cañizares,52,91.03,71,78,-0.55
33,34,34,Bill Haas,99,90.98,222,244,-0.64
34,35,35,Ted Purdy,68,90.97,141,155,-0.54
35,36,36,Brad Elder,67,90.83,99,109,-0.55
36,37,37,Patrick Sheehan,124,90.8,158,174,-0.55
37,38,38,Michael Letzig,88,90.76,167,184,-0.65
38,39,39,J.J. Henry,108,90.61,164,181,-0.54
39,40,40,Camilo Villegas,79,90.54,134,148,-0.73
40,41,41,Harrison Frazar,73,90.5,162,179,-0.53
41,T42,T42,Kenny Perry,97,90.43,208,230,-0.59
42,T42,T42,Adam Scott,51,90.43,85,94,-0.75
43,44,44,Davis Love III,78,90.38,141,156,-0.64
44,45,45,Brenden Pappas,66,90.37,122,135,-0.72
45,46,46,Tim Wilkinson,95,90.36,150,166,-0.61
46,47,47,Steve Elkington,84,90.3,149,165,-0.47
47,48,48,Bubba Watson,97,90.2,221,245,-0.62
48,49,49,Chris DiMarco,87,90.07,127,141,-0.6
49,50,50,John Merrick,98,90.05,172,191,-0.58
50,51,51,Frank Lickliter II,107,90.04,217,241,-0.55
51,T52,T52,Tim Clark,90,89.92,107,119,-0.53
52,T52,T52,Steve Marino,119,89.92,214,238,-0.57
53,54,54,Justin Bolli,87,89.86,124,138,-0.58
54,55,55,Jerry Kelly,89,89.76,114,127,-0.63
55,56,56,Steve Flesch,95,89.74,140,156,-0.66
56,57,57,Ryuji Imada,80,89.73,131,146,-0.58
57,58,58,Cody Freeman,66,89.72,96,107,-0.51
58,59,59,K.J. Choi,74,89.66,104,116,-0.64
59,60,60,Nicholas Thompson,113,89.49,247,276,-0.6
60,T61,T61,Sergio Garcia,72,89.47,119,133,-0.66
61,T61,T61,Craig Kanada,65,89.47,68,76,-0.53
62,T63,T63,Michael Allen,91,89.44,144,161,-0.65
63,T63,T63,Joe Durant,92,89.44,161,180,-0.5
64,65,65,Jeff Maggert,86,89.42,169,189,-0.5
65,T66,T66,Robert Allenby,108,89.39,177,198,-0.55
66,T66,T66,Kevin Na,97,89.39,177,198,-0.65
67,T66,T66,Brett Rumford,72,89.39,118,132,-0.62
68,T69,T69,Aaron Baddeley,76,89.38,143,160,-0.63
69,T69,T69,Kent Jones,68,89.38,101,113,-0.59
70,71,71,Matt Kuchar,88,89.31,117,131,-0.56
71,72,72,Paul Goydos,78,89.26,108,121,-0.55
72,73,73,Ken Duke,116,89.25,191,214,-0.57
73,74,74,Bob Estes,90,89.24,141,158,-0.48
74,75,75,Brian Gay,102,89.22,91,102,-0.67
75,76,76,Jason Allred,63,89.15,115,129,-0.63
76,77,77,Chad Campbell,94,89.14,156,175,-0.76
77,78,78,Jin Park,85,89.11,90,101,-0.5
78,79,79,Ben Curtis,80,89.09,98,110,-0.65
79,80,80,Corey Pavin,69,89.06,57,64,-0.49
80,81,81,Rory Sabbatini,77,89.02,146,164,-0.62
