,Approaches_200-225_yards-Rgh_RTP_RANK THIS WEEK,Approaches_200-225_yards-Rgh_RTP_RANK LAST WEEK,Approaches_200-225_yards-Rgh_RTP_PLAYER NAME,Approaches_200-225_yards-Rgh_RTP_ROUNDS,Approaches_200-225_yards-Rgh_RTP_AVG RTP
0,1,1,Tom Scherrer,56,-.500
1,2,2,Davis Love III,78,-.429
2,3,3,Paul Casey,55,-.300
3,4,4,Brad Adamonis,87,-.182
4,5,5,Tommy Gainey,60,-.167
5,6,6,Travis Perkins,53,-.154
6,7,7,Brett Quigley,80,-.150
7,T8,T8,Camilo Villegas,79,-.130
8,T8,T8,Bubba Watson,97,-.130
9,10,10,Stewart Cink,87,-.118
10,11,11,Robert Garrigus,90,-.111
11,12,12,John Huston,56,-.100
12,13,13,Charley Hoffman,94,-.095
13,T14,T14,Cody Freeman,66,-.083
14,T14,T14,Jeff Overton,103,-.083
15,16,16,Charles Warren,79,-.071
16,17,17,Peter Lonard,92,-.069
17,18,18,John Rollins,94,-.063
18,19,19,Vijay Singh,82,-.053
19,20,20,Nick Watney,96,-.048
20,21,21,J.B. Holmes,86,-.045
21,22,22,Dustin Johnson,92,-.040
22,T23,T23,Mark Calcavecchia,67,E
23,T23,T23,Daniel Chopra,84,E
24,T23,T23,Sergio Garcia,72,E
25,T23,T23,Patrick Sheehan,124,E
26,T23,T23,Brandt Snedeker,85,E
27,T23,T23,David Toms,70,E
28,29,29,George McNeill,97,+.029
29,30,30,Chad Campbell,94,+.040
30,31,31,Marc Turnesa,87,+.043
31,32,32,Jim McGovern,75,+.050
32,T33,T33,Retief Goosen,59,+.056
33,T33,T33,Zach Johnson,85,+.056
34,T35,T35,Fred Couples,60,+.059
35,T35,T35,James Driscoll,85,+.059
36,37,37,Doug LaBelle II,65,+.063
37,38,38,Andres Romero,69,+.067
38,39,39,Jay Williamson,96,+.077
39,40,40,Bo Van Pelt,101,+.083
40,41,41,Charles Howell III,101,+.087
41,T42,T42,Brandt Jobe,52,+.091
42,T42,T42,Anthony Kim,81,+.091
43,T42,T42,John Riegger,73,+.091
44,T45,T45,Tim Herron,97,+.095
45,T45,T45,Jerry Kelly,89,+.095
46,47,47,Chris Stroud,81,+.100
47,48,48,Martin Laird,98,+.105
48,T49,T49,Gavin Coles,54,+.111
49,T49,T49,Kyle Thompson,70,+.111
50,51,51,Brett Rumford,72,+.115
51,T52,T52,Kenneth Ferrie,72,+.125
52,T52,T52,Kevin Stadler,90,+.125
53,54,54,Ken Duke,116,+.129
54,55,55,Bob Estes,90,+.130
55,T56,T56,Joe Durant,92,+.133
56,T56,T56,Michael Letzig,88,+.133
57,T56,T56,Frank Lickliter II,107,+.133
58,59,59,Woody Austin,109,+.136
59,60,60,Corey Pavin,69,+.138
60,T61,T61,Paul Goydos,78,+.143
61,T61,T61,David Lutterus,59,+.143
62,T61,T61,Steve Marino,119,+.143
63,64,64,Joe Ogilvie,100,+.152
64,65,65,Will MacKenzie,62,+.154
65,66,66,Bill Haas,99,+.158
66,67,67,Ryan Palmer,69,+.167
67,68,68,Tim Clark,90,+.172
68,69,69,Rich Beem,90,+.176
69,T70,T70,Harrison Frazar,73,+.182
70,T70,T70,Parker McLachlin,88,+.182
71,T70,T70,Tim Petrovic,97,+.182
72,T70,T70,Carl Pettersson,110,+.182
73,74,74,Nicholas Thompson,113,+.185
74,T75,T75,Stephen Ames,83,+.188
75,T75,T75,Todd Hamilton,92,+.188
76,T77,T77,Scott McCarron,63,+.190
77,T77,T77,Steve Stricker,75,+.190
78,T79,T79,Jonathan Byrd,88,+.200
79,T79,T79,Nathan Green,95,+.200
80,T79,T79,Freddie Jacobson,78,+.200
81,T79,T79,Matt Kuchar,88,+.200
82,T79,T79,Brenden Pappas,66,+.200
83,T79,T79,Ian Poulter,51,+.200
84,85,85,John Senden,93,+.208
85,86,86,Dean Wilson,109,+.209
86,T87,T87,Brian Davis,108,+.211
87,T87,T87,Mike Weir,88,+.211
88,T89,T89,J.P. Hayes,67,+.214
89,T89,T89,Heath Slocum,104,+.214
90,T91,T91,John Mallinger,95,+.222
91,T91,T91,Geoff Ogilvy,65,+.222
92,T91,T91,Jin Park,85,+.222
93,T91,T91,Scott Verplank,82,+.222
94,T95,T95,Ben Crane,86,+.227
95,T95,T95,Jon Mills,95,+.227
96,T95,T95,Jesper Parnevik,88,+.227
97,T95,T95,Vaughn Taylor,103,+.227
98,99,99,K.J. Choi,74,+.231
99,100,100,Briny Baird,113,+.233
100,101,101,Shigeki Maruyama,50,+.238
101,102,102,Robert Allenby,108,+.250
102,T103,T103,Dudley Hart,74,+.258
103,T103,T103,Tom Pernice Jr.,104,+.258
104,T105,T105,Troy Matteson,94,+.261
105,T105,T105,Y.E. Yang,89,+.261
106,T107,T107,Glen Day,64,+.263
107,T107,T107,John Merrick,98,+.263
108,T107,T107,Adam Scott,51,+.263
109,110,110,Scott Sterling,89,+.267
110,111,111,Eric Axley,113,+.269
111,112,112,Aaron Baddeley,76,+.278
112,113,113,Kevin Sutherland,98,+.280
113,T114,T114,Ryan Armour,87,+.286
114,T114,T114,Mathew Goggin,91,+.286
115,T114,T114,Padraig Harrington,52,+.286
116,T114,T114,Jeff Maggert,86,+.286
117,118,118,Jeff Quinney,87,+.290
118,119,119,Shane Bertsch,96,+.292
119,120,120,Chez Reavie,102,+.296
120,T121,T121,Marco Dawson,64,+.300
121,T121,T121,Phil Mickelson,80,+.300
122,123,123,Matt Jones,95,+.304
123,T124,T124,Lee Janzen,89,+.308
124,T124,T124,Hunter Mahan,87,+.308
125,T124,T124,Sean O'Hair,81,+.308
126,127,127,Cameron Beckman,87,+.313
127,128,128,Omar Uresti,74,+.316
128,T129,T129,Paul Claxton,63,+.333
129,T129,T129,Todd Demsey,80,+.333
130,T129,T129,David Duval,51,+.333
131,T129,T129,Ernie Els,51,+.333
132,T129,T129,Carlos Franco,73,+.333
133,T129,T129,Jim Furyk,95,+.333
134,T129,T129,Richard Johnson,60,+.333
135,T129,T129,Greg Kraft,63,+.333
136,T129,T129,D.J. Trahan,94,+.333
137,T129,T129,Charlie Wi,97,+.333
138,139,139,Billy Mayfair,103,+.348
139,140,140,Chad Collins,72,+.350
140,T141,T141,Tom Lehman,51,+.353
141,T141,T141,Tim Wilkinson,95,+.353
142,T143,T143,Alejandro Cañizares,52,+.357
143,T143,T143,Alex Cejka,75,+.357
144,T145,T145,Brad Elder,67,+.364
145,T145,T145,Jimmy Walker,73,+.364
146,T147,T147,Brian Gay,102,+.367
147,T147,T147,Kevin Na,97,+.367
148,149,149,Richard Johnson,77,+.368
149,T150,T150,Bart Bryant,81,+.375
150,T150,T150,Kent Jones,68,+.375
151,T150,T150,Rory Sabbatini,77,+.375
152,T150,T150,Bob Sowards,61,+.375
153,154,154,Justin Bolli,87,+.385
154,155,155,Steve Flesch,95,+.387
155,T156,T156,Billy Andrade,71,+.389
156,T156,T156,Stuart Appleby,87,+.389
157,T158,T158,Robert Gamez,79,+.400
158,T158,T158,Lucas Glover,91,+.400
159,T158,T158,Trevor Immelman,70,+.400
160,T158,T158,Craig Kanada,65,+.400
161,T158,T158,Kenny Perry,97,+.400
162,T158,T158,Tag Ridings,88,+.400
163,T158,T158,Chris Riley,51,+.400
164,T165,T165,Jason Gore,94,+.412
165,T165,T165,Mark Hensby,71,+.412
166,T167,T167,Olin Browne,77,+.417
167,T167,T167,Steve Elkington,84,+.417
168,169,169,Jason Day,81,+.421
169,T170,T170,Jason Allred,63,+.429
170,T170,T170,J.J. Henry,108,+.429
171,T170,T170,Justin Leonard,101,+.429
172,173,173,Ryuji Imada,80,+.440
173,T174,T174,Michael Allen,91,+.444
174,T174,T174,Mathias Grönberg,87,+.444
175,176,176,Nick O'Hern,82,+.450
176,T177,T177,Jeff Gove,50,+.455
177,T177,T177,Ted Purdy,68,+.455
178,T177,T177,Kevin Streelman,114,+.455
179,T177,T177,Bob Tway,70,+.455
180,181,181,Rocco Mediate,87,+.458
181,182,182,Mark Wilson,107,+.462
182,T183,T183,Ben Curtis,80,+.467
183,T183,T183,Rod Pampling,83,+.467
184,T185,T185,Ángel Cabrera,55,+.500
185,T185,T185,Stephen Leaney,53,+.500
186,T185,T185,Ron Whittaker,54,+.500
187,188,188,Ryan Moore,72,+.526
188,189,189,Boo Weekley,86,+.533
189,190,190,Steve Allan,58,+.538
190,191,191,Chris DiMarco,87,+.556
191,192,192,Johnson Wagner,83,+.563
192,193,193,Nick Flanagan,89,+.571
193,194,194,Tommy Armour III,77,+.588
194,195,195,Pat Perez,93,+.591
195,196,196,Steve Lowery,74,+.615
196,197,197,Cliff Kresge,84,+.688
