,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
28,29,29,Ted Purdy,68,"81' 4""",243.917,3,E
29,30,30,Cody Freeman,66,"81' 7""",163.167,2,-2
30,31,31,Dustin Johnson,92,"81' 8""",408.5,5,-4
31,32,32,Hunter Mahan,87,"82' 1""",246.333,3,E
32,33,33,Robert Garrigus,90,"82' 5""",824.25,10,-3
33,34,34,Nicholas Thompson,113,"83' 6""",417.5,5,E
34,35,35,Cameron Beckman,87,"83' 11""",335.667,4,-1
35,36,36,James Driscoll,85,"84' 0""",587.75,7,-3
36,37,37,Bob Estes,90,"84' 1""",252.333,3,-1
37,38,38,Justin Leonard,101,"84' 2""",168.25,2,-1
38,39,39,Briny Baird,113,"84' 4""",253.0,3,E
39,T40,T40,Robert Allenby,108,"84' 8""",423.5,5,-4
40,T40,T40,Matt Kuchar,88,"84' 8""",84.667,1,E
41,42,42,Carl Pettersson,110,"85' 2""",340.5,4,-3
42,43,43,Tim Petrovic,97,"85' 7""",171.083,2,-1
43,44,44,Tommy Gainey,60,"86' 0""",86.0,1,-1
44,45,45,Andres Romero,69,"86' 2""",603.3330000000001,7,-3
45,46,46,Tim Wilkinson,95,"86' 4""",172.583,2,-1
46,47,47,Bart Bryant,81,"86' 8""",173.25,2,E
47,48,48,Tag Ridings,88,"86' 9""",346.833,4,-2
48,49,49,Carlos Franco,73,"87' 10""",87.833,1,E
49,T50,T50,Scott McCarron,63,"88' 3""",264.75,3,-1
50,T50,T50,Marc Turnesa,87,"88' 3""",352.833,4,-1
51,52,52,Jimmy Walker,73,"88' 8""",620.6669999999999,7,-4
52,53,53,Patrick Sheehan,124,"88' 10""",266.5,3,-2
53,54,54,John Riegger,73,"89' 2""",178.333,2,-1
54,55,55,Paul Goydos,78,"89' 8""",179.333,2,E
55,56,56,Charley Hoffman,94,"89' 11""",359.75,4,+1
56,T57,T57,J.J. Henry,108,"90' 4""",90.333,1,E
57,T57,T57,Troy Matteson,94,"90' 4""",361.417,4,-1
58,59,59,Kevin Na,97,"90' 9""",635.0830000000001,7,-3
59,T60,T60,D.J. Trahan,94,"91' 3""",182.417,2,-2
60,T60,T60,Mike Weir,88,"91' 3""",364.833,4,-2
61,T62,T62,Ben Curtis,80,"91' 7""",274.66700000000003,3,-1
62,T62,T62,Frank Lickliter II,107,"91' 7""",183.167,2,-1
63,64,64,Eric Axley,113,"91' 9""",183.417,2,-1
64,65,65,John Rollins,94,"92' 1""",460.417,5,-1
65,66,66,Brian Davis,108,"92' 3""",369.083,4,E
66,67,67,Ryan Armour,87,"92' 4""",184.667,2,E
67,68,68,Parker McLachlin,88,"92' 6""",185.0,2,-1
68,T69,T69,Scott Verplank,82,"92' 8""",185.25,2,-3
69,T69,T69,Charlie Wi,97,"92' 8""",463.333,5,-1
70,71,71,Kent Jones,68,"92' 11""",185.833,2,E
71,72,72,Bill Haas,99,"93' 3""",372.833,4,-4
72,73,73,Jim Furyk,95,"93' 7""",93.583,1,-1
73,74,74,Mathias Grönberg,87,"93' 11""",375.583,4,-2
74,75,75,David Duval,51,"94' 6""",283.58299999999997,3,E
75,76,76,John Mallinger,95,"94' 7""",189.083,2,-1
76,77,77,Lucas Glover,91,"94' 10""",379.417,4,-3
77,78,78,Kenny Perry,97,"95' 4""",381.25,4,-3
78,79,79,Jeff Quinney,87,"95' 8""",382.667,4,-2
79,80,80,J.B. Holmes,86,"96' 2""",480.75,5,-3
80,81,81,Camilo Villegas,79,"96' 6""",482.5,5,-3
81,82,82,John Huston,56,"96' 9""",96.75,1,+1
82,T83,T83,Alex Cejka,75,"97' 1""",97.083,1,+1
83,T83,T83,Anthony Kim,81,"97' 1""",582.3330000000001,6,-3
84,85,85,Richard Johnson,77,"97' 3""",388.833,4,-1
85,T86,T86,Todd Demsey,80,"97' 4""",681.0830000000001,7,-3
86,T86,T86,Kevin Sutherland,98,"97' 4""",291.91700000000003,3,E
87,88,88,Boo Weekley,86,"97' 7""",292.83299999999997,3,E
88,T89,T89,Fred Couples,60,"98' 9""",197.417,2,-1
89,T89,T89,Matt Jones,95,"98' 9""",987.6669999999999,10,-3
90,91,91,Phil Mickelson,80,"99' 0""",395.917,4,-2
91,92,92,Todd Hamilton,92,"99' 5""",198.75,2,E
92,93,93,Freddie Jacobson,78,"101' 1""",202.167,2,-1
93,94,94,Travis Perkins,53,"101' 2""",303.41700000000003,3,E
94,95,95,Woody Austin,109,"101' 7""",609.25,6,-2
95,96,96,Jerry Kelly,89,"102' 0""",306.0,3,-2
96,97,97,Olin Browne,77,"102' 2""",204.333,2,-1
97,T98,T98,Chad Collins,72,"102' 9""",616.25,6,-1
98,T98,T98,Dean Wilson,109,"102' 9""",513.5830000000001,5,+4
99,100,100,Brett Quigley,80,"102' 10""",514.25,5,-1
100,101,101,Chez Reavie,102,"102' 11""",308.66700000000003,3,+2
101,102,102,Jonathan Byrd,88,"103' 0""",308.91700000000003,3,+1
102,103,103,Pat Perez,93,"103' 4""",310.08299999999997,3,+1
103,104,104,Daniel Chopra,84,"103' 5""",413.667,4,E
104,105,105,Mark Calcavecchia,67,"104' 7""",104.583,1,-2
105,106,106,Richard Johnson,60,"104' 8""",104.667,1,E
106,107,107,Charles Howell III,101,"104' 10""",838.6669999999999,8,E
107,108,108,Tom Scherrer,56,"105' 1""",105.083,1,-1
108,109,109,Johnson Wagner,83,"105' 4""",421.333,4,-3
109,110,110,Rory Sabbatini,77,"105' 10""",423.417,4,-1
110,111,111,Michael Letzig,88,"106' 0""",317.91700000000003,3,-2
111,112,112,Kevin Streelman,114,"106' 2""",424.583,4,+2
112,113,113,Brenden Pappas,66,"107' 0""",428.0,4,-3
113,114,114,Bo Van Pelt,101,"107' 4""",107.333,1,-1
114,115,115,Brandt Snedeker,85,"107' 6""",322.5,3,-3
115,116,116,Shane Bertsch,96,"107' 7""",107.583,1,E
116,117,117,Jason Day,81,"107' 10""",431.167,4,-2
117,118,118,Nathan Green,95,"109' 0""",436.0,4,-1
118,119,119,Bubba Watson,97,"109' 2""",327.41700000000003,3,E
119,120,120,Brett Rumford,72,"109' 4""",218.667,2,E
120,121,121,Ryan Moore,72,"109' 10""",219.667,2,-1
121,122,122,Rod Pampling,83,"110' 8""",332.0,3,E
122,123,123,Jeff Maggert,86,"111' 2""",111.167,1,E
123,T124,T124,Steve Allan,58,"111' 8""",223.25,2,-1
124,T124,T124,Heath Slocum,104,"111' 8""",335.083,3,E
125,T126,T126,Steve Flesch,95,"112' 5""",449.583,4,-1
126,T126,T126,Ryuji Imada,80,"112' 5""",337.333,3,-1
127,128,128,Stephen Ames,83,"113' 2""",226.25,2,-1
128,129,129,Vaughn Taylor,103,"113' 5""",340.167,3,-1
129,130,130,Kenneth Ferrie,72,"113' 9""",454.833,4,+1
130,131,131,Jeff Overton,103,"114' 0""",912.25,8,-3
131,132,132,Chad Campbell,94,"114' 9""",114.75,1,-1
132,133,133,Brad Adamonis,87,"114' 10""",344.5,3,-2
133,134,134,Paul Claxton,63,"115' 7""",346.667,3,-1
134,135,135,David Lutterus,59,"116' 1""",232.083,2,-1
135,136,136,Harrison Frazar,73,"116' 5""",232.75,2,-1
136,137,137,Geoff Ogilvy,65,"116' 10""",350.5,3,-1
137,138,138,Dudley Hart,74,"117' 0""",117.0,1,-1
138,T139,T139,Mathew Goggin,91,"118' 1""",826.5830000000001,7,-5
139,T139,T139,Jim McGovern,75,"118' 1""",236.167,2,-1
140,141,141,Nick Flanagan,89,"118' 2""",118.167,1,E
141,142,142,Zach Johnson,85,"118' 8""",474.75,4,-2
142,143,143,Tim Herron,97,"118' 10""",475.333,4,+3
143,144,144,Steve Lowery,74,"118' 11""",356.833,3,-1
144,145,145,Paul Casey,55,"119' 3""",357.833,3,-1
145,146,146,Nick Watney,96,"120' 6""",481.833,4,-3
146,147,147,Rich Beem,90,"121' 8""",121.667,1,-1
147,148,148,Jason Gore,94,"122' 3""",122.25,1,E
148,149,149,Billy Andrade,71,"123' 4""",493.25,4,E
149,150,150,Mark Hensby,71,"124' 1""",868.8330000000001,7,-3
150,T151,T151,Ken Duke,116,"124' 5""",870.9169999999999,7,-3
151,T151,T151,Chris Stroud,81,"124' 5""",248.75,2,E
152,153,153,Justin Bolli,87,"127' 4""",381.917,3,-2
153,154,154,Cliff Kresge,84,"127' 6""",382.417,3,E
154,T155,T155,Steve Elkington,84,"131' 10""",131.833,1,-1
155,T155,T155,Rocco Mediate,87,"131' 10""",131.833,1,E
156,157,157,Stewart Cink,87,"132' 1""",528.3330000000001,4,-1
157,158,158,Y.E. Yang,89,"133' 9""",267.5,2,-1
158,159,159,Davis Love III,78,"134' 2""",536.75,4,E
159,160,160,Charles Warren,79,"136' 1""",272.16700000000003,2,-1
160,161,161,Will MacKenzie,62,"136' 5""",272.75,2,E
161,162,162,J.P. Hayes,67,"136' 8""",410.083,3,-1
162,163,163,Glen Day,64,"137' 10""",275.66700000000003,2,E
163,164,164,Kevin Stadler,90,"141' 0""",141.0,1,-1
164,165,165,Joe Durant,92,"148' 9""",148.75,1,E
165,166,166,Omar Uresti,74,"155' 3""",465.833,3,-2
166,167,167,Billy Mayfair,103,"168' 1""",168.083,1,E
167,168,168,K.J. Choi,74,"170' 5""",170.417,1,-1
168,169,169,Mark Wilson,107,"176' 5""",352.833,2,E
169,170,170,Brian Gay,102,"178' 11""",178.917,1,E
170,171,171,Stephen Leaney,53,"182' 7""",182.583,1,E
