,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Robert Allenby,108,74.59,276,370,-0.17
1,2,2,Kent Jones,68,71.24,161,226,-0.18
2,3,3,Tommy Armour III,77,71.14,175,246,-0.17
3,4,4,Bart Bryant,81,70.36,178,253,-0.16
4,5,5,Joe Durant,92,70.15,228,325,-0.08
5,6,6,Carlos Franco,73,69.78,187,268,-0.2
6,7,7,Kenny Perry,97,69.65,257,369,-0.17
7,8,8,John Huston,56,69.23,135,195,-0.12
8,9,9,Steve Marino,119,69.17,276,399,-0.15
9,10,10,Rich Beem,90,69.15,204,295,-0.15
10,11,11,Nick Watney,96,68.73,189,275,-0.09
11,12,12,Mathew Goggin,91,68.71,213,310,-0.13
12,13,13,Stephen Ames,83,68.55,170,248,-0.19
13,14,14,Lucas Glover,91,68.44,232,339,-0.14
14,15,15,Bob Estes,90,68.14,231,339,-0.23
15,16,16,Zach Johnson,85,68.08,177,260,-0.16
16,17,17,Briny Baird,113,68.06,260,382,-0.18
17,18,18,Lee Janzen,89,68.05,213,313,-0.22
18,19,19,Hunter Mahan,87,68.03,200,294,-0.18
19,20,20,Brandt Snedeker,85,67.79,181,267,-0.14
20,21,21,John Senden,93,67.78,223,329,-0.13
21,22,22,Michael Allen,91,67.73,212,313,-0.14
22,23,23,Tommy Gainey,60,67.7,109,161,-0.15
23,24,24,Chad Campbell,94,67.65,230,340,-0.14
24,25,25,Sergio Garcia,72,67.6,169,250,-0.13
25,26,26,J.J. Henry,108,67.55,254,376,-0.11
26,27,27,Heath Slocum,104,67.44,234,347,-0.12
27,28,28,Pat Perez,93,67.2,211,314,-0.13
28,29,29,John Riegger,73,67.08,161,240,-0.12
29,30,30,Matt Kuchar,88,66.93,168,251,-0.22
30,31,31,Justin Leonard,101,66.89,196,293,-0.17
31,32,32,Mark Wilson,107,66.84,264,395,-0.22
32,33,33,Bob Tway,70,66.81,155,232,-0.24
33,34,34,Alex Cejka,75,66.8,163,244,-0.18
34,35,35,Anthony Kim,81,66.54,169,254,-0.14
35,36,36,Jim McGovern,75,66.53,161,242,-0.16
36,37,37,Ben Crane,86,66.36,213,321,-0.18
37,38,38,Jim Furyk,95,66.33,199,300,-0.19
38,39,39,Richard Johnson,60,66.21,145,219,-0.19
39,40,40,David Lutterus,59,66.16,131,198,-0.08
40,41,41,Olin Browne,77,66.15,170,257,-0.12
41,42,42,Stephen Leaney,53,66.1,117,177,-0.1
42,43,43,Bill Haas,99,66.09,230,348,-0.18
43,44,44,Brett Rumford,72,66.07,148,224,-0.18
44,45,45,Woody Austin,109,66.03,208,315,-0.14
45,46,46,Charlie Wi,97,66.01,233,353,-0.18
46,T47,T47,Robert Garrigus,90,65.95,215,326,-0.17
47,T47,T47,Cliff Kresge,84,65.95,184,279,-0.16
48,49,49,Mark Calcavecchia,67,65.88,139,211,-0.09
49,50,50,Ron Whittaker,54,65.7,113,172,-0.17
50,51,51,Kevin Sutherland,98,65.61,227,346,-0.15
51,52,52,Chris DiMarco,87,65.6,185,282,-0.25
52,53,53,Bob Sowards,61,65.5,131,200,-0.15
53,54,54,Camilo Villegas,79,65.37,168,257,-0.16
54,55,55,Jason Gore,94,65.29,222,340,-0.15
55,56,56,Ken Duke,116,65.28,267,409,-0.19
56,57,57,Ryan Palmer,69,65.18,161,247,-0.19
57,58,58,Will MacKenzie,62,65.16,144,221,-0.09
58,59,59,Jerry Kelly,89,65.12,196,301,-0.22
59,60,60,Cameron Beckman,87,65.07,190,292,-0.13
60,T61,T61,Billy Mayfair,103,65.05,242,372,-0.1
61,T61,T61,Bo Van Pelt,101,65.05,242,372,-0.14
62,63,63,Steve Elkington,84,64.97,191,294,-0.21
63,64,64,Rory Sabbatini,77,64.96,165,254,-0.2
64,65,65,Peter Lonard,92,64.94,200,308,-0.13
65,T66,T66,Brian Davis,108,64.85,238,367,-0.11
66,T66,T66,Dean Wilson,109,64.85,238,367,-0.21
67,T68,T68,Gavin Coles,54,64.77,114,176,-0.09
68,T68,T68,Scott Sterling,89,64.77,193,298,-0.09
69,70,70,Ernie Els,51,64.75,90,139,-0.09
70,71,71,Brad Adamonis,87,64.69,196,303,-0.11
71,T72,T72,Stewart Cink,87,64.68,152,235,-0.18
72,T72,T72,Omar Uresti,74,64.68,163,252,-0.1
73,74,74,Robert Gamez,79,64.66,183,283,-0.13
74,75,75,Jeff Maggert,86,64.65,203,314,-0.14
75,76,76,Charles Howell III,101,64.62,221,342,-0.12
76,77,77,Harrison Frazar,73,64.41,143,222,-0.13
77,T78,T78,Tim Clark,90,64.37,168,261,-0.21
78,T78,T78,George McNeill,97,64.37,215,334,-0.14
79,80,80,Mathias Grönberg,87,64.36,195,303,-0.09
80,81,81,Chez Reavie,102,64.35,222,345,-0.17
81,T82,T82,Jeff Gove,50,64.29,117,182,-0.15
82,T82,T82,Jimmy Walker,73,64.29,171,266,-0.16
83,84,84,Y.E. Yang,89,64.17,197,307,-0.13
84,85,85,Rocco Mediate,87,64.14,161,251,-0.09
85,86,86,Chris Stroud,81,64.12,168,262,-0.1
86,87,87,Jin Park,85,63.95,165,258,-0.18
87,88,88,Ryan Armour,87,63.91,193,302,-0.16
88,T89,T89,Carl Pettersson,110,63.9,239,374,-0.18
89,T89,T89,Jeff Quinney,87,63.9,177,277,-0.31
90,91,91,Charles Warren,79,63.8,178,279,-0.07
91,92,92,K.J. Choi,74,63.79,148,232,-0.21
92,93,93,Patrick Sheehan,124,63.72,274,430,-0.17
93,94,94,Kyle Thompson,70,63.64,147,231,-0.12
94,95,95,David Toms,70,63.6,145,228,-0.17
95,96,96,Ángel Cabrera,55,63.57,89,140,-0.15
96,97,97,Todd Demsey,80,63.54,183,288,-0.11
97,98,98,Bubba Watson,97,63.51,181,285,-0.2
98,99,99,Brandt Jobe,52,63.49,120,189,-0.18
99,T100,T100,Scott McCarron,63,63.47,139,219,-0.18
100,T100,T100,Jay Williamson,96,63.47,212,334,-0.17
101,102,102,John Merrick,98,63.37,192,303,-0.11
102,103,103,Eric Axley,113,63.31,245,387,-0.18
103,104,104,Dudley Hart,74,63.29,181,286,-0.19
104,105,105,Ben Curtis,80,63.2,158,250,-0.16
105,106,106,Trevor Immelman,70,63.11,142,225,-0.13
106,107,107,Freddie Jacobson,78,63.07,152,241,-0.24
107,108,108,Justin Bolli,87,63.03,179,284,-0.15
108,109,109,Scott Verplank,82,62.89,161,256,-0.11
109,110,110,Sean O'Hair,81,62.84,164,261,-0.15
110,111,111,Jeff Overton,103,62.79,216,344,-0.18
111,112,112,Ted Purdy,68,62.76,150,239,-0.07
112,113,113,Kevin Na,97,62.5,225,360,-0.19
113,114,114,James Driscoll,85,62.41,181,290,-0.12
114,115,115,Jon Mills,95,62.38,199,319,-0.11
115,116,116,Jonathan Byrd,88,62.24,183,294,-0.11
116,117,117,Paul Claxton,63,62.2,130,209,-0.12
117,118,118,Troy Matteson,94,62.19,227,365,-0.12
118,119,119,Boo Weekley,86,62.14,151,243,-0.03
119,120,120,John Mallinger,95,62.13,210,338,-0.22
120,121,121,Craig Kanada,65,62.11,141,227,-0.2
121,122,122,Martin Laird,98,62.09,208,335,-0.15
122,123,123,Tim Wilkinson,95,61.94,192,310,-0.1
123,124,124,Tom Pernice Jr.,104,61.93,257,415,-0.21
124,125,125,Adam Scott,51,61.9,91,147,-0.07
125,126,126,Steve Flesch,95,61.79,186,301,-0.16
126,127,127,Steve Stricker,75,61.75,134,217,-0.19
127,128,128,Charley Hoffman,94,61.71,216,350,-0.1
128,129,129,D.J. Trahan,94,61.66,201,326,-0.17
129,130,130,Shane Bertsch,96,61.64,225,365,-0.18
130,T131,T131,Chad Collins,72,61.63,159,258,-0.18
131,T131,T131,Davis Love III,78,61.63,159,258,-0.14
132,T131,T131,Vijay Singh,82,61.63,151,245,-0.16
133,134,134,Rod Pampling,83,61.57,149,242,-0.16
134,135,135,Brian Gay,102,61.52,203,330,-0.16
135,136,136,Kevin Streelman,114,61.5,238,387,-0.16
136,137,137,Ryan Moore,72,61.42,156,254,-0.19
137,138,138,Marc Turnesa,87,61.33,203,331,-0.16
138,139,139,Brett Quigley,80,61.26,185,302,-0.12
139,140,140,Tom Scherrer,56,61.2,112,183,-0.17
140,141,141,Vaughn Taylor,103,61.15,233,381,-0.15
141,142,142,Shigeki Maruyama,50,61.11,99,162,-0.12
142,T143,T143,Steve Allan,58,61.08,113,185,-0.13
143,T143,T143,Frank Lickliter II,107,61.08,237,388,-0.21
144,145,145,Mike Weir,88,61.02,144,236,-0.15
145,146,146,Nick O'Hern,82,61.01,169,277,-0.2
146,147,147,Fred Couples,60,60.66,111,183,-0.18
147,148,148,Phil Mickelson,80,60.56,129,213,-0.16
148,149,149,Corey Pavin,69,60.54,135,223,-0.14
149,150,150,Alejandro Cañizares,52,60.48,101,167,-0.21
150,151,151,Kevin Stadler,90,60.44,165,273,-0.15
151,152,152,Parker McLachlin,88,60.35,172,285,-0.19
152,153,153,Todd Hamilton,92,60.21,171,284,-0.11
