,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
32,33,33,Adam Scott,51,88.28,113,128,-0.61
33,34,34,George McNeill,97,88.27,271,307,-0.55
34,35,35,Gavin Coles,54,88.24,105,119,-0.48
35,T36,T36,J.P. Hayes,67,88.21,172,195,-0.39
36,T36,T36,Dean Wilson,109,88.21,217,246,-0.49
37,38,38,Charles Howell III,101,88.15,290,329,-0.54
38,39,39,Shigeki Maruyama,50,88.1,111,126,-0.5
39,T40,T40,Stuart Appleby,87,87.85,188,214,-0.49
40,T40,T40,Padraig Harrington,52,87.85,94,107,-0.55
41,42,42,Alejandro Cañizares,52,87.83,101,115,-0.47
42,43,43,Robert Allenby,108,87.76,215,245,-0.51
43,44,44,Rocco Mediate,87,87.75,179,204,-0.51
44,45,45,Boo Weekley,86,87.73,193,220,-0.49
45,46,46,Brian Gay,102,87.71,207,236,-0.56
46,47,47,Jerry Kelly,89,87.68,178,203,-0.49
47,48,48,K.J. Choi,74,87.65,142,162,-0.54
48,49,49,Vijay Singh,82,87.64,241,275,-0.55
49,50,50,Briny Baird,113,87.59,233,266,-0.51
50,T51,T51,Doug LaBelle II,65,87.5,112,128,-0.46
51,T51,T51,Stephen Leaney,53,87.5,98,112,-0.41
52,T51,T51,John Merrick,98,87.5,224,256,-0.52
53,T51,T51,Patrick Sheehan,124,87.5,238,272,-0.44
54,T51,T51,Nicholas Thompson,113,87.5,315,360,-0.54
55,56,56,Carlos Franco,73,87.37,166,190,-0.57
56,57,57,Trevor Immelman,70,87.31,117,134,-0.44
57,58,58,Corey Pavin,69,87.3,110,126,-0.48
58,T59,T59,Steve Elkington,84,87.27,233,267,-0.41
59,T59,T59,Paul Goydos,78,87.27,192,220,-0.45
60,61,61,Chris Riley,51,87.2,109,125,-0.47
61,62,62,Stephen Ames,83,87.19,177,203,-0.53
62,63,63,John Rollins,94,87.18,238,273,-0.44
63,64,64,Ken Duke,116,87.16,292,335,-0.49
64,65,65,Rory Sabbatini,77,87.1,216,248,-0.52
65,66,66,Michael Letzig,88,87.08,209,240,-0.59
66,67,67,Nick O'Hern,82,87.06,175,201,-0.52
67,68,68,Bob Estes,90,87.04,215,247,-0.42
68,69,69,Frank Lickliter II,107,86.96,300,345,-0.48
69,70,70,Brad Elder,67,86.93,133,153,-0.43
70,71,71,Ted Purdy,68,86.89,179,206,-0.46
71,72,72,J.J. Henry,108,86.88,245,282,-0.46
72,73,73,Sergio Garcia,72,86.86,152,175,-0.58
73,74,74,Cody Freeman,66,86.84,132,152,-0.44
74,75,75,Parker McLachlin,88,86.82,224,258,-0.54
75,76,76,Will MacKenzie,62,86.74,157,181,-0.5
76,77,77,Scott Verplank,82,86.73,183,211,-0.44
77,T78,T78,Chad Campbell,94,86.69,215,248,-0.64
78,T78,T78,Joe Durant,92,86.69,228,263,-0.43
79,T78,T78,Lucas Glover,91,86.69,228,263,-0.54
80,T81,T81,Matt Kuchar,88,86.57,187,216,-0.49
81,T81,T81,Steve Marino,119,86.57,303,350,-0.52
82,83,83,Zach Johnson,85,86.55,206,238,-0.45
83,84,84,Brad Adamonis,87,86.48,211,244,-0.53
84,85,85,Anthony Kim,81,86.4,197,228,-0.59
85,86,86,Marc Turnesa,87,86.36,171,198,-0.6
86,87,87,Justin Leonard,101,86.32,183,212,-0.55
87,88,88,David Toms,70,86.29,151,175,-0.52
88,89,89,John Huston,56,86.26,157,182,-0.51
89,90,90,Mathew Goggin,91,86.25,251,291,-0.6
90,91,91,Paul Casey,55,86.24,94,109,-0.44
91,92,92,Pat Perez,93,86.22,244,283,-0.6
92,93,93,Matt Jones,95,86.21,250,290,-0.53
93,94,94,Mark Calcavecchia,67,86.19,156,181,-0.55
94,95,95,Jeff Quinney,87,86.18,187,217,-0.44
95,96,96,Kent Jones,68,86.06,142,165,-0.5
96,97,97,Hunter Mahan,87,86.04,191,222,-0.54
97,98,98,Jeff Maggert,86,86.03,234,272,-0.42
98,99,99,Brett Quigley,80,86.01,209,243,-0.51
99,100,100,Michael Allen,91,86.0,215,250,-0.55
100,101,101,Ben Crane,86,85.96,202,235,-0.51
101,102,102,Stewart Cink,87,85.92,183,213,-0.64
102,103,103,Jason Allred,63,85.87,158,184,-0.54
103,104,104,Jonathan Byrd,88,85.82,236,275,-0.55
104,T105,T105,Tim Clark,90,85.65,191,223,-0.46
105,T105,T105,Chris Stroud,81,85.65,197,230,-0.52
106,107,107,Vaughn Taylor,103,85.61,232,271,-0.46
107,108,108,Chris DiMarco,87,85.59,202,236,-0.49
108,109,109,Freddie Jacobson,78,85.57,166,194,-0.5
109,110,110,Ben Curtis,80,85.56,154,180,-0.55
110,111,111,Jon Mills,95,85.54,213,249,-0.47
111,112,112,Brett Rumford,72,85.5,171,200,-0.56
112,113,113,Troy Matteson,94,85.48,265,310,-0.52
113,114,114,Dudley Hart,74,85.38,146,171,-0.47
114,115,115,Camilo Villegas,79,85.34,163,191,-0.63
115,116,116,Bubba Watson,97,85.28,278,326,-0.55
116,T117,T117,Kenny Perry,97,85.25,260,305,-0.53
117,T117,T117,John Riegger,73,85.25,208,244,-0.48
118,T117,T117,Y.E. Yang,89,85.25,208,244,-0.53
119,120,120,Brian Davis,108,85.22,294,345,-0.52
120,121,121,Rich Beem,90,85.19,230,270,-0.49
121,122,122,Ryan Palmer,69,85.11,160,188,-0.59
122,123,123,Tag Ridings,88,85.08,268,315,-0.53
123,124,124,Kevin Na,97,85.07,245,288,-0.56
124,125,125,Tom Pernice Jr.,104,84.95,254,299,-0.54
125,126,126,Rod Pampling,83,84.94,203,239,-0.5
126,127,127,Scott McCarron,63,84.88,146,172,-0.46
127,128,128,Jesper Parnevik,88,84.87,202,238,-0.54
128,129,129,Charles Warren,79,84.81,240,283,-0.5
129,130,130,Bart Bryant,81,84.76,139,164,-0.5
130,131,131,Mark Hensby,71,84.75,200,236,-0.56
131,132,132,Jeff Overton,103,84.64,281,332,-0.5
132,T133,T133,Brandt Jobe,52,84.62,121,143,-0.48
133,T133,T133,Peter Lonard,92,84.62,209,247,-0.53
134,T133,T133,Ian Poulter,51,84.62,88,104,-0.44
135,136,136,Jason Day,81,84.59,258,305,-0.52
136,137,137,Kyle Thompson,70,84.57,148,175,-0.5
137,138,138,Alex Cejka,75,84.44,152,180,-0.4
138,139,139,Nick Watney,96,84.43,309,366,-0.54
139,140,140,Lee Janzen,89,84.4,184,218,-0.41
140,141,141,Kevin Stadler,90,84.36,232,275,-0.53
141,T142,T142,Dustin Johnson,92,84.1,291,346,-0.54
142,T142,T142,Jimmy Walker,73,84.1,164,195,-0.51
143,144,144,Retief Goosen,59,84.03,100,119,-0.59
144,145,145,Glen Day,64,84.0,147,175,-0.44
145,T146,T146,Heath Slocum,104,83.98,215,256,-0.38
146,T146,T146,Brandt Snedeker,85,83.98,173,206,-0.49
147,148,148,Carl Pettersson,110,83.93,235,280,-0.51
148,149,149,Steve Allan,58,83.89,151,180,-0.54
149,150,150,Kevin Streelman,114,83.75,299,357,-0.52
150,151,151,Jay Williamson,96,83.68,200,239,-0.42
151,152,152,J.B. Holmes,86,83.64,271,324,-0.54
152,153,153,Steve Flesch,95,83.59,219,262,-0.5
153,154,154,Jin Park,85,83.5,167,200,-0.4
154,155,155,Jim McGovern,75,83.44,136,163,-0.44
155,156,156,Charlie Wi,97,83.4,221,265,-0.46
156,T157,T157,Cameron Beckman,87,83.33,200,240,-0.46
157,T157,T157,Daniel Chopra,84,83.33,235,282,-0.53
158,T157,T157,Joe Ogilvie,100,83.33,300,360,-0.55
159,T160,T160,Steve Lowery,74,83.26,179,215,-0.49
160,T160,T160,Sean O'Hair,81,83.26,194,233,-0.55
161,162,162,Kenneth Ferrie,72,83.25,174,209,-0.44
162,163,163,John Senden,93,83.08,216,260,-0.5
163,164,164,Olin Browne,77,83.06,152,183,-0.31
164,165,165,Ryan Moore,72,82.86,174,210,-0.51
165,166,166,Tommy Armour III,77,82.84,169,204,-0.45
166,167,167,Marco Dawson,64,82.69,129,156,-0.58
167,T168,T168,Richard Johnson,60,82.68,105,127,-0.38
168,T168,T168,Travis Perkins,53,82.68,105,127,-0.39
169,170,170,Greg Kraft,63,82.64,119,144,-0.45
170,171,171,Mark Wilson,107,82.39,262,318,-0.5
171,172,172,Andres Romero,69,82.26,153,186,-0.46
172,T173,T173,James Driscoll,85,82.25,227,276,-0.57
173,T173,T173,Todd Hamilton,92,82.25,190,231,-0.43
174,175,175,Robert Gamez,79,82.21,171,208,-0.42
175,176,176,Eric Axley,113,82.19,240,292,-0.58
176,177,177,Tommy Gainey,60,81.87,149,182,-0.5
177,178,178,Omar Uresti,74,81.64,169,207,-0.46
178,179,179,Cliff Kresge,84,81.59,164,201,-0.46
179,180,180,Bob Sowards,61,81.58,155,190,-0.49
180,181,181,Chad Collins,72,81.44,136,167,-0.54
181,182,182,Ryan Armour,87,81.28,191,235,-0.43
182,183,183,John Mallinger,95,81.22,186,229,-0.49
183,T184,T184,Richard Johnson,77,81.12,189,233,-0.5
184,T184,T184,David Lutterus,59,81.12,116,143,-0.42
185,186,186,Nathan Green,95,81.0,260,321,-0.53
186,187,187,Tim Herron,97,80.94,242,299,-0.51
187,188,188,Robert Garrigus,90,80.74,285,353,-0.57
188,189,189,Nick Flanagan,89,80.67,217,269,-0.48
189,190,190,Charley Hoffman,94,80.56,261,324,-0.59
190,191,191,Chez Reavie,102,80.43,226,281,-0.44
191,192,192,Johnson Wagner,83,80.4,160,199,-0.52
192,193,193,Ángel Cabrera,55,80.39,123,153,-0.5
193,194,194,Billy Andrade,71,80.0,128,160,-0.38
194,195,195,Paul Claxton,63,79.87,119,149,-0.36
195,196,196,Mathias Grönberg,87,78.4,225,287,-0.59
196,197,197,Ernie Els,51,77.55,76,98,-0.59
