,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Vijay Singh,82,-0.857
1,2,2,Ryuji Imada,80,-0.846
2,T3,T3,Sergio Garcia,72,-0.833
3,T3,T3,Pat Perez,93,-0.833
4,5,5,John Huston,56,-0.8240000000000001
5,6,6,Stewart Cink,87,-0.792
6,7,7,Fred Couples,60,-0.789
7,8,8,Rocco Mediate,87,-0.7859999999999999
8,9,9,Marco Dawson,64,-0.7829999999999999
9,10,10,James Driscoll,85,-0.7809999999999999
10,T11,T11,Todd Demsey,80,-0.778
11,T11,T11,Sean O'Hair,81,-0.778
12,13,13,Rory Sabbatini,77,-0.773
13,T14,T14,Mark Hensby,71,-0.762
14,T14,T14,John Riegger,73,-0.762
15,T16,T16,Carlos Franco,73,-0.76
16,T16,T16,Bob Sowards,61,-0.76
17,T18,T18,Gavin Coles,54,-0.75
18,T18,T18,Boo Weekley,86,-0.75
19,T20,T20,Charles Howell III,101,-0.733
20,T20,T20,Brett Rumford,72,-0.733
21,22,22,Marc Turnesa,87,-0.727
22,T23,T23,Mathew Goggin,91,-0.722
23,T23,T23,Matt Jones,95,-0.722
24,25,25,Troy Matteson,94,-0.718
25,T26,T26,Tommy Armour III,77,-0.7140000000000001
26,T26,T26,Will MacKenzie,62,-0.7140000000000001
27,T26,T26,Bo Van Pelt,101,-0.7140000000000001
28,T26,T26,Camilo Villegas,79,-0.7140000000000001
29,30,30,Nick Watney,96,-0.711
30,31,31,Billy Mayfair,103,-0.706
31,32,32,Rod Pampling,83,-0.703
32,33,33,Michael Letzig,88,-0.696
33,34,34,Bubba Watson,97,-0.6920000000000001
34,T35,T35,Shane Bertsch,96,-0.682
35,T35,T35,Dudley Hart,74,-0.682
36,37,37,George McNeill,97,-0.675
37,T38,T38,Billy Andrade,71,-0.667
38,T38,T38,Chad Campbell,94,-0.667
39,T38,T38,Tim Herron,97,-0.667
40,T38,T38,Martin Laird,98,-0.667
41,T38,T38,Brenden Pappas,66,-0.667
42,43,43,Steve Marino,119,-0.659
43,44,44,Tag Ridings,88,-0.6559999999999999
44,45,45,Cliff Kresge,84,-0.655
45,46,46,Daniel Chopra,84,-0.654
46,T47,T47,Nick Flanagan,89,-0.647
47,T47,T47,Richard Johnson,60,-0.647
48,T49,T49,Jeff Gove,50,-0.643
49,T49,T49,Shigeki Maruyama,50,-0.643
50,T51,T51,Stuart Appleby,87,-0.636
51,T51,T51,Kyle Thompson,70,-0.636
52,53,53,Kevin Sutherland,98,-0.634
53,54,54,Brian Davis,108,-0.628
54,T55,T55,Michael Allen,91,-0.625
55,T55,T55,Tommy Gainey,60,-0.625
56,T55,T55,Justin Leonard,101,-0.625
57,T58,T58,Cameron Beckman,87,-0.619
58,T58,T58,Richard Johnson,77,-0.619
59,T58,T58,Y.E. Yang,89,-0.619
60,T61,T61,Robert Allenby,108,-0.618
61,T61,T61,Peter Lonard,92,-0.618
62,T61,T61,Joe Ogilvie,100,-0.618
63,64,64,Stephen Ames,83,-0.615
64,65,65,Aaron Baddeley,76,-0.613
65,T66,T66,Alejandro Cañizares,52,-0.611
66,T66,T66,Brandt Snedeker,85,-0.611
67,68,68,Jerry Kelly,89,-0.609
68,69,69,Patrick Sheehan,124,-0.605
69,T70,T70,Chris DiMarco,87,-0.6
70,T70,T70,Ernie Els,51,-0.6
71,T70,T70,Parker McLachlin,88,-0.6
72,T70,T70,Jin Park,85,-0.6
73,T70,T70,Steve Stricker,75,-0.6
74,T70,T70,Tim Wilkinson,95,-0.6
75,76,76,Jason Day,81,-0.595
76,77,77,Nicholas Thompson,113,-0.585
77,78,78,Todd Hamilton,92,-0.583
78,T79,T79,John Senden,93,-0.581
79,T79,T79,Kevin Stadler,90,-0.581
80,81,81,Davis Love III,78,-0.5770000000000001
81,82,82,Anthony Kim,81,-0.5710000000000001
82,83,83,Eric Axley,113,-0.568
