,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Tom Scherrer,56,-.533
1,2,2,Bill Haas,99,-.347
2,T3,T3,Paul Casey,55,-.333
3,T3,T3,Kevin Stadler,90,-.333
4,5,5,Robert Garrigus,90,-.323
5,6,6,Nick Watney,96,-.306
6,7,7,Brad Adamonis,87,-.275
7,8,8,Charley Hoffman,94,-.273
8,9,9,Vijay Singh,82,-.270
9,T10,T10,Dustin Johnson,92,-.268
10,T10,T10,Jeff Overton,103,-.268
11,T12,T12,Mark Calcavecchia,67,-.267
12,T12,T12,Harrison Frazar,73,-.267
13,14,14,J.B. Holmes,86,-.260
14,15,15,Sean O'Hair,81,-.258
15,T16,T16,Michael Letzig,88,-.250
16,T16,T16,Charles Warren,79,-.250
17,18,18,James Driscoll,85,-.245
18,19,19,Martin Laird,98,-.238
19,20,20,Camilo Villegas,79,-.234
20,21,21,Mathew Goggin,91,-.233
21,22,22,Tag Ridings,88,-.231
22,T23,T23,Davis Love III,78,-.226
23,T23,T23,John Rollins,94,-.226
24,25,25,Bubba Watson,97,-.224
25,26,26,Fred Couples,60,-.222
26,T27,T27,Anthony Kim,81,-.209
27,T27,T27,Brett Quigley,80,-.209
28,29,29,Cody Freeman,66,-.208
29,T30,T30,Travis Perkins,53,-.192
30,T30,T30,Kyle Thompson,70,-.192
31,32,32,Phil Mickelson,80,-.190
32,33,33,Ryan Palmer,69,-.189
33,34,34,Peter Lonard,92,-.186
34,35,35,Stewart Cink,87,-.182
35,36,36,Sergio Garcia,72,-.174
36,37,37,Patrick Sheehan,124,-.167
37,T38,T38,Parker McLachlin,88,-.152
38,T38,T38,Brenden Pappas,66,-.152
39,40,40,Daniel Chopra,84,-.149
40,41,41,Brandt Snedeker,85,-.143
41,42,42,Jason Allred,63,-.139
42,T43,T43,Ryan Armour,87,-.111
43,T43,T43,David Toms,70,-.111
44,T43,T43,Bo Van Pelt,101,-.111
45,46,46,Chris Stroud,81,-.103
46,47,47,Charles Howell III,101,-.102
47,48,48,Jimmy Walker,73,-.096
48,49,49,John Riegger,73,-.095
49,50,50,Jesper Parnevik,88,-.089
50,51,51,Carl Pettersson,110,-.083
51,52,52,Mike Weir,88,-.079
52,53,53,Retief Goosen,59,-.077
53,54,54,Tim Herron,97,-.074
54,55,55,Ian Poulter,51,-.071
55,56,56,Adam Scott,51,-.069
56,T57,T57,Tommy Gainey,60,-.063
57,T57,T57,John Merrick,98,-.063
58,59,59,Y.E. Yang,89,-.060
59,60,60,Zach Johnson,85,-.059
60,61,61,Carlos Franco,73,-.057
61,62,62,Lucas Glover,91,-.056
62,63,63,Mark Hensby,71,-.054
63,64,64,John Mallinger,95,-.053
64,T65,T65,George McNeill,97,-.051
65,T65,T65,Joe Ogilvie,100,-.051
