,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
0,1,1,Padraig Harrington,52,"14' 4""",329.167,23,-3
1,2,2,Greg Kraft,63,"14' 7""",262.41700000000003,18,E
2,3,3,Nick O'Hern,82,"14' 10""",310.91700000000003,21,+2
3,4,4,Brian Gay,102,"15' 7""",420.333,27,E
4,5,5,Bob Tway,70,"16' 3""",275.91700000000003,17,E
5,6,6,Justin Bolli,87,"17' 0""",510.333,30,+1
6,T7,T7,David Lutterus,59,"17' 5""",504.25,29,+4
7,T7,T7,Dean Wilson,109,"17' 5""",487.917,28,-3
8,9,9,Rich Beem,90,"17' 10""",694.0,39,E
9,10,10,Shigeki Maruyama,50,"17' 11""",518.4169999999999,29,+11
10,11,11,Scott Verplank,82,"18' 0""",378.0,21,+1
11,T12,T12,Sergio Garcia,72,"18' 1""",325.91700000000003,18,-3
12,T12,T12,Ron Whittaker,54,"18' 1""",360.917,20,-1
13,T14,T14,David Duval,51,"18' 3""",419.5,23,+7
14,T14,T14,J.P. Hayes,67,"18' 3""",655.75,36,+3
15,16,16,Pat Perez,93,"18' 5""",387.583,21,-5
16,17,17,Chad Campbell,94,"18' 6""",443.083,24,+3
17,18,18,Will MacKenzie,62,"18' 9""",469.083,25,+8
18,19,19,Steve Stricker,75,"18' 10""",507.75,27,-2
19,20,20,Craig Kanada,65,"18' 11""",434.75,23,+7
20,T21,T21,Rocco Mediate,87,"19' 0""",436.083,23,-5
21,T21,T21,Adam Scott,51,"19' 0""",303.66700000000003,16,-1
22,T23,T23,Paul Goydos,78,"19' 1""",896.5,47,+8
23,T23,T23,Doug LaBelle II,65,"19' 1""",305.58299999999997,16,+1
24,25,25,Charlie Wi,97,"19' 2""",497.25,26,+6
25,T26,T26,Brad Elder,67,"19' 3""",539.8330000000001,28,+6
26,T26,T26,Kevin Sutherland,98,"19' 3""",788.1669999999999,41,+3
27,28,28,Todd Demsey,80,"19' 5""",485.583,25,+5
28,29,29,Briny Baird,113,"19' 6""",664.3330000000001,34,E
29,30,30,Alex Cejka,75,"19' 8""",570.3330000000001,29,+4
30,T31,T31,Ben Curtis,80,"19' 10""",397.167,20,-2
31,T31,T31,Vijay Singh,82,"19' 10""",971.5830000000001,49,-3
32,T33,T33,Stephen Ames,83,"19' 11""",737.8330000000001,37,-2
33,T33,T33,Gavin Coles,54,"19' 11""",477.083,24,-4
34,35,35,Vaughn Taylor,103,"20' 0""",759.9169999999999,38,+6
35,36,36,Shane Bertsch,96,"20' 1""",721.75,36,-3
36,37,37,Parker McLachlin,88,"20' 2""",744.8330000000001,37,+1
37,T38,T38,Daniel Chopra,84,"20' 3""",1136.25,56,-3
38,T38,T38,Travis Perkins,53,"20' 3""",486.833,24,+1
39,40,40,Tom Pernice Jr.,104,"20' 6""",1085.0,53,+10
40,T41,T41,Michael Letzig,88,"20' 9""",871.75,42,+8
41,T41,T41,Corey Pavin,69,"20' 9""",331.583,16,+1
42,43,43,Brett Rumford,72,"20' 11""",793.4169999999999,38,+5
43,44,44,Chris Riley,51,"21' 0""",294.41700000000003,14,+2
44,T45,T45,John Huston,56,"21' 1""",526.9169999999999,25,+5
45,T45,T45,Steve Lowery,74,"21' 1""",758.25,36,+6
46,47,47,Trevor Immelman,70,"21' 3""",467.167,22,+6
47,T48,T48,Brandt Jobe,52,"21' 4""",384.167,18,+6
48,T48,T48,Phil Mickelson,80,"21' 4""",745.4169999999999,35,-1
49,50,50,Ben Crane,86,"21' 5""",772.1669999999999,36,+1
50,51,51,Justin Leonard,101,"21' 6""",603.0830000000001,28,+2
51,T52,T52,Billy Andrade,71,"21' 7""",647.3330000000001,30,+4
52,T52,T52,Brenden Pappas,66,"21' 7""",582.0,27,+6
53,54,54,Lucas Glover,91,"21' 9""",740.5,34,+11
54,T55,T55,Chad Collins,72,"21' 10""",633.5830000000001,29,+7
55,T55,T55,Sean O'Hair,81,"21' 10""",874.0830000000001,40,+3
56,T57,T57,John Mallinger,95,"21' 11""",809.9169999999999,37,+8
57,T57,T57,Kenny Perry,97,"21' 11""",919.8330000000001,42,+1
58,T59,T59,Woody Austin,109,"22' 0""",1145.667,52,+7
59,T59,T59,John Rollins,94,"22' 0""",903.1669999999999,41,+1
60,T61,T61,Retief Goosen,59,"22' 1""",242.75,11,+8
61,T61,T61,Jeff Gove,50,"22' 1""",242.917,11,+2
62,T61,T61,Charles Howell III,101,"22' 1""",838.1669999999999,38,-8
63,T61,T61,Freddie Jacobson,78,"22' 1""",794.3330000000001,36,+3
64,T61,T61,Billy Mayfair,103,"22' 1""",838.75,38,+2
65,66,66,Kevin Stadler,90,"22' 2""",1065.083,48,+5
66,T67,T67,Brad Adamonis,87,"22' 3""",867.0830000000001,39,+5
67,T67,T67,Brett Quigley,80,"22' 3""",802.25,36,+5
68,69,69,Scott Sterling,89,"22' 4""",514.5830000000001,23,+5
69,T70,T70,Chris DiMarco,87,"22' 6""",966.4169999999999,43,E
70,T70,T70,Heath Slocum,104,"22' 6""",675.3330000000001,30,+9
71,T72,T72,Cliff Kresge,84,"22' 7""",563.75,25,+5
72,T72,T72,Steve Marino,119,"22' 7""",949.5830000000001,42,-4
73,74,74,Jay Williamson,96,"22' 8""",794.6669999999999,35,+6
74,75,75,Y.E. Yang,89,"22' 9""",658.6669999999999,29,+5
75,T76,T76,Glen Day,64,"22' 10""",663.0,29,+2
76,T76,T76,Jason Day,81,"22' 10""",937.5,41,+5
77,T76,T76,Stephen Leaney,53,"22' 10""",410.5,18,+5
78,T79,T79,Steve Flesch,95,"23' 0""",989.3330000000001,43,+9
79,T79,T79,Frank Lickliter II,107,"23' 0""",1171.25,51,+11
80,T79,T79,Kevin Streelman,114,"23' 0""",1240.333,54,+2
81,T82,T82,Richard Johnson,77,"23' 1""",1061.333,46,+7
82,T82,T82,Kevin Na,97,"23' 1""",737.6669999999999,32,E
83,T82,T82,Jeff Overton,103,"23' 1""",1269.917,55,+4
84,T82,T82,Carl Pettersson,110,"23' 1""",970.3330000000001,42,-2
85,T86,T86,Harrison Frazar,73,"23' 2""",718.3330000000001,31,+1
86,T86,T86,David Toms,70,"23' 2""",370.0,16,+1
87,88,88,D.J. Trahan,94,"23' 3""",790.1669999999999,34,+12
88,T89,T89,Jonathan Byrd,88,"23' 4""",512.4169999999999,22,+1
89,T89,T89,Bob Estes,90,"23' 4""",723.0830000000001,31,+3
90,T89,T89,Cody Freeman,66,"23' 4""",746.0,32,+4
91,T89,T89,Bill Haas,99,"23' 4""",1073.75,46,+11
92,T89,T89,Andres Romero,69,"23' 4""",770.3330000000001,33,+12
93,T94,T94,Anthony Kim,81,"23' 6""",823.3330000000001,35,-3
94,T94,T94,Ryan Palmer,69,"23' 6""",541.0830000000001,23,+6
95,96,96,Ryuji Imada,80,"23' 7""",754.0,32,+9
96,T97,T97,Fred Couples,60,"23' 8""",782.0830000000001,33,+8
97,T97,T97,Matt Kuchar,88,"23' 8""",874.1669999999999,37,+6
98,T97,T97,Tim Petrovic,97,"23' 8""",923.9169999999999,39,E
99,T97,T97,Bo Van Pelt,101,"23' 8""",946.9169999999999,40,+5
100,T101,T101,Michael Allen,91,"23' 10""",834.25,35,+7
101,T101,T101,Eric Axley,113,"23' 10""",1404.4170000000001,59,+17
102,T101,T101,Omar Uresti,74,"23' 10""",620.3330000000001,26,+3
103,104,104,Geoff Ogilvy,65,"23' 11""",908.25,38,+4
104,T105,T105,Tim Clark,90,"24' 0""",696.4169999999999,29,+4
105,T105,T105,Jason Gore,94,"24' 0""",720.8330000000001,30,+5
106,T105,T105,J.J. Henry,108,"24' 0""",720.4169999999999,30,-3
107,T108,T108,Nathan Green,95,"24' 2""",1160.667,48,+5
108,T108,T108,John Merrick,98,"24' 2""",822.5,34,+9
109,T108,T108,Jin Park,85,"24' 2""",797.8330000000001,33,+4
110,T108,T108,Patrick Sheehan,124,"24' 2""",870.9169999999999,36,+15
111,T112,T112,Joe Durant,92,"24' 3""",653.75,27,+2
112,T112,T112,Steve Elkington,84,"24' 3""",1067.083,44,+3
113,T112,T112,Marc Turnesa,87,"24' 3""",655.1669999999999,27,+9
114,T112,T112,Tim Wilkinson,95,"24' 3""",1139.583,47,+11
115,T116,T116,Jerry Kelly,89,"24' 4""",755.4169999999999,31,+7
116,T116,T116,Chez Reavie,102,"24' 4""",924.9169999999999,38,+5
117,T118,T118,Mathias Grönberg,87,"24' 5""",1293.083,53,+9
118,T118,T118,Rod Pampling,83,"24' 5""",1049.417,43,+6
119,T118,T118,Jeff Quinney,87,"24' 5""",1121.75,46,+12
120,T118,T118,Rory Sabbatini,77,"24' 5""",929.0830000000001,38,+8
121,T118,T118,Camilo Villegas,79,"24' 5""",562.5,23,+6
122,123,123,Richard Johnson,60,"24' 6""",490.167,20,+5
123,124,124,Dudley Hart,74,"24' 7""",541.0,22,+8
124,T125,T125,Cameron Beckman,87,"24' 9""",890.0,36,+3
125,T125,T125,Olin Browne,77,"24' 9""",594.1669999999999,24,+14
126,T125,T125,Dustin Johnson,92,"24' 9""",1559.4170000000001,63,+11
127,T128,T128,Alejandro Cañizares,52,"24' 10""",322.66700000000003,13,+4
128,T128,T128,Brian Davis,108,"24' 10""",1019.6669999999999,41,-3
129,T128,T128,John Senden,93,"24' 10""",844.25,34,+7
130,131,131,Ryan Moore,72,"25' 0""",450.167,18,E
131,132,132,Joe Ogilvie,100,"25' 1""",1180.417,47,+1
132,133,133,Jon Mills,95,"25' 2""",1032.083,41,+8
133,T134,T134,Tim Herron,97,"25' 3""",1361.4170000000001,54,+9
134,T134,T134,Matt Jones,95,"25' 3""",1085.417,43,+2
135,T134,T134,George McNeill,97,"25' 3""",1085.5,43,+6
136,137,137,Tommy Armour III,77,"25' 4""",809.3330000000001,32,+13
137,138,138,Scott McCarron,63,"25' 7""",587.8330000000001,23,+8
138,139,139,J.B. Holmes,86,"25' 9""",1620.5829999999999,63,+9
139,T140,T140,Ken Duke,116,"25' 10""",1341.5,52,+13
140,T140,T140,Johnson Wagner,83,"25' 10""",672.0,26,+10
141,142,142,Mark Hensby,71,"25' 11""",829.75,32,+8
142,143,143,Mark Calcavecchia,67,"26' 0""",831.1669999999999,32,+5
143,144,144,K.J. Choi,74,"26' 1""",391.583,15,-1
144,145,145,Nicholas Thompson,113,"26' 4""",1447.25,55,+5
145,T146,T146,Jason Allred,63,"26' 8""",799.3330000000001,30,+5
146,T146,T146,Ted Purdy,68,"26' 8""",800.1669999999999,30,+6
147,148,148,Marco Dawson,64,"26' 10""",591.0,22,+7
148,T149,T149,Zach Johnson,85,"26' 11""",619.0,23,E
149,T149,T149,Tom Lehman,51,"26' 11""",430.167,16,+5
150,T149,T149,Hunter Mahan,87,"26' 11""",592.9169999999999,22,+4
151,152,152,Troy Matteson,94,"27' 0""",782.3330000000001,29,+7
152,153,153,Stewart Cink,87,"27' 2""",924.5830000000001,34,+5
153,154,154,Martin Laird,98,"27' 3""",1118.083,41,+6
154,155,155,John Riegger,73,"27' 4""",764.5,28,+3
155,156,156,Jim McGovern,75,"27' 6""",769.8330000000001,28,+8
156,157,157,Kent Jones,68,"27' 7""",633.9169999999999,23,+5
157,158,158,Nick Flanagan,89,"27' 8""",856.5,31,+4
158,T159,T159,Ryan Armour,87,"27' 9""",1025.583,37,+22
159,T159,T159,Todd Hamilton,92,"27' 9""",886.9169999999999,32,+8
160,161,161,Brandt Snedeker,85,"27' 11""",1171.083,42,+6
161,162,162,Tommy Gainey,60,"28' 1""",925.9169999999999,33,+11
162,T163,T163,Ian Poulter,51,"28' 2""",647.75,23,-3
163,T163,T163,Tom Scherrer,56,"28' 2""",675.75,24,+10
164,T165,T165,Aaron Baddeley,76,"28' 3""",818.9169999999999,29,+5
165,T165,T165,Robert Gamez,79,"28' 3""",818.4169999999999,29,+11
166,T165,T165,Tag Ridings,88,"28' 3""",1186.667,42,+9
167,T168,T168,Robert Allenby,108,"28' 4""",765.0830000000001,27,+7
168,T168,T168,Jesper Parnevik,88,"28' 4""",1048.75,37,+11
169,170,170,Lee Janzen,89,"28' 5""",767.4169999999999,27,+6
170,171,171,Nick Watney,96,"28' 10""",1325.9170000000001,46,+17
171,172,172,Charles Warren,79,"28' 11""",780.3330000000001,27,+9
172,T173,T173,James Driscoll,85,"29' 0""",1362.0829999999999,47,+8
173,T173,T173,Ernie Els,51,"29' 0""",580.0830000000001,20,+4
174,175,175,Ángel Cabrera,55,"29' 1""",756.0,26,+8
175,176,176,Steve Allan,58,"29' 2""",903.25,31,+8
176,177,177,Stuart Appleby,87,"29' 4""",820.9169999999999,28,+4
177,178,178,Carlos Franco,73,"29' 8""",682.0,23,+7
178,179,179,Mike Weir,88,"29' 11""",747.75,25,+4
179,180,180,Kyle Thompson,70,"30' 0""",900.3330000000001,30,+3
180,181,181,Charley Hoffman,94,"30' 5""",1399.0829999999999,46,+3
181,T182,T182,Paul Casey,55,"30' 6""",305.33299999999997,10,+5
182,T182,T182,Jimmy Walker,73,"30' 6""",915.8330000000001,30,+7
183,184,184,Bob Sowards,61,"30' 7""",1282.917,42,+6
184,185,185,Paul Claxton,63,"31' 2""",841.0830000000001,27,+9
185,T186,T186,Mathew Goggin,91,"31' 3""",1126.417,36,+6
186,T186,T186,Mark Wilson,107,"31' 3""",1092.917,35,+5
187,188,188,Jim Furyk,95,"31' 6""",787.75,25,+7
188,189,189,Boo Weekley,86,"31' 9""",858.3330000000001,27,+5
189,190,190,Jeff Maggert,86,"31' 11""",1532.8329999999999,48,+15
190,191,191,Chris Stroud,81,"32' 0""",704.4169999999999,22,+8
191,192,192,Kenneth Ferrie,72,"32' 2""",932.0,29,+2
192,193,193,Bubba Watson,97,"32' 5""",972.5830000000001,30,+5
193,194,194,Peter Lonard,92,"34' 2""",854.8330000000001,25,+11
194,195,195,Davis Love III,78,"35' 6""",852.75,24,+9
195,196,196,Robert Garrigus,90,"36' 5""",1857.0,51,+19
196,197,197,Bart Bryant,81,"40' 0""",559.5,14,+8
