,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
131,T131,T131,Boo Weekley,86,"97' 0""",970.3330000000001,10,-5
132,133,133,Tim Clark,90,"97' 2""",1068.917,11,-4
133,134,134,Jason Day,81,"97' 3""",2236.75,23,-8
134,135,135,Steve Lowery,74,"97' 5""",1851.0,19,-4
135,136,136,Alejandro Cañizares,52,"97' 6""",1267.583,13,-5
136,137,137,David Toms,70,"97' 11""",1273.167,13,-6
137,138,138,Nicholas Thompson,113,"98' 5""",2951.833,30,-12
138,139,139,Mark Wilson,107,"99' 1""",2278.75,23,-10
139,140,140,Tim Petrovic,97,"99' 5""",1988.1670000000001,20,-17
140,141,141,John Riegger,73,"99' 7""",2289.75,23,-8
141,142,142,Bob Estes,90,"99' 8""",2392.833,24,-6
142,143,143,Ted Purdy,68,"99' 9""",1197.0,12,-4
143,144,144,Tim Wilkinson,95,"99' 10""",1697.0829999999999,17,-9
144,145,145,Glen Day,64,"100' 1""",1400.5829999999999,14,-4
145,146,146,Ryan Moore,72,"100' 3""",2205.417,22,-12
146,147,147,Chad Collins,72,"100' 8""",2215.25,22,-11
147,T148,T148,Sergio Garcia,72,"100' 9""",1511.75,15,-7
148,T148,T148,Charlie Wi,97,"100' 9""",2014.6670000000001,20,-8
149,150,150,Harrison Frazar,73,"100' 10""",1815.5829999999999,18,-8
150,151,151,Olin Browne,77,"101' 0""",707.0830000000001,7,-3
151,T152,T152,Joe Durant,92,"101' 2""",1821.6670000000001,18,-7
152,T152,T152,Jay Williamson,96,"101' 2""",1516.9170000000001,15,-4
153,154,154,Ron Whittaker,54,"101' 4""",405.417,4,-3
154,155,155,Freddie Jacobson,78,"101' 6""",1116.833,11,-6
155,156,156,Mike Weir,88,"101' 9""",1525.9170000000001,15,-7
156,T157,T157,Ben Crane,86,"102' 4""",2353.25,23,-10
157,T157,T157,Billy Mayfair,103,"102' 4""",2456.583,24,-9
158,T159,T159,Stuart Appleby,87,"103' 5""",1241.25,12,-7
159,T159,T159,K.J. Choi,74,"103' 5""",1034.5,10,-7
160,161,161,Carl Pettersson,110,"103' 8""",2176.75,21,-5
161,162,162,Charles Warren,79,"103' 11""",1974.3329999999999,19,-7
162,163,163,Dudley Hart,74,"104' 1""",1457.25,14,-5
163,164,164,Paul Claxton,63,"104' 3""",1772.5829999999999,17,-6
164,165,165,Gavin Coles,54,"104' 6""",626.9169999999999,6,+1
165,166,166,Brett Rumford,72,"104' 9""",1361.4170000000001,13,-6
166,167,167,Tommy Armour III,77,"105' 1""",840.4169999999999,8,-6
167,168,168,Jeff Maggert,86,"105' 2""",2418.417,23,-8
168,T169,T169,Sean O'Hair,81,"105' 4""",1264.417,12,-5
169,T169,T169,Johnson Wagner,83,"105' 4""",1579.6670000000001,15,-9
170,171,171,Tom Pernice Jr.,104,"105' 6""",1371.8329999999999,13,-7
171,172,172,Brandt Snedeker,85,"105' 7""",1161.5,11,-7
172,173,173,Chris Stroud,81,"105' 8""",1056.917,10,-2
173,174,174,Matt Kuchar,88,"105' 11""",847.5830000000001,8,-3
174,175,175,David Duval,51,"106' 1""",742.5830000000001,7,-3
175,T176,T176,Richard Johnson,60,"106' 3""",849.6669999999999,8,-1
176,T176,T176,Michael Letzig,88,"106' 3""",1381.5829999999999,13,-3
177,T178,T178,John Mallinger,95,"106' 5""",1383.8329999999999,13,-6
178,T178,T178,Nick O'Hern,82,"106' 5""",851.5830000000001,8,-2
179,180,180,Trevor Immelman,70,"107' 0""",641.8330000000001,6,-2
180,181,181,Scott McCarron,63,"107' 7""",1290.833,12,-5
181,182,182,Mathew Goggin,91,"108' 3""",2056.333,19,-10
182,183,183,Brad Elder,67,"108' 7""",2171.667,20,-8
183,184,184,Justin Leonard,101,"109' 0""",981.25,9,-5
184,185,185,Jin Park,85,"109' 4""",1311.5,12,-4
185,186,186,Rory Sabbatini,77,"111' 9""",1452.9170000000001,13,-4
186,187,187,Jim McGovern,75,"113' 1""",904.9169999999999,8,-2
187,188,188,Mark Calcavecchia,67,"114' 5""",1372.75,12,-3
188,189,189,Chris DiMarco,87,"114' 7""",1718.1670000000001,15,-7
189,190,190,Stephen Ames,83,"115' 11""",1158.75,10,-3
190,191,191,Scott Verplank,82,"116' 4""",1047.25,9,-3
191,192,192,Chris Riley,51,"117' 1""",1522.4170000000001,13,-9
192,193,193,Stephen Leaney,53,"118' 6""",592.4169999999999,5,-1
193,194,194,Zach Johnson,85,"120' 7""",1205.417,10,-4
194,195,195,Jeff Quinney,87,"122' 2""",855.1669999999999,7,-2
195,196,196,Daniel Chopra,84,"124' 0""",992.1669999999999,8,-2
196,197,197,Geoff Ogilvy,65,"126' 3""",504.917,4,E
