,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
179,180,180,Travis Perkins,53,57.34,328,572,-0.14
180,181,181,Ryan Moore,72,57.03,523,917,-0.18
181,182,182,Matt Jones,95,56.95,684,1201,-0.14
182,183,183,Jason Allred,63,56.88,401,705,-0.1
183,184,184,Ian Poulter,51,56.77,306,539,-0.2
184,185,185,Jesper Parnevik,88,56.35,621,1102,-0.18
185,186,186,Padraig Harrington,52,56.28,260,462,-0.18
186,187,187,Steve Lowery,74,56.05,547,976,-0.15
187,188,188,Chris Riley,51,55.93,330,590,-0.17
188,189,189,J.P. Hayes,67,55.88,518,927,-0.15
189,190,190,David Duval,51,55.78,333,597,-0.13
190,191,191,Greg Kraft,63,55.64,419,753,-0.2
191,192,192,Corey Pavin,69,55.3,485,877,-0.22
192,193,193,Nathan Green,95,55.18,714,1294,-0.19
193,194,194,Daniel Chopra,84,54.95,516,939,-0.2
194,195,195,Shigeki Maruyama,50,54.47,341,626,-0.11
195,196,196,Andres Romero,69,54.39,372,684,-0.18
196,197,197,Richard Johnson,77,53.73,518,964,-0.18
