,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
0,1,1,Robert Allenby,108,69.55,900,1294,-0.18
1,2,2,Hunter Mahan,87,68.51,731,1067,-0.18
2,3,3,Joe Durant,92,67.39,775,1150,-0.13
3,4,4,John Huston,56,67.2,459,683,-0.19
4,5,5,Briny Baird,113,67.03,972,1450,-0.14
5,6,6,John Senden,93,67.0,808,1206,-0.14
6,7,7,Kent Jones,68,66.83,546,817,-0.18
7,8,8,J.J. Henry,108,66.55,991,1489,-0.14
8,9,9,Zach Johnson,85,66.28,686,1035,-0.18
9,10,10,Harrison Frazar,73,66.23,561,847,-0.09
10,11,11,Boo Weekley,86,66.2,609,920,-0.13
11,12,12,John Riegger,73,66.15,596,901,-0.13
12,13,13,Chad Campbell,94,66.12,841,1272,-0.19
13,14,14,Robert Garrigus,90,65.92,770,1168,-0.15
14,15,15,Justin Leonard,101,65.69,718,1093,-0.21
15,16,16,Heath Slocum,104,65.68,844,1285,-0.16
16,17,17,Steve Marino,119,65.65,986,1502,-0.18
17,T18,T18,Sergio Garcia,72,65.45,540,825,-0.17
18,T18,T18,Jeff Gove,50,65.45,430,657,-0.12
19,20,20,Bob Estes,90,65.43,844,1290,-0.18
20,21,21,Stewart Cink,87,65.01,602,926,-0.17
21,T22,T22,Tommy Armour III,77,64.88,630,971,-0.16
22,T22,T22,Kevin Sutherland,98,64.88,837,1290,-0.17
23,24,24,Chris Stroud,81,64.84,614,947,-0.11
24,25,25,George McNeill,97,64.76,840,1297,-0.17
25,T26,T26,Mathew Goggin,91,64.73,756,1168,-0.14
26,T26,T26,Billy Mayfair,103,64.73,923,1426,-0.14
27,28,28,Vijay Singh,82,64.67,551,852,-0.16
28,29,29,Jay Williamson,96,64.63,771,1193,-0.14
29,30,30,K.J. Choi,74,64.6,553,856,-0.2
30,T31,T31,Brandt Jobe,52,64.4,445,691,-0.16
31,T31,T31,Chez Reavie,102,64.4,854,1326,-0.17
32,T31,T31,Scott Sterling,89,64.4,729,1132,-0.15
33,34,34,Gavin Coles,54,64.38,432,671,-0.17
34,35,35,Mark Wilson,107,64.33,990,1539,-0.2
35,36,36,Bob Tway,70,64.29,549,854,-0.23
36,T37,T37,Steve Allan,58,64.25,426,663,-0.16
37,T37,T37,John Merrick,98,64.25,719,1119,-0.14
38,T39,T39,Pat Perez,93,64.2,721,1123,-0.18
39,T39,T39,Charlie Wi,97,64.2,834,1299,-0.17
40,41,41,Woody Austin,109,64.13,799,1246,-0.17
41,42,42,Ryan Palmer,69,64.09,564,880,-0.24
42,43,43,Kenny Perry,97,63.96,857,1340,-0.17
43,44,44,Rich Beem,90,63.9,724,1133,-0.17
44,45,45,Nick Watney,96,63.84,715,1120,-0.14
45,46,46,Bubba Watson,97,63.78,699,1096,-0.16
46,47,47,Kevin Streelman,114,63.66,876,1376,-0.16
47,48,48,Rory Sabbatini,77,63.63,558,877,-0.17
48,49,49,Robert Gamez,79,63.54,671,1056,-0.14
49,50,50,Stephen Ames,83,63.53,622,979,-0.18
50,51,51,Michael Allen,91,63.48,723,1139,-0.18
51,T52,T52,Dudley Hart,74,63.4,646,1019,-0.19
52,T52,T52,Charles Howell III,101,63.4,771,1216,-0.15
53,54,54,Justin Bolli,87,63.18,676,1070,-0.13
54,55,55,Bo Van Pelt,101,63.09,846,1341,-0.14
55,56,56,Lucas Glover,91,63.07,765,1213,-0.17
56,T57,T57,Bill Haas,99,63.05,802,1272,-0.17
57,T57,T57,Richard Johnson,60,63.05,471,747,-0.17
58,T59,T59,Troy Matteson,94,63.03,803,1274,-0.14
59,T59,T59,Jim McGovern,75,63.03,600,952,-0.17
60,61,61,Carlos Franco,73,63.01,586,930,-0.15
61,62,62,Ryan Armour,87,63.0,705,1119,-0.18
62,63,63,Ben Crane,86,62.99,696,1105,-0.2
63,64,64,Ted Purdy,68,62.96,527,837,-0.1
64,65,65,Dean Wilson,109,62.95,887,1409,-0.2
65,66,66,Jim Furyk,95,62.9,702,1116,-0.2
66,T67,T67,Tommy Gainey,60,62.88,398,633,-0.14
67,T67,T67,David Toms,70,62.88,520,827,-0.19
68,69,69,Doug LaBelle II,65,62.87,491,781,-0.18
69,T70,T70,Paul Casey,55,62.85,335,533,-0.2
70,T70,T70,Charles Warren,79,62.85,648,1031,-0.11
71,72,72,Steve Elkington,84,62.82,654,1041,-0.2
72,73,73,Olin Browne,77,62.77,671,1069,-0.14
73,74,74,Charley Hoffman,94,62.74,756,1205,-0.14
74,75,75,Camilo Villegas,79,62.7,585,933,-0.21
75,76,76,Cliff Kresge,84,62.68,687,1096,-0.15
76,77,77,Scott Verplank,82,62.57,595,951,-0.19
77,78,78,D.J. Trahan,94,62.47,694,1111,-0.16
78,T79,T79,Jason Gore,94,62.46,772,1236,-0.18
79,T79,T79,Vaughn Taylor,103,62.46,872,1396,-0.21
80,T79,T79,Y.E. Yang,89,62.46,737,1180,-0.15
81,82,82,Bart Bryant,81,62.39,647,1037,-0.16
82,83,83,Steve Flesch,95,62.35,737,1182,-0.16
83,84,84,Mark Calcavecchia,67,62.34,485,778,-0.15
84,85,85,Ron Whittaker,54,62.32,392,629,-0.13
85,86,86,Jeff Maggert,86,62.25,709,1139,-0.16
86,87,87,Martin Laird,98,62.19,745,1198,-0.17
87,88,88,Anthony Kim,81,62.11,577,929,-0.2
88,89,89,Phil Mickelson,80,62.1,503,810,-0.18
89,T90,T90,Trevor Immelman,70,62.0,514,829,-0.16
90,T90,T90,Nick O'Hern,82,62.0,664,1071,-0.19
91,92,92,Peter Lonard,92,61.96,733,1183,-0.16
92,93,93,Cameron Beckman,87,61.83,669,1082,-0.18
93,T94,T94,Brad Adamonis,87,61.82,685,1108,-0.15
94,T94,T94,Paul Claxton,63,61.82,463,749,-0.18
95,96,96,Patrick Sheehan,124,61.76,985,1595,-0.2
96,97,97,Ángel Cabrera,55,61.75,331,536,-0.17
97,98,98,Jon Mills,95,61.69,702,1138,-0.14
98,99,99,Scott McCarron,63,61.68,486,788,-0.18
99,100,100,Brad Elder,67,61.6,499,810,-0.18
100,101,101,Omar Uresti,74,61.52,566,920,-0.15
101,102,102,Billy Andrade,71,61.51,580,943,-0.14
102,103,103,Lee Janzen,89,61.49,685,1114,-0.18
103,104,104,Sean O'Hair,81,61.41,603,982,-0.14
104,105,105,Tim Clark,90,61.39,663,1080,-0.21
105,106,106,Kevin Stadler,90,61.37,626,1020,-0.15
106,107,107,James Driscoll,85,61.35,662,1079,-0.16
107,108,108,Tom Pernice Jr.,104,61.3,887,1447,-0.18
108,109,109,Davis Love III,78,61.28,584,953,-0.17
109,110,110,Jason Day,81,61.26,650,1061,-0.16
110,T111,T111,Todd Hamilton,92,61.19,670,1095,-0.19
111,T111,T111,Brett Quigley,80,61.19,648,1059,-0.16
112,113,113,Ben Curtis,80,61.12,577,944,-0.18
113,114,114,Jerry Kelly,89,61.09,683,1118,-0.17
114,115,115,Matt Kuchar,88,61.04,633,1037,-0.16
115,116,116,Ernie Els,51,60.96,331,543,-0.17
116,117,117,Kenneth Ferrie,72,60.81,523,860,-0.15
117,T118,T118,Nick Flanagan,89,60.67,702,1157,-0.16
118,T118,T118,Geoff Ogilvy,65,60.67,432,712,-0.19
119,T120,T120,Jeff Overton,103,60.64,778,1283,-0.17
120,T120,T120,Tom Scherrer,56,60.64,396,653,-0.17
121,T122,T122,Todd Demsey,80,60.57,639,1055,-0.14
122,T122,T122,Mike Weir,88,60.57,590,974,-0.19
123,124,124,Brian Davis,108,60.52,900,1487,-0.16
124,125,125,Brandt Snedeker,85,60.51,599,990,-0.17
125,126,126,Adam Scott,51,60.48,300,496,-0.15
126,T127,T127,Mark Hensby,71,60.47,537,888,-0.15
127,T127,T127,Rod Pampling,83,60.47,589,974,-0.16
128,129,129,Carl Pettersson,110,60.46,873,1444,-0.21
129,130,130,Ken Duke,116,60.34,925,1533,-0.22
130,131,131,Will MacKenzie,62,60.29,504,836,-0.14
131,T132,T132,Brian Gay,102,60.17,784,1303,-0.2
132,T132,T132,Marc Turnesa,87,60.17,695,1155,-0.2
133,134,134,Steve Stricker,75,60.12,511,850,-0.18
134,135,135,Glen Day,64,60.1,500,832,-0.18
135,136,136,Alex Cejka,75,60.09,533,887,-0.16
136,137,137,Stuart Appleby,87,60.06,588,979,-0.19
137,138,138,Jimmy Walker,73,60.02,542,903,-0.17
138,139,139,Tim Wilkinson,95,60.0,699,1165,-0.16
139,140,140,David Lutterus,59,59.97,445,742,-0.13
140,141,141,Bob Sowards,61,59.95,440,734,-0.14
141,142,142,Rocco Mediate,87,59.94,615,1026,-0.13
142,143,143,Brenden Pappas,66,59.9,481,803,-0.17
143,144,144,Jonathan Byrd,88,59.84,657,1098,-0.16
144,145,145,Fred Couples,60,59.83,417,697,-0.15
145,146,146,Michael Letzig,88,59.78,645,1079,-0.19
146,T147,T147,Kevin Na,97,59.55,792,1330,-0.18
147,T147,T147,Tag Ridings,88,59.55,664,1115,-0.14
148,149,149,Chris DiMarco,87,59.48,665,1118,-0.17
149,150,150,Mathias Grönberg,87,59.39,661,1113,-0.14
150,151,151,Jin Park,85,59.31,618,1042,-0.17
151,152,152,Frank Lickliter II,107,59.29,852,1437,-0.18
152,153,153,John Rollins,94,59.26,675,1139,-0.16
153,154,154,Stephen Leaney,53,59.19,409,691,-0.14
154,155,155,Shane Bertsch,96,59.18,790,1335,-0.19
155,156,156,Tim Petrovic,97,59.09,699,1183,-0.16
156,157,157,Johnson Wagner,83,59.03,595,1008,-0.17
157,158,158,Freddie Jacobson,78,59.01,560,949,-0.19
158,159,159,Kyle Thompson,70,58.97,490,831,-0.13
159,160,160,Tim Herron,97,58.93,736,1249,-0.17
160,161,161,Craig Kanada,65,58.79,495,842,-0.21
161,162,162,Joe Ogilvie,100,58.7,702,1196,-0.16
162,163,163,Tom Lehman,51,58.61,330,563,-0.13
163,164,164,Jeff Quinney,87,58.6,634,1082,-0.22
164,165,165,Eric Axley,113,58.39,846,1449,-0.17
165,166,166,Paul Goydos,78,58.32,571,979,-0.17
166,167,167,J.B. Holmes,86,58.26,529,908,-0.14
167,168,168,Chad Collins,72,58.23,552,948,-0.2
168,169,169,Ryuji Imada,80,58.2,589,1012,-0.19
169,170,170,Parker McLachlin,88,58.16,670,1152,-0.19
170,171,171,John Mallinger,95,58.08,737,1269,-0.21
171,172,172,Cody Freeman,66,58.07,482,830,-0.16
172,173,173,Dustin Johnson,92,57.99,628,1083,-0.14
173,174,174,Alejandro Cañizares,52,57.98,356,614,-0.19
174,175,175,Brett Rumford,72,57.83,506,875,-0.14
175,176,176,Marco Dawson,64,57.76,465,805,-0.18
176,177,177,Aaron Baddeley,76,57.71,494,856,-0.21
177,178,178,Nicholas Thompson,113,57.58,775,1346,-0.12
178,179,179,Retief Goosen,59,57.56,358,622,-0.13
