,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
0,1,1,Jay Williamson,96,85.16,132,155,-0.23
1,2,2,Scott Verplank,82,84.0,105,125,-0.32
2,3,3,Rory Sabbatini,77,83.62,97,116,-0.15
3,4,4,Justin Leonard,101,83.22,119,143,-0.42
4,5,5,Omar Uresti,74,83.19,99,119,-0.26
5,6,6,David Duval,51,83.08,54,65,-0.28
6,7,7,Scott Sterling,89,83.02,132,159,-0.3
7,8,8,Hunter Mahan,87,82.81,106,128,-0.28
8,9,9,Jeff Gove,50,82.28,65,79,-0.26
9,10,10,Jim Furyk,95,82.11,101,123,-0.37
10,11,11,Joe Durant,92,81.94,118,144,-0.17
11,12,12,John Senden,93,81.89,104,127,-0.32
12,13,13,Brandt Jobe,52,81.72,76,93,-0.21
13,14,14,Corey Pavin,69,81.69,58,71,-0.36
14,15,15,J.J. Henry,108,81.47,189,232,-0.22
15,16,16,Marc Turnesa,87,81.43,114,140,-0.32
16,17,17,Carlos Franco,73,81.42,92,113,-0.27
17,18,18,Dudley Hart,74,81.19,82,101,-0.28
18,19,19,Briny Baird,113,81.18,138,170,-0.22
19,20,20,Craig Kanada,65,81.13,86,106,-0.3
20,21,21,Tim Clark,90,81.06,107,132,-0.28
21,22,22,Steve Flesch,95,80.98,132,163,-0.2
22,23,23,Jim McGovern,75,80.77,84,104,-0.23
23,24,24,Heath Slocum,104,80.72,134,166,-0.33
24,25,25,John Merrick,98,80.54,120,149,-0.25
25,26,26,Y.E. Yang,89,80.5,128,159,-0.27
26,27,27,Sergio Garcia,72,80.46,70,87,-0.16
27,28,28,John Huston,56,80.41,78,97,-0.42
28,29,29,Billy Mayfair,103,80.39,123,153,-0.28
29,30,30,Jeff Maggert,86,80.27,118,147,-0.2
30,31,31,Steve Stricker,75,80.22,73,91,-0.26
31,32,32,Bob Tway,70,80.19,85,106,-0.32
32,33,33,Kevin Sutherland,98,79.87,123,154,-0.3
33,34,34,Joe Ogilvie,100,79.77,138,173,-0.27
34,35,35,Mathew Goggin,91,79.72,114,143,-0.17
35,T36,T36,Matt Kuchar,88,79.66,94,118,-0.23
36,T36,T36,David Toms,70,79.66,94,118,-0.38
37,38,38,Nick Watney,96,79.65,137,172,-0.25
38,T39,T39,Aaron Baddeley,76,79.17,76,96,-0.37
39,T39,T39,Geoff Ogilvy,65,79.17,76,96,-0.32
40,T39,T39,Johnson Wagner,83,79.17,95,120,-0.27
41,42,42,Chris Riley,51,79.03,49,62,-0.31
42,43,43,Mike Weir,88,79.02,113,143,-0.36
43,44,44,Pat Perez,93,78.99,109,138,-0.23
44,T45,T45,Bob Estes,90,78.98,124,157,-0.26
45,T45,T45,Frank Lickliter II,107,78.98,139,176,-0.27
46,47,47,Michael Allen,91,78.91,116,147,-0.27
47,48,48,Robert Gamez,79,78.87,112,142,-0.24
48,49,49,Peter Lonard,92,78.79,130,165,-0.31
49,50,50,Ben Crane,86,78.74,100,127,-0.26
50,51,51,Tom Pernice Jr.,104,78.72,111,141,-0.27
51,52,52,Freddie Jacobson,78,78.7,85,108,-0.34
52,T53,T53,Olin Browne,77,78.69,96,122,-0.24
53,T53,T53,Brett Quigley,80,78.69,96,122,-0.23
