,Approaches_from_50-125_yards_RANK THIS WEEK,Approaches_from_50-125_yards_RANK LAST WEEK,Approaches_from_50-125_yards_PLAYER NAME,Approaches_from_50-125_yards_ROUNDS,Approaches_from_50-125_yards_AVG,Approaches_from_50-125_yards_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_# OF ATTEMPTS,Approaches_from_50-125_yards_RELATIVE TO PAR
0,1,1,Matt Kuchar,88,"15' 0""",2905.833,194,-46
1,2,2,Scott Verplank,82,"15' 1""",3082.583,204,-45
2,T3,T3,Brian Gay,102,"15' 7""",4109.0,263,-65
3,T3,T3,Justin Leonard,101,"15' 7""",3669.75,236,-66
4,T5,T5,Corey Pavin,69,"15' 10""",2469.5,156,-18
5,T5,T5,Steve Stricker,75,"15' 10""",2616.917,165,-26
6,7,7,Stephen Ames,83,"15' 11""",3095.583,194,-42
7,T8,T8,Fred Couples,60,"16' 1""",2314.167,144,-15
8,T8,T8,Mike Weir,88,"16' 1""",3288.667,205,-34
9,10,10,Stuart Appleby,87,"16' 3""",2826.0,174,-32
10,11,11,Jim Furyk,95,"16' 4""",3486.083,213,-52
11,12,12,Alex Cejka,75,"16' 5""",2491.417,152,-18
12,T13,T13,Nick O'Hern,82,"16' 6""",3852.083,234,-51
13,T13,T13,Omar Uresti,74,"16' 6""",3325.833,202,-41
14,T15,T15,Jeff Gove,50,"16' 7""",2317.917,140,-20
15,T15,T15,Phil Mickelson,80,"16' 7""",2251.667,136,-29
16,T17,T17,Shane Bertsch,96,"16' 8""",5010.583,300,-45
17,T17,T17,Geoff Ogilvy,65,"16' 8""",2164.917,130,-26
18,T17,T17,David Toms,70,"16' 8""",2877.25,173,-32
19,T17,T17,Tim Wilkinson,95,"16' 8""",3598.333,216,-52
20,T21,T21,Rocco Mediate,87,"16' 9""",2987.083,178,-16
21,T21,T21,Adam Scott,51,"16' 9""",1457.5,87,-1
22,T23,T23,Tim Clark,90,"16' 10""",3978.583,236,-60
23,T23,T23,Vaughn Taylor,103,"16' 10""",4650.417,276,-45
24,25,25,Joe Durant,92,"16' 11""",3536.917,209,-27
25,T26,T26,Woody Austin,109,"17' 0""",4201.5,247,-50
26,T26,T26,Ryan Palmer,69,"17' 0""",2930.667,172,-32
27,T28,T28,Paul Goydos,78,"17' 1""",3457.833,202,-49
28,T28,T28,Ryuji Imada,80,"17' 1""",2745.917,161,-35
29,T28,T28,Jim McGovern,75,"17' 1""",2856.75,167,-6
30,T28,T28,Jeff Quinney,87,"17' 1""",3586.917,210,-31
31,T28,T28,John Senden,93,"17' 1""",3529.5,207,-28
32,T33,T33,Justin Bolli,87,"17' 2""",3775.083,220,-17
33,T33,T33,John Huston,56,"17' 2""",2597.5,151,-24
34,T33,T33,Pat Perez,93,"17' 2""",3560.333,207,-22
35,T33,T33,Camilo Villegas,79,"17' 2""",2163.083,126,-21
36,T37,T37,Shigeki Maruyama,50,"17' 3""",1859.5829999999999,108,-27
37,T37,T37,Tom Pernice Jr.,104,"17' 3""",4530.583,263,-29
38,T39,T39,Trevor Immelman,70,"17' 4""",2717.583,157,-10
39,T39,T39,John Riegger,73,"17' 4""",3832.667,221,-28
40,T39,T39,Rory Sabbatini,77,"17' 4""",3333.167,192,-30
41,T42,T42,Eric Axley,113,"17' 5""",3948.0,227,-22
42,T42,T42,Paul Casey,55,"17' 5""",1639.75,94,-14
43,T42,T42,Ernie Els,51,"17' 5""",1413.4170000000001,81,-2
44,T42,T42,Doug LaBelle II,65,"17' 5""",2539.0,146,-23
45,T46,T46,Aaron Baddeley,76,"17' 6""",2293.75,131,-28
46,T46,T46,Bart Bryant,81,"17' 6""",3330.083,190,-36
47,T46,T46,Steve Flesch,95,"17' 6""",4482.083,256,-22
48,T46,T46,Rod Pampling,83,"17' 6""",3134.833,179,-24
49,T46,T46,Jin Park,85,"17' 6""",3919.417,224,E
50,51,51,Freddie Jacobson,78,"17' 7""",3236.417,184,-34
51,T52,T52,Briny Baird,113,"17' 8""",4450.833,252,-32
52,T52,T52,Marco Dawson,64,"17' 8""",2807.083,159,-18
53,T52,T52,David Duval,51,"17' 8""",1803.25,102,-1
54,T52,T52,Retief Goosen,59,"17' 8""",1944.1670000000001,110,-16
55,T52,T52,Vijay Singh,82,"17' 8""",2983.417,169,-28
56,T57,T57,Chad Collins,72,"17' 9""",2592.417,146,-20
57,T57,T57,Brian Davis,108,"17' 9""",5361.5830000000005,302,-59
58,T57,T57,Bob Estes,90,"17' 9""",3954.583,223,-43
59,T57,T57,Brett Rumford,72,"17' 9""",2698.333,152,-14
60,T57,T57,Scott Sterling,89,"17' 9""",4057.917,229,-34
