,Approaches_125-150_yards-Rgh_RTP_RANK THIS WEEK,Approaches_125-150_yards-Rgh_RTP_RANK LAST WEEK,Approaches_125-150_yards-Rgh_RTP_PLAYER NAME,Approaches_125-150_yards-Rgh_RTP_ROUNDS,Approaches_125-150_yards-Rgh_RTP_AVG RTP
0,1,1,Paul Claxton,63,-.278
1,2,2,Justin Leonard,101,-.128
2,3,3,Brenden Pappas,66,-.098
3,4,4,Carl Pettersson,110,-.095
4,5,5,John Riegger,73,-.079
5,6,6,Padraig Harrington,52,-.063
6,7,7,Dudley Hart,74,-.061
7,8,8,J.P. Hayes,67,-.059
8,9,9,Gavin Coles,54,-.053
9,10,10,Richard Johnson,77,-.049
10,11,11,Scott Sterling,89,-.043
11,12,12,Parker McLachlin,88,-.042
12,13,13,Scott McCarron,63,-.037
13,14,14,Steve Elkington,84,-.026
14,15,15,Bob Sowards,61,-.025
15,T16,T16,Aaron Baddeley,76,-.023
16,T16,T16,Ryan Palmer,69,-.023
17,18,18,Lee Janzen,89,-.022
18,19,19,Rod Pampling,83,-.021
19,20,20,Stuart Appleby,87,-.020
20,21,21,Bob Estes,90,-.016
21,T22,T22,Mark Calcavecchia,67,E
22,T22,T22,Ben Crane,86,E
23,T22,T22,Andres Romero,69,E
24,T22,T22,Dean Wilson,109,E
25,26,26,Eric Axley,113,+.014
26,27,27,Billy Mayfair,103,+.015
27,T28,T28,Steve Lowery,74,+.018
28,T28,T28,Johnson Wagner,83,+.018
29,30,30,Will MacKenzie,62,+.023
30,31,31,Stephen Ames,83,+.025
31,32,32,Mike Weir,88,+.026
32,33,33,Kevin Sutherland,98,+.028
33,34,34,Glen Day,64,+.029
34,35,35,Chad Campbell,94,+.034
35,36,36,Jon Mills,95,+.036
36,T37,T37,Tim Clark,90,+.038
37,T37,T37,Charlie Wi,97,+.038
38,39,39,Brian Davis,108,+.039
39,40,40,Jerry Kelly,89,+.047
40,T41,T41,Chris Riley,51,+.048
41,T41,T41,Bob Tway,70,+.048
42,43,43,Briny Baird,113,+.050
43,44,44,Tag Ridings,88,+.051
44,T45,T45,Matt Kuchar,88,+.054
45,T45,T45,Steve Stricker,75,+.054
46,47,47,Charles Howell III,101,+.055
47,48,48,Sergio Garcia,72,+.056
48,49,49,Phil Mickelson,80,+.059
49,T50,T50,Ken Duke,116,+.061
50,T50,T50,Ryuji Imada,80,+.061
51,T52,T52,Cody Freeman,66,+.067
52,T52,T52,Jeff Quinney,87,+.067
53,T54,T54,Nick Flanagan,89,+.068
54,T54,T54,Jim McGovern,75,+.068
55,T54,T54,Bubba Watson,97,+.068
56,T57,T57,Cameron Beckman,87,+.071
57,T57,T57,Brian Gay,102,+.071
58,T59,T59,Daniel Chopra,84,+.075
59,T59,T59,Joe Durant,92,+.075
60,T61,T61,Steve Allan,58,+.077
61,T61,T61,Michael Allen,91,+.077
62,T61,T61,Jason Gore,94,+.077
63,64,64,Stewart Cink,87,+.079
64,65,65,Ryan Armour,87,+.080
65,66,66,Brad Elder,67,+.081
66,67,67,J.J. Henry,108,+.082
67,68,68,Craig Kanada,65,+.083
68,T69,T69,Tim Herron,97,+.085
69,T69,T69,Joe Ogilvie,100,+.085
70,T69,T69,Jimmy Walker,73,+.085
71,T69,T69,Boo Weekley,86,+.085
72,T73,T73,Mathias Grönberg,87,+.086
73,T73,T73,Kevin Streelman,114,+.086
74,T73,T73,David Toms,70,+.086
75,76,76,Kent Jones,68,+.088
76,77,77,Tom Pernice Jr.,104,+.089
77,78,78,Adam Scott,51,+.091
78,79,79,Anthony Kim,81,+.094
