,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,Briny Baird,113,64.84,225,347,-0.09
1,2,2,Troy Matteson,94,64.64,170,263,-0.11
2,3,3,Hunter Mahan,87,64.44,145,225,-0.1
3,4,4,K.J. Choi,74,64.0,128,200,-0.17
4,5,5,Chez Reavie,102,63.66,205,322,-0.12
5,6,6,Chris Stroud,81,63.64,126,198,-0.05
6,7,7,George McNeill,97,63.19,182,288,-0.15
7,8,8,Jim Furyk,95,62.99,160,254,-0.13
8,9,9,Jeff Gove,50,62.94,90,143,-0.04
9,10,10,Dudley Hart,74,62.56,142,227,-0.13
10,11,11,Harrison Frazar,73,62.15,110,177,0.02
11,12,12,Boo Weekley,86,61.97,132,213,-0.21
12,13,13,Zach Johnson,85,61.71,137,222,-0.16
13,14,14,Heath Slocum,104,61.68,198,321,-0.16
14,15,15,Steve Allan,58,61.36,81,132,-0.1
15,16,16,Paul Claxton,63,61.35,127,207,-0.09
16,17,17,D.J. Trahan,94,61.31,168,274,-0.11
17,18,18,Bubba Watson,97,61.0,147,241,-0.07
18,19,19,Billy Mayfair,103,60.87,210,345,-0.09
19,20,20,Woody Austin,109,60.71,187,308,-0.13
20,21,21,Ted Purdy,68,60.69,105,173,-0.05
21,22,22,Brandt Jobe,52,60.67,91,150,-0.03
22,23,23,Robert Allenby,108,60.63,194,320,-0.19
23,24,24,J.J. Henry,108,60.53,204,337,-0.12
24,25,25,John Senden,93,60.52,187,309,-0.09
25,T26,T26,Gavin Coles,54,60.37,99,164,-0.05
26,T26,T26,Geoff Ogilvy,65,60.37,99,164,-0.15
27,28,28,Kevin Streelman,114,60.36,169,280,-0.08
28,29,29,Trevor Immelman,70,60.3,120,199,-0.08
29,30,30,Charlie Wi,97,60.28,173,287,-0.13
30,31,31,Vijay Singh,82,60.11,107,178,-0.16
31,32,32,Joe Durant,92,60.08,155,258,-0.14
32,33,33,Stewart Cink,87,59.91,127,212,-0.08
33,34,34,Rich Beem,90,59.84,152,254,-0.14
34,35,35,Chad Campbell,94,59.71,163,273,-0.18
35,36,36,John Merrick,98,59.53,153,257,-0.1
36,T37,T37,Kent Jones,68,59.47,113,190,-0.12
37,T37,T37,Phil Mickelson,80,59.47,113,190,-0.17
38,T39,T39,Justin Leonard,101,59.44,148,249,-0.16
39,T39,T39,Andres Romero,69,59.44,85,143,-0.13
40,41,41,Martin Laird,98,59.27,163,275,-0.12
41,42,42,Steve Flesch,95,59.2,177,299,-0.15
42,43,43,Sean O'Hair,81,59.11,146,247,-0.12
43,44,44,Bill Haas,99,58.92,175,297,-0.11
44,45,45,Robert Gamez,79,58.87,146,248,-0.04
45,46,46,Steve Elkington,84,58.85,143,243,-0.17
46,47,47,Mark Wilson,107,58.81,217,369,-0.16
47,48,48,Doug LaBelle II,65,58.79,107,182,-0.11
48,49,49,Nick O'Hern,82,58.7,162,276,-0.2
49,50,50,Ryan Armour,87,58.62,153,261,-0.12
50,51,51,Vaughn Taylor,103,58.54,192,328,-0.1
51,52,52,Mathew Goggin,91,58.5,172,294,-0.16
52,53,53,Tommy Armour III,77,58.49,124,212,-0.06
53,54,54,Richard Johnson,60,58.43,104,178,-0.13
54,55,55,Kevin Sutherland,98,58.42,177,303,-0.15
55,T56,T56,Scott Sterling,89,58.37,150,257,-0.1
56,T56,T56,Nick Watney,96,58.37,143,245,-0.05
57,58,58,Carl Pettersson,110,58.29,204,350,-0.12
58,59,59,Bart Bryant,81,58.18,160,275,-0.13
59,60,60,Brian Gay,102,58.12,179,308,-0.2
60,61,61,Camilo Villegas,79,58.08,115,198,-0.19
61,62,62,Scott McCarron,63,58.06,108,186,-0.11
62,63,63,Anthony Kim,81,58.01,105,181,-0.14
63,64,64,Tom Lehman,51,57.78,78,135,-0.19
64,65,65,Robert Garrigus,90,57.77,145,251,-0.08
65,66,66,Ben Crane,86,57.74,138,239,-0.14
66,67,67,Bob Tway,70,57.73,112,194,-0.21
67,68,68,Tim Clark,90,57.56,137,238,-0.15
68,69,69,Patrick Sheehan,124,57.51,222,386,-0.12
69,70,70,Charles Howell III,101,57.47,150,261,-0.09
70,71,71,Sergio Garcia,72,57.21,115,201,-0.11
71,72,72,Davis Love III,78,57.14,116,203,-0.2
72,73,73,Jay Williamson,96,57.09,165,289,-0.1
73,74,74,Adam Scott,51,57.0,57,100,-0.07
74,75,75,Brett Quigley,80,56.91,140,246,-0.12
75,76,76,Ian Poulter,51,56.83,79,139,-0.08
76,77,77,Pat Perez,93,56.8,142,250,-0.17
77,78,78,Charley Hoffman,94,56.79,138,243,-0.12
78,79,79,Paul Casey,55,56.78,67,118,-0.06
79,80,80,J.B. Holmes,86,56.74,101,178,-0.12
80,81,81,Steve Marino,119,56.7,199,351,-0.19
81,82,82,Scott Verplank,82,56.68,123,217,-0.16
82,83,83,Glen Day,64,56.6,120,212,-0.13
83,84,84,Padraig Harrington,52,56.57,56,99,-0.09
84,85,85,John Riegger,73,56.44,114,202,-0.09
85,86,86,Ben Curtis,80,56.36,124,220,-0.08
86,87,87,Steve Stricker,75,56.16,114,203,-0.12
87,88,88,Olin Browne,77,56.11,170,303,-0.12
88,89,89,Tommy Gainey,60,55.94,80,143,0.01
89,90,90,Bo Van Pelt,101,55.85,167,299,-0.14
90,91,91,Bob Estes,90,55.84,177,317,-0.14
91,92,92,Ryuji Imada,80,55.74,136,244,-0.22
92,93,93,Stuart Appleby,87,55.7,127,228,-0.09
93,94,94,Carlos Franco,73,55.65,128,230,-0.03
94,95,95,Kenneth Ferrie,72,55.61,104,187,-0.09
95,T96,T96,Kevin Na,97,55.56,175,315,-0.15
96,T96,T96,Kevin Stadler,90,55.56,120,216,-0.07
97,98,98,Rocco Mediate,87,55.47,152,274,-0.1
98,99,99,Kenny Perry,97,55.44,158,285,-0.11
99,100,100,Jerry Kelly,89,55.4,154,278,-0.12
100,T101,T101,Stephen Ames,83,55.36,129,233,-0.13
101,T101,T101,James Driscoll,85,55.36,129,233,-0.18
102,T101,T101,Cliff Kresge,84,55.36,155,280,-0.12
103,104,104,Justin Bolli,87,55.27,131,237,-0.06
104,105,105,Michael Allen,91,55.07,152,276,-0.16
105,106,106,Cameron Beckman,87,55.04,142,258,-0.08
106,107,107,Ryan Palmer,69,55.03,104,189,-0.26
107,108,108,Marc Turnesa,87,54.98,149,271,-0.18
108,109,109,Steve Lowery,74,54.94,128,233,-0.12
109,110,110,Tom Scherrer,56,54.93,78,142,-0.18
110,111,111,Brian Davis,108,54.81,211,385,-0.09
111,112,112,Tim Wilkinson,95,54.79,166,303,-0.06
112,113,113,Brad Elder,67,54.7,99,181,-0.12
113,114,114,Dean Wilson,109,54.69,175,320,-0.08
114,115,115,Ron Whittaker,54,54.61,83,152,-0.04
115,116,116,Billy Andrade,71,54.59,119,218,-0.08
116,117,117,Will MacKenzie,62,54.5,115,211,-0.08
117,118,118,John Huston,56,54.48,73,134,-0.12
118,119,119,John Rollins,94,54.41,148,272,-0.13
119,120,120,Brad Adamonis,87,54.3,139,256,-0.09
120,121,121,Mark Calcavecchia,67,54.27,89,164,-0.17
121,122,122,Ernie Els,51,54.2,71,131,-0.2
122,123,123,Todd Hamilton,92,54.18,136,251,-0.12
123,124,124,Lee Janzen,89,54.15,150,277,-0.13
124,125,125,Rory Sabbatini,77,54.05,100,185,-0.18
125,126,126,Mike Weir,88,53.98,122,226,-0.16
126,T127,T127,Matt Jones,95,53.95,157,291,-0.1
127,T127,T127,Tom Pernice Jr.,104,53.95,198,367,-0.17
128,T127,T127,Nicholas Thompson,113,53.95,157,291,-0.01
129,T130,T130,Alex Cejka,75,53.81,113,210,-0.16
130,T130,T130,Dustin Johnson,92,53.81,120,223,-0.11
131,132,132,Chad Collins,72,53.78,128,238,-0.16
132,133,133,Parker McLachlin,88,53.72,159,296,-0.14
