,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Ernie Els,51,-.161
1,2,2,Martin Laird,98,-.116
2,3,3,Nick Watney,96,-.109
3,4,4,Pat Perez,93,-.102
4,T5,T5,Richard Johnson,77,-.101
5,T5,T5,Hunter Mahan,87,-.101
6,7,7,Camilo Villegas,79,-.093
7,8,8,Steve Stricker,75,-.087
8,9,9,Robert Garrigus,90,-.080
9,T10,T10,Jonathan Byrd,88,-.078
10,T10,T10,Mathias Grönberg,87,-.078
11,12,12,Stewart Cink,87,-.077
12,13,13,Rory Sabbatini,77,-.075
13,14,14,Bob Tway,70,-.067
14,T15,T15,Charley Hoffman,94,-.065
15,T15,T15,Adam Scott,51,-.065
16,T17,T17,Vijay Singh,82,-.062
17,T17,T17,Bubba Watson,97,-.062
18,T19,T19,Jason Gore,94,-.052
19,T19,T19,Will MacKenzie,62,-.052
20,21,21,Tom Scherrer,56,-.048
21,22,22,Stephen Ames,83,-.046
22,23,23,Anthony Kim,81,-.045
23,24,24,James Driscoll,85,-.044
24,25,25,K.J. Choi,74,-.040
25,26,26,Mark Wilson,107,-.039
26,T27,T27,Jeff Maggert,86,-.035
27,T27,T27,Billy Mayfair,103,-.035
28,29,29,J.B. Holmes,86,-.034
29,30,30,Paul Casey,55,-.032
30,31,31,Cameron Beckman,87,-.031
31,T32,T32,Lee Janzen,89,-.028
32,T32,T32,Davis Love III,78,-.028
33,T34,T34,Kevin Stadler,90,-.026
34,T34,T34,Johnson Wagner,83,-.026
35,T36,T36,Dustin Johnson,92,-.025
36,T36,T36,Jon Mills,95,-.025
37,T36,T36,Andres Romero,69,-.025
38,39,39,Brandt Snedeker,85,-.023
39,40,40,David Duval,51,-.017
40,41,41,Sean O'Hair,81,-.016
41,42,42,Jeff Quinney,87,-.015
42,43,43,Gavin Coles,54,-.014
43,44,44,Phil Mickelson,80,-.012
44,T45,T45,Glen Day,64,-.011
45,T45,T45,Geoff Ogilvy,65,-.011
46,47,47,Michael Letzig,88,-.008
47,48,48,Ken Duke,116,-.006
48,T49,T49,Brad Adamonis,87,E
49,T49,T49,Michael Allen,91,E
50,T49,T49,Daniel Chopra,84,E
51,T49,T49,Tommy Gainey,60,E
52,T49,T49,Sergio Garcia,72,E
53,T49,T49,Padraig Harrington,52,E
54,T49,T49,David Lutterus,59,E
55,T49,T49,Tom Pernice Jr.,104,E
56,T49,T49,John Senden,93,E
57,T49,T49,Kevin Streelman,114,E
58,T59,T59,Woody Austin,109,+.006
59,T59,T59,Briny Baird,113,+.006
60,T59,T59,Kenny Perry,97,+.006
61,62,62,Bill Haas,99,+.007
62,63,63,Tim Wilkinson,95,+.008
63,T64,T64,Dudley Hart,74,+.009
64,T64,T64,D.J. Trahan,94,+.009
65,T64,T64,Boo Weekley,86,+.009
66,T67,T67,Patrick Sheehan,124,+.012
67,T67,T67,Nicholas Thompson,113,+.012
68,T69,T69,David Toms,70,+.013
69,T69,T69,Dean Wilson,109,+.013
70,T71,T71,Retief Goosen,59,+.014
71,T71,T71,Zach Johnson,85,+.014
72,T71,T71,Greg Kraft,63,+.014
73,T71,T71,Vaughn Taylor,103,+.014
74,T75,T75,Lucas Glover,91,+.015
75,T75,T75,Joe Ogilvie,100,+.015
76,T75,T75,John Rollins,94,+.015
77,T78,T78,Parker McLachlin,88,+.016
78,T78,T78,Ian Poulter,51,+.016
79,80,80,Jesper Parnevik,88,+.017
80,81,81,Ben Curtis,80,+.020
81,T82,T82,Mark Hensby,71,+.021
82,T82,T82,Kevin Sutherland,98,+.021
83,84,84,Tim Herron,97,+.024
84,85,85,Chad Campbell,94,+.025
85,86,86,Corey Pavin,69,+.026
86,T87,T87,Joe Durant,92,+.027
87,T87,T87,Steve Flesch,95,+.027
88,T89,T89,John Huston,56,+.029
89,T89,T89,Brenden Pappas,66,+.029
90,91,91,Justin Bolli,87,+.030
91,92,92,Steve Marino,119,+.031
92,93,93,Craig Kanada,65,+.032
93,94,94,Tag Ridings,88,+.034
94,T95,T95,Fred Couples,60,+.037
95,T95,T95,Scott McCarron,63,+.037
96,T97,T97,Jim Furyk,95,+.038
97,T97,T97,Marc Turnesa,87,+.038
98,99,99,Heath Slocum,104,+.041
99,T100,T100,Robert Allenby,108,+.042
100,T100,T100,Billy Andrade,71,+.042
101,T100,T100,John Merrick,98,+.042
102,T103,T103,Jason Day,81,+.044
103,T103,T103,Kenneth Ferrie,72,+.044
104,T105,T105,Todd Hamilton,92,+.047
105,T105,T105,Charles Warren,79,+.047
106,T107,T107,Harrison Frazar,73,+.048
107,T107,T107,Ryuji Imada,80,+.048
108,T107,T107,Jin Park,85,+.048
109,110,110,Steve Elkington,84,+.049
110,T111,T111,Mathew Goggin,91,+.050
111,T111,T111,Cliff Kresge,84,+.050
112,113,113,Chez Reavie,102,+.052
113,T114,T114,Brad Elder,67,+.054
114,T114,T114,J.J. Henry,108,+.054
115,T116,T116,Rich Beem,90,+.057
116,T116,T116,Charles Howell III,101,+.057
117,118,118,Frank Lickliter II,107,+.058
118,T119,T119,Aaron Baddeley,76,+.060
119,T119,T119,Nick O'Hern,82,+.060
120,T121,T121,Nathan Green,95,+.063
121,T121,T121,Justin Leonard,101,+.063
122,T121,T121,John Mallinger,95,+.063
123,124,124,Travis Perkins,53,+.065
124,T125,T125,Stuart Appleby,87,+.066
125,T125,T125,Tommy Armour III,77,+.066
126,127,127,Brian Davis,108,+.068
127,128,128,Brian Gay,102,+.070
128,129,129,Jeff Gove,50,+.071
129,T130,T130,Richard Johnson,60,+.072
130,T130,T130,Matt Kuchar,88,+.072
131,T132,T132,Doug LaBelle II,65,+.073
132,T132,T132,Ryan Palmer,69,+.073
133,T134,T134,Carlos Franco,73,+.074
134,T134,T134,Matt Jones,95,+.074
135,T134,T134,Bo Van Pelt,101,+.074
136,T137,T137,Todd Demsey,80,+.075
137,T137,T137,Jim McGovern,75,+.075
138,139,139,Kyle Thompson,70,+.076
139,T140,T140,Tim Petrovic,97,+.077
140,T140,T140,Omar Uresti,74,+.077
141,T142,T142,Ángel Cabrera,55,+.078
142,T142,T142,John Riegger,73,+.078
143,144,144,Ted Purdy,68,+.080
144,145,145,Jimmy Walker,73,+.081
145,146,146,Tim Clark,90,+.084
146,T147,T147,Marco Dawson,64,+.085
147,T147,T147,Rod Pampling,83,+.085
148,149,149,Jeff Overton,103,+.087
149,150,150,Rocco Mediate,87,+.088
150,151,151,Nick Flanagan,89,+.089
151,152,152,Bob Sowards,61,+.092
152,153,153,Mike Weir,88,+.094
153,T154,T154,Steve Allan,58,+.095
154,T154,T154,Peter Lonard,92,+.095
155,156,156,Shigeki Maruyama,50,+.098
156,157,157,Steve Lowery,74,+.100
157,T158,T158,Troy Matteson,94,+.101
158,T158,T158,Charlie Wi,97,+.101
159,160,160,Kent Jones,68,+.104
160,T161,T161,Chris DiMarco,87,+.105
161,T161,T161,Trevor Immelman,70,+.105
162,T161,T161,Freddie Jacobson,78,+.105
163,T161,T161,Brandt Jobe,52,+.105
164,T165,T165,Eric Axley,113,+.106
165,T165,T165,George McNeill,97,+.106
166,167,167,Shane Bertsch,96,+.107
167,168,168,Paul Goydos,78,+.108
168,169,169,Chris Riley,51,+.111
169,T170,T170,Cody Freeman,66,+.114
170,T170,T170,Kevin Na,97,+.114
171,172,172,Robert Gamez,79,+.115
172,173,173,Ben Crane,86,+.117
173,174,174,Tom Lehman,51,+.119
174,175,175,Carl Pettersson,110,+.120
175,176,176,Jerry Kelly,89,+.123
176,177,177,Mark Calcavecchia,67,+.124
177,178,178,Y.E. Yang,89,+.128
178,T179,T179,Jason Allred,63,+.132
179,T179,T179,Bart Bryant,81,+.132
180,T179,T179,Alejandro Cañizares,52,+.132
181,T179,T179,Chris Stroud,81,+.132
182,183,183,Brett Quigley,80,+.138
183,184,184,Scott Verplank,82,+.142
184,185,185,Alex Cejka,75,+.145
185,186,186,Paul Claxton,63,+.148
186,T187,T187,Olin Browne,77,+.149
187,T187,T187,Bob Estes,90,+.149
188,T187,T187,Scott Sterling,89,+.149
189,T190,T190,Brett Rumford,72,+.153
190,T190,T190,Ron Whittaker,54,+.153
191,192,192,Stephen Leaney,53,+.154
192,193,193,Jay Williamson,96,+.157
193,194,194,J.P. Hayes,67,+.159
194,195,195,Chad Collins,72,+.181
195,196,196,Ryan Moore,72,+.200
196,197,197,Ryan Armour,87,+.240
