,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Martin Laird,98,-.453
1,2,2,Brenden Pappas,66,-.452
2,3,3,Kevin Na,97,-.420
3,4,4,Ron Whittaker,54,-.385
4,5,5,Jimmy Walker,73,-.378
5,6,6,Ted Purdy,68,-.375
6,7,7,Fred Couples,60,-.358
7,T8,T8,Ángel Cabrera,55,-.342
8,T8,T8,Bo Van Pelt,101,-.342
9,10,10,Nick Watney,96,-.325
10,11,11,Phil Mickelson,80,-.323
11,12,12,Jason Day,81,-.322
12,13,13,Retief Goosen,59,-.314
13,T14,T14,Woody Austin,109,-.313
14,T14,T14,Mathias Grönberg,87,-.313
15,T14,T14,Jesper Parnevik,88,-.313
16,17,17,Chris Stroud,81,-.311
17,18,18,Lucas Glover,91,-.310
18,19,19,Chad Campbell,94,-.306
19,T20,T20,Michael Letzig,88,-.304
20,T20,T20,Chris Riley,51,-.304
21,22,22,Aaron Baddeley,76,-.302
22,23,23,Gavin Coles,54,-.297
23,24,24,John Senden,93,-.292
24,25,25,Steve Allan,58,-.286
25,T26,T26,Robert Allenby,108,-.281
26,T26,T26,Jason Allred,63,-.281
27,T26,T26,Rocco Mediate,87,-.281
28,29,29,Kevin Stadler,90,-.280
29,30,30,Nicholas Thompson,113,-.278
30,31,31,Tom Pernice Jr.,104,-.277
31,32,32,Tom Scherrer,56,-.276
32,33,33,Stephen Ames,83,-.273
33,34,34,Stewart Cink,87,-.270
34,35,35,Tag Ridings,88,-.265
35,36,36,Carlos Franco,73,-.263
36,T37,T37,Todd Demsey,80,-.261
37,T37,T37,Anthony Kim,81,-.261
38,39,39,Bob Tway,70,-.258
39,40,40,Harrison Frazar,73,-.256
40,T41,T41,Mathew Goggin,91,-.250
41,T41,T41,Trevor Immelman,70,-.250
42,T41,T41,Adam Scott,51,-.250
43,44,44,Y.E. Yang,89,-.242
44,45,45,Robert Garrigus,90,-.239
45,T46,T46,Dustin Johnson,92,-.235
46,T46,T46,David Lutterus,59,-.235
47,T46,T46,Steve Marino,119,-.235
48,T49,T49,Steve Flesch,95,-.234
49,T49,T49,Jim Furyk,95,-.234
50,51,51,Jason Gore,94,-.231
51,52,52,D.J. Trahan,94,-.230
52,T53,T53,Ken Duke,116,-.226
53,T53,T53,Boo Weekley,86,-.226
54,T53,T53,Mike Weir,88,-.226
55,T56,T56,Ryan Armour,87,-.224
56,T56,T56,Jon Mills,95,-.224
57,T56,T56,Pat Perez,93,-.224
58,T59,T59,Chris DiMarco,87,-.222
59,T59,T59,Tommy Gainey,60,-.222
60,T59,T59,Jeff Overton,103,-.222
61,T62,T62,Eric Axley,113,-.220
62,T62,T62,Vijay Singh,82,-.220
63,64,64,Ryan Palmer,69,-.219
64,65,65,John Rollins,94,-.217
65,T66,T66,Charles Howell III,101,-.216
66,T66,T66,Andres Romero,69,-.216
67,T68,T68,Ben Curtis,80,-.214
68,T68,T68,Sean O'Hair,81,-.214
69,T70,T70,Carl Pettersson,110,-.213
70,T70,T70,Camilo Villegas,79,-.213
71,T72,T72,Brad Adamonis,87,-.210
72,T72,T72,Briny Baird,113,-.210
73,T72,T72,Vaughn Taylor,103,-.210
74,T72,T72,Charles Warren,79,-.210
75,76,76,Ben Crane,86,-.207
76,T77,T77,Bob Estes,90,-.206
77,T77,T77,Jeff Gove,50,-.206
78,79,79,Jonathan Byrd,88,-.205
79,80,80,Michael Allen,91,-.204
80,81,81,Nick Flanagan,89,-.200
81,T82,T82,Frank Lickliter II,107,-.194
82,T82,T82,Bob Sowards,61,-.194
83,T84,T84,Padraig Harrington,52,-.192
84,T84,T84,Kevin Sutherland,98,-.192
85,86,86,Dudley Hart,74,-.190
86,T87,T87,Tim Clark,90,-.189
87,T87,T87,Jay Williamson,96,-.189
88,89,89,Rod Pampling,83,-.186
89,90,90,Chad Collins,72,-.184
90,91,91,John Huston,56,-.182
91,92,92,Tim Herron,97,-.180
92,T93,T93,Stephen Leaney,53,-.179
93,T93,T93,Bubba Watson,97,-.179
94,T95,T95,Marco Dawson,64,-.176
95,T95,T95,Doug LaBelle II,65,-.176
96,T95,T95,Tim Petrovic,97,-.176
97,T95,T95,Brett Quigley,80,-.176
98,99,99,Tom Lehman,51,-.174
99,T100,T100,Charley Hoffman,94,-.164
100,T100,T100,Scott Verplank,82,-.164
101,102,102,Freddie Jacobson,78,-.163
102,103,103,Peter Lonard,92,-.160
103,104,104,J.J. Henry,108,-.157
104,105,105,Brad Elder,67,-.154
105,106,106,Johnson Wagner,83,-.149
106,107,107,Stuart Appleby,87,-.148
107,T108,T108,Joe Ogilvie,100,-.147
108,T108,T108,Kyle Thompson,70,-.147
109,T110,T110,Cameron Beckman,87,-.146
110,T110,T110,Mark Calcavecchia,67,-.146
111,T110,T110,Todd Hamilton,92,-.146
112,T113,T113,James Driscoll,85,-.145
113,T113,T113,Zach Johnson,85,-.145
114,T115,T115,John Merrick,98,-.143
115,T115,T115,Kevin Streelman,114,-.143
116,T117,T117,Tommy Armour III,77,-.140
117,T117,T117,J.B. Holmes,86,-.140
118,T117,T117,Geoff Ogilvy,65,-.140
119,T120,T120,J.P. Hayes,67,-.139
120,T120,T120,Hunter Mahan,87,-.139
121,122,122,Bart Bryant,81,-.136
122,T123,T123,Jeff Quinney,87,-.135
123,T123,T123,Omar Uresti,74,-.135
124,125,125,Parker McLachlin,88,-.133
125,T126,T126,Nathan Green,95,-.130
126,T126,T126,Matt Kuchar,88,-.130
127,128,128,Bill Haas,99,-.129
128,T129,T129,Kenny Perry,97,-.127
129,T129,T129,Tim Wilkinson,95,-.127
130,T131,T131,Mark Hensby,71,-.125
131,T131,T131,Greg Kraft,63,-.125
132,133,133,George McNeill,97,-.119
133,134,134,Rich Beem,90,-.117
134,135,135,John Riegger,73,-.116
135,T136,T136,Justin Bolli,87,-.115
136,T136,T136,John Mallinger,95,-.115
137,138,138,Billy Mayfair,103,-.114
138,T139,T139,Matt Jones,95,-.113
139,T139,T139,Ryan Moore,72,-.113
140,T141,T141,Ryuji Imada,80,-.111
141,T141,T141,Scott Sterling,89,-.111
142,143,143,Lee Janzen,89,-.104
143,144,144,Daniel Chopra,84,-.102
144,145,145,Marc Turnesa,87,-.100
145,146,146,Ernie Els,51,-.097
146,T147,T147,Brett Rumford,72,-.095
147,T147,T147,Heath Slocum,104,-.095
