,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Mark Calcavecchia,67,0.013999999999999999
1,2,2,Mike Weir,88,0.035
2,3,3,Parker McLachlin,88,0.036000000000000004
3,4,4,Anthony Kim,81,0.042
4,5,5,Steve Allan,58,0.043
5,T6,T6,Bill Haas,99,0.045
6,T6,T6,Bubba Watson,97,0.045
7,8,8,Fred Couples,60,0.05
8,T9,T9,Davis Love III,78,0.055
9,T9,T9,Vijay Singh,82,0.055
10,11,11,Carl Pettersson,110,0.057999999999999996
11,12,12,Ben Crane,86,0.061
12,13,13,Phil Mickelson,80,0.065
13,14,14,Adam Scott,51,0.066
14,15,15,Charles Howell III,101,0.067
15,T16,T16,Scott Sterling,89,0.07400000000000001
16,T16,T16,Scott Verplank,82,0.07400000000000001
17,18,18,Peter Lonard,92,0.075
18,T19,T19,Daniel Chopra,84,0.077
19,T19,T19,Steve Elkington,84,0.077
20,T19,T19,Nick Watney,96,0.077
21,22,22,Bob Estes,90,0.078
22,T23,T23,Sergio Garcia,72,0.081
23,T23,T23,Jerry Kelly,89,0.081
24,25,25,Billy Mayfair,103,0.087
25,26,26,Stewart Cink,87,0.08800000000000001
26,T27,T27,Aaron Baddeley,76,0.091
27,T27,T27,Robert Garrigus,90,0.091
28,T27,T27,Zach Johnson,85,0.091
29,T27,T27,David Toms,70,0.091
30,31,31,Jimmy Walker,73,0.092
31,T32,T32,Mathew Goggin,91,0.09300000000000001
32,T32,T32,Patrick Sheehan,124,0.09300000000000001
33,T34,T34,Jeff Overton,103,0.094
34,T34,T34,Steve Stricker,75,0.094
35,36,36,Brenden Pappas,66,0.096
36,37,37,Brett Quigley,80,0.09699999999999999
37,38,38,Scott McCarron,63,0.098
38,39,39,Charlie Wi,97,0.1
39,T40,T40,Alejandro Cañizares,52,0.102
40,T40,T40,J.B. Holmes,86,0.102
41,T40,T40,Bob Tway,70,0.102
42,T43,T43,Jon Mills,95,0.10300000000000001
43,T43,T43,Joe Ogilvie,100,0.10300000000000001
44,T43,T43,Marc Turnesa,87,0.10300000000000001
45,T46,T46,John Huston,56,0.10400000000000001
46,T46,T46,Michael Letzig,88,0.10400000000000001
47,T48,T48,Ryan Palmer,69,0.106
48,T48,T48,Heath Slocum,104,0.106
49,50,50,Padraig Harrington,52,0.107
50,51,51,Brandt Snedeker,85,0.10800000000000001
51,T52,T52,Stuart Appleby,87,0.111
52,T52,T52,Harrison Frazar,73,0.111
53,T52,T52,Brett Rumford,72,0.111
54,55,55,Dustin Johnson,92,0.113
55,56,56,Kevin Streelman,114,0.114
56,T57,T57,Tim Clark,90,0.11699999999999999
57,T57,T57,Carlos Franco,73,0.11699999999999999
58,T57,T57,Camilo Villegas,79,0.11699999999999999
59,T60,T60,Tim Herron,97,0.11800000000000001
60,T60,T60,Ian Poulter,51,0.11800000000000001
61,62,62,Briny Baird,113,0.121
62,63,63,Stephen Ames,83,0.12300000000000001
63,T64,T64,Tom Lehman,51,0.126
64,T64,T64,Kenny Perry,97,0.126
65,T64,T64,John Rollins,94,0.126
66,T67,T67,Nathan Green,95,0.127
67,T67,T67,Mark Hensby,71,0.127
68,69,69,Woody Austin,109,0.128
69,70,70,Steve Lowery,74,0.129
70,71,71,Jim Furyk,95,0.13
71,72,72,John Mallinger,95,0.131
72,T73,T73,Robert Allenby,108,0.132
73,T73,T73,Brandt Jobe,52,0.132
74,T73,T73,Kevin Sutherland,98,0.132
75,76,76,James Driscoll,85,0.133
76,T77,T77,Justin Leonard,101,0.135
77,T77,T77,Tim Petrovic,97,0.135
78,79,79,Richard Johnson,77,0.136
79,T80,T80,Doug LaBelle II,65,0.13699999999999998
80,T80,T80,Sean O'Hair,81,0.13699999999999998
81,T82,T82,Jonathan Byrd,88,0.138
82,T82,T82,Martin Laird,98,0.138
83,T82,T82,Steve Marino,119,0.138
84,T82,T82,Omar Uresti,74,0.138
85,86,86,John Riegger,73,0.139
86,87,87,Kevin Stadler,90,0.141
87,88,88,Andres Romero,69,0.14300000000000002
88,T89,T89,K.J. Choi,74,0.14400000000000002
89,T89,T89,Brad Elder,67,0.14400000000000002
90,T91,T91,Lee Janzen,89,0.145
91,T91,T91,John Merrick,98,0.145
92,T91,T91,Chris Riley,51,0.145
93,T94,T94,Ben Curtis,80,0.146
94,T94,T94,Ken Duke,116,0.146
95,T94,T94,Charley Hoffman,94,0.146
96,T94,T94,Tom Pernice Jr.,104,0.146
97,T98,T98,Freddie Jacobson,78,0.147
98,T98,T98,Jesper Parnevik,88,0.147
99,T100,T100,Ángel Cabrera,55,0.149
100,T100,T100,Pat Perez,93,0.149
101,T102,T102,Gavin Coles,54,0.15
102,T102,T102,Todd Demsey,80,0.15
103,T102,T102,Matt Jones,95,0.15
104,T105,T105,Jim McGovern,75,0.151
105,T105,T105,Boo Weekley,86,0.151
106,T107,T107,Lucas Glover,91,0.152
107,T107,T107,Richard Johnson,60,0.152
108,T109,T109,Chad Campbell,94,0.154
109,T109,T109,Ryuji Imada,80,0.154
110,T109,T109,Troy Matteson,94,0.154
111,112,112,Steve Flesch,95,0.156
112,T113,T113,Michael Allen,91,0.157
113,T113,T113,J.J. Henry,108,0.157
114,T113,T113,Matt Kuchar,88,0.157
115,T113,T113,Bo Van Pelt,101,0.157
116,117,117,Tim Wilkinson,95,0.158
117,118,118,Jason Day,81,0.159
118,119,119,Dean Wilson,109,0.16
119,T120,T120,Tommy Armour III,77,0.161
120,T120,T120,Chad Collins,72,0.161
121,T120,T120,Geoff Ogilvy,65,0.161
122,123,123,David Duval,51,0.162
123,T124,T124,Shane Bertsch,96,0.163
124,T124,T124,Brian Gay,102,0.163
125,T124,T124,George McNeill,97,0.163
126,T124,T124,Chez Reavie,102,0.163
127,T128,T128,Tag Ridings,88,0.165
128,T128,T128,Mark Wilson,107,0.165
129,130,130,J.P. Hayes,67,0.166
130,131,131,Cody Freeman,66,0.16699999999999998
131,132,132,Vaughn Taylor,103,0.17
132,T133,T133,Brad Adamonis,87,0.171
133,T133,T133,Eric Axley,113,0.171
134,T133,T133,Nick Flanagan,89,0.171
135,T133,T133,Rocco Mediate,87,0.171
136,137,137,Chris Stroud,81,0.17300000000000001
137,T138,T138,Dudley Hart,74,0.174
138,T138,T138,Ted Purdy,68,0.174
139,T138,T138,John Senden,93,0.174
140,T138,T138,Johnson Wagner,83,0.174
141,T142,T142,Rich Beem,90,0.175
142,T142,T142,Chris DiMarco,87,0.175
143,T142,T142,Joe Durant,92,0.175
144,T142,T142,Kevin Na,97,0.175
145,T142,T142,Corey Pavin,69,0.175
146,147,147,Frank Lickliter II,107,0.177
147,T148,T148,Bart Bryant,81,0.179
148,T148,T148,Glen Day,64,0.179
149,150,150,Ryan Armour,87,0.18
150,151,151,Todd Hamilton,92,0.18100000000000002
151,152,152,Jason Allred,63,0.184
152,153,153,Nicholas Thompson,113,0.18600000000000003
153,154,154,Mathias Grönberg,87,0.187
154,155,155,Jin Park,85,0.188
155,156,156,Ryan Moore,72,0.18899999999999997
156,157,157,Kenneth Ferrie,72,0.19
157,158,158,Jeff Maggert,86,0.191
158,159,159,Trevor Immelman,70,0.193
159,160,160,Shigeki Maruyama,50,0.19399999999999998
160,161,161,Nick O'Hern,82,0.195
161,162,162,Alex Cejka,75,0.196
162,163,163,Jeff Quinney,87,0.19699999999999998
163,T164,T164,Brian Davis,108,0.19899999999999998
164,T164,T164,Hunter Mahan,87,0.19899999999999998
165,166,166,Cameron Beckman,87,0.2
166,167,167,Rory Sabbatini,77,0.203
167,168,168,Jason Gore,94,0.204
168,169,169,Ernie Els,51,0.205
169,170,170,Will MacKenzie,62,0.20600000000000002
170,171,171,Charles Warren,79,0.207
171,172,172,Travis Perkins,53,0.209
172,173,173,Tom Scherrer,56,0.21100000000000002
173,174,174,Billy Andrade,71,0.212
174,175,175,Justin Bolli,87,0.214
175,176,176,Paul Casey,55,0.21600000000000003
176,T177,T177,Tommy Gainey,60,0.217
177,T177,T177,Y.E. Yang,89,0.217
178,179,179,Cliff Kresge,84,0.218
179,T180,T180,Rod Pampling,83,0.21899999999999997
180,T180,T180,Jay Williamson,96,0.21899999999999997
181,182,182,D.J. Trahan,94,0.22
182,T183,T183,Paul Claxton,63,0.23
183,T183,T183,Bob Sowards,61,0.23
184,185,185,Paul Goydos,78,0.233
185,186,186,Retief Goosen,59,0.23600000000000002
186,187,187,David Lutterus,59,0.24
187,188,188,Kyle Thompson,70,0.243
188,189,189,Kent Jones,68,0.244
189,190,190,Robert Gamez,79,0.247
190,191,191,Jeff Gove,50,0.253
191,192,192,Greg Kraft,63,0.261
192,193,193,Craig Kanada,65,0.276
193,194,194,Marco Dawson,64,0.278
194,195,195,Stephen Leaney,53,0.287
195,196,196,Ron Whittaker,54,0.294
196,197,197,Olin Browne,77,0.305
