,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
44,T41,T41,Padraig Harrington,64,"7' 9""",1218.25,157,15
45,T41,T41,Tim Herron,98,"7' 9""",1859.25,240,115
46,T41,T41,Matt Kuchar,85,"7' 9""",1347.25,174,5
47,T41,T41,Tom Lehman,62,"7' 9""",964.4169999999999,125,160
48,T41,T41,Corey Pavin,81,"7' 9""",1550.75,201,14
49,T41,T41,Chris Riley,59,"7' 9""",1085.083,140,1
50,T51,T51,Rich Barcelo,80,"7' 10""",1696.0,216,130
51,T51,T51,Craig Barlow,52,"7' 10""",959.25,123,110
52,T51,T51,Daniel Chopra,106,"7' 10""",1989.25,253,31
53,T51,T51,Bob Heintz,85,"7' 10""",1474.0,189,79
54,T51,T51,Kevin Na,84,"7' 10""",1838.5829999999999,234,3
55,T51,T51,Henrik Stenson,52,"7' 10""",826.75,105,167
56,T51,T51,Scott Verplank,82,"7' 10""",1098.833,140,18
57,T58,T58,Ken Duke,112,"7' 11""",2307.0,291,23
58,T58,T58,Ernie Els,59,"7' 11""",1057.083,133,37
59,T58,T58,Paul Gow,70,"7' 11""",1216.333,153,146
60,T58,T58,Tim Petrovic,106,"7' 11""",2030.75,257,26
61,T58,T58,Carl Pettersson,111,"7' 11""",2034.6670000000001,258,93
62,T58,T58,John Rollins,102,"7' 11""",2161.083,272,56
63,T58,T58,David Toms,80,"7' 11""",1192.833,150,66
64,T65,T65,Aaron Baddeley,83,"8' 0""",1733.5,217,25
65,T65,T65,Mark Calcavecchia,93,"8' 0""",1861.25,233,117
66,T65,T65,Glen Day,85,"8' 0""",1535.3329999999999,191,62
67,T65,T65,Charley Hoffman,97,"8' 0""",1981.1670000000001,248,175
68,T65,T65,Jesper Parnevik,88,"8' 0""",1720.4170000000001,216,103
69,T65,T65,Adam Scott,69,"8' 0""",1166.583,146,179
70,T65,T65,Kevin Sutherland,85,"8' 0""",1427.5,179,101
71,T72,T72,Robert Allenby,90,"8' 1""",1675.9170000000001,208,163
72,T72,T72,Cameron Beckman,96,"8' 1""",1825.5,225,132
73,T72,T72,Andrew Buckle,77,"8' 1""",1552.25,192,91
74,T72,T72,Nathan Green,103,"8' 1""",2081.25,257,22
75,T72,T72,Kent Jones,97,"8' 1""",1678.5,208,129
76,T72,T72,Troy Matteson,87,"8' 1""",2059.917,256,121
77,T72,T72,Darron Stiles,65,"8' 1""",962.5,119,180
78,T72,T72,Boo Weekley,101,"8' 1""",1742.75,215,108
79,T80,T80,Jason Bohn,57,"8' 2""",1063.75,130,143
80,T80,T80,Jeff Gove,103,"8' 2""",1823.5,224,151
81,T80,T80,Rory Sabbatini,81,"8' 2""",1695.1670000000001,207,2
82,T80,T80,Duffy Waldorf,69,"8' 2""",1336.3329999999999,163,159
83,T84,T84,Woody Austin,95,"8' 3""",1720.8329999999999,209,24
84,T84,T84,Mark Brooks,53,"8' 3""",776.5830000000001,94,33
85,T84,T84,Brian Davis,101,"8' 3""",1651.6670000000001,201,47
86,T84,T84,Freddie Jacobson,70,"8' 3""",1466.0,177,96
87,T84,T84,Zach Johnson,76,"8' 3""",1292.833,157,30
88,T84,T84,Shigeki Maruyama,84,"8' 3""",1911.5829999999999,232,64
89,T84,T84,José María Olazábal,52,"8' 3""",1028.333,125,140
90,T84,T84,Justin Rose,63,"8' 3""",868.4169999999999,105,41
91,T84,T84,Camilo Villegas,82,"8' 3""",1697.3329999999999,206,98
92,T84,T84,Dean Wilson,92,"8' 3""",1858.9170000000001,225,52
93,T94,T94,Ben Curtis,80,"8' 4""",1617.75,194,176
94,T94,T94,Lucas Glover,98,"8' 4""",1783.75,214,66
95,T94,T94,Ryuji Imada,104,"8' 4""",2092.417,251,48
96,T94,T94,Steve Marino,106,"8' 4""",2126.25,256,55
97,T94,T94,Billy Mayfair,98,"8' 4""",1572.75,188,74
98,T94,T94,Ryan Moore,92,"8' 4""",1688.8329999999999,202,87
99,T94,T94,Joe Ogilvie,102,"8' 4""",2302.167,275,104
100,T94,T94,Pat Perez,84,"8' 4""",1623.75,195,168
101,T94,T94,Brandt Snedeker,105,"8' 4""",1848.75,221,17
102,T103,T103,Eric Axley,107,"8' 5""",2219.417,265,139
103,T103,T103,Jason Gore,86,"8' 5""",1677.8329999999999,200,72
104,T103,T103,J.P. Hayes,89,"8' 5""",1753.25,208,60
105,T103,T103,Arron Oberholser,69,"8' 5""",1460.4170000000001,173,46
106,T103,T103,Jeff Quinney,95,"8' 5""",1788.8329999999999,213,146
107,T103,T103,John Senden,97,"8' 5""",1800.4170000000001,213,112
108,T109,T109,Michael Allen,74,"8' 6""",1362.25,161,153
109,T109,T109,Brian Bateman,55,"8' 6""",934.5,110,83
110,T109,T109,Tim Clark,66,"8' 6""",1139.833,134,4
111,T109,T109,Craig Lile,77,"8' 6""",1692.6670000000001,200,38
112,T109,T109,Daisuke Maruyama,86,"8' 6""",1698.6670000000001,199,149
113,T109,T109,Rocco Mediate,72,"8' 6""",1463.5,173,142
114,T109,T109,Jim Rutledge,59,"8' 6""",1116.917,131,114
115,T109,T109,D.J. Trahan,99,"8' 6""",2171.583,256,63
116,T109,T109,Mark Wilson,87,"8' 6""",1671.25,196,28
117,T118,T118,David Branshaw,83,"8' 7""",1807.6670000000001,210,173
118,T118,T118,Davis Love III,66,"8' 7""",1284.667,149,174
119,T118,T118,Steve Lowery,74,"8' 7""",1623.4170000000001,189,125
120,T118,T118,Parker McLachlin,83,"8' 7""",1941.8329999999999,227,56
121,T118,T118,Sean O'Hair,98,"8' 7""",1981.9170000000001,231,36
122,T118,T118,Ted Purdy,102,"8' 7""",2033.75,236,136
123,T118,T118,Brett Quigley,79,"8' 7""",1523.9170000000001,178,190
124,T118,T118,Jason Schultz,63,"8' 7""",1407.5829999999999,164,43
125,T118,T118,Charles Warren,101,"8' 7""",1907.5,222,157
126,T118,T118,Steve Wheatcroft,73,"8' 7""",1410.3329999999999,165,148
127,T118,T118,Jay Williamson,50,"8' 7""",1192.417,139,89
128,T129,T129,Joe Durant,88,"8' 8""",1439.1670000000001,166,172
129,T129,T129,Tripp Isenhour,86,"8' 8""",1898.5,220,109
130,T129,T129,Craig Kanada,109,"8' 8""",2007.5,231,48
131,T129,T129,Doug LaBelle II,104,"8' 8""",1835.0,211,34
132,T129,T129,Will MacKenzie,100,"8' 8""",2094.083,241,128
133,T129,T129,Joey Sindelar,75,"8' 8""",1335.5,154,164
134,T129,T129,Paul Stankowski,52,"8' 8""",876.6669999999999,101,161
135,T129,T129,Bob Tway,103,"8' 8""",2203.75,255,106
136,T129,T129,Johnson Wagner,97,"8' 8""",1830.5,212,169
137,T138,T138,Jonathan Byrd,73,"8' 9""",1449.8329999999999,166,69
138,T138,T138,Stewart Cink,91,"8' 9""",1567.9170000000001,179,107
139,T138,T138,Gavin Coles,87,"8' 9""",1926.5829999999999,220,10
140,T138,T138,Jason Dufner,100,"8' 9""",2007.75,230,127
141,T138,T138,Ryan Palmer,91,"8' 9""",2091.417,240,135
142,T143,T143,Ryan Armour,107,"8' 10""",2241.0,253,152
143,T143,T143,Fred Funk,65,"8' 10""",1033.75,117,115
144,T143,T143,Charles Howell III,89,"8' 10""",1683.4170000000001,190,133
145,T143,T143,Richard Johnson,93,"8' 10""",1872.9170000000001,213,118
146,T143,T143,Chris Stroud,66,"8' 10""",1432.0,162,124
147,T143,T143,Vaughn Taylor,91,"8' 10""",1642.9170000000001,186,154
148,T149,T149,Steve Allan,63,"8' 11""",1343.5829999999999,150,138
149,T149,T149,Jeff Brehaut,59,"8' 11""",1063.083,119,95
150,T149,T149,Bart Bryant,87,"8' 11""",1597.5,180,59
151,T149,T149,George McNeill,95,"8' 11""",1941.0829999999999,217,74
152,T149,T149,Greg Owen,81,"8' 11""",1543.0829999999999,173,181
153,T154,T154,Tommy Armour III,81,"9' 0""",1252.25,139,131
154,T154,T154,Rich Beem,89,"9' 0""",1864.0829999999999,207,170
155,T154,T154,Harrison Frazar,88,"9' 0""",1766.9170000000001,197,165
156,T154,T154,Cliff Kresge,107,"9' 0""",2188.5,243,65
157,T154,T154,Michael Sim,52,"9' 0""",1309.917,145,8
158,T154,T154,Bubba Watson,80,"9' 0""",1526.6670000000001,170,113
159,T160,T160,Stephen Ames,81,"9' 1""",1577.9170000000001,173,68
160,T160,T160,Billy Andrade,88,"9' 1""",1891.0,209,177
161,T160,T160,J.B. Holmes,71,"9' 1""",2000.5829999999999,220,182
162,T160,T160,Chris Tidland,59,"9' 1""",1303.917,143,126
163,T164,T164,Chris Couch,76,"9' 2""",1973.4170000000001,216,162
164,T164,T164,Stephen Leaney,82,"9' 2""",1608.4170000000001,175,50
165,T164,T164,Jeff Maggert,79,"9' 2""",1930.3329999999999,211,118
166,T164,T164,Kyle Reifers,71,"9' 2""",1622.5829999999999,177,165
167,T164,T164,Tag Ridings,52,"9' 2""",1161.583,127,94
168,T169,T169,Brendon de Jonge,76,"9' 3""",1663.5,180,192
169,T169,T169,Bubba Dickerson,51,"9' 3""",1395.9170000000001,151,178
170,T169,T169,Frank Lickliter II,95,"9' 3""",2349.917,253,143
171,T169,T169,John Merrick,92,"9' 3""",1892.3329999999999,204,150
172,T169,T169,Dicky Pride,71,"9' 3""",1517.6670000000001,164,26
173,T169,T169,Charlie Wi,90,"9' 3""",2081.583,226,54
174,175,175,Anders Hansen,55,"9' 4""",849.25,91,137
175,T176,T176,Briny Baird,115,"9' 5""",2282.25,243,45
176,T176,T176,Kevin Stadler,95,"9' 5""",1855.6670000000001,197,186
177,T176,T176,Jaco Van Zyl,51,"9' 5""",1062.583,113,77
178,T179,T179,Bill Haas,93,"9' 6""",2043.75,216,88
179,T179,T179,Jeff Overton,60,"9' 6""",1373.5,145,7
180,T181,T181,Chad Campbell,96,"9' 7""",1835.25,191,188
181,T181,T181,Scott Gutschewski,67,"9' 7""",1717.5,179,171
182,T181,T181,J.J. Henry,86,"9' 7""",1581.1670000000001,165,184
183,T181,T181,Hunter Mahan,91,"9' 7""",1461.0,153,145
184,185,185,Brett Wetterich,88,"9' 9""",2300.833,235,196
185,T186,T186,Tom Byrum,50,"9' 11""",1122.083,113,102
186,T186,T186,Robert Gamez,88,"9' 11""",1856.75,187,191
187,T186,T186,Mathew Goggin,97,"9' 11""",2291.75,232,90
188,189,189,D.J. Brigman,67,"10' 0""",1376.6670000000001,138,185
189,190,190,Matt Hendrix,63,"10' 1""",1588.25,158,193
190,T191,T191,Robert Garrigus,95,"10' 2""",2483.833,244,183
191,T191,T191,Peter Lonard,85,"10' 2""",1776.6670000000001,175,42
192,193,193,Mathias Grönberg,95,"10' 5""",2677.5,258,122
193,T194,T194,John Daly,59,"10' 6""",1801.1670000000001,172,195
194,T194,T194,Bryce Molder,56,"10' 6""",1543.5829999999999,147,134
195,196,196,Michael Putnam,96,"10' 8""",2407.25,225,194
