,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
0,1,1,Craig Lile,77,74.4,125,168
1,2,2,Mark Brooks,53,74.31,81,109
2,3,3,Rory Sabbatini,81,73.71,129,175
3,4,4,Steve Stricker,81,73.43,105,143
4,5,5,Kevin Na,84,73.06,160,219
5,6,6,Justin Leonard,95,72.41,147,203
6,7,7,Aaron Baddeley,83,72.33,149,206
7,8,8,Stuart Appleby,74,71.78,117,163
8,9,9,K.J. Choi,87,71.75,127,177
9,10,10,Ryuji Imada,104,71.31,169,237
10,11,11,John Rollins,102,70.94,166,234
11,12,12,Steve Elkington,87,70.87,146,206
12,13,13,Doug LaBelle II,104,70.61,173,245
13,14,14,Tim Clark,66,70.59,108,153
14,15,15,Jonathan Byrd,73,70.19,113,161
15,16,16,Phil Mickelson,73,70.09,82,117
16,17,17,Tiger Woods,63,70.0,56,80
17,18,18,Ian Poulter,63,69.67,85,122
18,19,19,Brian Bateman,55,69.63,94,135
19,20,20,Rich Barcelo,80,69.61,142,204
20,21,21,Rod Pampling,92,69.49,123,177
21,22,22,Bob Estes,88,69.46,141,203
22,23,23,Bob Heintz,85,69.27,142,205
23,24,24,Nathan Green,103,69.08,172,249
24,25,25,Mark Wilson,87,69.06,125,181
25,26,26,Chris Riley,59,68.99,89,129
26,27,27,Corey Pavin,81,68.95,151,219
27,28,28,Craig Kanada,109,68.83,170,247
28,29,29,Trevor Immelman,74,68.8,86,125
29,30,30,Bryce Molder,56,68.7,90,131
30,31,31,Matt Kuchar,85,68.48,126,184
31,32,32,Sergio Garcia,68,68.42,104,152
32,33,33,David Toms,80,68.29,112,164
33,34,34,Daniel Chopra,106,68.25,172,252
34,35,35,Briny Baird,115,68.24,174,255
35,36,36,Scott Verplank,82,68.1,111,163
36,37,37,Dean Wilson,92,68.04,132,194
37,38,38,Jim Furyk,84,68.03,100,147
38,39,39,Brandt Snedeker,105,68.02,151,222
39,40,40,Chris DiMarco,79,67.84,116,171
40,41,41,John Mallinger,96,67.72,172,254
41,42,42,Henrik Stenson,52,67.71,65,96
42,43,43,Arron Oberholser,69,67.63,94,139
43,44,44,John Merrick,92,67.55,127,188
44,T45,T45,Andrew Buckle,77,67.4,122,181
45,T45,T45,Kirk Triplett,77,67.4,122,181
46,47,47,Stephen Leaney,82,67.32,103,153
47,48,48,Heath Slocum,101,67.22,162,241
48,49,49,Sean O'Hair,98,67.02,126,188
49,50,50,Steve Marino,106,66.96,150,224
50,51,51,Shigeki Maruyama,84,66.81,153,229
51,T52,T52,J.P. Hayes,89,66.67,144,216
52,T52,T52,Lee Janzen,66,66.67,90,135
53,T52,T52,Vijay Singh,102,66.67,144,216
54,T52,T52,Bo Van Pelt,104,66.67,172,258
55,56,56,Steve Flesch,100,66.51,139,209
56,57,57,Padraig Harrington,64,66.39,79,119
57,58,58,Tom Pernice Jr.,104,66.38,152,229
58,59,59,Jason Dufner,100,66.06,146,221
59,60,60,Geoff Ogilvy,84,66.05,107,162
60,61,61,George McNeill,95,66.04,140,212
61,62,62,Craig Bowden,78,65.99,130,197
62,T63,T63,Mark Hensby,81,65.93,120,182
63,T63,T63,Ryan Moore,92,65.93,120,182
64,65,65,José Coceres,50,65.89,85,129
65,66,66,Zach Johnson,76,65.84,106,161
66,67,67,Charlie Wi,90,65.79,125,190
67,68,68,Retief Goosen,50,65.71,69,105
68,69,69,Tag Ridings,52,65.63,84,128
69,70,70,José María Olazábal,52,65.49,74,113
70,71,71,Chris Stroud,66,65.33,98,150
71,72,72,Woody Austin,95,65.3,143,219
72,73,73,Billy Mayfair,98,65.2,133,204
73,74,74,Marco Dawson,73,65.16,101,155
74,75,75,Peter Lonard,85,65.13,127,195
75,76,76,Jarrod Lyle,77,65.03,119,183
76,77,77,Ken Duke,112,65.0,156,240
77,78,78,Bill Haas,93,64.95,139,214
78,79,79,Tim Petrovic,106,64.91,172,265
79,80,80,Jeff Brehaut,59,64.89,85,131
80,T81,T81,Nick O'Hern,72,64.86,96,148
81,T81,T81,Jesper Parnevik,88,64.86,120,185
82,83,83,Freddie Jacobson,70,64.8,116,179
83,84,84,D.J. Trahan,99,64.68,152,235
84,85,85,Lucas Glover,98,64.67,119,184
85,86,86,Brian Gay,107,64.64,170,263
86,87,87,Steve Lowery,74,64.61,115,178
87,88,88,Bubba Watson,80,64.6,104,161
88,89,89,Ernie Els,59,64.58,62,96
89,90,90,Michael Sim,52,64.52,80,124
90,91,91,Cliff Kresge,107,64.48,167,259
91,T92,T92,Bart Bryant,87,64.36,121,188
92,T92,T92,Tim Herron,98,64.36,130,202
93,94,94,Alex Cejka,80,64.33,110,171
94,95,95,Brian Davis,101,64.32,155,241
95,96,96,Tom Lehman,62,64.29,63,98
96,97,97,Ryan Palmer,91,64.25,115,179
97,98,98,Eric Axley,107,64.2,165,257
98,T99,T99,Luke Donald,69,63.83,90,141
99,T99,T99,Duffy Waldorf,69,63.83,90,141
100,101,101,Anthony Kim,93,63.78,118,185
101,102,102,Glen Day,85,63.37,128,202
102,103,103,Dicky Pride,71,63.24,86,136
103,104,104,Camilo Villegas,82,63.23,98,155
104,T105,T105,Shaun Micheel,91,63.03,104,165
105,T105,T105,Steve Wheatcroft,73,63.03,104,165
106,107,107,Gavin Coles,87,62.93,146,232
107,108,108,Stewart Cink,91,62.82,98,156
108,109,109,Charles Howell III,89,62.76,91,145
109,110,110,Ben Curtis,80,62.64,114,182
110,111,111,Jason Schultz,63,62.42,98,157
111,112,112,Jeff Overton,60,62.4,78,125
112,113,113,Kenny Perry,83,62.37,121,194
113,114,114,Carl Pettersson,111,62.35,154,247
114,115,115,Jim Rutledge,59,62.31,81,130
115,116,116,Anders Hansen,55,62.22,56,90
116,117,117,Chris Tidland,59,62.12,82,132
117,118,118,J.J. Henry,86,62.0,93,150
118,119,119,Kevin Sutherland,85,61.94,96,155
119,120,120,Joe Ogilvie,102,61.89,151,244
120,121,121,Craig Barlow,52,61.86,73,118
121,T122,T122,Steve Allan,63,61.84,94,152
