,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
101,102,102,Boo Weekley,101,27.87,17,61
102,T103,T103,John Mallinger,96,27.78,25,90
103,T103,T103,Charlie Wi,90,27.78,25,90
104,105,105,Nick O'Hern,72,27.63,21,76
105,106,106,Rocco Mediate,72,27.38,23,84
106,107,107,Tim Herron,98,27.37,26,95
107,T108,T108,J.P. Hayes,89,27.27,30,110
108,T108,T108,David Toms,80,27.27,21,77
109,110,110,Harrison Frazar,88,27.16,22,81
110,111,111,Duffy Waldorf,69,27.14,19,70
111,112,112,Michael Putnam,96,27.08,26,96
112,113,113,Bryce Molder,56,26.97,24,89
113,114,114,Stuart Appleby,74,26.92,21,78
114,115,115,Steve Elkington,87,26.76,19,71
115,116,116,Billy Andrade,88,26.73,27,101
116,117,117,Ryan Palmer,91,26.72,31,116
117,118,118,Steve Wheatcroft,73,26.67,20,75
118,119,119,J.J. Henry,86,26.58,21,79
119,120,120,Freddie Jacobson,70,26.51,22,83
120,121,121,Jesper Parnevik,88,26.44,23,87
121,122,122,Tom Johnson,74,26.32,20,76
122,123,123,Robert Garrigus,95,26.26,26,99
123,124,124,Tim Petrovic,106,26.21,27,103
124,125,125,Steve Allan,63,26.0,13,50
125,126,126,Ryan Moore,92,25.97,20,77
126,127,127,George McNeill,95,25.84,23,89
127,128,128,Cliff Kresge,107,25.78,33,128
128,129,129,Jeff Quinney,95,25.71,27,105
129,130,130,Brett Quigley,79,25.56,23,90
130,T131,T131,Jeff Maggert,79,25.32,20,79
131,T131,T131,John Senden,97,25.32,20,79
132,133,133,Johnson Wagner,97,25.27,23,91
133,134,134,Craig Lile,77,25.26,24,95
134,T135,T135,Daniel Chopra,106,25.0,25,100
135,T135,T135,Jim Furyk,84,25.0,13,52
136,T135,T135,Bob Heintz,85,25.0,22,88
137,T135,T135,Doug LaBelle II,104,25.0,26,104
138,T135,T135,Phil Mickelson,73,25.0,15,60
139,T135,T135,Michael Sim,52,25.0,15,60
140,T135,T135,Paul Stankowski,52,25.0,14,56
141,T142,T142,Chad Campbell,96,24.74,24,97
142,T142,T142,Charley Hoffman,97,24.74,24,97
143,144,144,Cameron Beckman,96,24.68,19,77
144,T145,T145,Craig Bowden,78,24.59,15,61
145,T145,T145,Bubba Dickerson,51,24.59,15,61
146,T145,T145,Chris Tidland,59,24.59,15,61
147,148,148,Richard Johnson,93,24.55,27,110
148,149,149,Davis Love III,66,24.53,13,53
149,T150,T150,Jason Bohn,57,24.49,12,49
150,T150,T150,Jaco Van Zyl,51,24.49,12,49
151,152,152,Kevin Stadler,95,24.42,21,86
152,153,153,Will MacKenzie,100,24.36,19,78
153,154,154,Geoff Ogilvy,84,24.24,16,66
154,155,155,Darron Stiles,65,24.19,15,62
155,156,156,David Branshaw,83,24.18,22,91
156,157,157,Charles Howell III,89,24.14,28,116
157,158,158,Trevor Immelman,74,24.07,13,54
158,T159,T159,Robert Allenby,90,24.0,18,75
159,T159,T159,Steve Marino,106,24.0,24,100
160,161,161,John Daly,59,23.88,16,67
161,162,162,Todd Hamilton,76,23.76,24,101
162,T163,T163,Kenny Perry,83,23.61,17,72
163,T163,T163,Kyle Reifers,71,23.61,17,72
164,165,165,Adam Scott,69,23.44,15,64
165,166,166,Craig Barlow,52,23.21,13,56
166,167,167,Sergio Garcia,68,22.58,14,62
167,168,168,Ernie Els,59,22.45,11,49
168,169,169,Brendon de Jonge,76,22.37,17,76
169,170,170,Brian Davis,101,22.22,20,90
170,171,171,Joey Sindelar,75,22.03,13,59
171,172,172,Pat Perez,84,21.92,16,73
172,173,173,Frank Lickliter II,95,21.65,21,97
173,T174,T174,Kevin Na,84,21.43,18,84
174,T174,T174,Heath Slocum,101,21.43,18,84
175,176,176,Ted Purdy,102,21.05,20,95
176,177,177,Michael Allen,74,20.99,17,81
177,178,178,Kirk Triplett,77,20.83,15,72
178,T179,T179,Jason Dufner,100,20.0,19,95
179,T179,T179,Rod Pampling,92,20.0,16,80
180,181,181,Rich Barcelo,80,19.61,20,102
181,182,182,John Merrick,92,19.54,17,87
182,183,183,Scott Gutschewski,67,19.44,14,72
183,184,184,Daisuke Maruyama,86,19.18,14,73
184,185,185,Tom Lehman,62,19.15,9,47
185,186,186,Anthony Kim,93,18.92,14,74
186,T187,T187,Mathew Goggin,97,18.64,11,59
187,T187,T187,Nick Watney,87,18.64,11,59
188,189,189,Brett Wetterich,88,18.52,15,81
189,190,190,Rich Beem,89,18.18,14,77
190,191,191,Retief Goosen,50,17.31,9,52
191,192,192,J.B. Holmes,71,15.07,11,73
192,193,193,Henrik Stenson,52,15.0,6,40
193,194,194,Greg Owen,81,12.86,9,70
194,195,195,Matt Hendrix,63,12.28,7,57
195,196,196,Tag Ridings,52,12.07,7,58
