,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Rory Sabbatini,81,44.44,32,72
1,2,2,Sean O'Hair,98,42.22,38,90
2,3,3,Tiger Woods,63,41.67,15,36
3,4,4,Ian Poulter,63,41.03,16,39
4,5,5,Brandt Snedeker,105,40.71,46,113
5,6,6,Woody Austin,95,40.45,36,89
6,7,7,Gavin Coles,87,40.24,33,82
7,8,8,Alex Cejka,80,38.3,18,47
8,9,9,Paul Gow,70,37.68,26,69
9,10,10,Paul Goydos,60,37.5,24,64
10,11,11,Anders Hansen,55,37.21,16,43
11,12,12,D.J. Trahan,99,36.71,29,79
12,13,13,K.J. Choi,87,36.49,27,74
13,14,14,Matt Kuchar,85,36.36,32,88
14,15,15,Scott Verplank,82,36.21,21,58
15,16,16,Kevin Sutherland,85,36.14,30,83
16,17,17,Bob Tway,103,35.71,35,98
17,18,18,Peter Lonard,85,35.63,31,87
18,19,19,Camilo Villegas,82,35.59,21,59
19,20,20,Glen Day,85,35.42,34,96
20,21,21,Mark Hensby,81,35.09,40,114
21,22,22,Mark Wilson,87,35.0,35,100
22,23,23,Nathan Green,103,34.95,36,103
23,24,24,Steve Stricker,81,34.88,30,86
24,25,25,Mathias Grönberg,95,34.44,31,90
25,26,26,Jeff Overton,60,34.21,13,38
26,27,27,Jason Gore,86,34.15,28,82
27,28,28,Ben Curtis,80,34.07,31,91
28,29,29,Padraig Harrington,64,33.96,18,53
29,30,30,Tim Clark,66,33.93,19,56
30,31,31,Chris Stroud,66,33.9,20,59
31,32,32,Lucas Glover,98,33.78,25,74
32,33,33,Chris DiMarco,79,33.7,31,92
33,T34,T34,Parker McLachlin,83,33.33,30,90
34,T34,T34,Mike Weir,82,33.33,24,72
35,36,36,Justin Leonard,95,33.04,38,115
36,37,37,Jarrod Lyle,77,32.5,26,80
37,38,38,Jeff Gove,103,32.41,35,108
38,39,39,José María Olazábal,52,32.35,22,68
39,40,40,Bo Van Pelt,104,32.22,29,90
40,41,41,Aaron Baddeley,83,32.18,28,87
41,42,42,Chris Riley,59,31.94,23,72
42,43,43,Stewart Cink,91,31.91,30,94
43,44,44,D.J. Brigman,67,31.88,22,69
44,45,45,Justin Rose,63,31.71,13,41
45,T46,T46,Jeff Brehaut,59,31.48,17,54
46,T46,T46,Kent Jones,97,31.48,34,108
47,48,48,Stephen Ames,81,31.34,21,67
48,49,49,Mark Calcavecchia,93,31.25,25,80
49,50,50,Michael Boyd,61,31.03,18,58
50,51,51,Jerry Kelly,101,30.99,22,71
51,52,52,Stephen Leaney,82,30.95,26,84
52,53,53,Steve Lowery,74,30.88,21,68
53,54,54,Bob Estes,88,30.84,33,107
54,T55,T55,Jim Rutledge,59,30.77,16,52
55,T55,T55,Jeff Sluman,60,30.77,16,52
56,57,57,Brian Gay,107,30.63,34,111
57,58,58,Jonathan Byrd,73,30.49,25,82
58,T59,T59,Tommy Armour III,81,30.43,21,69
59,T59,T59,Charles Warren,101,30.43,28,92
60,61,61,Joe Durant,88,30.36,17,56
61,62,62,Marco Dawson,73,30.34,27,89
62,63,63,Shaun Micheel,91,30.26,23,76
63,64,64,Shigeki Maruyama,84,30.08,37,123
64,65,65,Carl Pettersson,111,30.0,33,110
65,66,66,Bart Bryant,87,29.87,23,77
66,T67,T67,Fred Funk,65,29.85,20,67
67,T67,T67,Arron Oberholser,69,29.85,20,67
68,69,69,Dean Wilson,92,29.59,29,98
69,T70,T70,Ryuji Imada,104,29.41,40,136
70,T70,T70,Tripp Isenhour,86,29.41,30,102
71,T70,T70,Jason Schultz,63,29.41,20,68
72,T70,T70,Vijay Singh,102,29.41,20,68
73,74,74,Joe Ogilvie,102,29.36,32,109
74,75,75,Hunter Mahan,91,29.33,22,75
75,76,76,John Rollins,102,29.21,26,89
76,77,77,Brian Bateman,55,29.17,21,72
77,78,78,Robert Gamez,88,29.07,25,86
78,79,79,Steve Flesch,100,28.97,31,107
79,80,80,Lee Janzen,66,28.92,24,83
80,81,81,Bubba Watson,80,28.89,26,90
81,T82,T82,Ken Duke,112,28.72,27,94
82,T82,T82,Vaughn Taylor,91,28.72,27,94
83,T84,T84,Ryan Armour,107,28.71,29,101
84,T84,T84,Tom Pernice Jr.,104,28.71,29,101
85,T86,T86,Tom Byrum,50,28.57,14,49
86,T86,T86,José Coceres,50,28.57,10,35
87,T86,T86,Chris Couch,76,28.57,26,91
88,T86,T86,Jay Williamson,50,28.57,14,49
89,90,90,Briny Baird,115,28.43,29,102
90,91,91,Billy Mayfair,98,28.41,25,88
91,92,92,Luke Donald,69,28.3,15,53
92,T93,T93,Corey Pavin,81,28.24,24,85
93,T93,T93,Dicky Pride,71,28.24,24,85
94,95,95,Craig Kanada,109,28.18,31,110
95,T96,T96,Andrew Buckle,77,28.09,25,89
96,T96,T96,Bill Haas,93,28.09,25,89
97,98,98,Troy Matteson,87,28.05,23,82
98,99,99,Zach Johnson,76,27.94,19,68
99,100,100,Eric Axley,107,27.92,43,154
100,101,101,Mark Brooks,53,27.91,12,43
