,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Chris Stroud,66,"2' 7""",215.0,83,124
1,T2,T2,Steve Elkington,87,"2' 9""",345.667,126,32
2,T2,T2,Jim Furyk,84,"2' 9""",255.833,92,29
3,T2,T2,Tom Pernice Jr.,104,"2' 9""",440.667,161,40
4,T5,T5,Kent Jones,97,"2' 10""",375.0,133,129
5,T5,T5,Phil Mickelson,73,"2' 10""",223.75,79,53
6,T5,T5,Jeff Sluman,60,"2' 10""",178.667,64,187
7,T8,T8,Rod Pampling,92,"3' 0""",353.167,117,76
8,T8,T8,Rory Sabbatini,81,"3' 0""",354.25,117,2
9,T10,T10,Mark Brooks,53,"3' 1""",196.75,63,33
10,T10,T10,Sergio Garcia,68,"3' 1""",280.16700000000003,92,84
11,T10,T10,Lee Janzen,66,"3' 1""",214.25,69,140
12,T10,T10,Justin Leonard,95,"3' 1""",413.833,133,39
13,T10,T10,Arron Oberholser,69,"3' 1""",279.25,90,46
14,T10,T10,Brett Quigley,79,"3' 1""",308.0,99,190
15,T16,T16,Ryan Armour,107,"3' 2""",518.5830000000001,163,152
16,T16,T16,Trevor Immelman,74,"3' 2""",293.08299999999997,93,123
17,T16,T16,Tom Lehman,62,"3' 2""",242.583,76,160
18,T16,T16,Geoff Ogilvy,84,"3' 2""",396.833,124,111
19,T16,T16,Corey Pavin,81,"3' 2""",413.417,131,14
20,T16,T16,Kirk Triplett,77,"3' 2""",333.0,105,86
21,T16,T16,Bo Van Pelt,104,"3' 2""",470.75,148,35
22,T23,T23,Luke Donald,69,"3' 3""",256.5,78,97
23,T23,T23,Ken Duke,112,"3' 3""",598.6669999999999,183,23
24,T23,T23,J.P. Hayes,89,"3' 3""",451.5,139,60
25,T23,T23,Tim Herron,98,"3' 3""",430.583,131,115
26,T23,T23,Jerry Kelly,101,"3' 3""",450.0,137,78
27,T23,T23,Rocco Mediate,72,"3' 3""",413.667,126,142
28,T23,T23,Chris Riley,59,"3' 3""",312.16700000000003,95,1
29,T23,T23,Vijay Singh,102,"3' 3""",452.25,138,61
30,T23,T23,Steve Stricker,81,"3' 3""",353.917,109,21
31,T32,T32,Bart Bryant,87,"3' 4""",455.333,137,59
32,T32,T32,Alex Cejka,80,"3' 4""",421.083,125,11
33,T32,T32,Brian Gay,107,"3' 4""",645.8330000000001,192,19
34,T32,T32,Nathan Green,103,"3' 4""",474.167,142,22
35,T32,T32,Charles Howell III,89,"3' 4""",322.91700000000003,97,133
36,T32,T32,Shigeki Maruyama,84,"3' 4""",411.75,124,64
37,T32,T32,Parker McLachlin,83,"3' 4""",464.5,141,56
38,T32,T32,Nick O'Hern,72,"3' 4""",346.083,103,120
39,T32,T32,Dicky Pride,71,"3' 4""",396.167,118,26
40,T41,T41,Billy Andrade,88,"3' 5""",447.083,130,177
41,T41,T41,Jeff Brehaut,59,"3' 5""",245.167,72,95
42,T41,T41,Andrew Buckle,77,"3' 5""",396.75,117,91
43,T41,T41,Stewart Cink,91,"3' 5""",392.167,116,107
44,T41,T41,Steve Flesch,100,"3' 5""",543.6669999999999,161,82
45,T41,T41,Padraig Harrington,64,"3' 5""",317.25,94,15
46,T41,T41,Bob Heintz,85,"3' 5""",414.25,121,79
47,T41,T41,J.J. Henry,86,"3' 5""",319.41700000000003,94,184
48,T41,T41,Zach Johnson,76,"3' 5""",357.417,105,30
49,T41,T41,Craig Kanada,109,"3' 5""",519.3330000000001,151,48
50,T41,T41,Doug LaBelle II,104,"3' 5""",495.833,144,34
51,T41,T41,Greg Owen,81,"3' 5""",389.5,113,181
52,T41,T41,Ian Poulter,63,"3' 5""",205.25,60,51
53,T41,T41,Jason Schultz,63,"3' 5""",271.25,79,43
54,T41,T41,Kevin Stadler,95,"3' 5""",488.417,143,186
55,T41,T41,Kevin Sutherland,85,"3' 5""",368.333,109,101
56,T41,T41,Jay Williamson,50,"3' 5""",314.41700000000003,92,89
57,T58,T58,Aaron Baddeley,83,"3' 6""",368.333,106,25
58,T58,T58,Michael Boyd,61,"3' 6""",277.75,79,73
59,T58,T58,Jeff Gove,103,"3' 6""",485.833,140,151
60,T58,T58,Paul Gow,70,"3' 6""",347.5,99,146
61,T58,T58,Paul Goydos,60,"3' 6""",323.33299999999997,93,98
62,T58,T58,Ryuji Imada,104,"3' 6""",416.5,119,48
63,T58,T58,Paul Stankowski,52,"3' 6""",240.0,68,161
64,T58,T58,Scott Verplank,82,"3' 6""",379.0,108,18
65,T58,T58,Mike Weir,82,"3' 6""",398.417,115,70
66,T67,T67,Eric Axley,107,"3' 7""",545.5,151,139
67,T67,T67,D.J. Brigman,67,"3' 7""",295.33299999999997,83,185
68,T67,T67,Marco Dawson,73,"3' 7""",448.833,125,44
69,T67,T67,Glen Day,85,"3' 7""",427.417,118,62
