,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,K.J. Choi,87,"5' 6""",1059.417,194,9
1,T2,T2,Stuart Appleby,74,"5' 9""",1116.917,194,71
2,T2,T2,Justin Leonard,95,"5' 9""",1338.5,233,39
3,4,4,Tim Clark,66,"5' 10""",972.4169999999999,167,4
4,5,5,José María Olazábal,52,"5' 11""",784.5830000000001,132,140
5,T6,T6,Tom Lehman,62,"6' 0""",734.25,122,160
6,T6,T6,Steve Stricker,81,"6' 0""",920.75,154,21
7,T6,T6,David Toms,80,"6' 0""",1127.333,188,66
8,9,9,José Coceres,50,"6' 1""",858.5,141,6
9,T10,T10,Aaron Baddeley,83,"6' 2""",1476.9170000000001,239,25
10,T10,T10,Steve Flesch,100,"6' 2""",1493.25,242,82
11,T10,T10,Ryuji Imada,104,"6' 2""",1698.5829999999999,275,48
12,T10,T10,Matt Kuchar,85,"6' 2""",1294.083,209,5
13,T10,T10,Mike Weir,82,"6' 2""",1094.333,178,70
14,T15,T15,Alex Cejka,80,"6' 3""",1250.167,199,11
15,T15,T15,Trevor Immelman,74,"6' 3""",903.5830000000001,144,123
16,T15,T15,Jarrod Lyle,77,"6' 3""",1328.5829999999999,212,81
17,T15,T15,Phil Mickelson,73,"6' 3""",976.6669999999999,156,53
18,T15,T15,Chris Riley,59,"6' 3""",1000.9169999999999,160,1
19,T15,T15,Vijay Singh,102,"6' 3""",1600.25,257,61
20,T15,T15,Heath Slocum,101,"6' 3""",1729.6670000000001,275,16
21,T15,T15,Mark Wilson,87,"6' 3""",1267.333,203,28
22,T23,T23,Cameron Beckman,96,"6' 4""",1502.6670000000001,237,132
23,T23,T23,Ben Curtis,80,"6' 4""",1334.1670000000001,212,176
24,T23,T23,Marco Dawson,73,"6' 4""",1159.0,183,44
25,T23,T23,Sergio Garcia,68,"6' 4""",1112.833,176,84
26,T23,T23,Anders Hansen,55,"6' 4""",662.0,105,137
27,T23,T23,Nick O'Hern,72,"6' 4""",1076.333,170,120
28,T23,T23,Rod Pampling,92,"6' 4""",1354.6670000000001,214,76
29,T23,T23,Jesper Parnevik,88,"6' 4""",1442.1670000000001,227,103
30,T23,T23,Carl Pettersson,111,"6' 4""",1864.1670000000001,293,93
31,T32,T32,Briny Baird,115,"6' 5""",2017.9170000000001,313,45
32,T32,T32,Jonathan Byrd,73,"6' 5""",1342.5,208,69
33,T32,T32,Retief Goosen,50,"6' 5""",771.6669999999999,120,154
34,T32,T32,J.P. Hayes,89,"6' 5""",1634.3329999999999,256,60
35,T32,T32,Bob Heintz,85,"6' 5""",1473.1670000000001,230,79
36,T32,T32,Lee Janzen,66,"6' 5""",987.0,153,140
37,T32,T32,Doug LaBelle II,104,"6' 5""",1806.4170000000001,280,34
38,T32,T32,Steve Marino,106,"6' 5""",1711.75,266,55
39,T32,T32,Kevin Na,84,"6' 5""",1625.5829999999999,252,3
40,T32,T32,Tim Petrovic,106,"6' 5""",2023.1670000000001,314,26
41,T32,T32,Scott Verplank,82,"6' 5""",1149.167,178,18
42,T43,T43,Rich Barcelo,80,"6' 6""",1530.9170000000001,236,130
43,T43,T43,Michael Boyd,61,"6' 6""",1124.25,174,73
44,T43,T43,Paul Gow,70,"6' 6""",1044.167,161,146
45,T43,T43,Tripp Isenhour,86,"6' 6""",1438.0,221,109
46,T43,T43,Craig Kanada,109,"6' 6""",1773.4170000000001,272,48
47,T43,T43,Corey Pavin,81,"6' 6""",1534.1670000000001,235,14
48,T43,T43,Rory Sabbatini,81,"6' 6""",1293.25,199,2
49,T50,T50,Craig Bowden,78,"6' 7""",1344.0829999999999,203,12
50,T50,T50,Daniel Chopra,106,"6' 7""",1922.5,291,31
51,T50,T50,Steve Elkington,87,"6' 7""",1545.25,236,32
52,T50,T50,Jim Furyk,84,"6' 7""",1166.917,177,29
53,T50,T50,Brian Gay,107,"6' 7""",1882.8329999999999,286,19
54,T50,T50,Jerry Kelly,101,"6' 7""",1407.75,215,78
55,T50,T50,Sean O'Hair,98,"6' 7""",1472.6670000000001,225,36
56,T50,T50,Ian Poulter,63,"6' 7""",916.0,139,51
57,T50,T50,Brett Quigley,79,"6' 7""",1256.833,191,190
58,T59,T59,Mark Brooks,53,"6' 8""",767.25,115,33
59,T59,T59,Glen Day,85,"6' 8""",1473.8329999999999,221,62
60,T59,T59,Nathan Green,103,"6' 8""",1895.25,283,22
61,T59,T59,Freddie Jacobson,70,"6' 8""",1406.0829999999999,211,96
62,T59,T59,Craig Lile,77,"6' 8""",1298.583,196,38
63,T59,T59,Jeff Quinney,95,"6' 8""",1626.4170000000001,244,146
64,T59,T59,Justin Rose,63,"6' 8""",761.75,114,41
65,T59,T59,Bo Van Pelt,104,"6' 8""",1928.6670000000001,291,35
66,T67,T67,Luke Donald,69,"6' 9""",1077.333,159,97
67,T67,T67,Tom Johnson,74,"6' 9""",1307.167,194,157
68,T67,T67,Jeff Maggert,79,"6' 9""",1422.9170000000001,210,118
69,T67,T67,Shigeki Maruyama,84,"6' 9""",1736.0,256,64
70,T67,T67,Geoff Ogilvy,84,"6' 9""",1330.3329999999999,197,111
71,T67,T67,Tom Pernice Jr.,104,"6' 9""",1762.0829999999999,260,40
72,T67,T67,Kirk Triplett,77,"6' 9""",1353.3329999999999,200,86
73,T67,T67,Johnson Wagner,97,"6' 9""",1608.0,238,169
74,T75,T75,Michael Allen,74,"6' 10""",1325.3329999999999,195,153
75,T75,T75,Brian Davis,101,"6' 10""",1861.6670000000001,271,47
76,T75,T75,Anthony Kim,93,"6' 10""",1596.9170000000001,235,79
77,T75,T75,Camilo Villegas,82,"6' 10""",1248.0,183,98
78,T75,T75,Nick Watney,87,"6' 10""",1471.0,216,91
79,T80,T80,Jeff Brehaut,59,"6' 11""",1097.0,158,95
80,T80,T80,Mark Calcavecchia,93,"6' 11""",1676.8329999999999,241,117
81,T80,T80,Jason Dufner,100,"6' 11""",1824.25,265,127
82,T80,T80,Bob Estes,88,"6' 11""",1633.0,237,105
83,T80,T80,Shaun Micheel,91,"6' 11""",1292.583,187,100
84,T80,T80,Brandt Snedeker,105,"6' 11""",1678.5,244,17
85,T80,T80,Charlie Wi,90,"6' 11""",1567.75,227,54
86,T80,T80,Dean Wilson,92,"6' 11""",1554.1670000000001,224,52
87,T88,T88,Woody Austin,95,"7' 0""",1732.8329999999999,249,24
88,T88,T88,Rich Beem,89,"7' 0""",1490.6670000000001,214,170
89,T88,T88,Ken Duke,112,"7' 0""",1971.8329999999999,281,23
90,T88,T88,Harrison Frazar,88,"7' 0""",1545.3329999999999,222,165
91,T88,T88,Tim Herron,98,"7' 0""",1583.1670000000001,226,115
92,T88,T88,Stephen Leaney,82,"7' 0""",1246.25,177,50
93,T88,T88,John Mallinger,96,"7' 0""",2028.9170000000001,289,12
94,T88,T88,John Rollins,102,"7' 0""",1891.1670000000001,270,56
95,T88,T88,Henrik Stenson,52,"7' 0""",808.25,115,167
96,T97,T97,Charley Hoffman,97,"7' 1""",1766.6670000000001,249,175
97,T97,T97,John Merrick,92,"7' 1""",1700.4170000000001,240,150
98,T97,T97,Kenny Perry,83,"7' 1""",1518.8329999999999,214,58
99,T97,T97,John Senden,97,"7' 1""",1515.5,215,112
100,T101,T101,Jason Bohn,57,"7' 2""",1165.25,162,143
101,T101,T101,Jeff Gove,103,"7' 2""",1817.25,254,151
102,T101,T101,Mark Hensby,81,"7' 2""",1661.6670000000001,231,85
103,T101,T101,Zach Johnson,76,"7' 2""",1274.583,178,30
104,T101,T101,Peter Lonard,85,"7' 2""",1596.9170000000001,222,42
105,T101,T101,Pat Perez,84,"7' 2""",1375.25,192,168
106,T101,T101,Bob Tway,103,"7' 2""",1807.8329999999999,252,106
107,T108,T108,Bart Bryant,87,"7' 3""",1540.75,213,59
108,T108,T108,Andrew Buckle,77,"7' 3""",1486.6670000000001,205,91
109,T108,T108,Stewart Cink,91,"7' 3""",1319.8329999999999,183,107
110,T108,T108,Lucas Glover,98,"7' 3""",1637.9170000000001,225,66
111,T108,T108,Steve Lowery,74,"7' 3""",1520.9170000000001,210,125
112,T108,T108,Daisuke Maruyama,86,"7' 3""",1706.75,236,149
113,T108,T108,Troy Matteson,87,"7' 3""",1705.25,234,121
114,T108,T108,Parker McLachlin,83,"7' 3""",1556.75,214,56
115,T108,T108,George McNeill,95,"7' 3""",1872.0829999999999,258,74
116,T108,T108,Rocco Mediate,72,"7' 3""",1247.833,172,142
117,T108,T108,Bryce Molder,56,"7' 3""",1122.75,154,134
118,T108,T108,Darron Stiles,65,"7' 3""",1097.0,152,180
119,T108,T108,Kevin Sutherland,85,"7' 3""",1381.9170000000001,190,101
120,T108,T108,Bubba Watson,80,"7' 3""",1500.75,206,113
121,T108,T108,Brett Wetterich,88,"7' 3""",1504.3329999999999,207,196
122,T123,T123,Brian Bateman,55,"7' 4""",1116.0,152,83
123,T123,T123,Richard Johnson,93,"7' 4""",1855.0,254,118
124,T123,T123,Kent Jones,97,"7' 4""",1755.6670000000001,240,129
125,T123,T123,Billy Mayfair,98,"7' 4""",1718.4170000000001,234,74
126,T123,T123,Joe Ogilvie,102,"7' 4""",2024.0,275,104
127,T123,T123,Greg Owen,81,"7' 4""",1560.75,214,181
128,T123,T123,Michael Sim,52,"7' 4""",1031.5,141,8
129,T123,T123,D.J. Trahan,99,"7' 4""",2087.333,284,63
130,T123,T123,Tiger Woods,63,"7' 4""",763.3330000000001,104,20
131,T132,T132,Craig Barlow,52,"7' 5""",1049.917,142,110
132,T132,T132,Joe Durant,88,"7' 5""",1465.6670000000001,197,172
133,T132,T132,Paul Goydos,60,"7' 5""",995.0830000000001,134,98
134,T132,T132,Padraig Harrington,64,"7' 5""",1066.083,144,15
135,T132,T132,Will MacKenzie,100,"7' 5""",2095.25,284,128
136,T132,T132,Vaughn Taylor,91,"7' 5""",1729.6670000000001,234,154
137,T132,T132,Chris Tidland,59,"7' 5""",1206.25,162,126
138,T132,T132,Jaco Van Zyl,51,"7' 5""",942.3330000000001,127,77
139,T132,T132,Steve Wheatcroft,73,"7' 5""",1450.5829999999999,195,148
140,T141,T141,Fred Funk,65,"7' 6""",1101.25,147,115
141,T141,T141,Todd Hamilton,76,"7' 6""",1460.0829999999999,194,189
142,T141,T141,Arron Oberholser,69,"7' 6""",1278.917,170,46
143,T141,T141,Kyle Reifers,71,"7' 6""",1390.25,185,165
144,T141,T141,Jason Schultz,63,"7' 6""",1361.9170000000001,182,43
145,T146,T146,Steve Allan,63,"7' 7""",1410.8329999999999,186,138
146,T146,T146,Chris Couch,76,"7' 7""",1781.0829999999999,236,162
147,T146,T146,Ernie Els,59,"7' 7""",951.8330000000001,125,37
148,T146,T146,Mathias Grönberg,95,"7' 7""",2201.167,291,122
149,T146,T146,Charles Howell III,89,"7' 7""",1407.3329999999999,186,133
150,T146,T146,Frank Lickliter II,95,"7' 7""",1823.1670000000001,241,143
151,T146,T146,Ryan Moore,92,"7' 7""",1705.3329999999999,225,87
152,T146,T146,Ryan Palmer,91,"7' 7""",1607.5829999999999,213,135
153,T146,T146,Dicky Pride,71,"7' 7""",1172.5,155,26
154,T146,T146,Tag Ridings,52,"7' 7""",1178.917,155,94
155,T146,T146,Adam Scott,69,"7' 7""",1223.833,162,179
156,T146,T146,Duffy Waldorf,69,"7' 7""",1325.0829999999999,174,159
157,T158,T158,Eric Axley,107,"7' 8""",2345.083,307,139
158,T158,T158,Gavin Coles,87,"7' 8""",1862.75,242,10
159,T158,T158,J.B. Holmes,71,"7' 8""",1519.0829999999999,198,182
160,T161,T161,Stephen Ames,81,"7' 9""",1449.0,187,68
161,T161,T161,Tommy Armour III,81,"7' 9""",1233.5,160,131
162,T161,T161,Chris DiMarco,79,"7' 9""",1468.3329999999999,189,156
163,T161,T161,Jason Gore,86,"7' 9""",1918.6670000000001,247,72
164,T161,T161,Davis Love III,66,"7' 9""",1253.667,161,174
165,T161,T161,Jeff Sluman,60,"7' 9""",1090.083,140,187
166,T167,T167,Ted Purdy,102,"7' 10""",1794.8329999999999,229,136
167,T167,T167,Paul Stankowski,52,"7' 10""",1036.167,132,161
168,T167,T167,Charles Warren,101,"7' 10""",2115.25,270,157
169,T167,T167,Jay Williamson,50,"7' 10""",1100.333,141,89
170,T171,T171,Robert Allenby,90,"7' 11""",1627.75,206,163
171,T171,T171,David Branshaw,83,"7' 11""",1785.25,226,173
172,T171,T171,Mathew Goggin,97,"7' 11""",2104.25,266,90
173,T171,T171,Michael Putnam,96,"7' 11""",1801.6670000000001,227,194
174,T171,T171,Chris Stroud,66,"7' 11""",1379.6670000000001,174,124
175,T171,T171,Boo Weekley,101,"7' 11""",2009.5,253,108
176,T177,T177,Chad Campbell,96,"8' 0""",1612.8329999999999,201,188
177,T177,T177,Cliff Kresge,107,"8' 0""",2446.167,305,65
178,T177,T177,Jeff Overton,60,"8' 0""",1199.25,150,7
179,T177,T177,Kevin Stadler,95,"8' 0""",1869.5829999999999,234,186
180,T181,T181,Bill Haas,93,"8' 1""",2095.417,260,88
181,T181,T181,Hunter Mahan,91,"8' 1""",1440.1670000000001,179,145
182,T181,T181,Jim Rutledge,59,"8' 1""",1233.833,152,114
183,184,184,J.J. Henry,86,"8' 2""",1495.75,183,184
184,185,185,Ryan Armour,107,"8' 4""",2158.083,260,152
185,T186,T186,Billy Andrade,88,"8' 6""",2148.667,253,177
186,T186,T186,D.J. Brigman,67,"8' 6""",1288.417,151,185
187,T186,T186,Robert Gamez,88,"8' 6""",1832.25,216,191
188,T186,T186,Joey Sindelar,75,"8' 6""",1525.4170000000001,180,164
189,190,190,Bubba Dickerson,51,"8' 8""",1190.5,137,178
190,T191,T191,Brendon de Jonge,76,"8' 9""",1623.5,186,192
191,T191,T191,Scott Gutschewski,67,"8' 9""",1666.9170000000001,191,171
192,193,193,John Daly,59,"9' 0""",1484.8329999999999,165,195
193,194,194,Robert Garrigus,95,"9' 3""",2386.75,257,183
194,T195,T195,Tom Byrum,50,"9' 5""",1050.667,112,102
195,T195,T195,Matt Hendrix,63,"9' 5""",1626.0829999999999,172,193
