,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
30,T29,T29,Ben Curtis,80,"6' 5""",9.627,125,176
31,T29,T29,Craig Kanada,109,"6' 5""",12.738,166,48
32,T29,T29,Sean O'Hair,98,"6' 5""",8.353,109,36
33,T29,T29,Arron Oberholser,69,"6' 5""",6.224,81,46
34,T29,T29,José María Olazábal,52,"6' 5""",5.534,72,140
35,T29,T29,Adam Scott,69,"6' 5""",5.683,74,179
36,T29,T29,Johnson Wagner,97,"6' 5""",11.145999999999999,145,169
37,T38,T38,Michael Allen,74,"6' 6""",8.454,109,153
38,T38,T38,José Coceres,50,"6' 6""",6.117000000000001,78,6
39,T38,T38,Fred Funk,65,"6' 6""",7.0089999999999995,90,115
40,T38,T38,Mathew Goggin,97,"6' 6""",12.213,156,90
41,T38,T38,Nathan Green,103,"6' 6""",11.860999999999999,153,22
42,T38,T38,Charles Howell III,89,"6' 6""",7.377000000000001,95,133
43,T38,T38,Anthony Kim,93,"6' 6""",11.042,141,79
44,T38,T38,Carl Pettersson,111,"6' 6""",12.404000000000002,159,93
45,T46,T46,Stuart Appleby,74,"6' 7""",6.119,77,71
46,T46,T46,Alex Cejka,80,"6' 7""",10.203,129,11
47,T46,T46,Tim Herron,98,"6' 7""",10.636,135,115
48,T46,T46,Matt Kuchar,85,"6' 7""",10.345999999999998,131,5
49,T46,T46,Jeff Overton,60,"6' 7""",7.585,96,7
50,T46,T46,Tim Petrovic,106,"6' 7""",15.117,192,26
51,T52,T52,Steve Flesch,100,"6' 8""",12.215,152,82
52,T52,T52,Trevor Immelman,74,"6' 8""",7.11,89,123
53,T52,T52,Jerry Kelly,101,"6' 8""",8.272,103,78
54,T52,T52,Frank Lickliter II,95,"6' 8""",10.905999999999999,137,143
55,T52,T52,Kenny Perry,83,"6' 8""",10.968,137,58
56,T52,T52,Darron Stiles,65,"6' 8""",7.294,91,180
57,T52,T52,Chris Stroud,66,"6' 8""",7.75,97,124
58,T52,T52,Bob Tway,103,"6' 8""",12.059000000000001,151,106
59,T52,T52,Mark Wilson,87,"6' 8""",8.259,103,28
60,T61,T61,Aaron Baddeley,83,"6' 9""",8.72,107,25
61,T61,T61,Jason Bohn,57,"6' 9""",8.32,103,143
62,T61,T61,Jonathan Byrd,73,"6' 9""",9.797,121,69
63,T61,T61,K.J. Choi,87,"6' 9""",8.863,110,9
64,T61,T61,Steve Elkington,87,"6' 9""",12.005999999999998,149,32
65,T61,T61,J.P. Hayes,89,"6' 9""",12.474,154,60
66,T61,T61,Justin Leonard,95,"6' 9""",10.343,127,39
67,T61,T61,Jarrod Lyle,77,"6' 9""",10.158999999999999,126,81
68,T61,T61,Heath Slocum,101,"6' 9""",11.229000000000001,139,16
69,T61,T61,Brandt Snedeker,105,"6' 9""",10.991,136,17
70,T61,T61,Boo Weekley,101,"6' 9""",9.097000000000001,112,108
71,T72,T72,John Daly,59,"6' 10""",6.182,75,195
72,T72,T72,Bob Heintz,85,"6' 10""",10.364,127,79
73,T72,T72,Charley Hoffman,97,"6' 10""",11.0,134,175
74,T72,T72,Stephen Leaney,82,"6' 10""",8.833,108,50
75,T72,T72,Parker McLachlin,83,"6' 10""",12.360999999999999,150,56
76,T77,T77,Eric Axley,107,"6' 11""",16.11,195,139
77,T77,T77,Bart Bryant,87,"6' 11""",10.497,126,59
78,T77,T77,Bubba Dickerson,51,"6' 11""",6.539,79,178
79,T77,T77,Rod Pampling,92,"6' 11""",8.931000000000001,107,76
80,T77,T77,Vijay Singh,102,"6' 11""",10.085,121,61
81,T77,T77,Nick Watney,87,"6' 11""",8.427,102,91
82,T83,T83,Craig Barlow,52,"7' 0""",5.187,62,110
83,T83,T83,Marco Dawson,73,"7' 0""",10.183,121,44
84,T83,T83,Joe Durant,88,"7' 0""",8.362,99,172
85,T83,T83,Lucas Glover,98,"7' 0""",12.155,144,66
86,T83,T83,Freddie Jacobson,70,"7' 0""",9.314,111,96
87,T83,T83,Doug LaBelle II,104,"7' 0""",12.530999999999999,150,34
88,T83,T83,John Merrick,92,"7' 0""",11.079,132,150
89,T83,T83,Henrik Stenson,52,"7' 0""",5.297000000000001,63,167
90,T91,T91,Brian Bateman,55,"7' 1""",8.039,95,83
91,T91,T91,Bob Estes,88,"7' 1""",13.924000000000001,164,105
92,T91,T91,Justin Rose,63,"7' 1""",5.119,60,41
93,T91,T91,Scott Verplank,82,"7' 1""",8.718,103,18
94,T95,T95,Mark Hensby,81,"7' 2""",11.027000000000001,128,85
95,T95,T95,Will MacKenzie,100,"7' 2""",13.728,160,128
96,T95,T95,John Mallinger,96,"7' 2""",11.457,134,12
97,T95,T95,Rocco Mediate,72,"7' 2""",9.174,107,142
98,T95,T95,Jesper Parnevik,88,"7' 2""",10.734000000000002,125,103
99,T95,T95,Jim Rutledge,59,"7' 2""",6.621,77,114
100,T95,T95,Michael Sim,52,"7' 2""",7.763999999999999,90,8
101,T95,T95,Vaughn Taylor,91,"7' 2""",9.799,114,154
102,T95,T95,Chris Tidland,59,"7' 2""",7.821000000000001,91,126
103,T95,T95,Dean Wilson,92,"7' 2""",10.288,120,52
104,T105,T105,Ryan Armour,107,"7' 3""",12.033,139,152
105,T105,T105,Rich Barcelo,80,"7' 3""",9.751,112,130
106,T105,T105,Mark Calcavecchia,93,"7' 3""",8.413,97,117
107,T105,T105,Daniel Chopra,106,"7' 3""",14.639000000000001,169,31
108,T105,T105,Stewart Cink,91,"7' 3""",8.892999999999999,102,107
109,T105,T105,Todd Hamilton,76,"7' 3""",8.8,101,189
110,T105,T105,Cliff Kresge,107,"7' 3""",14.077,162,65
111,T105,T105,Joe Ogilvie,102,"7' 3""",12.890999999999998,149,104
112,T105,T105,Kevin Sutherland,85,"7' 3""",12.925,149,101
113,T114,T114,Woody Austin,95,"7' 4""",13.7,155,24
114,T114,T114,Ryan Moore,92,"7' 4""",12.362,141,87
115,T114,T114,Kyle Reifers,71,"7' 4""",8.956,102,165
116,T114,T114,Joey Sindelar,75,"7' 4""",7.9670000000000005,91,164
117,T114,T114,Mike Weir,82,"7' 4""",8.381,95,70
118,T119,T119,Matt Hendrix,63,"7' 5""",9.748,110,193
119,T119,T119,Jeff Maggert,79,"7' 5""",11.952,135,118
120,T119,T119,Shigeki Maruyama,84,"7' 5""",11.847999999999999,133,64
121,T119,T119,Corey Pavin,81,"7' 5""",10.453,117,14
122,T119,T119,Bo Van Pelt,104,"7' 5""",15.554,174,35
123,T119,T119,Charles Warren,101,"7' 5""",14.481,162,157
124,T119,T119,Jay Williamson,50,"7' 5""",6.42,72,89
125,T119,T119,Tiger Woods,63,"7' 5""",4.47,50,20
126,T127,T127,Rich Beem,89,"7' 6""",10.059,112,170
127,T127,T127,Craig Bowden,78,"7' 6""",11.008,122,12
128,T127,T127,Jeff Brehaut,59,"7' 6""",7.829,87,95
129,T127,T127,Chad Campbell,96,"7' 6""",10.515999999999998,117,188
130,T127,T127,Brian Davis,101,"7' 6""",16.11,179,47
131,T127,T127,Paul Gow,70,"7' 6""",9.857999999999999,110,146
132,T127,T127,Peter Lonard,85,"7' 6""",13.697000000000001,153,42
133,T127,T127,Bryce Molder,56,"7' 6""",8.853,98,134
134,T127,T127,John Rollins,102,"7' 6""",12.722999999999999,141,56
135,T136,T136,Tommy Armour III,81,"7' 7""",10.243,112,131
136,T136,T136,Gavin Coles,87,"7' 7""",11.116,122,10
137,T136,T136,Chris Couch,76,"7' 7""",11.66,128,162
138,T136,T136,Mathias Grönberg,95,"7' 7""",13.958,153,122
139,T136,T136,Troy Matteson,87,"7' 7""",11.33,125,121
140,T136,T136,Pat Perez,84,"7' 7""",7.987,88,168
141,T136,T136,Ted Purdy,102,"7' 7""",10.985999999999999,121,136
142,T136,T136,D.J. Trahan,99,"7' 7""",14.635,160,63
143,T136,T136,Kirk Triplett,77,"7' 7""",10.725999999999999,118,86
144,T145,T145,Stephen Ames,81,"7' 8""",8.151,89,68
145,T145,T145,Kent Jones,97,"7' 8""",16.748,182,129
146,T145,T145,Bubba Watson,80,"7' 8""",10.89,119,113
147,T148,T148,Michael Boyd,61,"7' 9""",8.529,92,73
148,T148,T148,Tom Byrum,50,"7' 9""",6.521,70,102
149,T148,T148,Tom Johnson,74,"7' 9""",10.375,111,157
150,T148,T148,George McNeill,95,"7' 9""",13.488,145,74
151,T148,T148,Brett Quigley,79,"7' 9""",8.286,89,190
152,T153,T153,Tripp Isenhour,86,"7' 10""",12.220999999999998,130,109
153,T153,T153,Davis Love III,66,"7' 10""",7.25,77,174
154,T153,T153,Shaun Micheel,91,"7' 10""",10.248,109,100
155,T156,T156,D.J. Brigman,67,"7' 11""",7.852,83,185
156,T156,T156,Anders Hansen,55,"7' 11""",6.26,66,137
157,T156,T156,Richard Johnson,93,"7' 11""",12.602,132,118
158,T156,T156,Tom Lehman,62,"7' 11""",6.267,66,160
159,T156,T156,Steve Marino,106,"7' 11""",13.654000000000002,144,55
160,T156,T156,Dicky Pride,71,"7' 11""",8.883,94,26
161,T156,T156,Michael Putnam,96,"7' 11""",14.362,151,194
162,T156,T156,John Senden,97,"7' 11""",10.312999999999999,109,112
163,T164,T164,Steve Lowery,74,"8' 0""",11.739,122,125
164,T164,T164,Ryan Palmer,91,"8' 0""",11.423,119,135
165,T164,T164,Jeff Sluman,60,"8' 0""",5.399,56,187
166,T167,T167,Steve Allan,63,"8' 1""",9.296,96,138
167,T167,T167,Tim Clark,66,"8' 1""",6.7,69,4
168,T167,T167,Glen Day,85,"8' 1""",12.169,125,62
169,T167,T167,Jason Dufner,100,"8' 1""",16.662,171,127
170,T167,T167,Scott Gutschewski,67,"8' 1""",10.021,103,171
171,T167,T167,J.J. Henry,86,"8' 1""",10.709000000000001,110,184
172,T173,T173,Robert Allenby,90,"8' 2""",9.67,99,163
173,T173,T173,Jeff Gove,103,"8' 2""",15.671,160,151
174,T173,T173,Craig Lile,77,"8' 2""",11.642000000000001,119,38
175,T173,T173,Jason Schultz,63,"8' 2""",9.809,100,43
176,T173,T173,Kevin Stadler,95,"8' 2""",14.663,150,186
177,T178,T178,David Branshaw,83,"8' 3""",11.769,119,173
178,T178,T178,Brendon de Jonge,76,"8' 3""",11.138,113,192
179,T178,T178,Robert Garrigus,95,"8' 3""",14.600999999999999,147,183
180,T178,T178,Bill Haas,93,"8' 3""",13.267999999999999,134,88
181,T182,T182,Cameron Beckman,96,"8' 4""",15.669,157,132
182,T182,T182,J.B. Holmes,71,"8' 4""",11.947000000000001,119,182
183,T182,T182,Lee Janzen,66,"8' 4""",9.236,92,140
184,185,185,Tag Ridings,52,"8' 5""",7.808,77,94
185,T186,T186,Billy Andrade,88,"8' 6""",13.769,135,177
186,T186,T186,Steve Wheatcroft,73,"8' 6""",14.838,145,148
187,T188,T188,Andrew Buckle,77,"8' 8""",12.175999999999998,117,91
188,T188,T188,Robert Gamez,88,"8' 8""",11.703,112,191
189,T190,T190,Chris DiMarco,79,"8' 9""",13.606,130,156
190,T190,T190,Daisuke Maruyama,86,"8' 9""",16.2,154,149
191,T190,T190,Greg Owen,81,"8' 9""",12.799000000000001,122,181
192,T190,T190,Jaco Van Zyl,51,"8' 9""",8.51,81,77
193,194,194,Hunter Mahan,91,"8' 10""",13.196,125,145
194,195,195,Duffy Waldorf,69,"9' 0""",10.282,95,159
195,196,196,Jason Gore,86,"9' 4""",19.655,175,72
