,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
41,T39,T39,Carl Pettersson,111,"7' 11""",4026.583,507
42,T39,T39,Bo Van Pelt,104,"7' 11""",4121.333,520
43,T44,T44,John Mallinger,96,"8' 0""",4197.0,525
44,T44,T44,Paul Stankowski,52,"8' 0""",1919.6670000000001,239
45,T44,T44,Kirk Triplett,77,"8' 0""",2954.583,371
46,T44,T44,Tiger Woods,63,"8' 0""",1475.0,185
47,T48,T48,Woody Austin,95,"8' 1""",3741.417,461
48,T48,T48,Briny Baird,115,"8' 1""",4246.75,524
49,T48,T48,Bob Estes,88,"8' 1""",3580.833,444
50,T48,T48,Lee Janzen,66,"8' 1""",2275.333,282
51,T48,T48,Nick O'Hern,72,"8' 1""",2645.167,328
52,T48,T48,Arron Oberholser,69,"8' 1""",2385.167,295
53,T48,T48,José María Olazábal,52,"8' 1""",1916.0,236
54,T48,T48,Rod Pampling,92,"8' 1""",3149.25,389
55,T56,T56,Tim Herron,98,"8' 2""",3445.5,421
56,T56,T56,Shaun Micheel,91,"8' 2""",2808.917,343
57,T56,T56,Kevin Na,84,"8' 2""",3969.667,488
58,T56,T56,Ted Purdy,102,"8' 2""",3555.333,435
59,T56,T56,Jeff Sluman,60,"8' 2""",1862.25,228
60,T56,T56,Dean Wilson,92,"8' 2""",3309.5,407
61,T62,T62,Jeff Brehaut,59,"8' 3""",2069.833,252
62,T62,T62,Brian Gay,107,"8' 3""",4723.25,572
63,T62,T62,Jeff Gove,103,"8' 3""",3705.25,447
64,T62,T62,Nathan Green,103,"8' 3""",4319.333,521
65,T62,T62,J.P. Hayes,89,"8' 3""",3810.5,462
66,T62,T62,John Rollins,102,"8' 3""",3861.917,468
67,T62,T62,Adam Scott,69,"8' 3""",2178.167,263
68,T62,T62,Nick Watney,87,"8' 3""",3096.333,376
69,T70,T70,Bart Bryant,87,"8' 4""",3360.583,403
70,T70,T70,Daniel Chopra,106,"8' 4""",4331.083,522
71,T70,T70,José Coceres,50,"8' 4""",2183.5,263
72,T70,T70,Charles Howell III,89,"8' 4""",2821.25,338
73,T70,T70,Ryuji Imada,104,"8' 4""",4257.5,512
74,T70,T70,Stephen Leaney,82,"8' 4""",2988.667,359
75,T70,T70,Kenny Perry,83,"8' 4""",3183.5,383
76,T70,T70,Michael Sim,52,"8' 4""",2280.75,274
77,T78,T78,Zach Johnson,76,"8' 5""",2749.917,326
78,T78,T78,Tom Lehman,62,"8' 5""",1891.1670000000001,224
79,T78,T78,Darron Stiles,65,"8' 5""",2410.167,287
80,T81,T81,Aaron Baddeley,83,"8' 6""",3292.583,389
81,T81,T81,Craig Bowden,78,"8' 6""",3290.333,388
82,T81,T81,Fred Funk,65,"8' 6""",2591.25,305
83,T81,T81,Retief Goosen,50,"8' 6""",1825.8329999999999,214
84,T81,T81,Bob Heintz,85,"8' 6""",3380.75,397
85,T81,T81,Jerry Kelly,101,"8' 6""",3554.583,418
86,T81,T81,Shigeki Maruyama,84,"8' 6""",4022.667,475
87,T81,T81,John Senden,97,"8' 6""",3387.333,399
88,T81,T81,Vaughn Taylor,91,"8' 6""",3184.833,375
89,T90,T90,Steve Allan,63,"8' 7""",2604.083,303
90,T90,T90,Glen Day,85,"8' 7""",3699.917,430
91,T90,T90,Mark Hensby,81,"8' 7""",3276.083,381
92,T90,T90,Joe Ogilvie,102,"8' 7""",4359.167,510
93,T94,T94,Craig Barlow,52,"8' 8""",1856.0829999999999,214
94,T94,T94,Lucas Glover,98,"8' 8""",3599.75,414
95,T94,T94,Paul Gow,70,"8' 8""",2720.833,314
96,T94,T94,John Merrick,92,"8' 8""",3376.25,390
97,T94,T94,Tag Ridings,52,"8' 8""",2173.5,252
98,T99,T99,Billy Andrade,88,"8' 9""",3669.25,418
99,T99,T99,Mark Calcavecchia,93,"8' 9""",3508.833,400
100,T99,T99,Kent Jones,97,"8' 9""",3973.0,455
101,T99,T99,Doug LaBelle II,104,"8' 9""",4547.833,519
102,T99,T99,Jeff Overton,60,"8' 9""",2473.583,283
103,T99,T99,Pat Perez,84,"8' 9""",2960.667,338
104,T99,T99,Brett Quigley,79,"8' 9""",3101.583,355
105,T99,T99,Jeff Quinney,95,"8' 9""",3806.5,435
106,T107,T107,Andrew Buckle,77,"8' 10""",3431.167,388
107,T107,T107,Gavin Coles,87,"8' 10""",4057.833,461
108,T107,T107,Jason Dufner,100,"8' 10""",4202.5,475
109,T107,T107,Paul Goydos,60,"8' 10""",2520.167,286
110,T107,T107,Anders Hansen,55,"8' 10""",1646.75,187
111,T107,T107,Freddie Jacobson,70,"8' 10""",3157.25,357
112,T107,T107,Steve Lowery,74,"8' 10""",3205.083,363
113,T107,T107,Jarrod Lyle,77,"8' 10""",3262.083,368
114,T107,T107,Jeff Maggert,79,"8' 10""",3653.0,415
115,T107,T107,Jason Schultz,63,"8' 10""",2745.167,312
116,T107,T107,Brandt Snedeker,105,"8' 10""",3949.917,449
117,T107,T107,Jaco Van Zyl,51,"8' 10""",2244.333,255
118,T119,T119,Stephen Ames,81,"8' 11""",2941.5,330
119,T119,T119,Bubba Dickerson,51,"8' 11""",2326.917,261
120,T119,T119,Ken Duke,112,"8' 11""",4536.75,510
121,T119,T119,Peter Lonard,85,"8' 11""",3865.417,432
122,T119,T119,George McNeill,95,"8' 11""",4066.333,458
123,T119,T119,Henrik Stenson,52,"8' 11""",1810.9170000000001,204
124,T125,T125,Cameron Beckman,96,"9' 0""",3677.917,410
125,T125,T125,Michael Boyd,61,"9' 0""",2795.667,312
126,T125,T125,Chris DiMarco,79,"9' 0""",3215.333,358
127,T125,T125,Tripp Isenhour,86,"9' 0""",4066.0,451
128,T125,T125,Davis Love III,66,"9' 0""",2566.0,285
129,T125,T125,Parker McLachlin,83,"9' 0""",4123.75,460
130,T125,T125,Rocco Mediate,72,"9' 0""",3325.0,370
131,T125,T125,Chris Stroud,66,"9' 0""",2660.0,296
132,T125,T125,Kevin Sutherland,85,"9' 0""",3379.167,377
133,T125,T125,Boo Weekley,101,"9' 0""",3960.833,439
134,T135,T135,Brendon de Jonge,76,"9' 1""",3373.917,372
135,T135,T135,Jason Gore,86,"9' 1""",3948.5,435
136,T135,T135,Cliff Kresge,107,"9' 1""",4949.917,545
137,T135,T135,Craig Lile,77,"9' 1""",3643.75,400
138,T135,T135,Joey Sindelar,75,"9' 1""",3174.75,348
139,T135,T135,D.J. Trahan,99,"9' 1""",4140.917,457
140,T135,T135,Camilo Villegas,82,"9' 1""",3264.25,360
141,T142,T142,Eric Axley,107,"9' 2""",4937.917,537
142,T142,T142,Joe Durant,88,"9' 2""",3342.333,364
143,T142,T142,Bill Haas,93,"9' 2""",4169.333,455
144,T142,T142,Bryce Molder,56,"9' 2""",2699.0,295
145,T142,T142,Ryan Moore,92,"9' 2""",3600.167,391
146,T142,T142,Dicky Pride,71,"9' 2""",3130.0,342
147,T142,T142,Bubba Watson,80,"9' 2""",3103.5,339
148,T142,T142,Brett Wetterich,88,"9' 2""",3289.917,358
149,T142,T142,Jay Williamson,50,"9' 2""",2385.0,261
150,T151,T151,J.B. Holmes,71,"9' 3""",3219.5,347
151,T151,T151,Bob Tway,103,"9' 3""",4551.333,494
152,T151,T151,Charles Warren,101,"9' 3""",4294.0,465
153,T154,T154,Stewart Cink,91,"9' 4""",3370.167,362
154,T154,T154,J.J. Henry,86,"9' 4""",3009.583,322
155,T154,T154,Johnson Wagner,97,"9' 4""",4120.167,442
156,T157,T157,Tommy Armour III,81,"9' 5""",3005.917,320
157,T157,T157,Harrison Frazar,88,"9' 5""",4010.167,425
158,T157,T157,Mathew Goggin,97,"9' 5""",4185.333,446
159,T157,T157,Tom Johnson,74,"9' 5""",3327.333,353
160,T161,T161,D.J. Brigman,67,"9' 6""",2626.417,276
161,T161,T161,Richard Johnson,93,"9' 6""",4287.167,450
162,T161,T161,Will MacKenzie,100,"9' 6""",4701.667,495
163,T161,T161,Daisuke Maruyama,86,"9' 6""",4029.917,426
164,T161,T161,Troy Matteson,87,"9' 6""",4110.583,433
165,T161,T161,Jim Rutledge,59,"9' 6""",2422.917,255
166,T167,T167,Michael Allen,74,"9' 7""",3202.167,334
167,T167,T167,Chad Campbell,96,"9' 7""",3727.917,389
168,T167,T167,Jesper Parnevik,88,"9' 7""",3715.667,389
169,T170,T170,Chris Couch,76,"9' 8""",3900.833,405
170,T170,T170,Ben Curtis,80,"9' 8""",3861.833,401
171,T170,T170,John Daly,59,"9' 8""",2611.667,271
172,T170,T170,Greg Owen,81,"9' 8""",3334.333,346
173,T174,T174,Rich Barcelo,80,"9' 9""",3827.917,393
174,T174,T174,Brian Bateman,55,"9' 9""",2474.917,254
175,T174,T174,Kevin Stadler,95,"9' 9""",4116.333,421
176,T177,T177,Ryan Armour,107,"9' 10""",4922.25,499
177,T177,T177,Rich Beem,89,"9' 10""",3601.667,365
178,T177,T177,Charley Hoffman,97,"9' 10""",4560.583,462
179,T180,T180,Robert Allenby,90,"9' 11""",3602.75,362
180,T180,T180,Kyle Reifers,71,"9' 11""",3380.75,340
181,T180,T180,Chris Tidland,59,"9' 11""",2838.167,286
182,T183,T183,Robert Gamez,88,"10' 0""",4000.667,401
183,T183,T183,Robert Garrigus,95,"10' 0""",4433.167,442
184,T183,T183,Mathias Grönberg,95,"10' 0""",5084.583,510
185,T183,T183,Ryan Palmer,91,"10' 0""",4356.0,435
186,T183,T183,Duffy Waldorf,69,"10' 0""",3121.583,312
187,188,188,Michael Putnam,96,"10' 1""",3961.5,393
188,189,189,Hunter Mahan,91,"10' 2""",3734.833,367
189,190,190,Frank Lickliter II,95,"10' 3""",4625.583,453
190,191,191,David Branshaw,83,"10' 5""",4377.833,421
191,T192,T192,Tom Byrum,50,"10' 6""",2334.583,222
192,T192,T192,Scott Gutschewski,67,"10' 6""",3661.917,348
193,T192,T192,Steve Wheatcroft,73,"10' 6""",3693.417,351
194,195,195,Todd Hamilton,76,"10' 10""",3965.167,366
195,196,196,Matt Hendrix,63,"11' 1""",3334.833,300
