,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,K.J. Choi,87,0.22,177,39.0
1,2,2,Kevin Na,84,0.242,219,53.0
2,3,3,Craig Lile,77,0.25,168,42.0
3,4,4,Aaron Baddeley,83,0.257,206,53.0
4,5,5,Justin Leonard,95,0.261,203,53.0
5,6,6,Mark Brooks,53,0.266,109,29.0
6,7,7,Rory Sabbatini,81,0.26899999999999996,175,47.0
7,T8,T8,Stuart Appleby,74,0.27,163,44.0
8,T8,T8,Ian Poulter,63,0.27,122,33.0
9,10,10,Steve Elkington,87,0.27699999999999997,206,57.0
10,11,11,Steve Stricker,81,0.28,143,40.0
11,12,12,Scott Verplank,82,0.28800000000000003,163,47.0
12,13,13,Bryce Molder,56,0.29,131,38.0
13,14,14,Bob Heintz,85,0.293,205,60.0
14,T15,T15,Tim Clark,66,0.294,153,45.0
15,T15,T15,Doug LaBelle II,104,0.294,245,72.0
16,17,17,John Rollins,102,0.295,234,69.0
17,T18,T18,Jim Furyk,84,0.299,147,44.0
18,T18,T18,Matt Kuchar,85,0.299,184,55.0
19,T18,T18,Phil Mickelson,73,0.299,117,35.0
20,21,21,Daniel Chopra,106,0.302,252,76.0
21,22,22,Ryuji Imada,104,0.304,237,72.0
22,23,23,Craig Kanada,109,0.308,247,76.0
23,24,24,Bo Van Pelt,104,0.31,258,80.0
24,T25,T25,Brian Bateman,55,0.311,135,42.0
25,T25,T25,Jonathan Byrd,73,0.311,161,50.0
26,T25,T25,Corey Pavin,81,0.311,219,68.0
27,28,28,Trevor Immelman,74,0.312,125,39.0
28,29,29,Tiger Woods,63,0.313,80,25.0
29,T30,T30,Briny Baird,115,0.314,255,80.0
30,T30,T30,Rich Barcelo,80,0.314,204,64.0
31,T30,T30,Retief Goosen,50,0.314,105,33.0
32,T33,T33,Bob Estes,88,0.315,203,64.0
33,T33,T33,J.P. Hayes,89,0.315,216,68.0
34,T33,T33,Heath Slocum,101,0.315,241,76.0
35,T33,T33,Mark Wilson,87,0.315,181,57.0
36,37,37,Sergio Garcia,68,0.316,152,48.0
37,T38,T38,Nathan Green,103,0.317,249,79.0
38,T38,T38,Arron Oberholser,69,0.317,139,44.0
39,T38,T38,David Toms,80,0.317,164,52.0
40,41,41,Chris Riley,59,0.318,129,41.0
41,T42,T42,Padraig Harrington,64,0.319,119,38.0
42,T42,T42,John Merrick,92,0.319,188,60.0
43,T42,T42,José María Olazábal,52,0.319,113,36.0
44,T42,T42,Vijay Singh,102,0.319,216,69.0
45,46,46,Jeff Brehaut,59,0.321,131,42.0
46,47,47,Chris DiMarco,79,0.322,171,55.0
47,48,48,Marco Dawson,73,0.32299999999999995,155,50.0
48,T49,T49,Sean O'Hair,98,0.324,188,61.0
49,T49,T49,Brandt Snedeker,105,0.324,222,72.0
50,51,51,Jason Dufner,100,0.326,221,72.0
51,52,52,Stephen Leaney,82,0.327,153,50.0
52,T53,T53,Mark Hensby,81,0.33,182,60.0
53,T53,T53,Dean Wilson,92,0.33,194,64.0
54,T55,T55,Shigeki Maruyama,84,0.332,229,76.0
55,T55,T55,Charlie Wi,90,0.332,190,63.0
56,T57,T57,Geoff Ogilvy,84,0.33299999999999996,162,54.0
57,T57,T57,Rod Pampling,92,0.33299999999999996,177,59.0
58,T57,T57,Henrik Stenson,52,0.33299999999999996,96,32.0
59,T60,T60,Steve Flesch,100,0.335,209,70.0
60,T60,T60,Zach Johnson,76,0.335,161,54.0
61,T60,T60,John Mallinger,96,0.335,254,85.0
62,T60,T60,Ryan Moore,92,0.335,182,61.0
63,T64,T64,Jarrod Lyle,77,0.33899999999999997,183,62.0
64,T64,T64,Steve Marino,106,0.33899999999999997,224,76.0
65,66,66,Luke Donald,69,0.34,141,48.0
66,T67,T67,José Coceres,50,0.341,129,44.0
67,T67,T67,Bill Haas,93,0.341,214,73.0
68,T67,T67,Lee Janzen,66,0.341,135,46.0
69,T67,T67,Tom Pernice Jr.,104,0.341,229,78.0
70,T71,T71,Tim Petrovic,106,0.34299999999999997,265,91.0
71,T71,T71,Kirk Triplett,77,0.34299999999999997,181,62.0
72,T73,T73,Jeff Overton,60,0.344,125,43.0
73,T73,T73,Tag Ridings,52,0.344,128,44.0
74,T75,T75,Craig Bowden,78,0.345,197,68.0
75,T75,T75,Kenny Perry,83,0.345,194,67.0
76,77,77,Ken Duke,112,0.34600000000000003,240,83.0
77,T78,T78,Cliff Kresge,107,0.34700000000000003,259,90.0
78,T78,T78,Tom Lehman,62,0.34700000000000003,98,34.0
79,T78,T78,Michael Sim,52,0.34700000000000003,124,43.0
80,81,81,Billy Mayfair,98,0.348,204,71.0
81,82,82,Brian Davis,101,0.349,241,84.0
82,T83,T83,Brian Gay,107,0.35,263,92.0
83,T83,T83,Jason Schultz,63,0.35,157,55.0
84,T85,T85,Tim Herron,98,0.35100000000000003,202,71.0
85,T85,T85,Jesper Parnevik,88,0.35100000000000003,185,65.0
86,87,87,Chris Stroud,66,0.353,150,53.0
87,T88,T88,Peter Lonard,85,0.354,195,69.0
88,T88,T88,Bubba Watson,80,0.354,161,57.0
89,T90,T90,Woody Austin,95,0.35600000000000004,219,78.0
90,T90,T90,Anders Hansen,55,0.35600000000000004,90,32.0
91,92,92,Joe Ogilvie,102,0.35700000000000004,244,87.0
92,T93,T93,George McNeill,95,0.358,212,76.0
93,T93,T93,Nick O'Hern,72,0.358,148,53.0
94,T93,T93,Steve Wheatcroft,73,0.358,165,59.0
95,96,96,Lucas Glover,98,0.359,184,66.0
96,T97,T97,Steve Lowery,74,0.36,178,64.0
97,T97,T97,Carl Pettersson,111,0.36,247,89.0
98,T99,T99,Bart Bryant,87,0.36200000000000004,188,68.0
99,T99,T99,Duffy Waldorf,69,0.36200000000000004,141,51.0
100,101,101,Freddie Jacobson,70,0.363,179,65.0
101,102,102,Andrew Buckle,77,0.365,181,66.0
102,103,103,Gavin Coles,87,0.366,232,85.0
103,104,104,Steve Allan,63,0.368,152,56.0
104,105,105,Glen Day,85,0.371,202,75.0
105,T106,T106,Stewart Cink,91,0.37200000000000005,156,58.0
106,T106,T106,Charles Howell III,89,0.37200000000000005,145,54.0
107,108,108,Michael Boyd,61,0.373,158,59.0
108,109,109,D.J. Trahan,99,0.374,235,88.0
109,110,110,Ernie Els,59,0.375,96,36.0
110,111,111,Richard Johnson,93,0.377,228,86.0
111,112,112,Anthony Kim,93,0.37799999999999995,185,70.0
112,113,113,Ben Curtis,80,0.379,182,69.0
113,114,114,Ryan Palmer,91,0.38,179,68.0
114,T115,T115,Shaun Micheel,91,0.382,165,63.0
115,T115,T115,Dicky Pride,71,0.382,136,52.0
116,T117,T117,Michael Allen,74,0.385,156,60.0
117,T117,T117,Nick Watney,87,0.385,187,72.0
118,119,119,Alex Cejka,80,0.386,171,66.0
119,T120,T120,J.J. Henry,86,0.387,150,58.0
120,T120,T120,Pat Perez,84,0.387,150,58.0
121,T122,T122,Brett Quigley,79,0.38799999999999996,170,66.0
122,T122,T122,Brett Wetterich,88,0.38799999999999996,160,62.0
123,124,124,Jim Rutledge,59,0.392,130,51.0
124,125,125,Tom Johnson,74,0.395,162,64.0
125,126,126,Mike Weir,82,0.396,139,55.0
126,127,127,Mark Calcavecchia,93,0.397,204,81.0
127,T128,T128,Craig Barlow,52,0.39799999999999996,118,47.0
128,T128,T128,Jason Gore,86,0.39799999999999996,211,84.0
129,T130,T130,John Senden,97,0.4,180,72.0
130,T130,T130,Kevin Sutherland,85,0.4,155,62.0
131,T132,T132,Eric Axley,107,0.401,257,103.0
132,T132,T132,Tripp Isenhour,86,0.401,192,77.0
133,T132,T132,Vaughn Taylor,91,0.401,207,83.0
134,T132,T132,Johnson Wagner,97,0.401,202,81.0
135,136,136,Camilo Villegas,82,0.406,155,63.0
136,137,137,Mathias Grönberg,95,0.40700000000000003,241,98.0
137,T138,T138,Cameron Beckman,96,0.408,191,78.0
138,T138,T138,Paul Goydos,60,0.408,130,53.0
139,T138,T138,Ted Purdy,102,0.408,201,82.0
140,141,141,Boo Weekley,101,0.41100000000000003,214,88.0
141,142,142,Frank Lickliter II,95,0.41200000000000003,216,89.0
142,T143,T143,Davis Love III,66,0.413,143,59.0
143,T143,T143,Kyle Reifers,71,0.413,155,64.0
144,145,145,Troy Matteson,87,0.414,210,87.0
145,146,146,Daisuke Maruyama,86,0.415,205,85.0
146,147,147,Robert Allenby,90,0.41600000000000004,166,69.0
147,T148,T148,Fred Funk,65,0.41700000000000004,144,60.0
148,T148,T148,Chris Tidland,59,0.41700000000000004,132,55.0
149,T150,T150,Harrison Frazar,88,0.42,181,76.0
150,T150,T150,Paul Gow,70,0.42,138,58.0
151,T150,T150,Jeff Quinney,95,0.42,207,87.0
152,153,153,Parker McLachlin,83,0.42200000000000004,192,81.0
153,154,154,Jeff Gove,103,0.423,201,85.0
154,T155,T155,Ryan Armour,107,0.42700000000000005,227,97.0
155,T155,T155,Justin Rose,63,0.42700000000000005,96,41.0
156,T155,T155,Adam Scott,69,0.42700000000000005,124,53.0
157,T158,T158,D.J. Brigman,67,0.429,133,57.0
158,T158,T158,Tom Byrum,50,0.429,98,42.0
159,T158,T158,Charley Hoffman,97,0.429,217,93.0
160,161,161,Stephen Ames,81,0.43,165,71.0
161,T162,T162,Chad Campbell,96,0.43200000000000005,176,76.0
162,T162,T162,Will MacKenzie,100,0.43200000000000005,241,104.0
163,T164,T164,Jason Bohn,57,0.433,150,65.0
164,T164,T164,Jerry Kelly,101,0.433,187,81.0
165,166,166,Jeff Maggert,79,0.434,182,79.0
166,T167,T167,Rich Beem,89,0.43799999999999994,178,78.0
167,T167,T167,Jay Williamson,50,0.43799999999999994,130,57.0
168,T169,T169,Chris Couch,76,0.44,200,88.0
169,T169,T169,Paul Stankowski,52,0.44,109,48.0
170,171,171,Mathew Goggin,97,0.441,213,94.0
171,172,172,Kent Jones,97,0.444,198,88.0
172,173,173,Tommy Armour III,81,0.445,155,69.0
173,174,174,Jaco Van Zyl,51,0.447,123,55.0
174,175,175,Bob Tway,103,0.451,226,102.0
175,T176,T176,Joe Durant,88,0.457,175,80.0
176,T176,T176,Rocco Mediate,72,0.457,162,74.0
177,178,178,Joey Sindelar,75,0.46299999999999997,164,76.0
178,T179,T179,Bubba Dickerson,51,0.46799999999999997,111,52.0
179,T179,T179,Michael Putnam,96,0.46799999999999997,190,89.0
180,181,181,John Daly,59,0.47100000000000003,136,64.0
181,T182,T182,Billy Andrade,88,0.47200000000000003,214,101.0
182,T182,T182,Charles Warren,101,0.47200000000000003,229,108.0
183,T184,T184,Scott Gutschewski,67,0.47700000000000004,174,83.0
184,T184,T184,Darron Stiles,65,0.47700000000000004,132,63.0
185,186,186,Robert Garrigus,95,0.478,205,98.0
186,T187,T187,Todd Hamilton,76,0.48,171,82.0
187,T187,T187,J.B. Holmes,71,0.48,152,73.0
188,T187,T187,Greg Owen,81,0.48,177,85.0
189,190,190,Jeff Sluman,60,0.49200000000000005,124,61.0
190,T191,T191,Robert Gamez,88,0.5,184,92.0
191,T191,T191,Hunter Mahan,91,0.5,162,81.0
192,193,193,David Branshaw,83,0.503,191,96.0
193,194,194,Kevin Stadler,95,0.508,191,97.0
194,195,195,Brendon de Jonge,76,0.519,154,80.0
195,196,196,Matt Hendrix,63,0.61,141,86.0
