,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Jason Bohn,57,100.0,1.0,1
1,T1,T1,Andrew Buckle,77,100.0,5.0,5
2,T1,T1,Brian Davis,101,100.0,3.0,3
3,T1,T1,Mathias Grönberg,95,100.0,6.0,6
4,T1,T1,Jerry Kelly,101,100.0,4.0,4
5,T1,T1,Anthony Kim,93,100.0,10.0,10
6,T1,T1,Rocco Mediate,72,100.0,3.0,3
7,T1,T1,Michael Sim,52,100.0,4.0,4
8,T1,T1,Kevin Stadler,95,100.0,8.0,8
9,T1,T1,Chris Tidland,59,100.0,5.0,5
10,11,11,Jeff Quinney,95,90.0,9.0,10
11,T12,T12,Tim Clark,66,88.89,8.0,9
12,T12,T12,Gavin Coles,87,88.89,8.0,9
13,T14,T14,Glen Day,85,87.5,7.0,8
14,T14,T14,Fred Funk,65,87.5,7.0,8
15,T16,T16,Pat Perez,84,85.71,6.0,7
16,T16,T16,Paul Stankowski,52,85.71,6.0,7
17,T16,T16,David Toms,80,85.71,6.0,7
18,T19,T19,Eric Axley,107,83.33,5.0,6
19,T19,T19,Luke Donald,69,83.33,5.0,6
20,T19,T19,Paul Gow,70,83.33,5.0,6
21,T22,T22,Ken Duke,112,81.82,9.0,11
22,T22,T22,Dicky Pride,71,81.82,9.0,11
23,T24,T24,Craig Bowden,78,80.0,8.0,10
24,T24,T24,Michael Boyd,61,80.0,4.0,5
25,T24,T24,Paul Goydos,60,80.0,4.0,5
26,T24,T24,Carl Pettersson,111,80.0,12.0,15
27,T24,T24,Vijay Singh,102,80.0,8.0,10
28,T24,T24,Jeff Sluman,60,80.0,8.0,10
29,T24,T24,Henrik Stenson,52,80.0,4.0,5
30,31,31,Stuart Appleby,74,78.57,11.0,14
31,T32,T32,Bart Bryant,87,77.78,7.0,9
32,T32,T32,Jason Gore,86,77.78,7.0,9
33,34,34,Scott Verplank,82,76.92,10.0,13
34,35,35,Tim Petrovic,106,76.47,13.0,17
35,T36,T36,Billy Andrade,88,75.0,6.0,8
36,T36,T36,Daniel Chopra,106,75.0,12.0,16
37,T36,T36,Tom Lehman,62,75.0,3.0,4
38,T36,T36,Billy Mayfair,98,75.0,6.0,8
39,T36,T36,Kevin Na,84,75.0,6.0,8
40,T36,T36,Arron Oberholser,69,75.0,6.0,8
41,T36,T36,Jesper Parnevik,88,75.0,3.0,4
42,T36,T36,Justin Rose,63,75.0,3.0,4
43,T36,T36,Rory Sabbatini,81,75.0,6.0,8
44,T36,T36,Jaco Van Zyl,51,75.0,3.0,4
45,T36,T36,Steve Wheatcroft,73,75.0,3.0,4
46,T36,T36,Jay Williamson,50,75.0,3.0,4
47,T48,T48,Steve Flesch,100,72.73,8.0,11
48,T48,T48,Steve Stricker,81,72.73,8.0,11
49,T48,T48,Mark Wilson,87,72.73,8.0,11
50,51,51,Tom Pernice Jr.,104,72.22,13.0,18
51,T52,T52,Charles Howell III,89,71.43,5.0,7
52,T52,T52,Tripp Isenhour,86,71.43,5.0,7
53,T52,T52,Stephen Leaney,82,71.43,5.0,7
54,T52,T52,Craig Lile,77,71.43,5.0,7
55,56,56,John Senden,97,70.0,7.0,10
56,57,57,Mathew Goggin,97,69.23,9.0,13
57,58,58,Mark Hensby,81,68.75,11.0,16
58,T59,T59,Stephen Ames,81,66.67,2.0,3
59,T59,T59,Cameron Beckman,96,66.67,6.0,9
60,T59,T59,Rich Beem,89,66.67,2.0,3
61,T59,T59,Tom Byrum,50,66.67,4.0,6
62,T59,T59,Harrison Frazar,88,66.67,12.0,18
63,T59,T59,Brian Gay,107,66.67,10.0,15
64,T59,T59,Anders Hansen,55,66.67,2.0,3
65,T59,T59,Matt Hendrix,63,66.67,2.0,3
66,T59,T59,J.B. Holmes,71,66.67,6.0,9
67,T59,T59,Trevor Immelman,74,66.67,4.0,6
68,T59,T59,Lee Janzen,66,66.67,4.0,6
69,T59,T59,Richard Johnson,93,66.67,4.0,6
70,T59,T59,Kent Jones,97,66.67,6.0,9
71,T59,T59,Matt Kuchar,85,66.67,6.0,9
72,T59,T59,Justin Leonard,95,66.67,8.0,12
73,T59,T59,Sean O'Hair,98,66.67,6.0,9
74,T59,T59,Greg Owen,81,66.67,2.0,3
75,T59,T59,Corey Pavin,81,66.67,4.0,6
76,T59,T59,Kirk Triplett,77,66.67,4.0,6
77,T59,T59,Bo Van Pelt,104,66.67,6.0,9
78,T59,T59,Charles Warren,101,66.67,6.0,9
79,T80,T80,Robert Allenby,90,63.64,7.0,11
80,T80,T80,K.J. Choi,87,63.64,7.0,11
81,T80,T80,Nathan Green,103,63.64,7.0,11
82,T80,T80,Hunter Mahan,91,63.64,7.0,11
83,T84,T84,Jim Furyk,84,62.5,5.0,8
84,T84,T84,Shigeki Maruyama,84,62.5,5.0,8
85,T84,T84,Ted Purdy,102,62.5,5.0,8
86,87,87,Brett Wetterich,88,61.54,8.0,13
87,T88,T88,Chad Campbell,96,60.0,3.0,5
88,T88,T88,John Daly,59,60.0,3.0,5
89,T88,T88,Ernie Els,59,60.0,6.0,10
90,T88,T88,Sergio Garcia,68,60.0,6.0,10
91,T88,T88,José María Olazábal,52,60.0,3.0,5
92,T88,T88,Jeff Overton,60,60.0,6.0,10
93,T88,T88,Rod Pampling,92,60.0,3.0,5
94,T88,T88,Jim Rutledge,59,60.0,3.0,5
95,T96,T96,Mark Calcavecchia,93,58.33,7.0,12
96,T96,T96,J.P. Hayes,89,58.33,7.0,12
97,T96,T96,Craig Kanada,109,58.33,7.0,12
98,T96,T96,George McNeill,95,58.33,7.0,12
99,T96,T96,John Rollins,102,58.33,7.0,12
100,T96,T96,Tiger Woods,63,58.33,7.0,12
101,T102,T102,David Branshaw,83,57.14,4.0,7
102,T102,T102,Stewart Cink,91,57.14,8.0,14
103,T102,T102,Lucas Glover,98,57.14,4.0,7
104,T102,T102,Kyle Reifers,71,57.14,4.0,7
105,T102,T102,Jason Schultz,63,57.14,4.0,7
106,T102,T102,Johnson Wagner,97,57.14,8.0,14
107,T102,T102,Boo Weekley,101,57.14,8.0,14
108,T102,T102,Mike Weir,82,57.14,4.0,7
109,T102,T102,Dean Wilson,92,57.14,4.0,7
110,T111,T111,Ryan Armour,107,55.56,5.0,9
111,T111,T111,Bob Estes,88,55.56,5.0,9
112,T111,T111,Steve Lowery,74,55.56,5.0,9
113,T111,T111,Ryan Moore,92,55.56,5.0,9
114,T115,T115,Alex Cejka,80,54.55,6.0,11
115,T115,T115,Marco Dawson,73,54.55,6.0,11
116,T115,T115,Robert Garrigus,95,54.55,6.0,11
117,T115,T115,Camilo Villegas,82,54.55,6.0,11
118,T119,T119,Bill Haas,93,53.85,7.0,13
119,T119,T119,Freddie Jacobson,70,53.85,7.0,13
120,T119,T119,Steve Marino,106,53.85,7.0,13
121,T119,T119,Ian Poulter,63,53.85,7.0,13
122,123,123,Todd Hamilton,76,52.38,11.0,21
123,T124,T124,Craig Barlow,52,50.0,3.0,6
124,T124,T124,Jeff Brehaut,59,50.0,5.0,10
125,T124,T124,Mark Brooks,53,50.0,1.0,2
126,T124,T124,Jonathan Byrd,73,50.0,5.0,10
127,T124,T124,Bubba Dickerson,51,50.0,2.0,4
128,T124,T124,Joe Durant,88,50.0,5.0,10
129,T124,T124,Steve Elkington,87,50.0,3.0,6
130,T124,T124,Retief Goosen,50,50.0,2.0,4
131,T124,T124,Tim Herron,98,50.0,4.0,8
132,T124,T124,Jarrod Lyle,77,50.0,4.0,8
133,T124,T124,Jeff Maggert,79,50.0,3.0,6
134,T124,T124,Troy Matteson,87,50.0,3.0,6
135,T124,T124,Phil Mickelson,73,50.0,1.0,2
136,T124,T124,Kenny Perry,83,50.0,4.0,8
137,T124,T124,Tag Ridings,52,50.0,1.0,2
138,T124,T124,Chris Riley,59,50.0,2.0,4
139,T124,T124,Vaughn Taylor,91,50.0,5.0,10
140,T124,T124,Bubba Watson,80,50.0,2.0,4
141,142,142,José Coceres,50,46.67,7.0,15
142,T143,T143,Aaron Baddeley,83,44.44,4.0,9
143,T143,T143,Brian Bateman,55,44.44,4.0,9
144,T143,T143,Bob Heintz,85,44.44,4.0,9
