,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
87,T88,T88,Jason Bohn,57,50.94,27,53
88,T88,T88,Bo Van Pelt,104,50.94,54,106
89,T90,T90,Tommy Armour III,81,50.82,31,61
90,T90,T90,Darron Stiles,65,50.82,31,61
91,92,92,Marco Dawson,73,50.67,38,75
92,T93,T93,Gavin Coles,87,50.65,39,77
93,T93,T93,Bob Heintz,85,50.65,39,77
94,T95,T95,Jerry Kelly,101,50.57,44,87
95,T95,T95,Rod Pampling,92,50.57,44,87
96,97,97,David Branshaw,83,50.56,45,89
97,98,98,Steve Flesch,100,50.51,50,99
98,99,99,George McNeill,95,50.5,51,101
99,T100,T100,Rich Beem,89,50.0,37,74
100,T100,T100,Andrew Buckle,77,50.0,43,86
101,T100,T100,Paul Goydos,60,50.0,30,60
102,T100,T100,Rocco Mediate,72,50.0,38,76
103,T100,T100,Ryan Moore,92,50.0,33,66
104,T100,T100,Joey Sindelar,75,50.0,37,74
105,T100,T100,Kevin Sutherland,85,50.0,45,90
106,T100,T100,Charlie Wi,90,50.0,42,84
107,T100,T100,Jay Williamson,50,50.0,17,34
108,109,109,Joe Ogilvie,102,49.49,49,99
109,110,110,J.B. Holmes,71,49.41,42,85
110,111,111,Lucas Glover,98,49.4,41,83
111,112,112,Justin Leonard,95,49.33,37,75
112,113,113,Ryan Palmer,91,48.89,44,90
113,114,114,Hunter Mahan,91,48.75,39,80
114,T115,T115,Stephen Leaney,82,48.68,37,76
115,T115,T115,Camilo Villegas,82,48.68,37,76
116,117,117,Bob Tway,103,48.65,54,111
117,T118,T118,Billy Andrade,88,48.61,35,72
118,T118,T118,Sean O'Hair,98,48.61,35,72
119,120,120,Bob Estes,88,48.54,50,103
120,121,121,Bill Haas,93,48.28,42,87
121,T122,T122,Lee Janzen,66,48.15,26,54
122,T122,T122,Tiger Woods,63,48.15,13,27
123,124,124,Joe Durant,88,47.95,35,73
124,125,125,Bubba Watson,80,47.69,31,65
125,126,126,Rich Barcelo,80,47.67,41,86
126,127,127,John Senden,97,47.56,39,82
127,T128,T128,Alex Cejka,80,47.5,38,80
128,T128,T128,Pat Perez,84,47.5,38,80
129,T128,T128,Dicky Pride,71,47.5,38,80
130,131,131,Chris DiMarco,79,47.3,35,74
131,132,132,Tom Lehman,62,47.17,25,53
132,133,133,Robert Allenby,90,47.14,33,70
133,134,134,Mathias Grönberg,95,47.12,49,104
134,T135,T135,Jarrod Lyle,77,47.06,32,68
135,T135,T135,Bryce Molder,56,47.06,32,68
136,T135,T135,Michael Putnam,96,47.06,40,85
137,138,138,Paul Gow,70,46.97,31,66
138,139,139,Daisuke Maruyama,86,46.91,38,81
139,140,140,Brett Quigley,79,46.58,34,73
140,141,141,D.J. Brigman,67,46.43,26,56
141,T142,T142,Steve Allan,63,46.38,32,69
142,T142,T142,Matt Hendrix,63,46.38,32,69
143,144,144,Jeff Overton,60,46.3,25,54
144,145,145,Jeff Maggert,79,46.25,37,80
145,146,146,Davis Love III,66,45.83,22,48
146,147,147,Briny Baird,115,45.54,46,101
147,148,148,José María Olazábal,52,45.45,30,66
148,149,149,Craig Kanada,109,45.36,44,97
149,150,150,Jeff Brehaut,59,45.28,24,53
150,151,151,Jeff Quinney,95,45.24,38,84
151,152,152,Freddie Jacobson,70,45.16,28,62
152,153,153,Vijay Singh,102,45.12,37,82
153,154,154,John Daly,59,44.64,25,56
154,155,155,Glen Day,85,44.58,37,83
155,T156,T156,Brendon de Jonge,76,44.44,44,99
156,T156,T156,Robert Garrigus,95,44.44,40,90
157,T156,T156,Mark Hensby,81,44.44,36,81
158,159,159,Michael Allen,74,44.29,31,70
159,160,160,Scott Gutschewski,67,43.94,29,66
160,161,161,Ted Purdy,102,43.59,34,78
161,162,162,Charley Hoffman,97,43.53,37,85
162,163,163,Will MacKenzie,100,43.43,43,99
163,164,164,Chris Stroud,66,43.28,29,67
164,165,165,Trevor Immelman,74,42.86,24,56
165,166,166,Jason Gore,86,42.71,41,96
166,167,167,Bubba Dickerson,51,42.62,26,61
167,168,168,Boo Weekley,101,42.5,34,80
168,T169,T169,Todd Hamilton,76,42.42,28,66
169,T169,T169,Anders Hansen,55,42.42,14,33
170,171,171,Charles Warren,101,42.31,33,78
171,172,172,Bart Bryant,87,42.25,30,71
172,173,173,Greg Owen,81,41.94,26,62
173,174,174,Tom Johnson,74,41.89,31,74
174,175,175,Kyle Reifers,71,41.67,35,84
175,T176,T176,Jonathan Byrd,73,41.33,31,75
176,T176,T176,J.J. Henry,86,41.33,31,75
177,178,178,Ben Curtis,80,40.91,36,88
178,179,179,Jeff Gove,103,40.7,35,86
179,180,180,Jim Rutledge,59,40.48,17,42
180,181,181,Chad Campbell,96,40.24,33,82
181,182,182,Henrik Stenson,52,40.0,16,40
182,183,183,Nick O'Hern,72,39.73,29,73
183,184,184,Ryan Armour,107,39.45,43,109
184,185,185,D.J. Trahan,99,39.29,33,84
185,186,186,Steve Lowery,74,39.19,29,74
186,187,187,Chris Tidland,59,38.81,26,67
187,188,188,Duffy Waldorf,69,38.71,24,62
188,189,189,Chris Couch,76,38.46,30,78
189,190,190,Brett Wetterich,88,36.62,26,71
190,191,191,Johnson Wagner,97,36.36,28,77
191,192,192,Robert Gamez,88,36.23,25,69
192,193,193,Harrison Frazar,88,35.96,32,89
193,194,194,Steve Wheatcroft,73,34.25,25,73
194,195,195,John Merrick,92,32.91,26,79
195,196,196,Kevin Stadler,95,31.82,28,88
