,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
0,1,1,Tim Clark,66,"5' 10""",505.583,87,4
1,2,2,Chris Riley,59,"6' 3""",484.25,77,1
2,3,3,Luke Donald,69,"7' 1""",561.1669999999999,79,97
3,4,4,K.J. Choi,87,"7' 2""",791.0830000000001,111,9
4,T5,T5,Justin Leonard,95,"7' 3""",667.25,92,39
5,T5,T5,Arron Oberholser,69,"7' 3""",553.0830000000001,76,46
6,T5,T5,Mark Wilson,87,"7' 3""",744.6669999999999,103,28
7,T8,T8,Rod Pampling,92,"7' 4""",835.4169999999999,114,76
8,T8,T8,Mike Weir,82,"7' 4""",693.3330000000001,95,70
9,10,10,Justin Rose,63,"7' 5""",428.333,58,41
10,T11,T11,Jonathan Byrd,73,"7' 9""",815.5,105,69
11,T11,T11,Pat Perez,84,"7' 9""",732.0,94,168
12,T11,T11,Steve Stricker,81,"7' 9""",619.1669999999999,80,21
13,14,14,Alex Cejka,80,"7' 10""",748.0,96,11
14,T15,T15,Aaron Baddeley,83,"7' 11""",1013.8330000000001,128,25
15,T15,T15,Craig Barlow,52,"7' 11""",507.25,64,110
16,T15,T15,Marco Dawson,73,"7' 11""",720.25,91,44
17,T15,T15,Matt Kuchar,85,"7' 11""",832.0,105,5
18,T19,T19,Steve Flesch,100,"8' 0""",907.0,113,82
19,T19,T19,Sergio Garcia,68,"8' 0""",573.5830000000001,72,84
20,T19,T19,Craig Kanada,109,"8' 0""",1089.75,136,48
21,T19,T19,Doug LaBelle II,104,"8' 0""",1203.0,150,34
22,T23,T23,Jason Dufner,100,"8' 1""",917.6669999999999,114,127
23,T23,T23,Brett Wetterich,88,"8' 1""",726.6669999999999,90,196
24,T25,T25,Bob Heintz,85,"8' 2""",858.8330000000001,105,79
25,T25,T25,Geoff Ogilvy,84,"8' 2""",694.4169999999999,85,111
26,T25,T25,Ian Poulter,63,"8' 2""",604.5,74,51
27,T28,T28,Andrew Buckle,77,"8' 3""",810.1669999999999,98,91
