,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Craig Barlow,52,88.89,8,9
1,2,2,Geoff Ogilvy,84,76.47,13,17
2,3,3,Brandt Snedeker,105,72.73,24,33
3,4,4,Ernie Els,59,70.83,17,24
4,5,5,Tim Clark,66,70.59,12,17
5,6,6,Chris Riley,59,68.75,22,32
6,7,7,Arron Oberholser,69,68.42,13,19
7,8,8,Bubba Dickerson,51,68.0,17,25
8,9,9,Jason Bohn,57,66.67,16,24
9,10,10,Matt Kuchar,85,64.71,22,34
10,T11,T11,Sergio Garcia,68,64.29,9,14
11,T11,T11,Tiger Woods,63,64.29,9,14
12,13,13,Justin Rose,63,63.64,14,22
13,14,14,Andrew Buckle,77,62.96,17,27
14,T15,T15,Phil Mickelson,73,62.5,10,16
15,T15,T15,Vijay Singh,102,62.5,25,40
16,17,17,Padraig Harrington,64,61.9,13,21
17,18,18,David Branshaw,83,61.54,24,39
18,19,19,Rod Pampling,92,61.11,22,36
19,T20,T20,Dicky Pride,71,60.71,17,28
20,T20,T20,Mike Weir,82,60.71,17,28
21,T22,T22,Eric Axley,107,60.0,24,40
22,T22,T22,John Daly,59,60.0,15,25
23,T22,T22,Rocco Mediate,72,60.0,15,25
24,T22,T22,David Toms,80,60.0,9,15
25,26,26,Carl Pettersson,111,59.46,22,37
26,T27,T27,Aaron Baddeley,83,59.38,19,32
27,T27,T27,Dean Wilson,92,59.38,19,32
28,29,29,Jim Furyk,84,59.26,16,27
29,30,30,Sean O'Hair,98,57.58,19,33
30,T31,T31,Ian Poulter,63,57.14,12,21
31,T31,T31,Charlie Wi,90,57.14,24,42
32,33,33,Doug LaBelle II,104,56.86,29,51
33,34,34,Ryuji Imada,104,56.82,25,44
34,35,35,Kevin Na,84,56.25,27,48
35,36,36,John Rollins,102,56.1,23,41
36,T37,T37,José Coceres,50,56.0,14,25
37,T37,T37,Scott Verplank,82,56.0,14,25
38,T39,T39,Gavin Coles,87,55.56,15,27
39,T39,T39,Jeff Sluman,60,55.56,10,18
40,T39,T39,Vaughn Taylor,91,55.56,15,27
41,42,42,Brian Davis,101,55.17,16,29
42,43,43,Jason Dufner,100,55.0,22,40
43,T44,T44,Stephen Ames,81,54.55,12,22
44,T44,T44,Tom Pernice Jr.,104,54.55,18,33
45,T44,T44,Paul Stankowski,52,54.55,12,22
46,47,47,Daniel Chopra,106,54.29,19,35
47,T48,T48,Marco Dawson,73,53.85,14,26
48,T48,T48,Joe Durant,88,53.85,14,26
49,T48,T48,Troy Matteson,87,53.85,14,26
50,T51,T51,Billy Andrade,88,53.33,16,30
51,T51,T51,Mark Brooks,53,53.33,8,15
52,T51,T51,Peter Lonard,85,53.33,16,30
53,54,54,Mark Hensby,81,52.94,18,34
54,T55,T55,Briny Baird,115,52.78,19,36
55,T55,T55,Tim Herron,98,52.78,19,36
56,T55,T55,Anthony Kim,93,52.78,19,36
57,T55,T55,Craig Lile,77,52.78,19,36
58,T59,T59,Luke Donald,69,52.63,10,19
59,T59,T59,Bob Heintz,85,52.63,20,38
60,T59,T59,Brett Wetterich,88,52.63,10,19
61,T62,T62,K.J. Choi,87,52.17,12,23
62,T62,T62,Cliff Kresge,107,52.17,24,46
63,64,64,Heath Slocum,101,51.52,17,33
64,65,65,Tripp Isenhour,86,51.22,21,41
65,T66,T66,Mathew Goggin,97,51.02,25,49
66,T66,T66,Bill Haas,93,51.02,25,49
67,T68,T68,D.J. Brigman,67,50.0,16,32
68,T68,T68,Steve Elkington,87,50.0,12,24
