,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Steve Stricker,81,"7' 0""",533.8330000000001,76,21
1,2,2,Chris Riley,59,"7' 5""",568.3330000000001,77,1
2,3,3,Jim Furyk,84,"7' 6""",553.6669999999999,74,29
3,4,4,Matt Kuchar,85,"7' 7""",743.1669999999999,98,5
4,5,5,Mike Weir,82,"7' 11""",780.4169999999999,99,70
5,6,6,Luke Donald,69,"8' 0""",602.0,75,97
6,7,7,Kevin Na,84,"8' 1""",1161.833,143,3
7,T8,T8,Tim Herron,98,"8' 2""",990.8330000000001,121,115
8,T8,T8,Cliff Kresge,107,"8' 2""",1213.417,148,65
9,10,10,Sergio Garcia,68,"8' 3""",635.4169999999999,77,84
10,T11,T11,Rod Pampling,92,"8' 4""",953.9169999999999,114,76
11,T11,T11,Justin Rose,63,"8' 4""",464.333,56,41
12,T13,T13,Brian Davis,101,"8' 5""",937.25,111,47
13,T13,T13,Phil Mickelson,73,"8' 5""",770.9169999999999,92,53
14,T13,T13,Corey Pavin,81,"8' 5""",799.1669999999999,95,14
15,T13,T13,Vaughn Taylor,91,"8' 5""",819.75,97,154
16,T17,T17,Jonathan Byrd,73,"8' 6""",862.4169999999999,101,69
17,T17,T17,Fred Funk,65,"8' 6""",593.5830000000001,70,115
18,T17,T17,Brian Gay,107,"8' 6""",1045.833,123,19
19,T17,T17,Padraig Harrington,64,"8' 6""",687.0,81,15
20,T21,T21,Tom Byrum,50,"8' 7""",378.5,44,102
21,T21,T21,Marco Dawson,73,"8' 7""",796.6669999999999,93,44
22,T21,T21,Ernie Els,59,"8' 7""",541.5,63,37
23,T21,T21,Ian Poulter,63,"8' 7""",538.6669999999999,63,51
24,T25,T25,Ryuji Imada,104,"8' 8""",1216.917,140,48
25,T25,T25,Lee Janzen,66,"8' 8""",588.25,68,140
26,T25,T25,Arron Oberholser,69,"8' 8""",612.6669999999999,71,46
27,T25,T25,Geoff Ogilvy,84,"8' 8""",692.25,80,111
28,T25,T25,Tom Pernice Jr.,104,"8' 8""",1024.75,118,40
29,T25,T25,Adam Scott,69,"8' 8""",648.1669999999999,75,179
30,T25,T25,Tiger Woods,63,"8' 8""",398.75,46,20
31,T32,T32,Zach Johnson,76,"8' 9""",659.25,75,30
32,T32,T32,Shigeki Maruyama,84,"8' 9""",1069.167,122,64
33,T32,T32,Paul Stankowski,52,"8' 9""",666.3330000000001,76,161
34,T32,T32,Darron Stiles,65,"8' 9""",631.6669999999999,72,180
35,T32,T32,Scott Verplank,82,"8' 9""",610.25,70,18
36,T32,T32,Charles Warren,101,"8' 9""",1073.083,123,157
37,T38,T38,Michael Boyd,61,"8' 10""",726.0,82,73
38,T38,T38,Mathew Goggin,97,"8' 10""",1297.333,147,90
39,T38,T38,Jerry Kelly,101,"8' 10""",993.8330000000001,112,78
40,T38,T38,John Mallinger,96,"8' 10""",938.5,106,12
41,T38,T38,Tim Petrovic,106,"8' 10""",1286.75,145,26
42,T38,T38,Carl Pettersson,111,"8' 10""",1077.167,122,93
43,T44,T44,Craig Bowden,78,"8' 11""",713.25,80,12
44,T44,T44,Bob Estes,88,"8' 11""",1134.833,127,105
45,T44,T44,Ted Purdy,102,"8' 11""",1045.0,117,136
46,T44,T44,Heath Slocum,101,"8' 11""",957.5,107,16
47,T44,T44,Mark Wilson,87,"8' 11""",944.5,106,28
48,T49,T49,Andrew Buckle,77,"9' 0""",934.1669999999999,104,91
49,T49,T49,Mark Calcavecchia,93,"9' 0""",880.6669999999999,98,117
50,T49,T49,Steve Elkington,87,"9' 0""",917.1669999999999,102,32
51,T49,T49,Steve Flesch,100,"9' 0""",1131.75,126,82
52,T49,T49,Paul Gow,70,"9' 0""",764.1669999999999,85,146
53,T49,T49,Doug LaBelle II,104,"9' 0""",1219.583,135,34
54,T49,T49,Justin Leonard,95,"9' 0""",786.3330000000001,87,39
55,T49,T49,Pat Perez,84,"9' 0""",959.9169999999999,107,168
56,T49,T49,David Toms,80,"9' 0""",719.8330000000001,80,66
57,T58,T58,Brian Bateman,55,"9' 1""",552.0,61,83
58,T58,T58,Todd Hamilton,76,"9' 1""",709.9169999999999,78,189
59,T58,T58,Bob Heintz,85,"9' 1""",834.0,92,79
60,T58,T58,Billy Mayfair,98,"9' 1""",869.25,96,74
61,T62,T62,Jason Bohn,57,"9' 2""",651.25,71,143
62,T62,T62,Nathan Green,103,"9' 2""",1275.417,139,22
63,T62,T62,Jarrod Lyle,77,"9' 2""",837.3330000000001,91,81
64,T62,T62,Joe Ogilvie,102,"9' 2""",1324.0,144,104
65,T66,T66,Daniel Chopra,106,"9' 3""",1295.917,140,31
66,T66,T66,Stewart Cink,91,"9' 3""",933.0830000000001,101,107
67,T66,T66,Scott Gutschewski,67,"9' 3""",875.3330000000001,95,171
68,T66,T66,Charles Howell III,89,"9' 3""",957.8330000000001,104,133
69,T66,T66,Anthony Kim,93,"9' 3""",1159.75,125,79
70,T66,T66,Sean O'Hair,98,"9' 3""",1009.6669999999999,109,36
71,T66,T66,Jason Schultz,63,"9' 3""",785.0830000000001,85,43
72,T66,T66,Jeff Sluman,60,"9' 3""",507.917,55,187
73,T66,T66,Kevin Sutherland,85,"9' 3""",1113.167,120,101
74,T75,T75,Chris DiMarco,79,"9' 4""",841.25,90,156
75,T75,T75,Kent Jones,97,"9' 4""",1329.3329999999999,143,129
76,T75,T75,Nick O'Hern,72,"9' 4""",796.25,85,120
77,T75,T75,Brandt Snedeker,105,"9' 4""",1049.75,112,17
78,T75,T75,Nick Watney,87,"9' 4""",1027.5,110,91
79,T80,T80,Robert Allenby,90,"9' 5""",826.9169999999999,88,163
80,T80,T80,Eric Axley,107,"9' 5""",1336.25,142,139
81,T80,T80,Bubba Dickerson,51,"9' 5""",810.5830000000001,86,178
82,T80,T80,Troy Matteson,87,"9' 5""",1129.0,120,121
83,T80,T80,Charlie Wi,90,"9' 5""",1172.5,124,54
84,T85,T85,Mark Brooks,53,"9' 6""",540.1669999999999,57,33
85,T85,T85,Alex Cejka,80,"9' 6""",1039.5,109,11
86,T85,T85,K.J. Choi,87,"9' 6""",1013.0,107,9
87,T88,T88,Rich Barcelo,80,"9' 7""",989.4169999999999,103,130
88,T88,T88,Parker McLachlin,83,"9' 7""",1422.25,149,56
89,T88,T88,Kenny Perry,83,"9' 7""",811.5,85,58
90,T88,T88,Vijay Singh,102,"9' 7""",1172.5,122,61
91,T88,T88,Dean Wilson,92,"9' 7""",1162.167,121,52
92,T93,T93,Mark Hensby,81,"9' 8""",1102.5,114,85
93,T93,T93,Frank Lickliter II,95,"9' 8""",1097.0,113,143
94,T93,T93,Peter Lonard,85,"9' 8""",1285.833,133,42
95,T93,T93,Steve Marino,106,"9' 8""",1158.833,120,55
96,T93,T93,Rory Sabbatini,81,"9' 8""",1030.083,107,2
97,T93,T93,Chris Stroud,66,"9' 8""",857.3330000000001,89,124
98,T99,T99,Craig Barlow,52,"9' 9""",458.583,47,110
99,T99,T99,José Coceres,50,"9' 9""",497.583,51,6
100,T99,T99,Davis Love III,66,"9' 9""",597.0830000000001,61,174
101,T99,T99,Ryan Moore,92,"9' 9""",937.4169999999999,96,87
102,T103,T103,Michael Allen,74,"9' 10""",799.5830000000001,81,153
103,T103,T103,Stephen Ames,81,"9' 10""",696.5830000000001,71,68
104,T103,T103,Stuart Appleby,74,"9' 10""",809.0,82,71
105,T103,T103,Ryan Armour,107,"9' 10""",1364.4170000000001,139,152
106,T103,T103,Woody Austin,95,"9' 10""",1221.0,124,24
107,T103,T103,Aaron Baddeley,83,"9' 10""",1032.833,105,25
108,T103,T103,Jason Dufner,100,"9' 10""",1441.1670000000001,146,127
109,T103,T103,José María Olazábal,52,"9' 10""",725.9169999999999,74,140
110,T103,T103,Michael Putnam,96,"9' 10""",1329.75,135,194
111,T103,T103,Bo Van Pelt,104,"9' 10""",1398.6670000000001,142,35
112,T103,T103,Camilo Villegas,82,"9' 10""",1019.5,104,98
113,T114,T114,Steve Allan,63,"9' 11""",968.25,98,138
114,T114,T114,Billy Andrade,88,"9' 11""",952.8330000000001,96,177
115,T114,T114,Lucas Glover,98,"9' 11""",1214.75,123,66
116,T114,T114,John Rollins,102,"9' 11""",1432.6670000000001,144,56
117,T114,T114,John Senden,97,"9' 11""",973.4169999999999,98,112
118,T119,T119,David Branshaw,83,"10' 0""",1081.75,108,173
119,T119,T119,J.B. Holmes,71,"10' 0""",1234.833,124,182
120,T119,T119,Shaun Micheel,91,"10' 0""",939.4169999999999,94,100
121,T119,T119,Jeff Overton,60,"10' 0""",850.25,85,7
122,T119,T119,Jesper Parnevik,88,"10' 0""",1148.917,115,103
123,T124,T124,Briny Baird,115,"10' 1""",1297.667,129,45
124,T124,T124,Rich Beem,89,"10' 1""",1042.833,103,170
125,T124,T124,Bart Bryant,87,"10' 1""",1005.5830000000001,100,59
126,T124,T124,Richard Johnson,93,"10' 1""",1343.1670000000001,133,118
127,T124,T124,Daisuke Maruyama,86,"10' 1""",991.8330000000001,98,149
128,T129,T129,John Daly,59,"10' 2""",956.9169999999999,94,195
129,T129,T129,Paul Goydos,60,"10' 2""",783.1669999999999,77,98
130,T129,T129,Tom Johnson,74,"10' 2""",887.0830000000001,87,157
131,T129,T129,Craig Kanada,109,"10' 2""",1356.25,133,48
132,T129,T129,Will MacKenzie,100,"10' 2""",1330.9170000000001,131,128
133,T129,T129,George McNeill,95,"10' 2""",1186.5,117,74
134,T135,T135,Brendon de Jonge,76,"10' 3""",1210.583,118,192
135,T135,T135,Joe Durant,88,"10' 3""",995.6669999999999,97,172
136,T135,T135,Charley Hoffman,97,"10' 3""",1311.4170000000001,128,175
137,T135,T135,Kirk Triplett,77,"10' 3""",985.4169999999999,96,86
138,T139,T139,Cameron Beckman,96,"10' 4""",1379.0,133,132
139,T139,T139,Bill Haas,93,"10' 4""",1382.0,134,88
140,T139,T139,Rocco Mediate,72,"10' 4""",942.0,91,142
141,T139,T139,Joey Sindelar,75,"10' 4""",886.75,86,164
142,T139,T139,Bob Tway,103,"10' 4""",1495.5,145,106
143,T144,T144,Jeff Brehaut,59,"10' 5""",741.8330000000001,71,95
144,T144,T144,Glen Day,85,"10' 5""",1049.25,101,62
145,T144,T144,J.J. Henry,86,"10' 5""",1106.667,106,184
146,T144,T144,Tripp Isenhour,86,"10' 5""",1316.0,126,109
147,T144,T144,Stephen Leaney,82,"10' 5""",1033.5,99,50
148,T144,T144,Tag Ridings,52,"10' 5""",727.5,70,94
149,T144,T144,Michael Sim,52,"10' 5""",654.0,63,8
