,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
0,1,1,Dicky Pride,71,93.68,89,95
1,2,2,Chris Tidland,59,93.65,59,63
2,3,3,Jerry Kelly,101,92.79,103,111
3,4,4,Michael Sim,52,92.5,74,80
4,5,5,Charles Howell III,89,92.31,72,78
5,6,6,Dean Wilson,92,91.95,80,87
6,7,7,Bubba Watson,80,91.57,76,83
7,8,8,Kent Jones,97,91.09,92,101
8,9,9,Matt Kuchar,85,90.7,78,86
9,10,10,Steve Elkington,87,90.63,87,96
10,11,11,Jason Schultz,63,90.48,57,63
11,12,12,Richard Johnson,93,90.36,75,83
12,T13,T13,Craig Bowden,78,90.22,83,92
13,T13,T13,Rod Pampling,92,90.22,83,92
14,15,15,Justin Leonard,95,89.81,97,108
15,16,16,Andrew Buckle,77,89.77,79,88
16,17,17,Ken Duke,112,89.73,131,146
17,18,18,Scott Gutschewski,67,89.61,69,77
18,19,19,Nick O'Hern,72,89.53,77,86
19,20,20,Arron Oberholser,69,89.33,67,75
20,21,21,Jay Williamson,50,89.19,66,74
21,22,22,J.B. Holmes,71,89.13,82,92
22,23,23,Billy Mayfair,98,89.01,81,91
23,24,24,Gavin Coles,87,88.89,104,117
24,25,25,George McNeill,95,88.6,101,114
25,26,26,Steve Stricker,81,88.46,69,78
26,27,27,Phil Mickelson,73,88.41,61,69
27,28,28,David Toms,80,88.37,76,86
28,T29,T29,Brian Bateman,55,88.24,45,51
29,T29,T29,Jarrod Lyle,77,88.24,75,85
30,31,31,Ted Purdy,102,88.0,110,125
31,32,32,Jim Furyk,84,87.95,73,83
32,33,33,Brian Gay,107,87.82,137,156
33,34,34,Kevin Sutherland,85,87.64,78,89
34,35,35,Eric Axley,107,87.61,99,113
35,T36,T36,Matt Hendrix,63,87.5,63,72
36,T36,T36,Chris Riley,59,87.5,70,80
37,38,38,Joe Ogilvie,102,87.4,111,127
38,39,39,John Rollins,102,87.38,90,103
39,40,40,Hunter Mahan,91,87.37,83,95
40,41,41,Nathan Green,103,87.29,103,118
41,42,42,Rory Sabbatini,81,87.23,82,94
42,43,43,Tom Pernice Jr.,104,87.22,116,133
43,44,44,Zach Johnson,76,87.18,68,78
44,45,45,Sergio Garcia,68,87.14,61,70
45,T46,T46,Ryuji Imada,104,87.13,88,101
46,T46,T46,Shigeki Maruyama,84,87.13,88,101
47,48,48,Jaco Van Zyl,51,86.96,60,69
48,49,49,Anthony Kim,93,86.92,113,130
49,50,50,Bo Van Pelt,104,86.67,104,120
50,51,51,Daniel Chopra,106,86.62,123,142
51,52,52,Parker McLachlin,83,86.61,97,112
52,53,53,Kevin Na,84,86.55,103,119
53,T54,T54,Stephen Leaney,82,86.46,83,96
54,T54,T54,Nick Watney,87,86.46,83,96
55,56,56,Marco Dawson,73,86.41,89,103
56,T57,T57,Tim Clark,66,86.36,76,88
57,T57,T57,Retief Goosen,50,86.36,38,44
58,T57,T57,Kenny Perry,83,86.36,95,110
59,60,60,Rocco Mediate,72,86.32,82,95
60,61,61,Brian Davis,101,86.29,107,124
61,T62,T62,Mark Hensby,81,86.21,75,87
62,T62,T62,Jeff Quinney,95,86.21,100,116
63,64,64,Vijay Singh,102,86.11,93,108
64,65,65,Shaun Micheel,91,86.05,74,86
65,66,66,Jason Gore,86,86.0,86,100
66,T67,T67,Paul Stankowski,52,85.96,49,57
67,T67,T67,Chris Stroud,66,85.96,49,57
68,69,69,Jeff Overton,60,85.88,73,85
69,T70,T70,Stewart Cink,91,85.87,79,92
70,T70,T70,Brendon de Jonge,76,85.87,79,92
71,72,72,D.J. Trahan,99,85.84,97,113
72,T73,T73,Briny Baird,115,85.71,108,126
73,T73,T73,Lee Janzen,66,85.71,48,56
74,T73,T73,Tag Ridings,52,85.71,54,63
75,T73,T73,Jeff Sluman,60,85.71,42,49
76,T73,T73,Mike Weir,82,85.71,78,91
77,78,78,Jason Bohn,57,85.51,59,69
78,T79,T79,David Branshaw,83,85.44,88,103
79,T79,T79,John Senden,97,85.44,88,103
80,81,81,Troy Matteson,87,85.32,93,109
81,82,82,Robert Allenby,90,85.26,81,95
82,T83,T83,Corey Pavin,81,85.19,92,108
83,T83,T83,Steve Wheatcroft,73,85.19,69,81
84,85,85,Luke Donald,69,85.07,57,67
85,86,86,Woody Austin,95,85.05,91,107
86,87,87,Trevor Immelman,74,85.0,68,80
87,88,88,Kevin Stadler,95,84.96,96,113
88,89,89,Camilo Villegas,82,84.91,90,106
89,90,90,Mathias Grönberg,95,84.87,101,119
90,91,91,Jim Rutledge,59,84.75,50,59
91,T92,T92,Chad Campbell,96,84.62,77,91
92,T92,T92,Fred Funk,65,84.62,66,78
93,T92,T92,Tom Lehman,62,84.62,55,65
94,95,95,Charles Warren,101,84.55,104,123
95,96,96,Henrik Stenson,52,84.48,49,58
96,T97,T97,D.J. Brigman,67,84.38,54,64
97,T97,T97,Craig Lile,77,84.38,81,96
98,99,99,Charlie Wi,90,84.17,101,120
99,100,100,Mark Calcavecchia,93,84.16,85,101
100,101,101,Jesper Parnevik,88,84.09,74,88
101,102,102,Bart Bryant,87,84.07,95,113
102,103,103,Chris Couch,76,84.04,79,94
103,104,104,Carl Pettersson,111,83.97,110,131
104,105,105,Bob Estes,88,83.96,89,106
105,T106,T106,Stephen Ames,81,83.95,68,81
106,T106,T106,K.J. Choi,87,83.95,68,81
107,T108,T108,J.P. Hayes,89,83.9,99,118
108,T108,T108,Jeff Maggert,79,83.9,99,118
109,110,110,Tiger Woods,63,83.87,52,62
110,T111,T111,Paul Gow,70,83.78,62,74
111,T111,T111,Padraig Harrington,64,83.78,62,74
112,113,113,Kirk Triplett,77,83.75,67,80
113,114,114,Mathew Goggin,97,83.7,77,92
114,T115,T115,Michael Boyd,61,83.61,51,61
115,T115,T115,Boo Weekley,101,83.61,102,122
116,117,117,Rich Barcelo,80,83.56,61,73
117,118,118,Michael Allen,74,83.54,66,79
118,119,119,Robert Gamez,88,83.49,91,109
119,T120,T120,Tom Byrum,50,83.33,50,60
120,T120,T120,Craig Kanada,109,83.33,115,138
121,T120,T120,José María Olazábal,52,83.33,30,36
122,T120,T120,Brett Quigley,79,83.33,65,78
123,124,124,Heath Slocum,101,83.21,114,137
124,125,125,Lucas Glover,98,83.19,94,113
125,126,126,Greg Owen,81,83.15,74,89
126,T127,T127,Will MacKenzie,100,83.05,98,118
127,T127,T127,Sean O'Hair,98,83.05,98,118
128,129,129,Brandt Snedeker,105,83.04,93,112
129,T130,T130,Steve Marino,106,82.95,107,129
130,T130,T130,Pat Perez,84,82.95,73,88
131,T132,T132,Ryan Armour,107,82.93,102,123
132,T132,T132,Harrison Frazar,88,82.93,102,123
133,T132,T132,Freddie Jacobson,70,82.93,68,82
134,135,135,Rich Beem,89,82.76,72,87
135,136,136,Bob Tway,103,82.68,105,127
136,137,137,Bubba Dickerson,51,82.61,57,69
137,138,138,Alex Cejka,80,82.52,85,103
138,T139,T139,Todd Hamilton,76,82.42,75,91
139,T139,T139,John Merrick,92,82.42,75,91
140,T141,T141,Geoff Ogilvy,84,82.35,84,102
141,T141,T141,Kyle Reifers,71,82.35,70,85
142,143,143,Tripp Isenhour,86,82.3,93,113
143,144,144,Billy Andrade,88,82.29,79,96
144,145,145,Steve Flesch,100,82.26,102,124
145,146,146,Tim Petrovic,106,82.22,111,135
146,147,147,Glen Day,85,82.18,83,101
147,148,148,Robert Garrigus,95,82.14,92,112
148,149,149,Aaron Baddeley,83,82.05,64,78
149,150,150,Mark Brooks,53,81.82,45,55
150,151,151,Jeff Gove,103,81.74,94,115
151,152,152,John Mallinger,96,81.69,116,142
152,153,153,Ryan Moore,92,81.48,88,108
153,154,154,Ernie Els,59,81.43,57,70
154,155,155,Jeff Brehaut,59,81.36,48,59
155,156,156,Peter Lonard,85,81.31,87,107
156,157,157,Cliff Kresge,107,81.1,103,127
157,158,158,Bryce Molder,56,80.95,51,63
158,159,159,Cameron Beckman,96,80.85,76,94
159,T160,T160,Bob Heintz,85,80.68,71,88
160,T160,T160,Steve Lowery,74,80.68,71,88
161,162,162,Tim Herron,98,80.61,79,98
162,T163,T163,Jonathan Byrd,73,80.49,66,82
163,T163,T163,José Coceres,50,80.49,66,82
164,165,165,Doug LaBelle II,104,80.34,94,117
165,166,166,Adam Scott,69,80.3,53,66
166,167,167,Ryan Palmer,91,80.15,105,131
167,T168,T168,Ben Curtis,80,80.0,72,90
168,T168,T168,Jason Dufner,100,80.0,80,100
169,T168,T168,J.J. Henry,86,80.0,56,70
170,171,171,Tommy Armour III,81,79.75,63,79
171,172,172,Bill Haas,93,79.63,86,108
172,173,173,Mark Wilson,87,79.55,70,88
173,174,174,Daisuke Maruyama,86,79.28,88,111
174,175,175,Paul Goydos,60,79.17,57,72
175,176,176,Vaughn Taylor,91,78.57,66,84
176,177,177,Charley Hoffman,97,78.46,102,130
177,T178,T178,Craig Barlow,52,78.43,40,51
178,T178,T178,Ian Poulter,63,78.43,40,51
179,T178,T178,Justin Rose,63,78.43,40,51
180,181,181,Johnson Wagner,97,77.97,92,118
181,182,182,Scott Verplank,82,77.38,65,84
182,183,183,Steve Allan,63,77.27,51,66
183,184,184,Darron Stiles,65,76.81,53,69
184,185,185,Davis Love III,66,76.32,58,76
185,186,186,Duffy Waldorf,69,76.19,64,84
186,187,187,Frank Lickliter II,95,75.44,86,114
187,188,188,John Daly,59,75.41,46,61
188,T189,T189,Stuart Appleby,74,75.0,63,84
