,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,1,1,Jeff Sluman,60,80.0,4.0,5
1,T2,T2,Tom Lehman,62,66.67,4.0,6
2,T2,T2,Mike Weir,82,66.67,10.0,15
3,4,4,Scott Gutschewski,67,63.64,7.0,11
4,T5,T5,Briny Baird,115,60.0,6.0,10
5,T5,T5,Alex Cejka,80,60.0,3.0,5
6,T5,T5,Vaughn Taylor,91,60.0,6.0,10
7,8,8,Charley Hoffman,97,58.82,10.0,17
8,9,9,Steve Flesch,100,57.14,8.0,14
9,T10,T10,Harrison Frazar,88,53.85,7.0,13
10,T10,T10,Phil Mickelson,73,53.85,7.0,13
11,T10,T10,Camilo Villegas,82,53.85,7.0,13
12,T13,T13,Billy Mayfair,98,53.33,8.0,15
13,T13,T13,Bryce Molder,56,53.33,8.0,15
14,T15,T15,Stephen Ames,81,50.0,3.0,6
15,T15,T15,D.J. Brigman,67,50.0,3.0,6
16,T15,T15,Jason Gore,86,50.0,5.0,10
17,T15,T15,Doug LaBelle II,104,50.0,10.0,20
18,T15,T15,Davis Love III,66,50.0,2.0,4
19,T15,T15,Arron Oberholser,69,50.0,3.0,6
20,T15,T15,Jason Schultz,63,50.0,2.0,4
21,T15,T15,Adam Scott,69,50.0,4.0,8
22,23,23,Nathan Green,103,48.39,15.0,31
23,T24,T24,Cliff Kresge,107,47.62,10.0,21
24,T24,T24,Tom Pernice Jr.,104,47.62,10.0,21
25,26,26,Daniel Chopra,106,47.37,9.0,19
26,27,27,Brian Gay,107,47.06,8.0,17
27,28,28,Craig Lile,77,46.67,7.0,15
28,T29,T29,K.J. Choi,87,46.15,6.0,13
29,T29,T29,Jesper Parnevik,88,46.15,6.0,13
30,T29,T29,Brandt Snedeker,105,46.15,6.0,13
31,T32,T32,Marco Dawson,73,45.45,5.0,11
32,T32,T32,Rocco Mediate,72,45.45,5.0,11
33,T32,T32,Paul Stankowski,52,45.45,5.0,11
34,T35,T35,Tim Clark,66,44.44,4.0,9
35,T35,T35,Robert Garrigus,95,44.44,4.0,9
36,T35,T35,Retief Goosen,50,44.44,4.0,9
37,T35,T35,Chris Riley,59,44.44,4.0,9
38,T39,T39,Anthony Kim,93,43.75,7.0,16
39,T39,T39,Charlie Wi,90,43.75,7.0,16
40,T41,T41,Zach Johnson,76,42.86,6.0,14
41,T41,T41,Jeff Maggert,79,42.86,3.0,7
42,T41,T41,Corey Pavin,81,42.86,6.0,14
43,T41,T41,Tim Petrovic,106,42.86,6.0,14
44,T41,T41,Ian Poulter,63,42.86,3.0,7
45,46,46,Richard Johnson,93,42.11,8.0,19
46,T47,T47,Jonathan Byrd,73,41.67,5.0,12
47,T47,T47,Hunter Mahan,91,41.67,5.0,12
48,T47,T47,Brett Wetterich,88,41.67,5.0,12
49,T50,T50,Charles Howell III,89,41.18,7.0,17
50,T50,T50,Ryuji Imada,104,41.18,7.0,17
51,T52,T52,Woody Austin,95,40.0,4.0,10
52,T52,T52,Ernie Els,59,40.0,4.0,10
53,T52,T52,Padraig Harrington,64,40.0,4.0,10
54,T52,T52,Steve Lowery,74,40.0,2.0,5
55,T52,T52,John Mallinger,96,40.0,4.0,10
56,T52,T52,Rod Pampling,92,40.0,6.0,15
57,T52,T52,Kevin Sutherland,85,40.0,6.0,15
58,T52,T52,Bo Van Pelt,104,40.0,6.0,15
59,T52,T52,Scott Verplank,82,40.0,4.0,10
60,61,61,Stewart Cink,91,38.89,7.0,18
61,62,62,Tim Herron,98,38.46,5.0,13
62,T63,T63,Gavin Coles,87,37.5,3.0,8
63,T63,T63,Brian Davis,101,37.5,6.0,16
64,T63,T63,Joey Sindelar,75,37.5,3.0,8
65,T63,T63,Kevin Stadler,95,37.5,6.0,16
66,T67,T67,Stuart Appleby,74,36.36,4.0,11
67,T67,T67,Aaron Baddeley,83,36.36,4.0,11
68,T67,T67,Ken Duke,112,36.36,4.0,11
69,T67,T67,Fred Funk,65,36.36,4.0,11
70,T67,T67,Kent Jones,97,36.36,4.0,11
71,T67,T67,Jeff Overton,60,36.36,4.0,11
72,T67,T67,D.J. Trahan,99,36.36,4.0,11
73,T74,T74,Brian Bateman,55,35.71,5.0,14
74,T74,T74,Shaun Micheel,91,35.71,5.0,14
75,T74,T74,Bob Tway,103,35.71,5.0,14
76,T77,T77,Ryan Armour,107,35.29,6.0,17
77,T77,T77,Glen Day,85,35.29,6.0,17
78,T77,T77,Carl Pettersson,111,35.29,6.0,17
79,80,80,Charles Warren,101,35.0,7.0,20
80,T81,T81,Michael Boyd,61,33.33,2.0,6
81,T81,T81,Andrew Buckle,77,33.33,4.0,12
82,T81,T81,Tom Byrum,50,33.33,1.0,3
83,T81,T81,Mark Calcavecchia,93,33.33,5.0,15
84,T81,T81,Brendon de Jonge,76,33.33,3.0,9
85,T81,T81,Bubba Dickerson,51,33.33,3.0,9
86,T81,T81,Chris DiMarco,79,33.33,4.0,12
87,T81,T81,Bob Estes,88,33.33,3.0,9
88,T81,T81,Paul Gow,70,33.33,4.0,12
89,T81,T81,J.J. Henry,86,33.33,3.0,9
90,T81,T81,Justin Leonard,95,33.33,2.0,6
91,T81,T81,Peter Lonard,85,33.33,5.0,15
92,T81,T81,Jarrod Lyle,77,33.33,5.0,15
93,T81,T81,Parker McLachlin,83,33.33,6.0,18
94,T81,T81,John Rollins,102,33.33,2.0,6
95,T81,T81,Kirk Triplett,77,33.33,4.0,12
96,T81,T81,Jaco Van Zyl,51,33.33,3.0,9
97,T81,T81,Bubba Watson,80,33.33,3.0,9
98,T81,T81,Mark Wilson,87,33.33,3.0,9
99,T100,T100,Billy Andrade,88,31.25,5.0,16
100,T100,T100,Mathias Grönberg,95,31.25,5.0,16
101,T102,T102,Rich Barcelo,80,30.77,4.0,13
102,T102,T102,Robert Gamez,88,30.77,4.0,13
103,T102,T102,Shigeki Maruyama,84,30.77,4.0,13
104,T102,T102,Sean O'Hair,98,30.77,4.0,13
105,T106,T106,David Branshaw,83,30.0,6.0,20
106,T106,T106,Ryan Palmer,91,30.0,6.0,20
107,T106,T106,Chris Tidland,59,30.0,3.0,10
108,109,109,Jason Dufner,100,29.41,5.0,17
109,T110,T110,Sergio Garcia,68,28.57,2.0,7
