,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,1,1,Jim Furyk,84,"2' 3""",157.833,69,29
1,T2,T2,K.J. Choi,87,"2' 5""",158.25,65,9
2,T2,T2,Tom Johnson,74,"2' 5""",151.25,63,157
3,T4,T4,Brandt Snedeker,105,"2' 6""",183.167,73,17
4,T4,T4,Tiger Woods,63,"2' 6""",80.917,32,20
5,T6,T6,Aaron Baddeley,83,"2' 7""",153.833,60,25
6,T6,T6,Stewart Cink,91,"2' 7""",181.583,70,107
7,T6,T6,Retief Goosen,50,"2' 7""",109.583,42,154
8,T6,T6,Matt Kuchar,85,"2' 7""",173.417,68,5
9,T6,T6,Vijay Singh,102,"2' 7""",211.417,82,61
10,T11,T11,Rich Barcelo,80,"2' 8""",205.667,78,130
11,T11,T11,Ernie Els,59,"2' 8""",120.833,46,37
12,T11,T11,Bob Heintz,85,"2' 8""",194.917,73,79
13,T11,T11,Trevor Immelman,74,"2' 8""",113.583,43,123
14,T11,T11,Corey Pavin,81,"2' 8""",268.33299999999997,102,14
15,T11,T11,Steve Stricker,81,"2' 8""",197.167,73,21
16,T17,T17,Jason Bohn,57,"2' 9""",167.0,60,143
17,T17,T17,D.J. Brigman,67,"2' 9""",162.083,59,185
18,T17,T17,Tim Clark,66,"2' 9""",193.75,71,4
19,T17,T17,John Rollins,102,"2' 9""",201.0,73,56
20,T21,T21,Daniel Chopra,106,"2' 10""",320.16700000000003,112,31
21,T21,T21,Steve Flesch,100,"2' 10""",285.16700000000003,100,82
22,T21,T21,Robert Gamez,88,"2' 10""",271.58299999999997,96,191
23,T21,T21,Jerry Kelly,101,"2' 10""",266.91700000000003,94,78
24,T21,T21,Tom Lehman,62,"2' 10""",139.833,50,160
25,T26,T26,Mark Calcavecchia,93,"2' 11""",241.5,82,117
26,T26,T26,Paul Gow,70,"2' 11""",189.167,65,146
27,T26,T26,Justin Leonard,95,"2' 11""",251.75,87,39
28,T26,T26,Davis Love III,66,"2' 11""",192.25,65,174
29,T26,T26,José María Olazábal,52,"2' 11""",134.833,46,140
30,T26,T26,Tom Pernice Jr.,104,"2' 11""",321.66700000000003,109,40
31,T26,T26,Jeff Quinney,95,"2' 11""",289.0,99,146
32,T26,T26,Jason Schultz,63,"2' 11""",175.75,61,43
33,T26,T26,Jeff Sluman,60,"2' 11""",92.5,32,187
34,T26,T26,Scott Verplank,82,"2' 11""",230.333,79,18
35,T26,T26,Duffy Waldorf,69,"2' 11""",209.833,72,159
36,T26,T26,Bubba Watson,80,"2' 11""",226.25,78,113
37,T26,T26,Mike Weir,82,"2' 11""",234.583,80,70
38,T39,T39,Chris DiMarco,79,"3' 0""",207.0,69,156
39,T39,T39,Todd Hamilton,76,"3' 0""",182.583,61,189
40,T39,T39,Steve Lowery,74,"3' 0""",227.083,75,125
41,T39,T39,Jeff Maggert,79,"3' 0""",262.83299999999997,87,118
42,T39,T39,Troy Matteson,87,"3' 0""",257.16700000000003,85,121
43,T39,T39,Kevin Na,84,"3' 0""",332.25,110,3
44,T39,T39,Sean O'Hair,98,"3' 0""",277.25,93,36
45,T39,T39,Kenny Perry,83,"3' 0""",282.91700000000003,94,58
46,T39,T39,Brett Quigley,79,"3' 0""",227.917,76,190
47,T39,T39,Chris Stroud,66,"3' 0""",174.333,58,124
48,T49,T49,Eric Axley,107,"3' 1""",292.75,95,139
49,T49,T49,Gavin Coles,87,"3' 1""",251.333,82,10
50,T49,T49,Steve Elkington,87,"3' 1""",283.75,92,32
51,T49,T49,Bob Estes,88,"3' 1""",280.66700000000003,92,105
52,T49,T49,Mathew Goggin,97,"3' 1""",287.83299999999997,94,90
53,T49,T49,Padraig Harrington,64,"3' 1""",204.75,67,15
54,T49,T49,Charley Hoffman,97,"3' 1""",355.917,117,175
55,T49,T49,Ryuji Imada,104,"3' 1""",255.667,83,48
56,T49,T49,Will MacKenzie,100,"3' 1""",314.25,102,128
57,T49,T49,Rocco Mediate,72,"3' 1""",257.83299999999997,84,142
58,T49,T49,Ryan Moore,92,"3' 1""",228.5,75,87
59,T49,T49,Nick O'Hern,72,"3' 1""",210.417,69,120
60,T49,T49,Arron Oberholser,69,"3' 1""",143.333,46,46
61,T49,T49,Greg Owen,81,"3' 1""",252.083,82,181
62,T49,T49,Tim Petrovic,106,"3' 1""",346.333,112,26
63,T49,T49,Kyle Reifers,71,"3' 1""",219.167,72,165
64,T49,T49,John Senden,97,"3' 1""",281.66700000000003,91,112
65,T49,T49,Michael Sim,52,"3' 1""",192.417,63,8
66,T49,T49,Heath Slocum,101,"3' 1""",358.25,116,16
67,T49,T49,Kevin Sutherland,85,"3' 1""",232.417,76,101
68,T49,T49,D.J. Trahan,99,"3' 1""",312.91700000000003,101,63
69,T49,T49,Bob Tway,103,"3' 1""",309.25,100,106
70,T71,T71,Jonathan Byrd,73,"3' 2""",217.583,68,69
71,T71,T71,Luke Donald,69,"3' 2""",140.583,44,97
72,T71,T71,Brian Gay,107,"3' 2""",362.583,114,19
73,T71,T71,Nathan Green,103,"3' 2""",312.41700000000003,99,22
74,T71,T71,Lee Janzen,66,"3' 2""",152.833,48,140
75,T71,T71,Parker McLachlin,83,"3' 2""",271.0,85,56
76,T71,T71,Carl Pettersson,111,"3' 2""",282.0,90,93
