,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
77,T71,T71,Dicky Pride,71,"3' 2""",232.667,73,26
78,T71,T71,Tag Ridings,52,"3' 2""",178.333,56,94
79,T71,T71,Charles Warren,101,"3' 2""",330.833,105,157
80,T81,T81,Michael Allen,74,"3' 3""",242.0,75,153
81,T81,T81,Craig Barlow,52,"3' 3""",110.25,34,110
82,T81,T81,Andrew Buckle,77,"3' 3""",270.25,83,91
83,T81,T81,Ben Curtis,80,"3' 3""",190.75,59,176
84,T81,T81,Marco Dawson,73,"3' 3""",274.41700000000003,85,44
85,T81,T81,Ken Duke,112,"3' 3""",356.833,111,23
86,T81,T81,Jeff Gove,103,"3' 3""",288.5,88,151
87,T81,T81,J.J. Henry,86,"3' 3""",268.0,83,184
88,T81,T81,Charles Howell III,89,"3' 3""",230.583,71,133
89,T81,T81,Shigeki Maruyama,84,"3' 3""",313.41700000000003,97,64
90,T81,T81,Daisuke Maruyama,86,"3' 3""",285.83299999999997,88,149
91,T81,T81,John Merrick,92,"3' 3""",221.75,69,150
92,T81,T81,Bryce Molder,56,"3' 3""",193.0,60,134
93,T81,T81,Joe Ogilvie,102,"3' 3""",345.75,107,104
94,T81,T81,Chris Riley,59,"3' 3""",192.917,59,1
95,T81,T81,Jim Rutledge,59,"3' 3""",157.333,49,114
96,T81,T81,David Toms,80,"3' 3""",252.417,77,66
97,T81,T81,Kirk Triplett,77,"3' 3""",263.75,81,86
98,T81,T81,Charlie Wi,90,"3' 3""",284.16700000000003,87,54
99,T100,T100,Bart Bryant,87,"3' 4""",333.083,100,59
100,T100,T100,Joe Durant,88,"3' 4""",337.333,100,172
101,T100,T100,Harrison Frazar,88,"3' 4""",312.41700000000003,93,165
102,T100,T100,Lucas Glover,98,"3' 4""",301.25,91,66
103,T100,T100,J.B. Holmes,71,"3' 4""",288.91700000000003,86,182
104,T100,T100,Anthony Kim,93,"3' 4""",294.08299999999997,89,79
105,T100,T100,Peter Lonard,85,"3' 4""",353.083,105,42
106,T100,T100,Jarrod Lyle,77,"3' 4""",224.167,67,81
107,T100,T100,John Mallinger,96,"3' 4""",373.083,112,12
108,T100,T100,George McNeill,95,"3' 4""",298.25,90,74
109,T100,T100,Geoff Ogilvy,84,"3' 4""",193.583,58,111
110,T100,T100,Rory Sabbatini,81,"3' 4""",241.5,72,2
111,T100,T100,Kevin Stadler,95,"3' 4""",292.08299999999997,88,186
112,T100,T100,Camilo Villegas,82,"3' 4""",230.5,70,98
113,T100,T100,Steve Wheatcroft,73,"3' 4""",239.25,72,148
114,T115,T115,Woody Austin,95,"3' 5""",308.08299999999997,91,24
115,T115,T115,Alex Cejka,80,"3' 5""",271.25,80,11
116,T115,T115,Mark Hensby,81,"3' 5""",240.333,70,85
117,T115,T115,Freddie Jacobson,70,"3' 5""",255.75,75,96
118,T115,T115,Hunter Mahan,91,"3' 5""",281.25,83,145
119,T115,T115,Billy Mayfair,98,"3' 5""",303.16700000000003,88,74
120,T115,T115,Adam Scott,69,"3' 5""",173.917,51,179
121,T115,T115,Henrik Stenson,52,"3' 5""",131.25,38,167
122,T115,T115,Vaughn Taylor,91,"3' 5""",323.0,95,154
123,T115,T115,Johnson Wagner,97,"3' 5""",351.667,103,169
124,T115,T115,Dean Wilson,92,"3' 5""",281.58299999999997,83,52
125,T126,T126,Billy Andrade,88,"3' 6""",298.41700000000003,85,177
126,T126,T126,Ryan Armour,107,"3' 6""",458.0,130,152
127,T126,T126,Michael Boyd,61,"3' 6""",254.667,72,73
128,T126,T126,José Coceres,50,"3' 6""",218.25,63,6
129,T126,T126,Glen Day,85,"3' 6""",311.83299999999997,90,62
130,T126,T126,Jason Dufner,100,"3' 6""",352.0,100,127
131,T126,T126,Sergio Garcia,68,"3' 6""",171.417,49,84
132,T126,T126,Jason Gore,86,"3' 6""",279.91700000000003,80,72
133,T126,T126,Anders Hansen,55,"3' 6""",131.75,38,137
134,T126,T126,Tim Herron,98,"3' 6""",274.08299999999997,78,115
135,T126,T126,Zach Johnson,76,"3' 6""",261.41700000000003,74,30
136,T126,T126,Craig Kanada,109,"3' 6""",368.083,106,48
137,T126,T126,Cliff Kresge,107,"3' 6""",416.25,120,65
138,T126,T126,Craig Lile,77,"3' 6""",289.75,82,38
139,T126,T126,Ryan Palmer,91,"3' 6""",373.583,107,135
140,T126,T126,Ian Poulter,63,"3' 6""",129.583,37,51
141,T126,T126,Ted Purdy,102,"3' 6""",351.75,100,136
142,T126,T126,Justin Rose,63,"3' 6""",134.167,38,41
143,T144,T144,Craig Bowden,78,"3' 7""",266.83299999999997,75,12
144,T144,T144,Tom Byrum,50,"3' 7""",132.333,37,102
145,T144,T144,Robert Garrigus,95,"3' 7""",347.833,98,183
146,T144,T144,Chris Tidland,59,"3' 7""",205.667,57,126
147,T144,T144,Bo Van Pelt,104,"3' 7""",428.083,119,35
148,T144,T144,Mark Wilson,87,"3' 7""",267.5,74,28
149,T150,T150,Tommy Armour III,81,"3' 8""",242.0,66,131
150,T150,T150,Chris Couch,76,"3' 8""",329.833,89,162
151,T150,T150,Brian Davis,101,"3' 8""",449.167,123,47
152,T150,T150,J.P. Hayes,89,"3' 8""",388.25,106,60
153,T150,T150,Doug LaBelle II,104,"3' 8""",442.0,121,34
154,T150,T150,Stephen Leaney,82,"3' 8""",276.33299999999997,76,50
155,T150,T150,Phil Mickelson,73,"3' 8""",203.583,55,53
156,T150,T150,Jesper Parnevik,88,"3' 8""",333.917,92,103
157,T150,T150,Nick Watney,87,"3' 8""",349.75,96,91
158,T159,T159,Briny Baird,115,"3' 9""",413.833,110,45
159,T159,T159,Brian Bateman,55,"3' 9""",224.583,60,83
160,T159,T159,Bubba Dickerson,51,"3' 9""",196.0,52,178
161,T159,T159,Richard Johnson,93,"3' 9""",318.25,84,118
162,T159,T159,Steve Marino,106,"3' 9""",396.917,107,55
163,T159,T159,Rod Pampling,92,"3' 9""",318.33299999999997,84,76
164,T159,T159,Joey Sindelar,75,"3' 9""",265.5,71,164
165,T166,T166,David Branshaw,83,"3' 10""",358.833,93,173
166,T166,T166,Mark Brooks,53,"3' 10""",169.333,44,33
167,T166,T166,Mathias Grönberg,95,"3' 10""",459.417,120,122
168,T166,T166,Bill Haas,93,"3' 10""",390.833,101,88
169,T166,T166,Brett Wetterich,88,"3' 10""",256.25,67,196
170,T171,T171,Stuart Appleby,74,"3' 11""",256.75,66,71
171,T171,T171,Jeff Brehaut,59,"3' 11""",268.0,68,95
172,T171,T171,Chad Campbell,96,"3' 11""",282.0,72,188
173,T171,T171,Pat Perez,84,"3' 11""",275.25,71,168
174,T171,T171,Boo Weekley,101,"3' 11""",361.583,92,108
175,T176,T176,John Daly,59,"4' 0""",282.08299999999997,70,195
176,T176,T176,Brendon de Jonge,76,"4' 0""",340.417,86,192
177,T176,T176,Scott Gutschewski,67,"4' 0""",311.16700000000003,78,171
178,T176,T176,Kent Jones,97,"4' 0""",341.333,85,129
179,T176,T176,Michael Putnam,96,"4' 0""",285.25,72,194
180,T176,T176,Darron Stiles,65,"4' 0""",220.0,55,180
181,T176,T176,Jaco Van Zyl,51,"4' 0""",296.83299999999997,74,77
182,T183,T183,Robert Allenby,90,"4' 1""",331.333,81,163
183,T183,T183,Rich Beem,89,"4' 1""",357.25,87,170
184,T183,T183,Fred Funk,65,"4' 1""",247.833,61,115
185,T183,T183,Shaun Micheel,91,"4' 1""",324.41700000000003,80,100
186,T187,T187,Tripp Isenhour,86,"4' 2""",418.083,101,109
187,T187,T187,Jay Williamson,50,"4' 2""",239.75,57,89
188,189,189,Frank Lickliter II,95,"4' 3""",406.333,96,143
189,190,190,Stephen Ames,81,"4' 4""",315.08299999999997,73,68
190,191,191,Paul Goydos,60,"4' 5""",245.167,56,98
191,192,192,Matt Hendrix,63,"4' 7""",265.16700000000003,58,193
192,193,193,Jeff Overton,60,"4' 8""",301.25,65,7
193,T194,T194,Steve Allan,63,"4' 10""",320.33299999999997,66,138
194,T194,T194,Cameron Beckman,96,"4' 10""",367.5,76,132
195,196,196,Paul Stankowski,52,"5' 4""",251.75,47,161
