,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,John Daly,62,16.49,31.0,188,-0.194
1,2,2,Rory Sabbatini,69,10.7,26.0,243,-0.462
2,3,3,Tiger Woods,69,10.63,27.0,254,-0.407
3,4,4,Charles Howell III,118,9.4,44.0,468,-0.386
4,5,5,Brenden Pappas,62,9.21,29.0,315,-0.414
5,6,6,Mathew Goggin,64,9.18,29.0,316,-0.379
6,7,7,Boo Weekley,57,9.15,26.0,284,-0.269
7,8,8,Steve Allan,93,9.13,42.0,460,-0.405
8,9,9,Dennis Paulson,89,8.54,35.0,410,-0.257
9,10,10,Tommy Tolles,64,7.85,26.0,331,-0.577
10,11,11,Geoff Ogilvy,90,7.73,31.0,401,-0.290
11,12,12,Harrison Frazar,88,7.41,28.0,378,-0.143
12,13,13,Jonathan Byrd,96,7.19,32.0,445,-0.406
13,14,14,Mike Weir,94,6.94,25.0,360,-0.200
14,15,15,Bob Heintz,68,6.92,22.0,318,-0.227
15,16,16,John Senden,96,6.82,27.0,396,-0.667
16,17,17,Jesper Parnevik,85,6.78,16.0,236,-0.500
17,18,18,Brett Wetterich,89,6.56,29.0,442,-0.379
18,19,19,Bo Van Pelt,78,6.54,27.0,413,-0.407
19,20,20,Phil Tataurangi,88,6.48,25.0,386,-0.480
20,21,21,Steve Stricker,68,6.42,14.0,218,-0.357
21,22,22,Eduardo Herrera,59,6.41,20.0,312,-0.050
22,23,23,Chris Smith,103,6.29,28.0,445,-0.250
23,24,24,Tripp Isenhour,68,6.27,22.0,351,-0.364
24,25,25,Steve Flesch,110,6.14,25.0,407,-0.240
25,26,26,Michael Allen,76,6.12,20.0,327,-0.750
26,27,27,Fred Couples,64,6.1,13.0,213,-0.538
27,28,28,Carlos Franco,107,6.06,33.0,545,-0.394
28,29,29,Paul Stankowski,100,5.98,25.0,418,-0.560
29,30,30,Carl Paulson,84,5.97,25.0,419,-0.440
30,31,31,Phil Mickelson,97,5.88,25.0,425,-0.360
31,T32,T32,Robin Freeman,79,5.85,22.0,376,-0.364
32,T32,T32,Davis Love III,92,5.85,23.0,393,-0.304
33,34,34,Scott McCarron,106,5.66,24.0,424,-0.333
34,35,35,Ben Crane,91,5.65,23.0,407,-0.391
35,36,36,Robert Allenby,96,5.6,26.0,464,-0.269
36,37,37,Edward Fryatt,94,5.57,23.0,413,-0.304
37,38,38,Shaun Micheel,100,5.47,26.0,475,-0.346
38,39,39,Jonathan Kaye,83,5.46,23.0,421,-0.522
39,40,40,Vijay Singh,102,5.45,24.0,440,-0.375
40,41,41,Stuart Appleby,97,5.41,22.0,407,-0.318
41,42,42,Rod Pampling,98,5.34,21.0,393,-0.429
42,43,43,Deane Pappas,90,5.33,21.0,394,-0.333
43,T44,T44,Greg Chalmers,94,5.26,21.0,399,-0.381
44,T44,T44,Tim Herron,102,5.26,23.0,437,-0.348
45,46,46,David Duval,78,5.19,16.0,308,-0.375
46,47,47,Andrew Magee,91,5.18,19.0,367,-0.263
47,48,48,Ian Leggatt,97,5.16,22.0,426,-0.273
48,49,49,Michael Clark II,97,5.12,23.0,449,-0.348
49,50,50,Per-Ulrik Johansson,87,5.09,19.0,373,-0.474
50,51,51,Paul Gow,99,5.08,25.0,492,-0.480
51,52,52,Brent Geiberger,95,5.04,21.0,417,-0.524
52,53,53,Tom Pernice Jr.,101,5.02,21.0,418,-0.476
53,54,54,Peter Lonard,93,4.96,19.0,383,-0.316
54,55,55,Kenneth Staton,104,4.92,25.0,508,-0.320
55,56,56,J.J. Henry,112,4.89,25.0,511,-0.360
56,57,57,Bob Tway,103,4.82,20.0,415,-0.350
57,58,58,Grant Waite,98,4.68,22.0,470,-0.455
58,59,59,Kenny Perry,98,4.67,21.0,450,-0.429
