,Driving_Pct._280-300_Measured_RANK THIS WEEK,Driving_Pct._280-300_Measured_RANK LAST WEEK,Driving_Pct._280-300_Measured_PLAYER NAME,Driving_Pct._280-300_Measured_ROUNDS,Driving_Pct._280-300_Measured_%,Driving_Pct._280-300_Measured_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._280-300_Measured_RELATIVE TO PAR
0,1,1,Mark Calcavecchia,84,45.31,58,128,-0.17
1,2,2,Joe Ogilvie,50,40.43,38,94,-0.03
2,3,3,Michael Long,71,40.3,54,134,-0.06
3,4,4,Vijay Singh,102,39.38,63,160,-0.11
4,5,5,Retief Goosen,56,38.75,31,80,-0.26
5,6,6,Bob Heintz,68,38.46,50,130,-0.06
6,7,7,Scott McCarron,106,38.31,59,154,-0.34
7,8,8,J.L. Lewis,98,38.2,68,178,-0.13
8,9,9,Stuart Appleby,97,38.0,57,150,-0.18
9,10,10,Brett Wetterich,89,37.65,61,162,-0.03
10,11,11,Kenny Perry,98,37.5,63,168,-0.29
11,12,12,Robert Allenby,96,37.01,57,154,-0.07
12,13,13,J.P. Hayes,78,36.96,51,138,-0.20
13,T14,T14,Tim Herron,102,36.78,64,174,-0.19
14,T14,T14,Rod Pampling,98,36.78,64,174,-0.09
15,16,16,Lee Janzen,101,36.71,58,158,-0.31
16,17,17,Steve Flesch,110,36.67,66,180,-0.24
17,18,18,Chad Campbell,111,36.5,73,200,-0.22
18,T19,T19,Stephen Gangluff,75,36.23,50,138,-0.30
19,T19,T19,Davis Love III,92,36.23,50,138,-0.30
20,21,21,Frank Lickliter II,94,36.18,55,152,+0.07
21,22,22,Phil Mickelson,97,36.0,54,150,-0.11
22,23,23,Shigeki Maruyama,87,35.92,51,142,-0.12
23,24,24,David Duval,78,35.83,43,120,-0.07
24,25,25,Bo Van Pelt,78,35.42,51,144,-0.27
25,26,26,Tripp Isenhour,68,35.38,46,130,-0.15
26,27,27,Fred Couples,64,35.29,36,102,-0.25
27,28,28,Phil Tataurangi,88,35.26,55,156,-0.11
28,29,29,Robert Gamez,69,35.25,43,122,+0.05
29,30,30,Harrison Frazar,88,35.19,57,162,-0.26
30,31,31,Dicky Pride,51,35.11,33,94,-0.30
31,T32,T32,Sergio Garcia,79,34.82,39,112,-0.18
32,T32,T32,Tom Lehman,78,34.82,39,112,-0.21
33,34,34,Michael Allen,76,34.78,48,138,-0.19
34,35,35,Kenneth Staton,104,34.74,66,190,-0.08
35,36,36,Brent Geiberger,95,34.71,59,170,-0.14
36,37,37,Jeff Gove,89,34.52,58,168,-0.31
37,38,38,Tommy Armour III,82,34.42,53,154,-0.06
38,39,39,Joey Sindelar,104,34.27,61,178,-0.23
39,40,40,Geoff Ogilvy,90,34.15,56,164,-0.20
40,41,41,David Gossett,95,34.09,60,176,-0.18
41,T42,T42,Rocco Mediate,79,33.93,38,112,-0.05
42,T42,T42,Rory Sabbatini,69,33.93,38,112,-0.39
43,44,44,Charles Howell III,118,33.87,63,186,-0.17
44,45,45,Steve Elkington,82,33.82,46,136,-0.33
45,46,46,Steve Stricker,68,33.67,33,98,E
46,47,47,Notah Begay III,76,33.57,47,140,-0.34
47,T48,T48,Donnie Hammond,60,33.33,34,102,-0.21
48,T48,T48,Ian Leggatt,97,33.33,54,162,-0.19
49,T48,T48,Brett Quigley,93,33.33,58,174,-0.16
50,T48,T48,Boo Weekley,57,33.33,36,108,-0.14
51,T52,T52,Brandt Jobe,94,33.15,59,178,-0.27
52,T52,T52,Paul Stankowski,100,33.15,59,178,-0.14
53,54,54,Stephen Ames,89,33.12,51,154,-0.16
54,55,55,"David Berganio, Jr.",80,33.11,49,148,+0.04
55,56,56,Franklin Langham,72,33.06,41,124,-0.10
56,57,57,Jason Hill,59,33.04,37,112,-0.22
57,58,58,David Morland IV,58,33.02,35,106,-0.09
58,T59,T59,Brian Bateman,94,32.94,56,170,-0.02
59,T59,T59,Chris Smith,103,32.94,56,170,-0.23
60,61,61,K.J. Choi,93,32.91,52,158,-0.21
61,62,62,Pat Perez,89,32.89,50,152,-0.16
62,63,63,Peter Lonard,93,32.72,53,162,-0.23
63,64,64,Briny Baird,110,32.52,67,206,-0.12
64,65,65,Woody Austin,102,32.42,59,182,-0.24
65,66,66,Chris DiMarco,111,32.35,55,170,-0.11
66,T67,T67,Joel Edwards,101,32.26,60,186,-0.37
67,T67,T67,Peter Jacobsen,67,32.26,40,124,-0.13
68,T69,T69,Jess Daley,76,32.14,45,140,-0.18
69,T69,T69,Carlos Franco,107,32.14,63,196,-0.27
70,71,71,Bob Tway,103,31.98,55,172,-0.16
71,T72,T72,Jonathan Byrd,96,31.82,56,176,-0.38
72,T72,T72,Michael Clark II,97,31.82,56,176,-0.16
73,T72,T72,Steve Pate,64,31.82,35,110,+0.09
74,75,75,Steve Lowery,98,31.65,50,158,-0.16
75,76,76,J.J. Henry,112,31.0,62,200,-0.15
76,77,77,Brad Elder,76,30.88,42,136,-0.24
77,78,78,Spike McRoy,69,30.7,35,114,-0.20
78,79,79,Justin Leonard,97,30.67,46,150,-0.20
79,80,80,Kaname Yokoo,74,30.6,41,134,E
80,T81,T81,Steve Allan,93,30.59,52,170,-0.21
81,T81,T81,Edward Fryatt,94,30.59,52,170,-0.21
82,T81,T81,David Toms,106,30.59,52,170,-0.37
83,84,84,Robin Freeman,79,30.56,44,144,-0.30
84,85,85,Brenden Pappas,62,30.51,36,118,-0.14
85,86,86,Andrew Magee,91,30.49,50,164,-0.26
86,87,87,Carl Paulson,84,30.38,48,158,-0.21
87,88,88,John Senden,96,30.36,51,168,-0.20
88,89,89,Bob Estes,93,30.14,44,146,-0.20
89,90,90,John Riegger,88,30.13,47,156,-0.04
90,91,91,Billy Andrade,100,30.12,50,166,-0.16
91,T92,T92,Russ Cochran,68,30.0,39,130,-0.13
92,T92,T92,Jesper Parnevik,85,30.0,39,130,-0.23
93,94,94,Grant Waite,98,29.89,55,184,-0.04
94,T95,T95,Per-Ulrik Johansson,87,29.88,49,164,-0.12
95,T95,T95,Deane Pappas,90,29.88,49,164,-0.22
96,T95,T95,Dennis Paulson,89,29.88,49,164,-0.06
97,98,98,Tom Pernice Jr.,101,29.65,51,172,-0.10
98,99,99,Jerry Kelly,99,29.52,49,166,-0.33
99,100,100,Neal Lancaster,101,29.44,53,180,-0.30
100,101,101,Brad Lardon,59,29.41,30,102,+0.03
101,102,102,Jim Carter,98,29.27,48,164,-0.19
102,T103,T103,Miguel Angel Jiménez,60,29.17,28,96,-0.18
103,T103,T103,Tommy Tolles,64,29.17,35,120,-0.17
104,T105,T105,Kent Jones,105,29.03,54,186,-0.04
105,T105,T105,Skip Kendall,103,29.03,54,186,-0.17
106,T105,T105,Hal Sutton,74,29.03,36,124,-0.19
107,108,108,Jeff Brehaut,87,29.01,47,162,-0.19
108,109,109,Rich Beem,99,28.98,51,176,-0.16
109,110,110,Len Mattiace,106,28.89,52,180,-0.37
110,111,111,Bryce Molder,65,28.81,34,118,-0.21
111,112,112,Jonathan Kaye,83,28.77,42,146,-0.17
112,113,113,Dan Forsman,83,28.67,43,150,-0.19
113,114,114,Bob May,91,28.65,49,171,-0.08
114,115,115,Bradley Hughes,60,28.57,32,112,-0.19
115,116,116,Mathew Goggin,64,28.33,34,120,-0.26
116,117,117,John Huston,99,28.24,48,170,-0.38
117,118,118,Craig Barlow,62,28.18,31,110,-0.26
118,119,119,Mike Weir,94,28.08,41,146,-0.39
119,120,120,David Peoples,105,28.06,55,196,-0.38
120,121,121,Tim Petrovic,92,28.05,46,164,+0.04
121,122,122,Scott Dunlap,74,27.61,37,134,E
122,123,123,Eduardo Herrera,59,27.59,32,116,-0.13
123,124,124,Robert Damron,85,27.5,44,160,-0.07
124,125,125,Kirk Triplett,84,27.34,35,128,-0.34
125,T126,T126,Craig Stadler,72,27.27,30,110,-0.53
126,T126,T126,Garrett Willis,80,27.27,42,154,-0.21
127,128,128,Kevin Sutherland,96,27.08,39,144,-0.36
128,129,129,John Rollins,124,27.03,60,222,-0.33
129,130,130,Duffy Waldorf,90,26.88,43,160,-0.21
130,131,131,Chris Riley,104,26.7,47,176,-0.28
131,132,132,Hidemichi Tanaka,104,26.63,49,184,-0.22
132,133,133,Richard Zokol,53,26.53,26,98,-0.23
133,134,134,Blaine McCallister,75,26.52,35,132,-0.11
134,135,135,Paul Azinger,69,26.42,28,106,-0.18
135,136,136,Frank Nobilo,94,26.4,47,178,-0.11
136,T137,T137,Jay Haas,83,26.39,38,144,-0.21
137,T137,T137,Dudley Hart,88,26.39,38,144,-0.21
138,139,139,Bernhard Langer,55,26.32,20,76,-0.30
139,140,140,Craig Parry,69,26.23,32,122,-0.41
140,141,141,Mike Hulbert,55,26.04,25,96,-0.28
141,142,142,Brian Watts,58,25.96,27,104,-0.22
142,143,143,Greg Chalmers,94,25.88,44,170,-0.14
143,144,144,Tim Clark,76,25.78,33,128,-0.21
144,145,145,Ben Crane,91,25.61,42,164,-0.29
145,146,146,Stewart Cink,92,25.35,36,142,-0.19
146,T147,T147,Cameron Beckman,87,25.0,38,152,-0.13
147,T147,T147,Glen Hnatiuk,95,25.0,46,184,-0.20
148,T147,T147,Steve Jones,71,25.0,29,116,-0.28
149,T147,T147,Matt Kuchar,82,25.0,35,140,+0.03
150,T147,T147,Shaun Micheel,100,25.0,46,184,-0.20
