,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,John Daly,62,41.49,78,188,-0.231
1,2,2,Boo Weekley,57,36.27,103,284,-0.155
2,3,3,Mathew Goggin,64,33.23,105,316,-0.200
3,4,4,Charles Howell III,118,31.41,147,468,-0.306
4,5,5,Rory Sabbatini,69,30.04,73,243,-0.164
5,6,6,Dennis Paulson,89,30.0,123,410,-0.171
6,7,7,Brenden Pappas,62,27.94,88,315,-0.125
7,8,8,Tommy Tolles,64,27.79,92,331,-0.217
8,9,9,Chris Smith,103,27.42,122,445,-0.049
9,10,10,Brett Wetterich,89,27.15,120,442,-0.233
10,11,11,John Senden,96,26.52,105,396,-0.276
11,12,12,Harrison Frazar,88,26.46,100,378,-0.190
12,13,13,Jonathan Byrd,96,25.84,115,445,-0.365
13,14,14,Rich Beem,99,25.63,112,437,-0.205
14,15,15,Eduardo Herrera,59,25.0,78,312,-0.064
15,16,16,Geoff Ogilvy,90,24.94,100,401,-0.200
16,17,17,Tiger Woods,69,24.8,63,254,-0.333
17,18,18,Carlos Franco,107,24.04,131,545,-0.244
18,19,19,Tim Herron,102,23.34,102,437,-0.294
19,20,20,Steve Allan,93,23.26,107,460,-0.271
20,21,21,Fred Couples,64,23.0,49,213,-0.245
21,22,22,Tripp Isenhour,68,22.79,80,351,-0.213
22,23,23,Stuart Appleby,97,22.6,92,407,-0.228
23,24,24,Phil Tataurangi,88,22.54,87,386,-0.391
24,25,25,Paul Stankowski,100,22.25,93,418,-0.376
25,26,26,Bo Van Pelt,78,22.03,91,413,-0.253
26,27,27,J.J. Henry,112,21.53,110,511,-0.245
27,28,28,Bob Heintz,68,21.07,67,318,-0.328
28,29,29,Phil Mickelson,97,20.94,89,425,-0.315
29,30,30,Davis Love III,92,20.87,82,393,-0.244
30,31,31,Michael Allen,76,20.8,68,327,-0.309
31,32,32,Stephen Gangluff,75,20.76,82,395,-0.085
32,33,33,Kenneth Staton,104,20.47,104,508,-0.260
33,34,34,Ben Crane,91,20.39,83,407,-0.265
34,35,35,Scott McCarron,106,20.28,86,424,-0.314
35,36,36,David Duval,78,19.48,60,308,-0.133
36,37,37,Andrew Magee,91,19.35,71,367,-0.282
37,38,38,Carl Paulson,84,19.33,81,419,-0.198
38,39,39,Greg Chalmers,94,19.3,77,399,-0.299
39,40,40,Jonathan Kaye,83,19.0,80,421,-0.288
40,41,41,Rod Pampling,98,18.83,74,393,-0.203
41,T42,T42,Brian Bateman,94,18.74,86,459,-0.105
42,T42,T42,Shaun Micheel,100,18.74,89,475,-0.247
43,T44,T44,Jesper Parnevik,85,18.64,44,236,-0.455
44,T44,T44,Vijay Singh,102,18.64,82,440,-0.329
45,46,46,Robin Freeman,79,18.62,70,376,-0.157
46,47,47,Deane Pappas,90,18.53,73,394,-0.082
47,48,48,Edward Fryatt,94,17.92,74,413,-0.149
48,49,49,Steve Stricker,68,17.89,39,218,-0.256
49,50,50,Sergio Garcia,79,17.88,49,274,-0.245
50,51,51,Brent Geiberger,95,17.75,74,417,-0.338
51,52,52,Ian Leggatt,97,17.61,75,426,-0.320
52,53,53,Peter Lonard,93,17.49,67,383,-0.328
53,54,54,Paul Gow,99,17.48,86,492,-0.326
54,55,55,Robert Allenby,96,17.46,81,464,-0.309
55,56,56,Pat Perez,89,17.33,61,352,-0.180
56,57,57,Tommy Armour III,82,17.05,59,346,-0.119
57,58,58,Mike Weir,94,16.94,61,360,-0.295
58,59,59,Steve Flesch,110,16.71,68,407,-0.221
59,60,60,Robert Gamez,69,16.67,60,360,-0.233
60,61,61,Bob Tway,103,16.63,69,415,-0.174
61,62,62,Brett Quigley,93,16.48,75,455,-0.173
