,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
49,50,50,Tom Byrum,77,11.17,40,358,E
50,51,51,Len Mattiace,106,11.04,55,498,+0.091
51,52,52,Bob Estes,93,10.91,43,394,+0.116
52,53,53,Phil Tataurangi,88,10.88,42,386,+0.119
53,54,54,David Duval,78,10.71,33,308,-0.030
54,T55,T55,Greg Kraft,86,10.64,43,404,+0.349
55,T55,T55,Grant Waite,98,10.64,50,470,+0.040
56,57,57,Dudley Hart,88,10.62,36,339,+0.222
57,58,58,Brad Elder,76,10.56,34,322,+0.088
58,59,59,Steve Lowery,98,10.48,44,420,-0.045
59,60,60,Per-Ulrik Johansson,87,10.46,39,373,+0.308
60,61,61,Ernie Els,68,10.37,28,270,-0.071
61,62,62,Brett Quigley,93,10.33,47,455,+0.021
62,63,63,Steve Jones,71,10.32,29,281,+0.034
63,64,64,Mark Brooks,97,10.28,41,399,+0.024
64,65,65,Tommy Armour III,82,10.12,35,346,+0.086
65,66,66,Steve Stricker,68,10.09,22,218,-0.091
66,67,67,Kevin Sutherland,96,10.06,33,328,+0.091
67,T68,T68,Tom Lehman,78,10.04,24,239,+0.083
68,T68,T68,Jeff Sluman,118,10.04,54,538,-0.037
69,70,70,Spike McRoy,69,10.03,29,289,E
70,71,71,Geoff Ogilvy,90,9.98,40,401,+0.150
71,72,72,Fred Funk,106,9.94,52,523,+0.058
72,73,73,Glen Hnatiuk,95,9.88,48,486,-0.063
73,74,74,Peter Jacobsen,67,9.83,29,295,+0.172
74,75,75,Glen Day,107,9.79,52,531,+0.135
75,T76,T76,Billy Andrade,100,9.75,43,441,+0.023
76,T76,T76,Tom Scherrer,98,9.75,43,441,+0.116
77,78,78,Woody Austin,102,9.73,47,483,-0.021
78,79,79,Bob May,91,9.72,42,432,+0.238
79,80,80,Luke Donald,106,9.71,47,484,+0.043
80,81,81,Miguel Angel Jiménez,60,9.65,22,228,+0.500
81,82,82,Bob Tway,103,9.64,40,415,+0.125
82,83,83,Frank Nobilo,94,9.62,43,447,+0.140
83,T84,T84,Jay Haas,83,9.6,31,323,+0.032
84,T84,T84,David Peoples,105,9.6,46,479,+0.196
85,86,86,Scott Hoch,71,9.59,28,292,+0.214
86,T87,T87,Donnie Hammond,60,9.52,26,273,-0.115
87,T87,T87,Brenden Pappas,62,9.52,30,315,+0.267
88,89,89,Blaine McCallister,75,9.41,32,340,+0.125
89,90,90,Deane Pappas,90,9.39,37,394,+0.297
90,91,91,Stephen Gangluff,75,9.37,37,395,+0.486
91,92,92,Mike Sposa,111,9.36,48,513,-0.104
92,93,93,Dan Forsman,83,9.34,37,396,+0.054
93,94,94,Tom Pernice Jr.,101,9.33,39,418,+0.333
94,95,95,Stephen Ames,89,9.23,31,336,+0.226
95,96,96,Jason Hill,59,9.22,26,282,+0.231
96,T97,T97,Craig Parry,69,9.17,33,360,+0.030
97,T97,T97,Mike Weir,94,9.17,33,360,+0.273
98,99,99,Jim Furyk,88,9.12,31,340,-0.097
99,100,100,Brent Geiberger,95,9.11,38,417,+0.263
100,T101,T101,Paul Azinger,69,9.09,20,220,+0.050
101,T101,T101,Ben Crane,91,9.09,37,407,+0.054
102,T101,T101,Steve Flesch,110,9.09,37,407,+0.189
103,104,104,Robert Damron,85,9.05,38,420,+0.237
104,105,105,J.J. Henry,112,9.0,46,511,+0.152
105,T106,T106,Bob Burns,99,8.96,37,413,+0.135
106,T106,T106,Scott McCarron,106,8.96,38,424,+0.026
107,T108,T108,Craig Barlow,62,8.92,29,325,-0.172
108,T108,T108,Jeff Maggert,83,8.92,29,325,+0.103
109,110,110,Jay Don Blake,107,8.88,42,473,+0.095
110,111,111,Hidemichi Tanaka,104,8.87,41,462,+0.268
111,112,112,Kent Jones,105,8.86,45,508,E
112,113,113,Pat Perez,89,8.81,31,352,+0.194
113,114,114,Lee Janzen,101,8.76,34,388,-0.176
114,115,115,Carl Paulson,84,8.59,36,419,-0.111
115,116,116,Cameron Beckman,87,8.57,30,350,+0.067
116,117,117,Bryce Molder,65,8.56,31,362,+0.194
117,118,118,Jeff Brehaut,87,8.53,39,457,+0.282
118,119,119,Joel Edwards,101,8.48,42,495,+0.190
119,120,120,Gary Nicklaus,66,8.47,25,295,+0.120
120,T121,T121,Retief Goosen,56,8.46,22,260,E
121,T121,T121,Brian Henninger,66,8.46,27,319,+0.185
122,123,123,Andrew Magee,91,8.45,31,367,+0.097
123,124,124,Brandt Jobe,94,8.41,39,464,+0.256
124,125,125,Duffy Waldorf,90,8.38,33,394,+0.242
125,T126,T126,Bart Bryant,69,8.33,29,348,+0.138
126,T126,T126,Jerry Kelly,99,8.33,36,432,+0.194
127,128,128,Tiger Woods,69,8.27,21,254,-0.095
128,129,129,Steve Elkington,82,8.2,26,317,+0.231
129,130,130,John Senden,96,8.08,32,396,+0.344
130,131,131,Chad Campbell,111,8.06,41,509,-0.146
131,132,132,Stewart Cink,92,8.05,28,348,-0.071
132,133,133,Tim Herron,102,8.01,35,437,+0.143
133,134,134,Rocco Mediate,79,7.94,25,315,-0.040
134,135,135,Neal Lancaster,101,7.91,33,417,+0.364
135,T136,T136,Justin Leonard,97,7.87,31,394,+0.194
136,T136,T136,Chris Smith,103,7.87,35,445,E
137,138,138,Mark Calcavecchia,84,7.86,22,280,-0.182
138,T139,T139,Brian Bateman,94,7.84,36,459,-0.028
139,T139,T139,John Rollins,124,7.84,46,587,+0.109
140,141,141,Chris DiMarco,111,7.82,34,435,-0.118
141,142,142,Shaun Micheel,100,7.79,37,475,-0.027
142,143,143,Harrison Frazar,88,7.67,29,378,-0.069
143,T144,T144,Steve Allan,93,7.61,35,460,+0.171
144,T144,T144,Tim Clark,76,7.61,29,381,+0.069
145,146,146,Tommy Tolles,64,7.55,25,331,+0.360
146,147,147,Tim Petrovic,92,7.52,30,399,+0.133
147,148,148,Paul Goydos,66,7.43,24,323,+0.208
148,149,149,"David Berganio, Jr.",80,7.42,29,391,+0.034
149,150,150,Jeff Gove,89,7.37,35,475,+0.429
150,151,151,Ian Leggatt,97,7.28,31,426,+0.065
151,152,152,Edward Fryatt,94,7.26,30,413,+0.533
152,153,153,Notah Begay III,76,7.23,30,415,+0.233
153,154,154,Bradley Hughes,60,7.14,21,294,+0.048
154,T155,T155,Briny Baird,110,7.13,35,491,+0.114
155,T155,T155,Jonathan Kaye,83,7.13,30,421,+0.200
156,157,157,Rod Pampling,98,7.12,28,393,+0.036
157,T158,T158,Scott Dunlap,74,7.04,24,341,+0.333
158,T158,T158,Boo Weekley,57,7.04,20,284,+0.150
159,160,160,Jess Daley,76,7.01,27,385,+0.074
160,161,161,Craig Perks,91,6.97,23,330,-0.087
161,162,162,Mathew Goggin,64,6.96,22,316,+0.045
162,163,163,Michael Long,71,6.94,27,389,+0.111
163,164,164,Bob Heintz,68,6.92,22,318,+0.500
164,165,165,Robin Freeman,79,6.91,26,376,+0.115
165,166,166,John Huston,99,6.89,29,421,-0.034
166,167,167,Dicky Pride,51,6.87,20,291,+0.350
167,168,168,Chris Riley,104,6.85,33,482,+0.212
168,169,169,Stuart Appleby,97,6.63,27,407,-0.037
169,170,170,David Gossett,95,6.62,29,438,+0.207
170,171,171,Peter Lonard,93,6.53,25,383,-0.040
171,172,172,Paul Gow,99,6.5,32,492,+0.219
172,173,173,Charles Howell III,118,6.41,30,468,+0.033
173,174,174,Robert Gamez,69,6.39,23,360,-0.130
174,175,175,Vijay Singh,102,6.36,28,440,+0.036
175,176,176,Bo Van Pelt,78,6.3,26,413,+0.231
176,177,177,Paul Stankowski,100,6.22,26,418,+0.308
177,178,178,Sergio Garcia,79,6.2,17,274,+0.235
178,179,179,Garrett Willis,80,6.17,23,373,+0.304
179,T180,T180,Fred Couples,64,6.1,13,213,E
180,T180,T180,Kenneth Staton,104,6.1,31,508,+0.355
181,182,182,Eduardo Herrera,59,6.09,19,312,+0.211
182,183,183,Shigeki Maruyama,87,5.92,20,338,-0.050
183,184,184,John Daly,62,5.85,11,188,+0.818
184,185,185,Robert Allenby,96,5.82,27,464,+0.037
185,186,186,Phil Mickelson,97,5.65,24,425,-0.167
186,187,187,Frank Lickliter II,94,5.53,21,380,+0.286
187,188,188,Russ Cochran,68,5.45,17,312,+0.059
188,189,189,David Toms,106,5.38,26,483,-0.269
189,190,190,John Riegger,88,5.25,23,438,-0.174
190,191,191,Brett Wetterich,89,5.2,23,442,+0.435
191,192,192,David Morland IV,58,5.19,16,308,+0.250
192,193,193,J.L. Lewis,98,5.12,24,469,-0.083
193,194,194,K.J. Choi,93,5.1,21,412,-0.048
194,195,195,Davis Love III,92,5.09,20,393,-0.250
195,196,196,Joe Ogilvie,50,5.06,13,257,+0.077
196,197,197,Jonathan Byrd,96,4.94,22,445,+0.182
197,198,198,Rich Beem,99,4.58,20,437,+0.150
198,199,199,Rory Sabbatini,69,4.53,11,243,+0.273
199,200,200,Tripp Isenhour,68,4.27,15,351,+0.067
200,201,201,Dennis Paulson,89,4.15,17,410,E
201,202,202,Kenny Perry,98,4.0,18,450,E
